entry_time,exit_time,position,instrument,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
1963-08-31,1963-08-31,long,FF_Mkt_Quality,100.0,105.33,monthly_hold,5.0,1,5330.0,20.0,5310.0,100000.0,105310.0
1963-08-31,1963-09-30,long,FF_Mkt_Quality,100.0,98.7,monthly_hold,5.0,1,-1369.03,21.06,-1390.09,105310.0,103919.91
1963-09-30,1963-10-31,long,FF_Mkt_Quality,100.0,102.83,monthly_hold,5.0,1,2940.93,20.78,2920.15,103919.91,106840.06
1963-10-31,1963-11-30,long,FF_Mkt_Quality,100.0,99.41,monthly_hold,5.0,1,-630.36,21.37,-651.72,106840.06,106188.33
1963-11-30,1963-12-31,long,FF_Mkt_Quality,100.0,102.12,monthly_hold,5.0,1,2251.19,21.24,2229.95,106188.33,108418.29
1963-12-31,1964-01-31,long,FF_Mkt_Quality,100.0,102.57,monthly_hold,5.0,1,2786.35,21.68,2764.67,108418.29,111182.95
1964-01-31,1964-02-29,long,FF_Mkt_Quality,100.0,101.81,monthly_hold,5.0,1,2012.41,22.24,1990.17,111182.95,113173.13
1964-02-29,1964-03-31,long,FF_Mkt_Quality,100.0,101.72,monthly_hold,5.0,1,1946.58,22.63,1923.94,113173.13,115097.07
1964-03-31,1964-04-30,long,FF_Mkt_Quality,100.0,100.4,monthly_hold,5.0,1,460.39,23.02,437.37,115097.07,115534.44
1964-04-30,1964-05-31,long,FF_Mkt_Quality,100.0,101.67,monthly_hold,5.0,1,1929.43,23.11,1906.32,115534.44,117440.76
1964-05-31,1964-06-30,long,FF_Mkt_Quality,100.0,101.57,monthly_hold,5.0,1,1843.82,23.49,1820.33,117440.76,119261.09
1964-06-30,1964-07-31,long,FF_Mkt_Quality,100.0,102.04,monthly_hold,5.0,1,2432.93,23.85,2409.07,119261.09,121670.17
1964-07-31,1964-08-31,long,FF_Mkt_Quality,100.0,98.84,monthly_hold,5.0,1,-1411.37,24.33,-1435.71,121670.17,120234.46
1964-08-31,1964-09-30,long,FF_Mkt_Quality,100.0,102.97,monthly_hold,5.0,1,3570.96,24.05,3546.92,120234.46,123781.37
1964-09-30,1964-10-31,long,FF_Mkt_Quality,100.0,100.89,monthly_hold,5.0,1,1101.65,24.76,1076.9,123781.37,124858.27
1964-10-31,1964-11-30,long,FF_Mkt_Quality,100.0,100.28,monthly_hold,5.0,1,349.6,24.97,324.63,124858.27,125182.9
1964-11-30,1964-12-31,long,FF_Mkt_Quality,100.0,100.35,monthly_hold,5.0,1,438.14,25.04,413.1,125182.9,125596.01
1964-12-31,1965-01-31,long,FF_Mkt_Quality,100.0,103.82,monthly_hold,5.0,1,4797.77,25.12,4772.65,125596.01,130368.66
1965-01-31,1965-02-28,long,FF_Mkt_Quality,100.0,100.74,monthly_hold,5.0,1,964.73,26.07,938.65,130368.66,131307.31
1965-02-28,1965-03-31,long,FF_Mkt_Quality,100.0,99.02,monthly_hold,5.0,1,-1286.81,26.26,-1313.07,131307.31,129994.24
1965-03-31,1965-04-30,long,FF_Mkt_Quality,100.0,101.855,monthly_hold,5.0,1,2411.39,26.0,2385.39,129994.24,132379.63
