entry_time,exit_time,position,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity,direction,fvg_range
2018-07-31 12:19:00-04:00,2018-07-31 16:00:00-04:00,long,167.73,167.45,eod,1.6773000000000025,583,-163.24000000000066,14.470707130000001,-177.71070713000066,97878.4712994,97700.76059227,long,"[167.6, 167.68]"
2018-08-09 10:06:00-04:00,2018-08-09 16:00:00-04:00,long,172.8,172.45,eod,1.7280000000000086,565,-197.75000000001285,14.102462150000001,-211.85246215001285,97700.76059227,97488.90813011999,long,"[172.55, 172.72]"
2018-09-04 13:44:00-04:00,2018-09-04 16:00:00-04:00,short,175.87,176.46,eod,1.7587000000000046,554,-326.8600000000019,13.880573044,-340.7405730440019,97488.90813011999,97148.16755707598,short,"[175.99, 176.05]"
2018-09-12 10:09:00-04:00,2018-09-12 16:00:00-04:00,short,172.6,173.15,eod,1.725999999999999,562,-309.1000000000064,14.02992536,-323.1299253600064,97148.16755707598,96825.03763171598,short,"[172.83, 172.9]"
2018-09-24 09:52:00-04:00,2018-09-24 16:00:00-04:00,long,173.25,174.82,eod,1.7324999999999875,558,876.0599999999962,13.964505768,862.0954942319962,96825.03763171598,97687.13312594798,long,"[173.05, 173.17]"
2018-10-15 14:27:00-04:00,2018-10-15 16:00:00-04:00,short,164.24,163.53,eod,1.6424000000000092,594,421.7400000000047,14.690731968000001,407.0492680320047,97687.13312594798,98094.18239397998,short,"[164.35, 164.61]"
2018-10-18 11:12:00-04:00,2018-10-18 13:24:00-04:00,short,166.58,164.08130000000003,target,1.6657999999999902,588,1469.2355999999913,14.580591312,1454.6550086879913,98094.18239397998,99548.83740266797,short,"[166.79, 166.94]"
2018-10-22 11:06:00-04:00,2018-10-22 16:00:00-04:00,long,166.34,165.24,eod,1.6633999999999958,598,-657.7999999999965,14.806283856,-672.6062838559966,99548.83740266797,98876.23111881196,long,"[165.76, 166.09]"
2018-10-24 10:00:00-04:00,2018-10-24 13:07:00-04:00,short,163.77,161.31345000000002,target,1.6376999999999953,603,1481.2996499999958,14.905440018,1466.3942099819958,98876.23111881196,100342.62532879396,short,"[163.88, 164.12]"
2018-10-26 10:53:00-04:00,2018-10-26 11:24:00-04:00,short,156.56,158.1256,stop,1.5655999999999892,640,-1001.9839999999931,15.691755520000001,-1017.6757555199931,100342.62532879396,99324.94957327397,short,"[156.92, 157.01]"
2018-10-26 15:21:00-04:00,2018-10-26 16:00:00-04:00,long,158.12,158.83,eod,1.5811999999999955,628,445.880000000005,15.437165672,430.442834328005,99324.94957327397,99755.39240760198,long,"[157.74, 157.93]"
2018-11-08 10:40:00-05:00,2018-11-08 16:00:00-05:00,long,166.33,165.84,eod,1.6632999999999925,599,-293.51000000000545,14.841034848,-308.35103484800544,99755.39240760198,99447.04137275397,long,"[166.18, 166.2]"
2018-11-12 09:51:00-05:00,2018-11-12 16:00:00-05:00,short,160.28,158.31,eod,1.602800000000002,620,1221.3999999999992,15.265506080000002,1206.1344939199992,99447.04137275397,100653.17586667398,short,"[160.54, 160.75]"
2018-11-13 14:41:00-05:00,2018-11-13 16:00:00-05:00,short,158.4,157.91,eod,1.5840000000000032,635,311.1500000000058,15.601645200000002,295.54835480000577,100653.17586667398,100948.72422147398,short,"[158.52, 158.68]"
2018-11-15 11:08:00-05:00,2018-11-15 14:28:00-05:00,long,157.25,159.60875,target,1.572499999999991,641,1511.9587499999911,15.770602003250001,1496.1881479967412,100948.72422147398,102444.91236947072,long,"[156.53, 156.99]"
2018-11-16 13:34:00-05:00,2018-11-16 16:00:00-05:00,long,158.64,159.2,eod,1.5863999999999976,645,361.20000000000147,15.8616852,345.33831480000146,102444.91236947072,102790.25068427072,long,"[158.12, 158.6]"
2018-11-21 15:32:00-05:00,2018-11-21 16:00:00-05:00,short,152.73,152.28,eod,1.5272999999999968,673,302.84999999999235,16.429204662,286.42079533799233,102790.25068427072,103076.67147960872,short,"[153.0, 153.29]"
2018-11-23 11:21:00-05:00,2018-11-23 15:59:00-05:00,long,152.39,151.03,eod,1.5238999999999976,676,-919.35999999999,16.470492584,-935.83049258399,103076.67147960872,102140.84098702473,long,"[152.2, 152.36]"
2018-11-26 13:45:00-05:00,2018-11-26 16:00:00-05:00,long,153.61,154.94,eod,1.5361000000000047,664,883.1199999999894,16.250292448000003,866.8697075519894,102140.84098702473,103007.71069457672,long,"[153.55, 153.57]"
2018-11-27 10:06:00-05:00,2018-11-27 16:00:00-05:00,long,154.52,155.32,eod,1.5451999999999941,666,532.7999999999886,16.306274736,516.4937252639886,103007.71069457672,103524.20441984071,long,"[154.17, 154.32]"
2018-12-04 11:16:00-05:00,2018-12-04 12:28:00-05:00,short,162.48,160.0428,target,1.6247999999999934,637,1552.4963999999936,15.723035328,1536.7733646719937,103524.20441984071,105060.97778451271,short,"[162.63, 162.73]"
2018-12-06 10:08:00-05:00,2018-12-06 14:00:00-05:00,long,155.25,157.57875,target,1.552500000000009,676,1574.2350000000092,16.593561933,1557.6414380670092,105060.97778451271,106618.61922257971,long,"[154.69, 154.78]"
2018-12-10 13:52:00-05:00,2018-12-10 16:00:00-05:00,long,154.47,155.12,eod,1.544700000000006,690,448.5000000000039,16.89005184,431.6099481600039,106618.61922257971,107050.22917073972,long,"[154.04, 154.3]"
2018-12-11 15:36:00-05:00,2018-12-11 16:00:00-05:00,short,156.34,155.51,eod,1.5634000000000015,684,567.7200000000086,16.766380368,550.9536196320086,107050.22917073972,107601.18279037173,short,"[156.53, 156.85]"
2018-12-17 11:50:00-05:00,2018-12-17 13:01:00-05:00,long,152.87,151.3413,stop,1.5287000000000148,703,-1074.6761000000104,17.134421562420002,-1091.8105215624303,107601.18279037173,106509.37226880931,long,"[152.42, 152.68]"
2018-12-18 14:21:00-05:00,2018-12-18 14:59:00-05:00,long,151.15,149.6385,stop,1.5115000000000123,704,-1064.0960000000086,17.1254690112,-1081.2214690112087,106509.37226880931,105428.15079979811,long,"[150.96, 151.04]"
2018-12-24 11:46:00-05:00,2018-12-24 13:04:00-05:00,short,138.68,136.59980000000002,target,1.3867999999999938,760,1580.951999999993,18.25619104,1562.695808959993,105428.15079979811,106990.8466087581,short,"[138.92, 139.16]"
2019-01-08 13:58:00-05:00,2019-01-08 16:00:00-05:00,short,151.86,152.05,eod,1.5185999999999922,704,-133.7599999999984,17.168946432,-150.92894643199838,106990.8466087581,106839.9176623261,short,"[151.97, 152.2]"
2019-01-14 10:29:00-05:00,2019-01-14 16:00:00-05:00,long,151.86,151.63,eod,1.5185999999999922,703,-161.6900000000128,17.140063742000002,-178.83006374201278,106839.9176623261,106661.08759858408,long,"[151.72, 151.86]"
2019-01-16 11:36:00-05:00,2019-01-16 16:00:00-05:00,long,155.51,154.67,eod,1.5551000000000101,685,-575.4000000000024,16.75909081,-592.1590908100023,106661.08759858408,106068.92850777408,long,"[155.34, 155.41]"
2019-01-24 10:16:00-05:00,2019-01-24 16:00:00-05:00,long,155.57,155.31,eod,1.5557000000000016,681,-177.0599999999938,16.673343858000003,-193.73334385799382,106068.92850777408,105875.19516391608,long,"[155.08, 155.37]"
2019-01-24 11:21:00-05:00,2019-01-24 16:00:00-05:00,short,154.52,155.31,eod,1.5451999999999941,685,-541.1499999999945,16.75623436,-557.9062343599945,105875.19516391608,105317.28892955609,short,"[154.63, 154.97]"
2019-02-01 14:25:00-05:00,2019-02-01 16:00:00-05:00,short,159.25,159.55,eod,1.5925000000000011,661,-198.30000000000751,16.25607215,-214.5560721500075,105317.28892955609,105102.73285740608,short,"[159.4, 159.47]"
2019-02-08 12:01:00-05:00,2019-02-08 16:00:00-05:00,long,159.5,160.49,eod,1.5949999999999989,658,651.420000000006,16.204975276,635.215024724006,105102.73285740608,105737.94788213009,long,"[159.38, 159.43]"
2019-02-20 14:39:00-05:00,2019-02-20 16:00:00-05:00,short,163.94,164.14,eod,1.6393999999999949,644,-128.79999999999268,15.921954608,-144.72195460799267,105737.94788213009,105593.2259275221,short,"[164.16, 164.35]"
