entry_time,exit_time,entry_price,exit_price,stop_price,direction,instrument,basket,exit_reason
2016-01-12,2016-01-13,104.09,104.72,,long,GLD,commodities,signal
2016-01-19,2016-01-21,104.06,105.49,,long,GLD,commodities,signal
2016-01-29,2016-01-29,106.61,106.9492,,long,GLD,commodities,signal
2016-02-10,2016-02-10,113.92,114.46,,long,GLD,commodities,signal
2016-02-17,2016-02-18,115.47,118.29,,long,GLD,commodities,signal
2016-02-23,2016-02-29,116.68,118.64,,long,GLD,commodities,signal
2016-03-02,2016-03-15,118.34,117.96,,long,GLD,commodities,signal
2016-03-18,2016-03-23,119.59,117.1982,117.1982,long,GLD,commodities,stop
2016-03-28,2016-03-29,116.74,118.76,,long,GLD,commodities,signal
2016-03-31,2016-04-01,118.161,116.93,,long,GLD,commodities,signal
2016-04-05,2016-04-07,117.76,118.61,,long,GLD,commodities,signal
2016-04-14,2016-04-28,118.09,121.29,,long,GLD,commodities,signal
2016-05-03,2016-05-09,123.73,121.25540000000001,121.25540000000001,long,GLD,commodities,stop
2016-05-10,2016-05-11,120.74,122.12,,long,GLD,commodities,signal
2016-05-13,2016-05-13,121.09,121.7,,long,GLD,commodities,signal
2016-05-19,2016-05-19,119.0,119.87,,long,GLD,commodities,signal
2016-05-25,2016-05-25,116.59,116.98,,long,GLD,commodities,signal
2016-05-27,2016-06-03,116.27,118.88,,long,GLD,commodities,signal
2016-06-17,2016-06-17,123.26,123.95,,long,GLD,commodities,signal
2016-06-22,2016-06-30,120.83,126.47,,long,GLD,commodities,signal
2016-07-12,2016-07-13,128.52,128.32,,long,GLD,commodities,signal
2016-07-21,2016-07-21,125.66,127.3,,long,GLD,commodities,signal
2016-08-05,2016-08-18,128.46,129.12,,long,GLD,commodities,signal
2016-08-22,2016-08-30,127.64,125.0872,125.0872,long,GLD,commodities,stop
2016-08-31,2016-09-02,124.73,126.57,,long,GLD,commodities,signal
2016-09-08,2016-09-15,128.16,125.59679999999999,125.59679999999999,long,GLD,commodities,stop
2016-09-20,2016-09-21,125.31,127.27,,long,GLD,commodities,signal
2016-09-23,2016-10-04,127.6,125.04799999999999,125.04799999999999,long,GLD,commodities,stop
2016-10-05,2016-10-31,121.33,121.94,,long,GLD,commodities,signal
2016-11-03,2016-11-03,123.36,124.3,,long,GLD,commodities,signal
2016-11-09,2016-11-09,124.3,121.814,121.814,long,GLD,commodities,stop
2016-11-10,2016-11-11,121.52,119.08959999999999,119.08959999999999,long,GLD,commodities,stop
2016-11-14,2016-11-15,116.12,117.12,,long,GLD,commodities,signal
2016-11-21,2016-11-23,115.72,113.40559999999999,113.40559999999999,long,GLD,commodities,stop
2016-11-28,2016-11-28,113.23,113.8,,long,GLD,commodities,signal
2016-12-01,2016-12-14,111.11,108.8878,108.8878,long,GLD,commodities,stop
2016-12-15,2016-12-28,107.85,108.86,,long,GLD,commodities,signal
2017-01-03,2017-01-13,109.62,114.18,,long,GLD,commodities,signal
2017-01-19,2017-01-27,114.32,113.47,,long,GLD,commodities,signal
2017-02-03,2017-02-06,115.73,117.7,,long,GLD,commodities,signal
2017-02-10,2017-02-15,116.68,117.45,,long,GLD,commodities,signal
2017-02-21,2017-02-22,117.04,117.91,,long,GLD,commodities,signal
2017-02-28,2017-03-01,119.71,119.06,,long,GLD,commodities,signal
2017-03-07,2017-03-10,116.13,114.72,,long,GLD,commodities,signal
2017-03-15,2017-03-15,114.29,116.25,,long,GLD,commodities,signal
2017-03-17,2017-04-03,117.04,119.35,,long,GLD,commodities,signal
2017-04-10,2017-04-13,119.04,122.6,,long,GLD,commodities,signal
2017-04-18,2017-04-19,122.43,121.73,,long,GLD,commodities,signal
2017-04-26,2017-04-26,120.21,120.84,,long,GLD,commodities,signal
2017-05-02,2017-05-02,119.3,119.625,,long,GLD,commodities,signal
2017-05-04,2017-05-24,116.8,119.63,,long,GLD,commodities,signal
2017-06-13,2017-07-03,119.95,117.551,117.551,long,GLD,commodities,stop
2017-07-05,2017-07-10,115.91,115.46,,long,GLD,commodities,signal
2017-07-17,2017-08-11,117.42,122.76,,long,GLD,commodities,signal
2017-08-21,2017-08-23,122.54,122.67,,long,GLD,commodities,signal
2017-08-30,2017-08-31,124.33,125.82,,long,GLD,commodities,signal
2017-09-12,2017-09-12,126.03,126.56,,long,GLD,commodities,signal
2017-09-14,2017-09-19,125.67,124.62,,long,GLD,commodities,signal
2017-09-21,2017-09-25,122.56,124.53,,long,GLD,commodities,signal
2017-09-28,2017-10-06,122.04,121.09,,long,GLD,commodities,signal
2017-10-11,2017-10-11,122.57,122.79,,long,GLD,commodities,signal
2017-10-27,2017-10-27,120.38,120.9,,long,GLD,commodities,signal
2017-11-03,2017-12-04,121.36,121.18,,long,GLD,commodities,signal
2018-01-18,2018-01-23,126.13,127.28,,long,GLD,commodities,signal
2018-01-29,2018-01-31,127.58,127.65,,long,GLD,commodities,signal
2018-02-07,2018-02-22,125.48,126.3,,long,GLD,commodities,signal
2018-03-29,2018-03-29,125.42,125.79,,long,GLD,commodities,signal
2018-04-05,2018-04-09,125.45,126.82,,long,GLD,commodities,signal
2018-04-12,2018-04-17,127.25,127.75,,long,GLD,commodities,signal
2018-04-19,2018-04-26,127.81,125.2538,125.2538,long,GLD,commodities,stop
2018-05-03,2018-05-21,124.66,122.48,,long,GLD,commodities,signal
2018-05-23,2018-06-26,122.14,119.6972,119.6972,long,GLD,commodities,stop
2018-06-28,2018-07-18,118.59,116.31,,long,GLD,commodities,signal
2018-07-25,2018-08-06,116.79,114.4542,114.4542,long,GLD,commodities,stop
2018-08-07,2018-08-08,114.85,114.91,,long,GLD,commodities,signal
2018-08-10,2018-08-15,114.81,112.5138,112.5138,long,GLD,commodities,stop
2018-08-16,2018-08-17,111.46,112.13,,long,GLD,commodities,signal
2018-08-24,2018-08-29,113.25,114.2,,long,GLD,commodities,signal
2018-09-04,2018-10-01,112.75,112.57,,long,GLD,commodities,signal
2018-10-04,2018-10-08,113.83,112.54,,long,GLD,commodities,signal
2018-10-15,2018-10-24,116.12,116.66,,long,GLD,commodities,signal
2018-11-13,2018-12-18,113.72,118.15,,long,GLD,commodities,signal
2018-12-20,2018-12-31,119.13,121.25,,long,GLD,commodities,signal
2019-01-11,2019-01-22,121.74,121.45,,long,GLD,commodities,signal
2019-02-01,2019-02-19,124.89,126.7,,long,GLD,commodities,signal
2019-02-21,2019-02-26,126.15,125.58,,long,GLD,commodities,signal
2019-03-01,2019-03-05,123.48,121.72,,long,GLD,commodities,signal
2019-03-18,2019-03-20,123.3,124.18,,long,GLD,commodities,signal
2019-03-28,2019-04-02,122.28,121.98,,long,GLD,commodities,signal
2019-04-12,2019-04-23,121.96,120.12,,long,GLD,commodities,signal
2019-04-26,2019-05-21,121.26,120.36,,long,GLD,commodities,signal
2019-05-23,2019-05-24,120.82,121.3,,long,GLD,commodities,signal
2019-05-30,2019-05-30,120.96,121.69,,long,GLD,commodities,signal
2019-06-06,2019-06-19,125.93,127.89,,long,GLD,commodities,signal
2019-07-02,2019-07-02,131.27,133.41,,long,GLD,commodities,signal
2019-07-09,2019-07-10,131.43,133.83,,long,GLD,commodities,signal
2019-07-12,2019-07-12,132.89,133.53,,long,GLD,commodities,signal
2019-07-17,2019-07-17,133.0,134.58,,long,GLD,commodities,signal
2019-07-22,2019-08-01,134.56,136.41,,long,GLD,commodities,signal
2019-08-08,2019-08-20,140.9,142.21,,long,GLD,commodities,signal
2019-09-09,2019-09-20,142.37,142.95,,long,GLD,commodities,signal
2019-09-26,2019-09-30,142.19,139.34619999999998,139.34619999999998,long,GLD,commodities,stop
2019-10-11,2019-10-11,139.98,140.03,,long,GLD,commodities,signal
