entry_time,exit_time,entry_price,exit_price,stop_price,direction,instrument,basket,exit_reason
2016-01-06,2016-01-07,82.4,80.75200000000001,80.75200000000001,long,USO,commodities,stop
2016-01-08,2016-01-11,79.6,78.008,78.008,long,USO,commodities,stop
2016-01-12,2016-01-12,75.44,73.93119999999999,73.93119999999999,long,USO,commodities,stop
2016-01-20,2016-01-22,66.72,74.16,,long,USO,commodities,signal
2016-01-26,2016-02-02,70.48,69.0704,69.0704,long,USO,commodities,stop
2016-02-03,2016-02-03,70.72,74.72,,long,USO,commodities,signal
2016-02-05,2016-02-08,72.32,70.8736,70.8736,long,USO,commodities,stop
2016-02-11,2016-02-11,62.56,63.94,,long,USO,commodities,signal
2016-02-19,2016-02-24,68.4,68.72,,long,USO,commodities,signal
2016-02-29,2016-03-02,70.88,74.4,,long,USO,commodities,signal
2016-03-09,2016-03-16,78.96,81.44,,long,USO,commodities,signal
2016-03-21,2016-03-21,84.0,84.72,,long,USO,commodities,signal
2016-03-24,2016-03-24,78.24,80.48,,long,USO,commodities,signal
2016-03-31,2016-04-01,77.44,75.8912,75.8912,long,USO,commodities,stop
2016-04-04,2016-04-04,74.56,73.0688,73.0688,long,USO,commodities,stop
2016-04-05,2016-04-06,72.56,76.8,,long,USO,commodities,signal
2016-04-14,2016-04-15,84.64,82.9472,82.9472,long,USO,commodities,stop
2016-04-26,2016-05-10,85.28,87.92,,long,USO,commodities,signal
2016-05-19,2016-05-19,92.64,94.32,,long,USO,commodities,signal
2016-05-27,2016-05-27,94.72,95.84,,long,USO,commodities,signal
2016-06-01,2016-06-01,92.96,95.44,,long,USO,commodities,signal
2016-06-13,2016-06-15,93.68,91.80640000000001,91.80640000000001,long,USO,commodities,stop
2016-06-16,2016-06-16,91.2,89.376,89.376,long,USO,commodities,stop
2016-06-17,2016-06-17,91.6,93.28,,long,USO,commodities,signal
2016-06-27,2016-06-27,89.76,89.52,,long,USO,commodities,signal
2016-07-01,2016-07-01,92.16,94.24,,long,USO,commodities,signal
2016-07-08,2016-07-11,87.28,85.5344,85.5344,long,USO,commodities,stop
2016-07-12,2016-07-12,88.32,89.52,,long,USO,commodities,signal
2016-07-14,2016-07-21,86.88,85.1424,85.1424,long,USO,commodities,stop
2016-07-22,2016-07-25,83.92,82.2416,82.2416,long,USO,commodities,stop
2016-07-26,2016-07-27,80.8,79.184,79.184,long,USO,commodities,stop
2016-07-28,2016-08-01,78.8,77.22399999999999,77.22399999999999,long,USO,commodities,stop
2016-08-02,2016-08-02,76.72,75.1856,75.1856,long,USO,commodities,stop
2016-08-03,2016-08-03,74.8,77.52,,long,USO,commodities,signal
2016-08-11,2016-08-12,79.12,84.0,,long,USO,commodities,signal
2016-08-23,2016-08-25,86.4,87.6,,long,USO,commodities,signal
2016-08-31,2016-08-31,84.96,83.26079999999999,83.26079999999999,long,USO,commodities,stop
2016-09-01,2016-09-06,81.52,83.12,,long,USO,commodities,signal
2016-09-12,2016-09-14,83.2,81.536,81.536,long,USO,commodities,stop
2016-09-15,2016-09-21,81.12,83.2,,long,USO,commodities,signal
2016-09-26,2016-10-13,82.72,91.92,,long,USO,commodities,signal
2016-10-26,2016-10-31,88.56,86.7888,86.7888,long,USO,commodities,stop
2016-11-01,2016-11-02,85.2,83.496,83.496,long,USO,commodities,stop
2016-11-11,2016-11-14,79.04,78.96,,long,USO,commodities,signal
2016-11-17,2016-11-17,83.52,81.8496,81.8496,long,USO,commodities,stop
2016-11-18,2016-11-18,81.92,82.56,,long,USO,commodities,signal
2016-11-28,2016-11-29,83.76,82.0848,82.0848,long,USO,commodities,stop
2016-12-06,2016-12-08,89.76,90.48,,long,USO,commodities,signal
2016-12-13,2016-12-14,94.32,92.4336,92.4336,long,USO,commodities,stop
2016-12-15,2016-12-23,89.52,92.48,,long,USO,commodities,signal
2016-12-29,2016-12-30,94.0,93.76,,long,USO,commodities,signal
2017-01-04,2017-01-10,91.36,89.5328,89.5328,long,USO,commodities,stop
2017-01-11,2017-02-07,89.68,89.6,,long,USO,commodities,signal
2017-02-13,2017-02-28,90.96,91.68,,long,USO,commodities,signal
2017-03-02,2017-03-08,89.68,87.88640000000001,87.88640000000001,long,USO,commodities,stop
2017-03-09,2017-03-10,84.56,82.86880000000001,82.86880000000001,long,USO,commodities,stop
2017-03-13,2017-03-14,82.32,81.6,,long,USO,commodities,signal
2017-03-20,2017-03-22,82.08,80.88,,long,USO,commodities,signal
2017-04-06,2017-04-07,86.56,87.68,,long,USO,commodities,signal
2017-04-13,2017-04-19,89.44,87.6512,87.6512,long,USO,commodities,stop
2017-04-20,2017-04-21,84.64,82.9472,82.9472,long,USO,commodities,stop
2017-04-24,2017-04-25,82.32,82.88,,long,USO,commodities,signal
2017-04-27,2017-04-27,81.04,81.92,,long,USO,commodities,signal
2017-05-03,2017-05-04,79.68,78.08640000000001,78.08640000000001,long,USO,commodities,stop
2017-05-05,2017-05-19,75.76,83.84,,long,USO,commodities,signal
2017-05-26,2017-05-26,81.12,82.24,,long,USO,commodities,signal
2017-06-02,2017-06-05,78.64,78.4,,long,USO,commodities,signal
2017-06-08,2017-06-13,75.2,76.8,,long,USO,commodities,signal
2017-06-15,2017-06-20,73.76,72.2848,72.2848,long,USO,commodities,stop
2017-06-22,2017-06-28,70.4,73.6,,long,USO,commodities,signal
2017-06-30,2017-06-30,74.56,76.0,,long,USO,commodities,signal
2017-07-06,2017-07-07,75.52,74.00959999999999,74.00959999999999,long,USO,commodities,stop
2017-07-13,2017-07-25,75.12,78.48,,long,USO,commodities,signal
2017-08-04,2017-08-07,80.4,80.8,,long,USO,commodities,signal
2017-08-11,2017-08-15,79.04,78.0,,long,USO,commodities,signal
2017-08-17,2017-08-18,76.32,79.76,,long,USO,commodities,signal
2017-08-31,2017-09-01,75.92,77.36,,long,USO,commodities,signal
2017-09-11,2017-09-13,77.32,80.56,,long,USO,commodities,signal
2017-09-15,2017-09-21,81.52,81.92,,long,USO,commodities,signal
2017-10-04,2017-10-06,81.44,79.8112,79.8112,long,USO,commodities,stop
2017-11-15,2017-11-17,88.64,90.8,,long,USO,commodities,signal
2017-12-05,2017-12-06,91.76,89.9248,89.9248,long,USO,commodities,stop
2017-12-07,2017-12-11,90.16,92.8,,long,USO,commodities,signal
2017-12-14,2017-12-14,89.76,91.44,,long,USO,commodities,signal
2018-01-12,2018-01-12,101.44,102.96,,long,USO,commodities,signal
2018-01-26,2018-01-31,104.88,103.84,,long,USO,commodities,signal
2018-02-06,2018-02-07,101.6,99.568,99.568,long,USO,commodities,stop
2018-02-08,2018-02-08,99.36,97.3728,97.3728,long,USO,commodities,stop
2018-02-09,2018-02-09,96.88,94.94239999999999,94.94239999999999,long,USO,commodities,stop
2018-02-13,2018-02-14,94.32,97.44,,long,USO,commodities,signal
2018-02-21,2018-03-01,98.64,98.8,,long,USO,commodities,signal
2018-03-23,2018-03-23,104.72,106.24,,long,USO,commodities,signal
2018-03-28,2018-04-02,104.16,102.07679999999999,102.07679999999999,long,USO,commodities,stop
2018-04-03,2018-04-04,102.24,102.56,,long,USO,commodities,signal
2018-04-09,2018-04-10,101.52,106.0,,long,USO,commodities,signal
2018-04-20,2018-04-23,109.28,111.36,,long,USO,commodities,signal
2018-04-25,2018-05-03,109.52,110.56,,long,USO,commodities,signal
2018-05-14,2018-05-16,114.4,115.68,,long,USO,commodities,signal
2018-05-23,2018-05-25,116.24,113.9152,113.9152,long,USO,commodities,stop
2018-05-29,2018-05-30,108.56,110.64,,long,USO,commodities,signal
2018-06-04,2018-06-07,106.4,106.8,,long,USO,commodities,signal
2018-06-18,2018-06-22,105.36,112.16,,long,USO,commodities,signal
2018-06-26,2018-06-26,111.28,114.16,,long,USO,commodities,signal
2018-07-06,2018-07-06,117.36,119.68,,long,USO,commodities,signal
2018-07-12,2018-07-16,115.04,112.73920000000001,112.73920000000001,long,USO,commodities,stop
2018-07-17,2018-07-18,110.72,112.8,,long,USO,commodities,signal
2018-07-24,2018-08-02,112.88,114.88,,long,USO,commodities,signal
2018-08-07,2018-08-08,115.44,113.13119999999999,113.13119999999999,long,USO,commodities,stop
2018-08-10,2018-08-13,112.08,112.08,,long,USO,commodities,signal
2018-08-16,2018-08-27,108.56,116.0,,long,USO,commodities,signal
2018-09-05,2018-09-07,116.64,114.3072,114.3072,long,USO,commodities,stop
2018-09-11,2018-09-11,114.16,116.8,,long,USO,commodities,signal
2018-09-13,2018-09-19,116.88,119.52,,long,USO,commodities,signal
2018-09-21,2018-09-27,119.92,122.08,,long,USO,commodities,signal
2018-10-11,2018-10-17,121.76,119.3248,119.3248,long,USO,commodities,stop
2018-10-19,2018-10-22,117.44,117.92,,long,USO,commodities,signal
2018-10-24,2018-10-26,113.92,114.64,,long,USO,commodities,signal
2018-11-01,2018-11-01,110.88,108.66239999999999,108.66239999999999,long,USO,commodities,stop
2018-11-02,2018-11-07,107.36,105.2128,105.2128,long,USO,commodities,stop
2018-11-09,2018-11-13,101.2,99.176,99.176,long,USO,commodities,stop
2018-11-14,2018-11-19,96.12,97.12,,long,USO,commodities,signal
2018-11-21,2018-11-23,92.08,90.2384,90.2384,long,USO,commodities,stop
2018-11-29,2018-12-03,86.64,90.16,,long,USO,commodities,signal
2018-12-06,2018-12-13,86.88,89.68,,long,USO,commodities,signal
2018-12-17,2018-12-17,87.12,85.3776,85.3776,long,USO,commodities,stop
2018-12-18,2018-12-18,83.28,81.6144,81.6144,long,USO,commodities,stop
2018-12-19,2018-12-20,79.76,78.1648,78.1648,long,USO,commodities,stop
2018-12-24,2018-12-24,75.92,74.4016,74.4016,long,USO,commodities,stop
2018-12-26,2018-12-26,74.0,79.2,,long,USO,commodities,signal
2019-01-08,2019-01-09,83.44,88.4,,long,USO,commodities,signal
2019-01-15,2019-01-16,86.8,88.4,,long,USO,commodities,signal
2019-01-30,2019-02-04,90.72,92.0,,long,USO,commodities,signal
2019-02-06,2019-02-14,89.68,91.84,,long,USO,commodities,signal
2019-02-25,2019-03-08,93.84,93.84,,long,USO,commodities,signal
2019-03-13,2019-03-13,96.4,97.52,,long,USO,commodities,signal
2019-04-15,2019-04-16,105.84,106.96,,long,USO,commodities,signal
2019-04-18,2019-04-29,106.4,105.84,,long,USO,commodities,signal
2019-05-06,2019-05-06,102.32,104.56,,long,USO,commodities,signal
2019-05-14,2019-05-15,102.72,103.76,,long,USO,commodities,signal
2019-05-20,2019-05-22,104.96,102.8608,102.8608,long,USO,commodities,stop
2019-05-23,2019-05-23,98.96,96.98079999999999,96.98079999999999,long,USO,commodities,stop
2019-05-29,2019-05-29,96.24,97.92,,long,USO,commodities,signal
