date,equity
2016-08-25,100184.19999999998
2016-08-26,99926.31999999999
2016-08-29,100478.92
2016-08-30,100110.52
2016-08-31,100049.11999999998
2016-09-01,100184.19999999998
2016-09-02,100638.56
2016-09-05,100638.56
2016-09-06,101129.76
2016-09-07,100908.71999999999
2016-09-08,100503.48
2016-09-09,98207.11999999998
2016-09-12,99459.68000000001
2016-09-13,98280.79999999999
2016-09-14,98403.6
2016-09-15,99189.52
2016-09-16,99079.0
2016-09-19,99201.79999999999
2016-09-20,99287.76
2016-09-21,100478.92
2016-09-22,101129.76
2016-09-23,100736.79999999999
2016-09-26,100208.76
2016-09-27,100761.35999999999
2016-09-28,100884.16
2016-09-29,100171.92
2016-09-30,100454.35999999999
2016-10-03,100159.63999999998
2016-10-04,99324.6
2016-10-05,99275.48
2016-10-06,99533.35999999999
2016-10-07,99201.79999999999
2016-10-10,99570.19999999998
2016-10-11,98526.4
2016-10-12,99079.0
2016-10-13,98993.04
2016-10-14,98894.79999999999
2016-10-17,98747.44
2016-10-18,99189.52
2016-10-19,99140.4
2016-10-20,99042.16
2016-10-21,99115.84
2016-10-24,99668.44
2016-10-25,99201.79999999999
2016-10-26,98686.04
2016-10-27,98145.71999999999
2016-10-28,98329.92
2016-10-31,98808.84
2016-11-01,98010.63999999998
2016-11-02,97433.48
2016-11-03,96966.84
2016-11-04,96880.87999999999
2016-11-07,98514.11999999998
2016-11-08,99115.84
2016-11-09,98772.0
2016-11-10,97691.35999999999
2016-11-11,97580.84
2016-11-14,96917.71999999999
2016-11-15,97679.08
2016-11-16,97924.68000000001
2016-11-17,98379.04
2016-11-18,98145.71999999999
2016-11-21,98710.6
2016-11-22,99005.31999999999
2016-11-23,98919.35999999999
2016-11-24,98919.35999999999
2016-11-25,99324.6
2016-11-28,99287.76
2016-11-29,99619.31999999999
2016-11-30,98317.63999999998
2016-12-01,96745.79999999999
2016-12-02,97237.0
2016-12-05,97838.71999999999
2016-12-06,98047.48
2016-12-07,99128.11999999998
2016-12-08,99103.56
2016-12-09,99336.87999999999
2016-12-12,99238.63999999998
2016-12-13,99938.6
2016-12-14,99435.11999999998
2016-12-15,99864.92
2016-12-16,99631.6
2016-12-19,99914.04
2016-12-20,100196.48
2016-12-21,100098.23999999999
2016-12-22,100061.4
2016-12-23,100221.04
2016-12-26,100221.04
2016-12-27,100589.44
2016-12-28,99717.56
2016-12-29,99889.48
2016-12-30,99164.95999999999
2017-01-02,99164.95999999999
2017-01-03,99471.95999999999
2017-01-04,99975.44
2017-01-05,100245.6
2017-01-06,100736.79999999999
2017-01-09,100699.95999999999
2017-01-10,100663.11999999998
2017-01-11,100933.27999999998
2017-01-12,100835.04
2017-01-13,101043.79999999999
2017-01-16,101043.79999999999
2017-01-17,100847.31999999999
2017-01-18,101105.19999999998
2017-01-19,101006.95999999999
2017-01-20,101178.87999999999
2017-01-23,100994.68000000001
2017-01-24,101667.46666372799
2017-01-25,101667.46666372799
2017-01-26,101667.46666372799
2017-01-27,101667.46666372799
2017-01-30,101667.46666372799
2017-01-31,101667.46666372799
2017-02-01,101667.46666372799
2017-02-02,101667.46666372799
2017-02-03,101667.46666372799
2017-02-06,101667.46666372799
2017-02-07,101667.46666372799
2017-02-08,101667.46666372799
2017-02-09,101667.46666372799
2017-02-10,101667.46666372799
2017-02-13,101667.46666372799
2017-02-14,101667.46666372799
2017-02-15,101667.46666372799
2017-02-16,101667.46666372799
2017-02-17,101667.46666372799
2017-02-20,101667.46666372799
2017-02-21,101667.46666372799
2017-02-22,101667.46666372799
2017-02-23,101667.46666372799
2017-02-24,101667.46666372799
2017-02-27,101667.46666372799
2017-02-28,101667.46666372799
2017-03-01,101667.46666372799
2017-03-02,101667.46666372799
2017-03-03,101667.46666372799
2017-03-06,101667.46666372799
2017-03-07,101667.46666372799
2017-03-08,101667.46666372799
2017-03-09,101667.46666372799
2017-03-10,101667.46666372799
2017-03-13,101667.46666372799
2017-03-14,101667.46666372799
2017-03-15,101667.46666372799
2017-03-16,101667.46666372799
2017-03-17,101667.46666372799
2017-03-20,101667.46666372799
2017-03-21,101667.46666372799
2017-03-22,101667.46666372799
2017-03-23,101667.46666372799
2017-03-24,101667.46666372799
2017-03-27,101667.46666372799
2017-03-28,101667.46666372799
2017-03-29,101667.46666372799
2017-03-30,101667.46666372799
2017-03-31,101667.46666372799
2017-04-03,101667.46666372799
2017-04-04,101667.46666372799
2017-04-05,101667.46666372799
2017-04-06,101667.46666372799
2017-04-07,101667.46666372799
2017-04-10,101667.46666372799
2017-04-11,101667.46666372799
2017-04-12,101667.46666372799
2017-04-13,101667.46666372799
2017-04-14,101667.46666372799
2017-04-17,101667.46666372799
2017-04-18,101667.46666372799
2017-04-19,101667.46666372799
2017-04-20,101667.46666372799
2017-04-21,101667.46666372799
2017-04-24,101667.46666372799
2017-04-25,101667.46666372799
2017-04-26,101667.46666372799
2017-04-27,101667.46666372799
2017-04-28,101667.46666372799
2017-05-01,101667.46666372799
2017-05-02,101667.46666372799
2017-05-03,101667.46666372799
2017-05-04,101667.46666372799
2017-05-05,101667.46666372799
2017-05-08,101667.46666372799
2017-05-09,101667.46666372799
2017-05-10,101667.46666372799
2017-05-11,101667.46666372799
2017-05-12,101667.46666372799
2017-05-15,101667.46666372799
2017-05-16,101667.46666372799
2017-05-17,101667.46666372799
2017-05-18,101667.46666372799
2017-05-19,101667.46666372799
2017-05-22,101667.46666372799
2017-05-23,101667.46666372799
2017-05-24,101667.46666372799
2017-05-25,101667.46666372799
2017-05-26,101667.46666372799
2017-05-29,101667.46666372799
2017-05-30,101667.46666372799
2017-05-31,101667.46666372799
2017-06-01,101667.46666372799
2017-06-02,101667.46666372799
2017-06-05,101667.46666372799
2017-06-06,101667.46666372799
2017-06-07,101667.46666372799
2017-06-08,101667.46666372799
2017-06-09,101667.46666372799
2017-06-12,101667.46666372799
2017-06-13,101667.46666372799
2017-06-14,101667.46666372799
2017-06-15,101667.46666372799
2017-06-16,101667.46666372799
2017-06-19,101667.46666372799
2017-06-20,101667.46666372799
2017-06-21,101667.46666372799
2017-06-22,101667.46666372799
2017-06-23,101667.46666372799
2017-06-26,101667.46666372799
2017-06-27,101667.46666372799
2017-06-28,101667.46666372799
2017-06-29,101667.46666372799
2017-06-30,101667.46666372799
2017-07-03,101667.46666372799
2017-07-04,101667.46666372799
2017-07-05,101667.46666372799
2017-07-06,101667.46666372799
2017-07-07,101667.46666372799
2017-07-10,101667.46666372799
2017-07-11,101667.46666372799
2017-07-12,101667.46666372799
2017-07-13,101667.46666372799
2017-07-14,101667.46666372799
2017-07-17,101667.46666372799
2017-07-18,101667.46666372799
2017-07-19,101667.46666372799
2017-07-20,101667.46666372799
2017-07-21,101667.46666372799
2017-07-24,101667.46666372799
2017-07-25,101667.46666372799
2017-07-26,101667.46666372799
2017-07-27,101667.46666372799
2017-07-28,101667.46666372799
2017-07-31,101667.46666372799
2017-08-01,101667.46666372799
2017-08-02,101667.46666372799
2017-08-03,101667.46666372799
2017-08-04,101667.46666372799
2017-08-07,101667.46666372799
2017-08-08,101667.46666372799
2017-08-09,101667.46666372799
2017-08-10,101667.46666372799
2017-08-11,101667.46666372799
2017-08-14,101667.46666372799
2017-08-15,101667.46666372799
2017-08-16,101667.46666372799
2017-08-17,101667.46666372799
2017-08-18,101667.46666372799
2017-08-21,101667.46666372799
2017-08-22,101667.46666372799
2017-08-23,101667.46666372799
2017-08-24,101667.46666372799
2017-08-25,101667.46666372799
2017-08-28,101667.46666372799
2017-08-29,101667.46666372799
2017-08-30,101667.46666372799
2017-08-31,101667.46666372799
2017-09-01,101667.46666372799
2017-09-04,101667.46666372799
2017-09-05,101667.46666372799
2017-09-06,101667.46666372799
2017-09-07,101667.46666372799
2017-09-08,101667.46666372799
2017-09-11,101667.46666372799
2017-09-12,101667.46666372799
2017-09-13,101667.46666372799
2017-09-14,101667.46666372799
2017-09-15,101667.46666372799
2017-09-18,101667.46666372799
2017-09-19,101667.46666372799
2017-09-20,101667.46666372799
2017-09-21,101667.46666372799
2017-09-22,101667.46666372799
2017-09-25,101667.46666372799
2017-09-26,101667.46666372799
2017-09-27,101667.46666372799
2017-09-28,101667.46666372799
2017-09-29,101667.46666372799
2017-10-02,101667.46666372799
2017-10-03,101667.46666372799
2017-10-04,101667.46666372799
2017-10-05,101667.46666372799
2017-10-06,101667.46666372799
2017-10-09,101667.46666372799
2017-10-10,101667.46666372799
2017-10-11,101667.46666372799
2017-10-12,101667.46666372799
2017-10-13,101667.46666372799
2017-10-16,101667.46666372799
2017-10-17,101667.46666372799
2017-10-18,101667.46666372799
2017-10-19,101667.46666372799
2017-10-20,101667.46666372799
2017-10-23,101667.46666372799
2017-10-24,101667.46666372799
2017-10-25,101667.46666372799
2017-10-26,101667.46666372799
2017-10-27,101667.46666372799
2017-10-30,101667.46666372799
2017-10-31,101667.46666372799
2017-11-01,101667.46666372799
2017-11-02,101667.46666372799
2017-11-03,101667.46666372799
2017-11-06,101667.46666372799
2017-11-07,101667.46666372799
2017-11-08,101667.46666372799
2017-11-09,101667.46666372799
2017-11-10,101667.46666372799
2017-11-13,101667.46666372799
2017-11-14,101667.46666372799
2017-11-15,101667.46666372799
2017-11-16,101667.46666372799
2017-11-17,101667.46666372799
2017-11-20,101667.46666372799
2017-11-21,101667.46666372799
2017-11-22,101667.46666372799
2017-11-23,101667.46666372799
2017-11-24,101667.46666372799
2017-11-27,101667.46666372799
2017-11-28,101667.46666372799
2017-11-29,101667.46666372799
2017-11-30,101667.46666372799
2017-12-01,101667.46666372799
2017-12-04,101667.46666372799
2017-12-05,101667.46666372799
2017-12-06,101667.46666372799
2017-12-07,101667.46666372799
2017-12-08,101667.46666372799
2017-12-11,101667.46666372799
2017-12-12,101667.46666372799
2017-12-13,101667.46666372799
2017-12-14,101667.46666372799
2017-12-15,101667.46666372799
2017-12-18,101667.46666372799
2017-12-19,101667.46666372799
2017-12-20,101667.46666372799
2017-12-21,101667.46666372799
2017-12-22,101667.46666372799
2017-12-25,101667.46666372799
2017-12-26,101667.46666372799
2017-12-27,101667.46666372799
2017-12-28,101667.46666372799
2017-12-29,101667.46666372799
2018-01-01,101667.46666372799
2018-01-02,101667.46666372799
2018-01-03,101667.46666372799
2018-01-04,101667.46666372799
2018-01-05,101667.46666372799
2018-01-08,101667.46666372799
2018-01-09,101667.46666372799
2018-01-10,101667.46666372799
2018-01-11,101667.46666372799
2018-01-12,101667.46666372799
2018-01-15,101667.46666372799
2018-01-16,101667.46666372799
2018-01-17,101667.46666372799
2018-01-18,101667.46666372799
2018-01-19,101667.46666372799
2018-01-22,101667.46666372799
2018-01-23,101667.46666372799
