entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason
1990-01-31,1990-01-31,long,SP500_insider_proxy,100.0,92.77,-0.0723,monthly_rebalance
1990-01-31,1990-02-28,long,SP500_insider_proxy,100.0,101.68,0.0168,monthly_rebalance
1990-02-28,1990-03-31,long,SP500_insider_proxy,100.0,102.47,0.0247,monthly_rebalance
1990-03-31,1990-04-30,long,SP500_insider_proxy,100.0,97.33,-0.0267,monthly_rebalance
1990-04-30,1990-05-31,long,SP500_insider_proxy,100.0,109.12,0.0912,monthly_rebalance
1990-05-31,1990-06-30,long,SP500_insider_proxy,100.0,99.54,-0.0046,monthly_rebalance
1990-06-30,1990-07-31,long,SP500_insider_proxy,100.0,98.78,-0.0122,monthly_rebalance
1990-07-31,1990-08-31,long,SP500_insider_proxy,100.0,90.53,-0.0947,monthly_rebalance
1990-08-31,1990-09-30,long,SP500_insider_proxy,100.0,92.657,-0.07343,monthly_rebalance
1990-09-30,1990-10-31,long,SP500_insider_proxy,100.0,98.77,-0.0123,monthly_rebalance
1990-10-31,1990-11-30,long,SP500_insider_proxy,100.0,106.92,0.0692,monthly_rebalance
1990-11-30,1990-12-31,long,SP500_insider_proxy,100.0,103.08,0.0308,monthly_rebalance
1990-12-31,1991-01-31,long,SP500_insider_proxy,100.0,105.21,0.0521,monthly_rebalance
1991-01-31,1991-02-28,long,SP500_insider_proxy,100.0,107.69,0.0769,monthly_rebalance
1991-02-28,1991-03-31,long,SP500_insider_proxy,100.0,103.11,0.0311,monthly_rebalance
1991-03-31,1991-04-30,long,SP500_insider_proxy,100.0,100.298,0.00298,monthly_rebalance
1991-04-30,1991-05-31,long,SP500_insider_proxy,100.0,104.13,0.0413,monthly_rebalance
1991-05-31,1991-06-30,long,SP500_insider_proxy,100.0,96.468,-0.03532,monthly_rebalance
1991-06-30,1991-07-31,long,SP500_insider_proxy,100.0,104.73,0.0473,monthly_rebalance
1991-07-31,1991-08-31,long,SP500_insider_proxy,100.0,102.316,0.02316,monthly_rebalance
1991-08-31,1991-09-30,long,SP500_insider_proxy,100.0,99.188,-0.00812,monthly_rebalance
1991-09-30,1991-10-31,long,SP500_insider_proxy,100.0,101.71,0.0171,monthly_rebalance
1991-10-31,1991-11-30,long,SP500_insider_proxy,100.0,96.19,-0.0381,monthly_rebalance
1991-11-30,1991-12-31,long,SP500_insider_proxy,100.0,111.24,0.1124,monthly_rebalance
1991-12-31,1992-01-31,long,SP500_insider_proxy,100.0,99.75,-0.0025,monthly_rebalance
1992-01-31,1992-02-29,long,SP500_insider_proxy,100.0,101.37,0.0137,monthly_rebalance
1992-02-29,1992-03-31,long,SP500_insider_proxy,100.0,97.68,-0.0232,monthly_rebalance
1992-03-31,1992-04-30,long,SP500_insider_proxy,100.0,101.41,0.0141,monthly_rebalance
1992-04-30,1992-05-31,long,SP500_insider_proxy,100.0,100.58,0.0058,monthly_rebalance
1992-05-31,1992-06-30,long,SP500_insider_proxy,100.0,97.99,-0.0201,monthly_rebalance
1992-06-30,1992-07-31,long,SP500_insider_proxy,100.0,104.09,0.0409,monthly_rebalance
1992-07-31,1992-08-31,long,SP500_insider_proxy,100.0,97.88,-0.0212,monthly_rebalance
1992-08-31,1992-09-30,long,SP500_insider_proxy,100.0,101.45,0.0145,monthly_rebalance
1992-09-30,1992-10-31,long,SP500_insider_proxy,100.0,101.25,0.0125,monthly_rebalance
1992-10-31,1992-11-30,long,SP500_insider_proxy,100.0,104.37,0.0437,monthly_rebalance
1992-11-30,1992-12-31,long,SP500_insider_proxy,100.0,101.81,0.0181,monthly_rebalance
1992-12-31,1993-01-31,long,SP500_insider_proxy,100.0,101.16,0.0116,monthly_rebalance
1993-01-31,1993-02-28,long,SP500_insider_proxy,100.0,100.34,0.0034,monthly_rebalance
1993-02-28,1993-03-31,long,SP500_insider_proxy,100.0,102.57,0.0257,monthly_rebalance
1993-03-31,1993-04-30,long,SP500_insider_proxy,100.0,97.19,-0.0281,monthly_rebalance
1993-04-30,1993-05-31,long,SP500_insider_proxy,100.0,103.11,0.0311,monthly_rebalance
1993-05-31,1993-06-30,long,SP500_insider_proxy,100.0,100.55,0.0055,monthly_rebalance
1993-06-30,1993-07-31,long,SP500_insider_proxy,100.0,99.9,-0.001,monthly_rebalance
1993-07-31,1993-08-31,long,SP500_insider_proxy,100.0,103.97,0.0397,monthly_rebalance
1993-08-31,1993-09-30,long,SP500_insider_proxy,100.0,100.14,0.0014,monthly_rebalance
1993-09-30,1993-10-31,long,SP500_insider_proxy,100.0,101.63,0.0163,monthly_rebalance
1993-10-31,1993-11-30,long,SP500_insider_proxy,100.0,98.39,-0.0161,monthly_rebalance
1993-11-30,1993-12-31,long,SP500_insider_proxy,100.0,101.88,0.0188,monthly_rebalance
1993-12-31,1994-01-31,long,SP500_insider_proxy,100.0,103.12,0.0312,monthly_rebalance
1994-01-31,1994-02-28,long,SP500_insider_proxy,100.0,97.66,-0.0234,monthly_rebalance
1994-02-28,1994-03-31,long,SP500_insider_proxy,100.0,95.48,-0.0452,monthly_rebalance
1994-03-31,1994-04-30,long,SP500_insider_proxy,100.0,101.154,0.01154,monthly_rebalance
1994-04-30,1994-05-31,long,SP500_insider_proxy,100.0,100.9,0.009,monthly_rebalance
1994-05-31,1994-06-30,long,SP500_insider_proxy,100.0,97.27,-0.0273,monthly_rebalance
1994-06-30,1994-07-31,long,SP500_insider_proxy,100.0,103.1,0.031,monthly_rebalance
1994-07-31,1994-08-31,long,SP500_insider_proxy,100.0,104.39,0.0439,monthly_rebalance
1994-08-31,1994-09-30,long,SP500_insider_proxy,100.0,98.09,-0.0191,monthly_rebalance
1994-09-30,1994-10-31,long,SP500_insider_proxy,100.0,101.73,0.0173,monthly_rebalance
1994-10-31,1994-11-30,long,SP500_insider_proxy,100.0,96.34,-0.0366,monthly_rebalance
1994-11-30,1994-12-31,long,SP500_insider_proxy,100.0,101.3,0.013,monthly_rebalance
1994-12-31,1995-01-31,long,SP500_insider_proxy,100.0,102.22,0.0222,monthly_rebalance
1995-01-31,1995-02-28,long,SP500_insider_proxy,100.0,104.03,0.0403,monthly_rebalance
1995-02-28,1995-03-31,long,SP500_insider_proxy,100.0,102.65,0.0265,monthly_rebalance
1995-03-31,1995-04-30,long,SP500_insider_proxy,100.0,102.55,0.0255,monthly_rebalance
1995-04-30,1995-05-31,long,SP500_insider_proxy,100.0,103.44,0.0344,monthly_rebalance
1995-05-31,1995-06-30,long,SP500_insider_proxy,100.0,103.19,0.0319,monthly_rebalance
1995-06-30,1995-07-31,long,SP500_insider_proxy,100.0,104.16,0.0416,monthly_rebalance
1995-07-31,1995-08-31,long,SP500_insider_proxy,100.0,101.02,0.0102,monthly_rebalance
1995-08-31,1995-09-30,long,SP500_insider_proxy,100.0,103.79,0.0379,monthly_rebalance
1995-09-30,1995-10-31,long,SP500_insider_proxy,100.0,98.96,-0.0104,monthly_rebalance
1995-10-31,1995-11-30,long,SP500_insider_proxy,100.0,104.38,0.0438,monthly_rebalance
1995-11-30,1995-12-31,long,SP500_insider_proxy,100.0,101.53,0.0153,monthly_rebalance
1995-12-31,1996-01-31,long,SP500_insider_proxy,100.0,102.69,0.0269,monthly_rebalance
1996-01-31,1996-02-29,long,SP500_insider_proxy,100.0,101.72,0.0172,monthly_rebalance
1996-02-29,1996-03-31,long,SP500_insider_proxy,100.0,101.13,0.0113,monthly_rebalance
1996-03-31,1996-04-30,long,SP500_insider_proxy,100.0,102.51,0.0251,monthly_rebalance
