entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,exposure
2011-04-30,2011-05-31,long,SP500_VIX_sized,100.0,99.365,-0.00635,monthly_rebalance,0.5
2011-05-31,2011-06-30,long,SP500_VIX_sized,100.0,98.26,-0.0174,monthly_rebalance,1.0
2011-06-30,2011-07-31,long,SP500_VIX_sized,100.0,97.65,-0.0235,monthly_rebalance,1.0
2011-07-31,2011-08-31,long,SP500_VIX_sized,100.0,91.07,-0.0893,monthly_rebalance,1.5
2011-08-31,2011-09-30,long,SP500_VIX_sized,100.0,88.645,-0.11355,monthly_rebalance,1.5
2011-09-30,2011-10-31,long,SP500_VIX_sized,100.0,117.01,0.1701,monthly_rebalance,1.5
2011-10-31,2011-11-30,long,SP500_VIX_sized,100.0,99.595,-0.00405,monthly_rebalance,1.5
2011-11-30,2011-12-31,long,SP500_VIX_sized,100.0,101.125,0.01125,monthly_rebalance,1.5
2011-12-31,2012-01-31,long,SP500_VIX_sized,100.0,105.05,0.0505,monthly_rebalance,1.0
2012-01-31,2012-02-29,long,SP500_VIX_sized,100.0,104.4,0.044,monthly_rebalance,1.0
2012-02-29,2012-03-31,long,SP500_VIX_sized,100.0,103.11,0.0311,monthly_rebalance,1.0
2012-03-31,2012-04-30,long,SP500_VIX_sized,100.0,99.16,-0.0084,monthly_rebalance,1.0
2012-04-30,2012-05-31,long,SP500_VIX_sized,100.0,93.84,-0.0616,monthly_rebalance,1.0
2012-05-31,2012-06-30,long,SP500_VIX_sized,100.0,103.9,0.039,monthly_rebalance,1.0
2012-06-30,2012-07-31,long,SP500_VIX_sized,100.0,100.79,0.0079,monthly_rebalance,1.0
2012-07-31,2012-08-31,long,SP500_VIX_sized,100.0,102.55,0.0255,monthly_rebalance,1.0
2012-08-31,2012-09-30,long,SP500_VIX_sized,100.0,102.74,0.0274,monthly_rebalance,1.0
2012-09-30,2012-10-31,long,SP500_VIX_sized,100.0,98.25,-0.0175,monthly_rebalance,1.0
2012-10-31,2012-11-30,long,SP500_VIX_sized,100.0,100.79,0.0079,monthly_rebalance,1.0
2012-11-30,2012-12-31,long,SP500_VIX_sized,100.0,101.19,0.0119,monthly_rebalance,1.0
2012-12-31,2013-01-31,long,SP500_VIX_sized,100.0,105.57,0.0557,monthly_rebalance,1.0
2013-01-31,2013-02-28,long,SP500_VIX_sized,100.0,100.645,0.00645,monthly_rebalance,0.5
2013-02-28,2013-03-31,long,SP500_VIX_sized,100.0,104.03,0.0403,monthly_rebalance,1.0
2013-03-31,2013-04-30,long,SP500_VIX_sized,100.0,100.78,0.0078,monthly_rebalance,0.5
2013-04-30,2013-05-31,long,SP500_VIX_sized,100.0,101.405,0.01405,monthly_rebalance,0.5
2013-05-31,2013-06-30,long,SP500_VIX_sized,100.0,98.8,-0.012,monthly_rebalance,1.0
2013-06-30,2013-07-31,long,SP500_VIX_sized,100.0,105.65,0.0565,monthly_rebalance,1.0
2013-07-31,2013-08-31,long,SP500_VIX_sized,100.0,98.645,-0.01355,monthly_rebalance,0.5
2013-08-31,2013-09-30,long,SP500_VIX_sized,100.0,103.77,0.0377,monthly_rebalance,1.0
2013-09-30,2013-10-31,long,SP500_VIX_sized,100.0,104.17,0.0417,monthly_rebalance,1.0
2013-10-31,2013-11-30,long,SP500_VIX_sized,100.0,101.56,0.0156,monthly_rebalance,0.5
2013-11-30,2013-12-31,long,SP500_VIX_sized,100.0,101.4,0.014,monthly_rebalance,0.5
2013-12-31,2014-01-31,long,SP500_VIX_sized,100.0,98.35,-0.0165,monthly_rebalance,0.5
2014-01-31,2014-02-28,long,SP500_VIX_sized,100.0,104.68,0.0468,monthly_rebalance,1.0
2014-02-28,2014-03-31,long,SP500_VIX_sized,100.0,100.205,0.00205,monthly_rebalance,0.5
2014-03-31,2014-04-30,long,SP500_VIX_sized,100.0,99.905,-0.00095,monthly_rebalance,0.5
2014-04-30,2014-05-31,long,SP500_VIX_sized,100.0,101.02,0.0102,monthly_rebalance,0.5
2014-05-31,2014-06-30,long,SP500_VIX_sized,100.0,101.305,0.01305,monthly_rebalance,0.5
2014-06-30,2014-07-31,long,SP500_VIX_sized,100.0,98.985,-0.01015,monthly_rebalance,0.5
2014-07-31,2014-08-31,long,SP500_VIX_sized,100.0,104.24,0.0424,monthly_rebalance,1.0
2014-08-31,2014-09-30,long,SP500_VIX_sized,100.0,99.02,-0.0098,monthly_rebalance,0.5
2014-09-30,2014-10-31,long,SP500_VIX_sized,100.0,102.51,0.0251,monthly_rebalance,1.0
2014-10-31,2014-11-30,long,SP500_VIX_sized,100.0,101.28,0.0128,monthly_rebalance,0.5
2014-11-30,2014-12-31,long,SP500_VIX_sized,100.0,99.975,-0.00025,monthly_rebalance,0.5
2014-12-31,2015-01-31,long,SP500_VIX_sized,100.0,96.91,-0.0309,monthly_rebalance,1.0
2015-01-31,2015-02-28,long,SP500_VIX_sized,100.0,106.14,0.0614,monthly_rebalance,1.0
2015-02-28,2015-03-31,long,SP500_VIX_sized,100.0,99.455,-0.00545,monthly_rebalance,0.5
2015-03-31,2015-04-30,long,SP500_VIX_sized,100.0,100.6,0.006,monthly_rebalance,1.0
2015-04-30,2015-05-31,long,SP500_VIX_sized,100.0,100.69,0.0069,monthly_rebalance,0.5
2015-05-31,2015-06-30,long,SP500_VIX_sized,100.0,99.23,-0.0077,monthly_rebalance,0.5
2015-06-30,2015-07-31,long,SP500_VIX_sized,100.0,101.57,0.0157,monthly_rebalance,1.0
2015-07-31,2015-08-31,long,SP500_VIX_sized,100.0,96.99,-0.0301,monthly_rebalance,0.5
2015-08-31,2015-09-30,long,SP500_VIX_sized,100.0,95.41,-0.0459,monthly_rebalance,1.5
2015-09-30,2015-10-31,long,SP500_VIX_sized,100.0,107.75,0.0775,monthly_rebalance,1.0
2015-10-31,2015-11-30,long,SP500_VIX_sized,100.0,100.57,0.0057,monthly_rebalance,1.0
2015-11-30,2015-12-31,long,SP500_VIX_sized,100.0,97.86,-0.0214,monthly_rebalance,1.0
2015-12-31,2016-01-31,long,SP500_VIX_sized,100.0,94.27,-0.0573,monthly_rebalance,1.0
2016-01-31,2016-02-29,long,SP500_VIX_sized,100.0,99.95,-0.0005,monthly_rebalance,1.0
2016-02-29,2016-03-31,long,SP500_VIX_sized,100.0,106.97,0.0697,monthly_rebalance,1.0
2016-03-31,2016-04-30,long,SP500_VIX_sized,100.0,100.465,0.00465,monthly_rebalance,0.5
2016-04-30,2016-05-31,long,SP500_VIX_sized,100.0,101.79,0.0179,monthly_rebalance,1.0
2016-05-31,2016-06-30,long,SP500_VIX_sized,100.0,100.005,5e-05,monthly_rebalance,0.5
2016-06-30,2016-07-31,long,SP500_VIX_sized,100.0,103.96,0.0396,monthly_rebalance,1.0
2016-07-31,2016-08-31,long,SP500_VIX_sized,100.0,100.265,0.00265,monthly_rebalance,0.5
2016-08-31,2016-09-30,long,SP500_VIX_sized,100.0,100.155,0.00155,monthly_rebalance,0.5
2016-09-30,2016-10-31,long,SP500_VIX_sized,100.0,99.015,-0.00985,monthly_rebalance,0.5
2016-10-31,2016-11-30,long,SP500_VIX_sized,100.0,104.86,0.0486,monthly_rebalance,1.0
2016-11-30,2016-12-31,long,SP500_VIX_sized,100.0,100.935,0.00935,monthly_rebalance,0.5
2016-12-31,2017-01-31,long,SP500_VIX_sized,100.0,101.01,0.0101,monthly_rebalance,0.5
2017-01-31,2017-02-28,long,SP500_VIX_sized,100.0,101.815,0.01815,monthly_rebalance,0.5
2017-02-28,2017-03-31,long,SP500_VIX_sized,100.0,100.115,0.00115,monthly_rebalance,0.5
2017-03-31,2017-04-30,long,SP500_VIX_sized,100.0,100.59,0.0059,monthly_rebalance,0.5
2017-04-30,2017-05-31,long,SP500_VIX_sized,100.0,100.595,0.00595,monthly_rebalance,0.5
2017-05-31,2017-06-30,long,SP500_VIX_sized,100.0,100.45,0.0045,monthly_rebalance,0.5
2017-06-30,2017-07-31,long,SP500_VIX_sized,100.0,101.01,0.0101,monthly_rebalance,0.5
2017-07-31,2017-08-31,long,SP500_VIX_sized,100.0,100.18,0.0018,monthly_rebalance,0.5
2017-08-31,2017-09-30,long,SP500_VIX_sized,100.0,101.335,0.01335,monthly_rebalance,0.5
2017-09-30,2017-10-31,long,SP500_VIX_sized,100.0,101.215,0.01215,monthly_rebalance,0.5
2017-10-31,2017-11-30,long,SP500_VIX_sized,100.0,101.64,0.0164,monthly_rebalance,0.5
2017-11-30,2017-12-31,long,SP500_VIX_sized,100.0,100.62,0.0062,monthly_rebalance,0.5
2017-12-31,2018-01-31,long,SP500_VIX_sized,100.0,102.9,0.029,monthly_rebalance,0.5
2018-01-31,2018-02-28,long,SP500_VIX_sized,100.0,98.29,-0.0171,monthly_rebalance,0.5
2018-02-28,2018-03-31,long,SP500_VIX_sized,100.0,97.77,-0.0223,monthly_rebalance,1.0
2018-03-31,2018-04-30,long,SP500_VIX_sized,100.0,100.43,0.0043,monthly_rebalance,1.0
2018-04-30,2018-05-31,long,SP500_VIX_sized,100.0,102.77,0.0277,monthly_rebalance,1.0
2018-05-31,2018-06-30,long,SP500_VIX_sized,100.0,100.63,0.0063,monthly_rebalance,1.0
2018-06-30,2018-07-31,long,SP500_VIX_sized,100.0,103.36,0.0336,monthly_rebalance,1.0
2018-07-31,2018-08-31,long,SP500_VIX_sized,100.0,101.89,0.0189,monthly_rebalance,0.5
2018-08-31,2018-09-30,long,SP500_VIX_sized,100.0,100.18,0.0018,monthly_rebalance,0.5
2018-09-30,2018-10-31,long,SP500_VIX_sized,100.0,96.37,-0.0363,monthly_rebalance,0.5
2018-10-31,2018-11-30,long,SP500_VIX_sized,100.0,101.89,0.0189,monthly_rebalance,1.0
2018-11-30,2018-12-31,long,SP500_VIX_sized,100.0,90.64,-0.0936,monthly_rebalance,1.0
2018-12-31,2019-01-31,long,SP500_VIX_sized,100.0,112.75,0.1275,monthly_rebalance,1.5
2019-01-31,2019-02-28,long,SP500_VIX_sized,100.0,103.6,0.036,monthly_rebalance,1.0
2019-02-28,2019-03-31,long,SP500_VIX_sized,100.0,100.74,0.0074,monthly_rebalance,0.5
2019-03-31,2019-04-30,long,SP500_VIX_sized,100.0,102.195,0.02195,monthly_rebalance,0.5
2019-04-30,2019-05-31,long,SP500_VIX_sized,100.0,96.75,-0.0325,monthly_rebalance,0.5
2019-05-31,2019-06-30,long,SP500_VIX_sized,100.0,107.17,0.0717,monthly_rebalance,1.0
2019-06-30,2019-07-31,long,SP500_VIX_sized,100.0,101.41,0.0141,monthly_rebalance,1.0
2019-07-31,2019-08-31,long,SP500_VIX_sized,100.0,97.61,-0.0239,monthly_rebalance,1.0
2019-08-31,2019-09-30,long,SP500_VIX_sized,100.0,101.6,0.016,monthly_rebalance,1.0
2019-09-30,2019-10-31,long,SP500_VIX_sized,100.0,102.22,0.0222,monthly_rebalance,1.0
2019-10-31,2019-11-30,long,SP500_VIX_sized,100.0,102.055,0.02055,monthly_rebalance,0.5
2019-11-30,2019-12-31,long,SP500_VIX_sized,100.0,101.52,0.0152,monthly_rebalance,0.5
2019-12-31,2020-01-31,long,SP500_VIX_sized,100.0,100.085,0.00085,monthly_rebalance,0.5
2020-01-31,2020-02-29,long,SP500_VIX_sized,100.0,91.97,-0.0803,monthly_rebalance,1.0
2020-02-29,2020-03-31,long,SP500_VIX_sized,100.0,80.095,-0.19905,monthly_rebalance,1.5
2020-03-31,2020-04-30,long,SP500_VIX_sized,100.0,120.37,0.2037,monthly_rebalance,1.5
2020-04-30,2020-05-31,long,SP500_VIX_sized,100.0,108.395,0.08395,monthly_rebalance,1.5
2020-05-31,2020-06-30,long,SP500_VIX_sized,100.0,103.67,0.0367,monthly_rebalance,1.5
2020-06-30,2020-07-31,long,SP500_VIX_sized,100.0,108.755,0.08755,monthly_rebalance,1.5
2020-07-31,2020-08-31,long,SP500_VIX_sized,100.0,107.63,0.0763,monthly_rebalance,1.0
2020-08-31,2020-09-30,long,SP500_VIX_sized,100.0,94.55,-0.0545,monthly_rebalance,1.5
2020-09-30,2020-10-31,long,SP500_VIX_sized,100.0,96.89,-0.0311,monthly_rebalance,1.5
2020-10-31,2020-11-30,long,SP500_VIX_sized,100.0,118.67,0.1867,monthly_rebalance,1.5
2020-11-30,2020-12-31,long,SP500_VIX_sized,100.0,104.64,0.0464,monthly_rebalance,1.0
2020-12-31,2021-01-31,long,SP500_VIX_sized,100.0,99.93,-0.0007,monthly_rebalance,1.0
2021-01-31,2021-02-28,long,SP500_VIX_sized,100.0,104.215,0.04215,monthly_rebalance,1.5
2021-02-28,2021-03-31,long,SP500_VIX_sized,100.0,104.74,0.0474,monthly_rebalance,1.5
2021-03-31,2021-04-30,long,SP500_VIX_sized,100.0,104.97,0.0497,monthly_rebalance,1.0
2021-04-30,2021-05-31,long,SP500_VIX_sized,100.0,100.29,0.0029,monthly_rebalance,1.0
2021-05-31,2021-06-30,long,SP500_VIX_sized,100.0,102.73,0.0273,monthly_rebalance,1.0
2021-06-30,2021-07-31,long,SP500_VIX_sized,100.0,101.34,0.0134,monthly_rebalance,1.0
2021-07-31,2021-08-31,long,SP500_VIX_sized,100.0,102.95,0.0295,monthly_rebalance,1.0
2021-08-31,2021-09-30,long,SP500_VIX_sized,100.0,95.6,-0.044,monthly_rebalance,1.0
2021-09-30,2021-10-31,long,SP500_VIX_sized,100.0,106.63,0.0663,monthly_rebalance,1.0
2021-10-31,2021-11-30,long,SP500_VIX_sized,100.0,98.42,-0.0158,monthly_rebalance,1.0
2021-11-30,2021-12-31,long,SP500_VIX_sized,100.0,104.87,0.0487,monthly_rebalance,1.5
2021-12-31,2022-01-31,long,SP500_VIX_sized,100.0,93.85,-0.0615,monthly_rebalance,1.0
2022-01-31,2022-02-28,long,SP500_VIX_sized,100.0,97.72,-0.0228,monthly_rebalance,1.0
2022-02-28,2022-03-31,long,SP500_VIX_sized,100.0,104.62,0.0462,monthly_rebalance,1.5
2022-03-31,2022-04-30,long,SP500_VIX_sized,100.0,90.59,-0.0941,monthly_rebalance,1.0
2022-04-30,2022-05-31,long,SP500_VIX_sized,100.0,99.535,-0.00465,monthly_rebalance,1.5
2022-05-31,2022-06-30,long,SP500_VIX_sized,100.0,87.46,-0.1254,monthly_rebalance,1.5
2022-06-30,2022-07-31,long,SP500_VIX_sized,100.0,114.435,0.14435,monthly_rebalance,1.5
2022-07-31,2022-08-31,long,SP500_VIX_sized,100.0,96.42,-0.0358,monthly_rebalance,1.0
2022-08-31,2022-09-30,long,SP500_VIX_sized,100.0,86.18,-0.1382,monthly_rebalance,1.5
2022-09-30,2022-10-31,long,SP500_VIX_sized,100.0,112.02,0.1202,monthly_rebalance,1.5
2022-10-31,2022-11-30,long,SP500_VIX_sized,100.0,107.325,0.07325,monthly_rebalance,1.5
2022-11-30,2022-12-31,long,SP500_VIX_sized,100.0,93.95,-0.0605,monthly_rebalance,1.0
2022-12-31,2023-01-31,long,SP500_VIX_sized,100.0,106.94,0.0694,monthly_rebalance,1.0
2023-01-31,2023-02-28,long,SP500_VIX_sized,100.0,97.77,-0.0223,monthly_rebalance,1.0
2023-02-28,2023-03-31,long,SP500_VIX_sized,100.0,102.85,0.0285,monthly_rebalance,1.0
2023-03-31,2023-04-30,long,SP500_VIX_sized,100.0,100.98,0.0098,monthly_rebalance,1.0
2023-04-30,2023-05-31,long,SP500_VIX_sized,100.0,100.69,0.0069,monthly_rebalance,1.0
2023-05-31,2023-06-30,long,SP500_VIX_sized,100.0,106.86,0.0686,monthly_rebalance,1.0
2023-06-30,2023-07-31,long,SP500_VIX_sized,100.0,102.055,0.02055,monthly_rebalance,0.5
2023-07-31,2023-08-31,long,SP500_VIX_sized,100.0,99.27,-0.0073,monthly_rebalance,0.5
2023-08-31,2023-09-30,long,SP500_VIX_sized,100.0,97.815,-0.02185,monthly_rebalance,0.5
2023-09-30,2023-10-31,long,SP500_VIX_sized,100.0,97.32,-0.0268,monthly_rebalance,1.0
2023-10-31,2023-11-30,long,SP500_VIX_sized,100.0,109.32,0.0932,monthly_rebalance,1.0
2023-11-30,2023-12-31,long,SP500_VIX_sized,100.0,102.86,0.0286,monthly_rebalance,0.5
2023-12-31,2024-01-31,long,SP500_VIX_sized,100.0,100.835,0.00835,monthly_rebalance,0.5
2024-01-31,2024-02-29,long,SP500_VIX_sized,100.0,102.955,0.02955,monthly_rebalance,0.5
2024-02-29,2024-03-31,long,SP500_VIX_sized,100.0,101.85,0.0185,monthly_rebalance,0.5
2024-03-31,2024-04-30,long,SP500_VIX_sized,100.0,98.145,-0.01855,monthly_rebalance,0.5
2024-04-30,2024-05-31,long,SP500_VIX_sized,100.0,104.76,0.0476,monthly_rebalance,1.0
2024-05-31,2024-06-30,long,SP500_VIX_sized,100.0,101.81,0.0181,monthly_rebalance,0.5
2024-06-30,2024-07-31,long,SP500_VIX_sized,100.0,101.06,0.0106,monthly_rebalance,0.5
2024-07-31,2024-08-31,long,SP500_VIX_sized,100.0,102.09,0.0209,monthly_rebalance,1.0
2024-08-31,2024-09-30,long,SP500_VIX_sized,100.0,102.13,0.0213,monthly_rebalance,1.0
2024-09-30,2024-10-31,long,SP500_VIX_sized,100.0,99.39,-0.0061,monthly_rebalance,1.0
2024-10-31,2024-11-30,long,SP500_VIX_sized,100.0,106.89,0.0689,monthly_rebalance,1.0
2024-11-30,2024-12-31,long,SP500_VIX_sized,100.0,98.795,-0.01205,monthly_rebalance,0.5
2024-12-31,2025-01-31,long,SP500_VIX_sized,100.0,103.17,0.0317,monthly_rebalance,1.0
2025-01-31,2025-02-28,long,SP500_VIX_sized,100.0,97.9,-0.021,monthly_rebalance,1.0
2025-02-28,2025-03-31,long,SP500_VIX_sized,100.0,93.95,-0.0605,monthly_rebalance,1.0
2025-03-31,2025-04-30,long,SP500_VIX_sized,100.0,99.51,-0.0049,monthly_rebalance,1.0
2025-04-30,2025-05-31,long,SP500_VIX_sized,100.0,106.44,0.0644,monthly_rebalance,1.0
2025-05-31,2025-06-30,long,SP500_VIX_sized,100.0,105.2,0.052,monthly_rebalance,1.0
2025-06-30,2025-07-31,long,SP500_VIX_sized,100.0,102.32,0.0232,monthly_rebalance,1.0
2025-07-31,2025-08-31,long,SP500_VIX_sized,100.0,102.23,0.0223,monthly_rebalance,1.0
2025-08-31,2025-09-30,long,SP500_VIX_sized,100.0,103.72,0.0372,monthly_rebalance,1.0
2025-09-30,2025-10-31,long,SP500_VIX_sized,100.0,102.33,0.0233,monthly_rebalance,1.0
2025-10-31,2025-11-30,long,SP500_VIX_sized,100.0,100.17,0.0017,monthly_rebalance,1.0
2025-11-30,2025-12-31,long,SP500_VIX_sized,100.0,99.98,-0.0002,monthly_rebalance,1.0
2025-12-31,2026-01-31,long,SP500_VIX_sized,100.0,100.815,0.00815,monthly_rebalance,0.5
2026-01-31,2026-02-28,long,SP500_VIX_sized,100.0,99.11,-0.0089,monthly_rebalance,1.0
