,0
2006-11-30,100000.0
2006-12-01,100031.7923767982
2006-12-04,101282.06584681905
2006-12-05,102215.68757858612
2006-12-06,102414.38949358526
2006-12-07,101676.48801672844
2006-12-08,102423.68953844035
2006-12-11,102515.0638172089
2006-12-12,102217.37443584819
2006-12-13,101859.89523803358
2006-12-14,102425.46605270728
2006-12-15,102265.056977575
2006-12-18,101959.6531373864
2006-12-19,101818.87244877385
2006-12-20,101524.75635074996
2006-12-21,101242.09443785281
2006-12-22,100588.87075421374
2006-12-26,101117.70179151268
2006-12-27,102269.56764725517
2006-12-28,102223.8884007717
2006-12-29,102137.27823721939
2007-01-03,101673.32570299217
2007-01-04,101658.8150316795
2007-01-05,100826.10896090098
2007-01-08,101462.93708053704
2007-01-09,101523.83409311809
2007-01-10,102230.92110354232
2007-01-11,103074.5107410326
2007-01-12,104000.7076615336
2007-01-16,104164.5505036259
2007-01-17,104130.13414296726
2007-01-18,104147.68468549967
2007-01-19,104593.06673857893
2007-01-22,104744.38036520981
2007-01-23,105320.71699332648
2007-01-24,107031.47412334195
2007-01-25,106248.74296479368
2007-01-26,105964.54530167836
2007-01-29,105558.18770012436
2007-01-30,105796.62022567194
2007-01-31,106770.65492360067
2007-02-01,107086.23504213024
2007-02-02,107218.20842327007
2007-02-05,106744.31357708987
2007-02-06,106941.14977042629
2007-02-07,106792.43591493208
2007-02-08,106581.90458585073
2007-02-09,105752.39593312122
2007-02-12,105119.20607750362
2007-02-13,106162.1251277507
2007-02-14,106864.02988537503
2007-02-15,106920.19040249602
2007-02-16,107002.75457575696
2007-02-20,107507.9148347018
2007-02-21,107450.15431718559
2007-02-22,106777.78615794634
2007-02-23,106111.9202913434
2007-02-26,105995.42980532424
2007-02-27,101986.1396523863
2007-02-28,103156.66241383436
2007-03-01,102849.65575791421
2007-03-02,101976.7177684863
2007-03-05,100544.82705546876
2007-03-06,102131.49842406351
2007-03-07,101424.85904930819
2007-03-08,103511.11291728565
2007-03-09,103939.78846239904
2007-03-12,104438.86933199802
2007-03-13,102830.69825669966
2007-03-14,103342.308895814
2007-03-15,103570.98544155598
2007-03-16,103222.34337733364
2007-03-19,104573.89512130359
2007-03-20,105500.90566280179
2007-03-21,108073.7790286602
2007-03-22,108145.23311038871
2007-03-23,108115.84932921724
2007-03-26,108201.4074884892
2007-03-27,107715.58444220202
2007-03-28,106592.39580389965
2007-03-29,107329.04468272346
2007-03-30,107641.47098192002
2007-04-02,108268.30192827186
2007-04-03,109317.6313463357
2007-04-04,108874.79686571597
2007-04-05,109515.41167113271
2007-04-09,109627.58167834843
2007-04-10,109791.96795062807
2007-04-11,109103.33373149253
2007-04-12,109431.59152789696
2007-04-13,110885.0789621016
2007-04-16,111786.9394724925
2007-04-17,111785.50458807865
2007-04-18,111444.49610434126
2007-04-19,111606.7472362932
2007-04-20,113002.78429620243
2007-04-23,113206.88165500172
2007-04-24,112184.43962234954
2007-04-25,112905.05243865722
2007-04-26,112250.18854203963
2007-04-27,111656.02308870801
2007-04-30,110931.49726358235
2007-05-01,110911.62550016711
2007-05-02,111140.11981770305
2007-05-03,111712.35308958816
2007-05-04,112396.91835060439
2007-05-07,112579.86072907696
2007-05-08,112030.13700362445
2007-05-09,112339.93526459608
2007-05-10,110788.2160615897
2007-05-11,112197.22279475088
2007-05-14,112770.9687867118
2007-05-15,112972.97693333462
2007-05-16,113985.59581568792
2007-05-17,113941.05274415392
2007-05-18,114573.13516870464
2007-05-21,114342.51338618144
2007-05-22,114333.26536802131
2007-05-23,114194.95972282517
2007-05-24,113179.50055135792
2007-05-25,113763.4833378788
2007-05-29,113723.53289674073
2007-05-30,114597.97557408673
2007-05-31,114850.75714368533
2007-06-01,114248.90011118037
2007-06-04,114389.15951622138
2007-06-05,113328.35550978115
2007-06-06,112581.87020373685
2007-06-07,110240.6912697216
2007-06-08,111686.56939490057
2007-06-11,112057.57774459077
2007-06-12,110348.90569265075
2007-06-13,112310.64463225579
2007-06-14,112998.05788029658
2007-06-15,113502.17873033333
2007-06-18,113043.82491585625
2007-06-19,113263.42263670503
2007-06-20,111133.88838498137
2007-06-21,111427.40645846205
2007-06-22,109500.59419355346
2007-06-25,109715.60268254095
2007-06-26,109756.96140671543
2007-06-27,111459.86491012179
2007-06-28,112137.64887597038
2007-06-29,112505.94715865407
2007-07-02,113801.06953760587
2007-07-03,113525.25492889805
2007-07-05,112921.17848897423
2007-07-06,112881.143466831
2007-07-09,112749.84428803776
2007-07-10,110586.90869576776
2007-07-11,111469.8980870972
2007-07-12,113863.03227144667
2007-07-13,114257.48503595268
2007-07-16,113885.4061834657
2007-07-17,113485.8391725172
2007-07-18,113319.07627439544
2007-07-19,113016.30953832291
2007-07-20,111416.8716224489
2007-07-23,114003.74916218546
2007-07-24,111973.51955013411
2007-07-25,112738.25242980507
2007-07-26,109878.21320461918
2007-07-27,107757.38643881059
2007-07-30,109101.83821296762
2007-07-31,107662.65598387648
2007-08-01,109731.96044219016
2007-08-02,110883.69775543059
2007-08-03,107545.07861056461
2007-08-06,110328.61410554647
2007-08-07,110884.638743783
2007-08-08,111070.34843502965
2007-08-09,108139.43712403349
2007-08-10,107630.93628666729
2007-08-13,108073.80130163029
2007-08-14,106089.64582267737
2007-08-15,104906.44851928463
2007-08-16,104680.50102604844
2007-08-17,106972.19318783189
2007-08-20,106769.43595768437
2007-08-21,107046.6777970889
2007-08-22,109394.44931510888
2007-08-23,109773.83531780222
2007-08-24,110823.07021392568
2007-08-27,109142.95656080377
2007-08-28,106487.84342530882
2007-08-29,109384.90366271147
2007-08-30,108605.74149717453
2007-08-31,109671.56846148544
2007-09-04,110920.67278458888
2007-09-05,109896.6961440625
2007-09-06,110638.42313653331
2007-09-07,108449.07188735189
2007-09-10,107918.5279354457
2007-09-11,109948.50103102118
2007-09-12,110203.68042129827
2007-09-13,111386.28830911439
2007-09-14,111728.34005866827
2007-09-17,111058.51538373597
2007-09-18,115034.62694948024
2007-09-19,116456.52190635254
2007-09-20,116162.1645846657
2007-09-21,116883.9416029642
2007-09-24,116226.14218652516
2007-09-25,115836.59834260687
2007-09-26,116465.47454777354
2007-09-27,117551.81773382504
2007-09-28,117091.50332585735
2007-10-01,119458.69531881294
2007-10-02,118944.8571241293
2007-10-03,117392.26074175817
2007-10-04,117523.13740846551
2007-10-05,119217.32301274424
2007-10-08,118573.30541801105
2007-10-09,119867.26733395344
2007-10-10,119499.0648345762
2007-10-11,118212.93618757048
2007-10-12,119351.35867242314
2007-10-15,117902.89658431248
2007-10-16,117392.59294968152
2007-10-17,117776.2718636403
2007-10-18,119254.99947686584
2007-10-19,115174.27108012838
2007-10-22,115497.95461675026
2007-10-23,116679.16280955444
2007-10-24,116900.36944384342
2007-10-25,116961.8585118895
2007-10-26,118207.90350417115
2007-10-29,119685.04948207637
2007-10-30,118608.60822244694
2007-10-31,120320.96209167161
2007-11-01,116581.02821521224
2007-11-02,117863.00052599492
2007-11-05,117657.1563993482
2007-11-06,118960.20253321518
2007-11-07,115696.92574040112
2007-11-08,116096.63674129937
2007-11-09,113370.79548180607
2007-11-12,110104.40757465556
2007-11-13,112812.62369378797
2007-11-14,112472.29013037324
2007-11-15,110664.01090310473
2007-11-16,110568.47730887964
2007-11-19,107857.70610728876
2007-11-20,108554.25961359523
2007-11-21,108115.50031114239
2007-11-23,110267.9644989225
2007-11-26,108675.93750863145
2007-11-27,110429.67736020005
2007-11-28,114195.53330439553
2007-11-29,113677.93812258664
2007-11-30,114574.8034495192
2007-12-03,115145.56976404156
2007-12-04,115126.47476783203
2007-12-05,117527.47783322522
2007-12-06,119811.97915874522
2007-12-07,120408.46821757725
2007-12-10,121522.36201281841
2007-12-11,118254.70490512667
2007-12-12,119873.50737170668
2007-12-13,120809.69659823892
2007-12-14,119814.64636418315
2007-12-17,116460.6901251717
2007-12-18,116981.11197951884
2007-12-19,116927.69447192081
