entry_time,exit_time,position,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
1972-08-31,1972-11-30,long,1.0,1.062279,rebalance,0.0,1,44098.79,0,44098.79,708082.49,752181.28
1972-11-30,1973-02-28,long,1.0,1.000628,rebalance,0.0,1,472.66,0,472.66,752181.28,752653.94
1973-02-28,1973-05-31,long,1.0,0.939697,rebalance,0.0,1,-45387.51,0,-45387.51,752653.94,707266.42
1973-05-31,1973-08-31,long,1.0,0.979157,rebalance,0.0,1,-14741.23,0,-14741.23,707266.42,692525.19
1973-08-31,1973-11-30,long,1.0,1.054658,rebalance,0.0,1,37852.07,0,37852.07,692525.19,730377.26
1973-11-30,1974-02-28,long,1.0,0.984517,rebalance,0.0,1,-11308.5,0,-11308.5,730377.26,719068.77
1974-02-28,1974-05-31,long,1.0,0.842904,rebalance,0.0,1,-112962.59,0,-112962.59,719068.77,606106.18
1974-05-31,1974-08-30,long,1.0,0.90221,rebalance,0.0,1,-59271.36,0,-59271.36,606106.18,546834.81
1974-08-30,1974-11-29,long,1.0,1.059547,rebalance,0.0,1,32562.5,0,32562.5,546834.81,579397.32
1974-11-29,1975-02-28,long,1.0,1.154951,rebalance,0.0,1,89778.28,0,89778.28,579397.32,669175.6
1975-02-28,1975-05-30,long,1.0,1.188585,rebalance,0.0,1,126196.42,0,126196.42,669175.6,795372.02
1975-05-30,1975-08-29,long,1.0,0.980685,rebalance,0.0,1,-15362.79,0,-15362.79,795372.02,780009.24
1975-08-29,1975-11-28,long,1.0,0.976095,rebalance,0.0,1,-18646.27,0,-18646.27,780009.24,761362.96
1975-11-28,1976-02-27,long,1.0,1.159705,rebalance,0.0,1,121593.23,0,121593.23,761362.96,882956.2
1976-02-27,1976-05-28,long,1.0,0.956362,rebalance,0.0,1,-38530.0,0,-38530.0,882956.2,844426.19
1976-05-28,1976-08-31,long,1.0,1.007748,rebalance,0.0,1,6542.31,0,6542.31,844426.19,850968.51
1976-08-31,1976-11-30,long,1.0,0.991457,rebalance,0.0,1,-7269.63,0,-7269.63,850968.51,843698.88
1976-11-30,1977-02-28,long,1.0,1.037513,rebalance,0.0,1,31649.79,0,31649.79,843698.88,875348.67
1977-02-28,1977-05-31,long,1.0,1.004476,rebalance,0.0,1,3917.82,0,3917.82,875348.67,879266.49
1977-05-31,1977-08-31,long,1.0,0.995892,rebalance,0.0,1,-3612.41,0,-3612.41,879266.49,875654.08
1977-08-31,1977-11-30,long,1.0,1.019404,rebalance,0.0,1,16990.96,0,16990.96,875654.08,892645.04
1977-11-30,1978-02-28,long,1.0,1.004426,rebalance,0.0,1,3951.27,0,3951.27,892645.04,896596.31
1978-02-28,1978-05-31,long,1.0,1.26702,rebalance,0.0,1,239409.26,0,239409.26,896596.31,1136005.57
1978-05-31,1978-08-31,long,1.0,1.205194,rebalance,0.0,1,233101.97,0,233101.97,1136005.57,1369107.54
1978-08-31,1978-11-30,long,1.0,0.833807,rebalance,0.0,1,-227536.44,0,-227536.44,1369107.54,1141571.1
1978-11-30,1979-02-28,long,1.0,1.015877,rebalance,0.0,1,18124.6,0,18124.6,1141571.1,1159695.7
1979-02-28,1979-05-31,long,1.0,1.05531,rebalance,0.0,1,64142.7,0,64142.7,1159695.7,1223838.4
1979-05-31,1979-08-31,long,1.0,1.131586,rebalance,0.0,1,161039.55,0,161039.55,1223838.4,1384877.96
1979-08-31,1979-11-30,long,1.0,1.155548,rebalance,0.0,1,215415.13,0,215415.13,1384877.96,1600293.08
1979-11-30,1980-02-29,long,1.0,1.416558,rebalance,0.0,1,666614.5,0,666614.5,1600293.08,2266907.58
1980-02-29,1980-05-30,long,1.0,0.92159,rebalance,0.0,1,-177749.33,0,-177749.33,2266907.58,2089158.25
1980-05-30,1980-08-29,long,1.0,1.175961,rebalance,0.0,1,367609.69,0,367609.69,2089158.25,2456767.94
1980-08-29,1980-11-28,long,1.0,1.346848,rebalance,0.0,1,852126.1,0,852126.1,2456767.94,3308894.03
1980-11-28,1981-02-27,long,1.0,0.820035,rebalance,0.0,1,-595486.33,0,-595486.33,3308894.03,2713407.71
1981-02-27,1981-05-29,long,1.0,1.164134,rebalance,0.0,1,445362.94,0,445362.94,2713407.71,3158770.64
1981-05-29,1981-08-31,long,1.0,0.770513,rebalance,0.0,1,-724896.28,0,-724896.28,3158770.64,2433874.36
1981-08-31,1981-11-30,long,1.0,1.168296,rebalance,0.0,1,409611.15,0,409611.15,2433874.36,2843485.51
1981-11-30,1982-02-26,long,1.0,0.90485,rebalance,0.0,1,-270558.71,0,-270558.71,2843485.51,2572926.8
1982-02-26,1982-05-28,long,1.0,0.984015,rebalance,0.0,1,-41129.52,0,-41129.52,2572926.8,2531797.29
1982-05-28,1982-08-31,long,1.0,1.131769,rebalance,0.0,1,333612.61,0,333612.61,2531797.29,2865409.89
1982-08-31,1982-11-30,long,1.0,1.338742,rebalance,0.0,1,970635.29,0,970635.29,2865409.89,3836045.18
1982-11-30,1983-02-28,long,1.0,1.063895,rebalance,0.0,1,245104.85,0,245104.85,3836045.18,4081150.03
1983-02-28,1983-05-31,long,1.0,1.267781,rebalance,0.0,1,1092855.5,0,1092855.5,4081150.03,5174005.53
1983-05-31,1983-08-31,long,1.0,0.910498,rebalance,0.0,1,-463086.11,0,-463086.11,5174005.53,4710919.42
1983-08-31,1983-11-30,long,1.0,0.990158,rebalance,0.0,1,-46366.02,0,-46366.02,4710919.42,4664553.4
1983-11-30,1984-02-29,long,1.0,0.921504,rebalance,0.0,1,-366146.82,0,-366146.82,4664553.4,4298406.58
1984-02-29,1984-05-31,long,1.0,1.021994,rebalance,0.0,1,94540.52,0,94540.52,4298406.58,4392947.09
1984-05-31,1984-08-31,long,1.0,1.113817,rebalance,0.0,1,499992.75,0,499992.75,4392947.09,4892939.84
1984-08-31,1984-11-30,long,1.0,0.994367,rebalance,0.0,1,-27560.39,0,-27560.39,4892939.84,4865379.45
1984-11-30,1985-02-28,long,1.0,1.151241,rebalance,0.0,1,735842.96,0,735842.96,4865379.45,5601222.41
1985-02-28,1985-05-31,long,1.0,1.086041,rebalance,0.0,1,481932.81,0,481932.81,5601222.41,6083155.22
1985-05-31,1985-08-30,long,1.0,1.035564,rebalance,0.0,1,216340.32,0,216340.32,6083155.22,6299495.54
1985-08-30,1985-11-29,long,1.0,1.09767,rebalance,0.0,1,615271.61,0,615271.61,6299495.54,6914767.15
1985-11-29,1986-02-28,long,1.0,1.169699,rebalance,0.0,1,1173429.88,0,1173429.88,6914767.15,8088197.03
1986-02-28,1986-05-30,long,1.0,1.188688,rebalance,0.0,1,1526146.49,0,1526146.49,8088197.03,9614343.52
1986-05-30,1986-08-29,long,1.0,0.971285,rebalance,0.0,1,-276079.35,0,-276079.35,9614343.52,9338264.17
1986-08-29,1986-11-28,long,1.0,0.980254,rebalance,0.0,1,-184395.39,0,-184395.39,9338264.17,9153868.79
1986-11-28,1987-02-27,long,1.0,1.163079,rebalance,0.0,1,1492806.39,0,1492806.39,9153868.79,10646675.17
1987-02-27,1987-05-29,long,1.0,1.024306,rebalance,0.0,1,258777.99,0,258777.99,10646675.17,10905453.16
1987-05-29,1987-08-31,long,1.0,1.166098,rebalance,0.0,1,1811378.97,0,1811378.97,10905453.16,12716832.14
1987-08-31,1987-11-30,long,1.0,0.734077,rebalance,0.0,1,-3381699.81,0,-3381699.81,12716832.14,9335132.33
1987-11-30,1988-02-29,long,1.0,1.056883,rebalance,0.0,1,531013.66,0,531013.66,9335132.33,9866145.98
1988-02-29,1988-05-31,long,1.0,1.007565,rebalance,0.0,1,74633.9,0,74633.9,9866145.98,9940779.88
1988-05-31,1988-08-31,long,1.0,0.979306,rebalance,0.0,1,-205715.53,0,-205715.53,9940779.88,9735064.35
1988-08-31,1988-11-30,long,1.0,1.084863,rebalance,0.0,1,826142.27,0,826142.27,9735064.35,10561206.61
1988-11-30,1989-02-28,long,1.0,1.102557,rebalance,0.0,1,1083124.47,0,1083124.47,10561206.61,11644331.08
1989-02-28,1989-05-31,long,1.0,1.133871,rebalance,0.0,1,1558838.25,0,1558838.25,11644331.08,13203169.33
1989-05-31,1989-08-31,long,1.0,1.077905,rebalance,0.0,1,1028598.58,0,1028598.58,13203169.33,14231767.91
1989-08-31,1989-11-30,long,1.0,1.036276,rebalance,0.0,1,516272.14,0,516272.14,14231767.91,14748040.04
1989-11-30,1990-02-28,long,1.0,0.875193,rebalance,0.0,1,-1840658.11,0,-1840658.11,14748040.04,12907381.94
1990-02-28,1990-05-31,long,1.0,1.176533,rebalance,0.0,1,2278574.62,0,2278574.62,12907381.94,15185956.56
1990-05-31,1990-08-31,long,1.0,0.900496,rebalance,0.0,1,-1511059.23,0,-1511059.23,15185956.56,13674897.33
1990-08-31,1990-11-30,long,1.0,1.002696,rebalance,0.0,1,36872.97,0,36872.97,13674897.33,13711770.31
1990-11-30,1991-02-28,long,1.0,1.141597,rebalance,0.0,1,1941541.98,0,1941541.98,13711770.31,15653312.29
1991-02-28,1991-05-31,long,1.0,1.083483,rebalance,0.0,1,1306783.9,0,1306783.9,15653312.29,16960096.19
1991-05-31,1991-08-30,long,1.0,1.119945,rebalance,0.0,1,2034276.51,0,2034276.51,16960096.19,18994372.7
1991-08-30,1991-11-29,long,1.0,1.111841,rebalance,0.0,1,2124352.97,0,2124352.97,18994372.7,21118725.67
1991-11-29,1992-02-28,long,1.0,1.194294,rebalance,0.0,1,4103234.86,0,4103234.86,21118725.67,25221960.53
1992-02-28,1992-05-29,long,1.0,0.938906,rebalance,0.0,1,-1540901.36,0,-1540901.36,25221960.53,23681059.17
1992-05-29,1992-08-31,long,1.0,0.927124,rebalance,0.0,1,-1725788.43,0,-1725788.43,23681059.17,21955270.74
1992-08-31,1992-11-30,long,1.0,1.197377,rebalance,0.0,1,4333473.05,0,4333473.05,21955270.74,26288743.8
1992-11-30,1993-02-26,long,1.0,1.046639,rebalance,0.0,1,1226069.0,0,1226069.0,26288743.8,27514812.8
1993-02-26,1993-05-28,long,1.0,1.108105,rebalance,0.0,1,2974494.73,0,2974494.73,27514812.8,30489307.53
1993-05-28,1993-08-31,long,1.0,1.129819,rebalance,0.0,1,3958093.4,0,3958093.4,30489307.53,34447400.93
1993-08-31,1993-11-30,long,1.0,1.005137,rebalance,0.0,1,176956.28,0,176956.28,34447400.93,34624357.21
1993-11-30,1994-02-28,long,1.0,1.050436,rebalance,0.0,1,1746329.49,0,1746329.49,34624357.21,36370686.71
1994-02-28,1994-05-31,long,1.0,0.961361,rebalance,0.0,1,-1405332.82,0,-1405332.82,36370686.71,34965353.89
1994-05-31,1994-08-31,long,1.0,1.056532,rebalance,0.0,1,1976653.2,0,1976653.2,34965353.89,36942007.09
1994-08-31,1994-11-30,long,1.0,0.983904,rebalance,0.0,1,-594608.86,0,-594608.86,36942007.09,36347398.23
1994-11-30,1995-02-28,long,1.0,1.02741,rebalance,0.0,1,996288.61,0,996288.61,36347398.23,37343686.84
1995-02-28,1995-05-31,long,1.0,1.158179,rebalance,0.0,1,5906970.02,0,5906970.02,37343686.84,43250656.86
1995-05-31,1995-08-31,long,1.0,1.271436,rebalance,0.0,1,11739784.14,0,11739784.14,43250656.86,54990441.0
1995-08-31,1995-11-30,long,1.0,0.997664,rebalance,0.0,1,-128458.89,0,-128458.89,54990441.0,54861982.11
1995-11-30,1996-02-29,long,1.0,1.014361,rebalance,0.0,1,787888.62,0,787888.62,54861982.11,55649870.73
1996-02-29,1996-05-31,long,1.0,1.158333,rebalance,0.0,1,8811203.95,0,8811203.95,55649870.73,64461074.68
1996-05-31,1996-08-30,long,1.0,0.837827,rebalance,0.0,1,-10453855.38,0,-10453855.38,64461074.68,54007219.3
1996-08-30,1996-11-29,long,1.0,1.073011,rebalance,0.0,1,3943124.55,0,3943124.55,54007219.3,57950343.85
1996-11-29,1997-02-28,long,1.0,0.99188,rebalance,0.0,1,-470565.12,0,-470565.12,57950343.85,57479778.73
1997-02-28,1997-05-30,long,1.0,1.160344,rebalance,0.0,1,9216560.46,0,9216560.46,57479778.73,66696339.19
1997-05-30,1997-08-29,long,1.0,1.157163,rebalance,0.0,1,10482204.72,0,10482204.72,66696339.19,77178543.91
1997-08-29,1997-11-28,long,1.0,0.963846,rebalance,0.0,1,-2790276.98,0,-2790276.98,77178543.91,74388266.93
1997-11-28,1998-02-27,long,1.0,1.140774,rebalance,0.0,1,10471942.82,0,10471942.82,74388266.93,84860209.74
1998-02-27,1998-05-29,long,1.0,1.060988,rebalance,0.0,1,5175493.07,0,5175493.07,84860209.74,90035702.81
1998-05-29,1998-08-31,long,1.0,0.933824,rebalance,0.0,1,-5958228.12,0,-5958228.12,90035702.81,84077474.69
1998-08-31,1998-11-30,long,1.0,1.28028,rebalance,0.0,1,23565227.41,0,23565227.41,84077474.69,107642702.1
1998-11-30,1999-02-26,long,1.0,1.273775,rebalance,0.0,1,29469908.13,0,29469908.13,107642702.1,137112610.23
1999-02-26,1999-05-28,long,1.0,1.101629,rebalance,0.0,1,13934558.51,0,13934558.51,137112610.23,151047168.74
1999-05-28,1999-08-31,long,1.0,1.080136,rebalance,0.0,1,12104298.59,0,12104298.59,151047168.74,163151467.34
1999-08-31,1999-11-30,long,1.0,1.466718,rebalance,0.0,1,76145664.35,0,76145664.35,163151467.34,239297131.68
1999-11-30,2000-02-29,long,1.0,1.423363,rebalance,0.0,1,101309622.9,0,101309622.9,239297131.68,340606754.59
2000-02-29,2000-05-31,long,1.0,0.65417,rebalance,0.0,1,-117792027.57,0,-117792027.57,340606754.59,222814727.02
2000-05-31,2000-08-31,long,1.0,1.378291,rebalance,0.0,1,84288867.36,0,84288867.36,222814727.02,307103594.38
2000-08-31,2000-11-30,long,1.0,0.567042,rebalance,0.0,1,-132963082.39,0,-132963082.39,307103594.38,174140511.99
2000-11-30,2001-02-28,long,1.0,0.748561,rebalance,0.0,1,-43785665.3,0,-43785665.3,174140511.99,130354846.68
2001-02-28,2001-05-31,long,1.0,1.060231,rebalance,0.0,1,7851382.15,0,7851382.15,130354846.68,138206228.84
2001-05-31,2001-08-31,long,1.0,0.966476,rebalance,0.0,1,-4633189.63,0,-4633189.63,138206228.84,133573039.21
2001-08-31,2001-11-30,long,1.0,1.020464,rebalance,0.0,1,2733420.46,0,2733420.46,133573039.21,136306459.67
2001-11-30,2002-02-28,long,1.0,1.044732,rebalance,0.0,1,6097238.17,0,6097238.17,136306459.67,142403697.83
2002-02-28,2002-05-31,long,1.0,1.056078,rebalance,0.0,1,7985682.39,0,7985682.39,142403697.83,150389380.22
2002-05-31,2002-08-30,long,1.0,0.891884,rebalance,0.0,1,-16259477.87,0,-16259477.87,150389380.22,134129902.35
2002-08-30,2002-11-29,long,1.0,1.006741,rebalance,0.0,1,904174.93,0,904174.93,134129902.35,135034077.29
2002-11-29,2003-02-28,long,1.0,0.946881,rebalance,0.0,1,-7172910.86,0,-7172910.86,135034077.29,127861166.43
2003-02-28,2003-05-30,long,1.0,1.164897,rebalance,0.0,1,21083925.43,0,21083925.43,127861166.43,148945091.86
2003-05-30,2003-08-29,long,1.0,1.126678,rebalance,0.0,1,18867995.2,0,18867995.2,148945091.86,167813087.07
2003-08-29,2003-11-28,long,1.0,1.130132,rebalance,0.0,1,21837901.62,0,21837901.62,167813087.07,189650988.68
2003-11-28,2004-02-27,long,1.0,1.008221,rebalance,0.0,1,1559210.11,0,1559210.11,189650988.68,191210198.79
2004-02-27,2004-05-28,long,1.0,0.922103,rebalance,0.0,1,-14894675.61,0,-14894675.61,191210198.79,176315523.19
2004-05-28,2004-08-31,long,1.0,0.942273,rebalance,0.0,1,-10178178.99,0,-10178178.99,176315523.19,166137344.19
2004-08-31,2004-11-30,long,1.0,1.230696,rebalance,0.0,1,38327245.95,0,38327245.95,166137344.19,204464590.14
2004-11-30,2005-02-28,long,1.0,0.98817,rebalance,0.0,1,-2418762.71,0,-2418762.71,204464590.14,202045827.43
2005-02-28,2005-05-31,long,1.0,0.929892,rebalance,0.0,1,-14165068.98,0,-14165068.98,202045827.43,187880758.45
2005-05-31,2005-08-31,long,1.0,1.211924,rebalance,0.0,1,39816489.65,0,39816489.65,187880758.45,227697248.1
2005-08-31,2005-11-30,long,1.0,1.063021,rebalance,0.0,1,14349768.03,0,14349768.03,227697248.1,242047016.12
2005-11-30,2006-02-28,long,1.0,1.039817,rebalance,0.0,1,9637511.63,0,9637511.63,242047016.12,251684527.76
2006-02-28,2006-05-31,long,1.0,1.025337,rebalance,0.0,1,6376946.59,0,6376946.59,251684527.76,258061474.35
2006-05-31,2006-08-31,long,1.0,0.93224,rebalance,0.0,1,-17486225.35,0,-17486225.35,258061474.35,240575249.0
2006-08-31,2006-11-30,long,1.0,1.099539,rebalance,0.0,1,23946717.08,0,23946717.08,240575249.0,264521966.08
2006-11-30,2007-02-28,long,1.0,1.049353,rebalance,0.0,1,13055000.1,0,13055000.1,264521966.08,277576966.18
2007-02-28,2007-05-31,long,1.0,1.122633,rebalance,0.0,1,34040165.8,0,34040165.8,277576966.18,311617131.98
2007-05-31,2007-08-31,long,1.0,1.019229,rebalance,0.0,1,5992136.44,0,5992136.44,311617131.98,317609268.41
2007-08-31,2007-11-30,long,1.0,1.132855,rebalance,0.0,1,42195972.72,0,42195972.72,317609268.41,359805241.13
2007-11-30,2008-02-29,long,1.0,1.030598,rebalance,0.0,1,11009463.11,0,11009463.11,359805241.13,370814704.24
2008-02-29,2008-05-30,long,1.0,1.225149,rebalance,0.0,1,83488654.66,0,83488654.66,370814704.24,454303358.9
2008-05-30,2008-08-29,long,1.0,0.874421,rebalance,0.0,1,-57051104.34,0,-57051104.34,454303358.9,397252254.56
2008-08-29,2008-11-28,long,1.0,0.453645,rebalance,0.0,1,-217040765.61,0,-217040765.61,397252254.56,180211488.95
2008-11-28,2009-02-27,long,1.0,0.875583,rebalance,0.0,1,-22421419.2,0,-22421419.2,180211488.95,157790069.75
2009-02-27,2009-05-29,long,1.0,1.097772,rebalance,0.0,1,15427518.95,0,15427518.95,157790069.75,173217588.7
2009-05-29,2009-08-31,long,1.0,1.106881,rebalance,0.0,1,18513645.26,0,18513645.26,173217588.7,191731233.96
2009-08-31,2009-11-30,long,1.0,1.082463,rebalance,0.0,1,15810770.15,0,15810770.15,191731233.96,207542004.12
2009-11-30,2010-02-26,long,1.0,1.01876,rebalance,0.0,1,3893586.85,0,3893586.85,207542004.12,211435590.97
2010-02-26,2010-05-28,long,1.0,0.97787,rebalance,0.0,1,-4679001.91,0,-4679001.91,211435590.97,206756589.06
2010-05-28,2010-08-31,long,1.0,0.925224,rebalance,0.0,1,-15460362.75,0,-15460362.75,206756589.06,191296226.31
2010-08-31,2010-11-30,long,1.0,1.29597,rebalance,0.0,1,56617987.31,0,56617987.31,191296226.31,247914213.62
2010-11-30,2011-02-28,long,1.0,1.053898,rebalance,0.0,1,13362045.2,0,13362045.2,247914213.62,261276258.82
2011-02-28,2011-05-31,long,1.0,1.006686,rebalance,0.0,1,1746854.88,0,1746854.88,261276258.82,263023113.7
2011-05-31,2011-08-31,long,1.0,0.887425,rebalance,0.0,1,-29609917.08,0,-29609917.08,263023113.7,233413196.62
2011-08-31,2011-11-30,long,1.0,1.017582,rebalance,0.0,1,4103846.78,0,4103846.78,233413196.62,237517043.4
2011-11-30,2012-02-29,long,1.0,1.088599,rebalance,0.0,1,21043889.12,0,21043889.12,237517043.4,258560932.52
2012-02-29,2012-05-31,long,1.0,0.992187,rebalance,0.0,1,-2020054.12,0,-2020054.12,258560932.52,256540878.39
2012-05-31,2012-08-31,long,1.0,1.107637,rebalance,0.0,1,27613257.8,0,27613257.8,256540878.39,284154136.19
2012-08-31,2012-11-30,long,1.0,0.948591,rebalance,0.0,1,-14608120.61,0,-14608120.61,284154136.19,269546015.58
2012-11-30,2013-02-28,long,1.0,1.102861,rebalance,0.0,1,27725904.27,0,27725904.27,269546015.58,297271919.86
2013-02-28,2013-05-31,long,1.0,1.110432,rebalance,0.0,1,32828346.54,0,32828346.54,297271919.86,330100266.4
2013-05-31,2013-08-30,long,1.0,1.010705,rebalance,0.0,1,3533669.41,0,3533669.41,330100266.4,333633935.8
2013-08-30,2013-11-29,long,1.0,1.131676,rebalance,0.0,1,43931517.55,0,43931517.55,333633935.8,377565453.35
