ym,monthly_ret
1983-08,-0.03731016677339116
1983-09,0.02834561574327532
1983-10,-0.114257187681723
1983-11,0.0870703638340895
1983-12,-0.059123023132477526
1984-01,-0.04051116286709888
1984-02,0.02076237761045907
1984-03,0.043847546512099544
1984-04,0.026244445752599432
1984-05,-0.045973174992347876
1984-06,0.025751368136660346
1984-07,-0.04572742331561774
1984-08,0.1378875742662904
1984-09,0.009292247324121261
1984-10,-0.0037417458034938456
1984-11,-0.011087262958701327
1984-12,0.040722173313682664
1985-01,0.06950531329684528
1985-02,0.034304339501589176
1985-03,-0.020249821757698183
1985-04,0.01181753979754685
1985-05,0.09554072313071904
1985-06,0.05161683944190254
1985-07,-0.014701134602775556
1985-08,-0.0005723502935999214
1985-09,-0.032182435641250784
1985-10,0.06057213143496587
1985-11,0.06939482158533461
1985-12,0.02756638622321428
1986-01,0.03998053086959219
1986-02,0.09455871669686355
1986-03,0.06607941987747612
1986-04,0.035504949250474205
1986-05,0.07677800222556641
1986-06,0.02488121816402744
1986-07,-0.10640743464326596
1986-08,0.06055559332828264
1986-09,-0.12412316751596764
1986-10,0.09404170470789786
1986-11,0.022966968467795557
1986-12,-0.03573328430813594
1987-01,0.17225975575953067
1987-02,0.02893582692749863
1987-03,0.029487880014199774
1987-04,-0.002867659024969327
1987-05,-0.0021720327568868214
1987-06,0.019005624904522067
1987-07,0.06457049072702259
1987-08,0.07493998256512402
1987-09,0.018366492816718427
1987-10,-0.26950440960867417
1987-11,-0.013221133128241691
1987-12,0.053286857645784114
1988-01,-0.0602805401303137
1988-02,0.06778096093968666
1988-03,-0.021497942208394516
1988-04,0.021711666621784476
1988-05,0.007819656143391418
1988-06,0.041734179496442314
1988-07,0.011074053517884153
1988-08,-0.07022366120072865
1988-09,0.05397135014506649
1988-10,0.03470191953956259
1988-11,-0.005211738451985748
1988-12,0.0061046188495448295
1989-01,0.07745164216310796
1989-02,0.017091619691133042
1989-03,0.04304963491795277
1989-04,0.04989140057064567
1989-05,0.03541462250532068
1989-06,-0.018496039670377717
1989-07,0.07285746970217133
1989-08,0.023638410923554343
1989-09,0.029211300233183968
1989-10,-0.011185945651715379
1989-11,0.018254361702262134
1989-12,-0.029724043149233936
1990-01,-0.10807491941602165
1990-02,0.01130046533362239
1990-03,0.04021318037464394
1990-04,-0.03548115168521804
1990-05,0.17265678500281045
1990-06,0.001945566035527202
1990-07,-0.009542961293571794
1990-08,-0.09259294652629757
1990-09,-0.03832011080732589
1990-10,-0.04517368143735834
1990-11,0.0919796366519463
1990-12,0.02005041418214959
1991-01,0.04139508390815294
1991-02,0.074671076405735
1991-03,0.05569259579150443
1991-04,-0.02407122240289139
1991-05,0.05163846198716948
1991-06,-0.05943026171870491
1991-07,0.13154737978032882
1991-08,0.05228383579084395
1991-09,0.020816394954892736
1991-10,0.10163095497395624
1991-11,-0.011312630090461906
1991-12,0.18938397910408367
1992-01,-0.017802264310675553
1992-02,0.022327680921396365
1992-03,-0.03976916712454659
1992-04,-0.03782463205676578
1992-05,0.01623090815137518
1992-06,-0.052821149531166345
1992-07,0.04126627450566955
1992-08,-0.0599653121180278
1992-09,0.07742736473661727
1992-10,0.04427394949508212
1992-11,0.06421307656805753
1992-12,0.055958397319867625
1993-01,0.06031901573886356
1993-02,-0.06521148023705214
1993-03,0.03736074712736981
1993-04,-0.02280436008023523
1993-05,0.09312459851587152
1993-06,0.056186665689814674
1993-07,0.010696933963459943
1993-08,0.0583937595831292
1993-09,0.04660837894047898
1993-10,0.03276679506841407
1993-11,-0.07009456468612074
1993-12,0.021839940081908704
1994-01,0.04203469174559049
1994-02,-0.013482645241033486
1994-03,-0.052102648519875894
1994-04,0.005724944154737344
1994-05,0.008430321713209565
1994-06,-0.07293233712836233
1994-07,0.03540010867297516
1994-08,0.10068467630452305
1994-09,-0.007212034196482198
1994-10,0.03411925809005556
1994-11,-0.041646547328157424
1994-12,0.025717564693206407
1995-01,-0.051689510363637226
1995-02,0.0562470673006612
1995-03,0.06693561131608838
1995-04,0.06548996187799694
1995-05,0.018797666917291567
1995-06,0.1277879806562423
1995-07,0.0841506919928885
1995-08,0.03986600788895878
1995-09,0.05784034816024519
1995-10,-0.017245372779122525
1995-11,-0.04033630253062803
1995-12,-0.05055199687082035
1996-01,-0.00033755337747143344
1996-02,0.06873025102849306
1996-03,-0.014341961474045761
1996-04,0.12893720246659313
1996-05,0.040967879365797266
1996-06,-0.055165072579402286
1996-07,-0.14171049811317604
1996-08,0.033152748922836484
1996-09,0.11339451636522924
1996-10,-0.036180529214969503
1996-11,-9.341943145335652e-05
1996-12,0.0013260690760350524
1997-01,0.0596232461593913
1997-02,-0.06517122900103778
1997-03,-0.04250662900660207
1997-04,0.15282578101630495
1997-05,0.051205085839334474
1997-06,0.02692452738396356
1997-07,0.15943521983456255
1997-08,-0.0281268856460124
1997-09,0.04127892866395233
1997-10,-0.08887152044191726
1997-11,0.015923855158284983
1997-12,-0.015191685241218944
1998-01,0.049294121150198045
1998-02,0.10395332967583237
1998-03,0.04323703005944868
1998-04,0.033206964873062184
1998-05,-0.015670867146446277
1998-06,0.10358861112506923
1998-07,0.03984825881671883
1998-08,-0.1862561467715228
1998-09,0.09687968409738534
1998-10,0.08703295946762313
1998-11,0.07375012406427173
1998-12,0.19038341922988056
1999-01,0.13281089201604157
1999-02,-0.05539873587130084
1999-03,0.17538158491709233
1999-04,-0.03925741996815579
1999-05,-0.024450592893384804
1999-06,0.07986207758663055
1999-07,-0.03967562766004007
1999-08,0.04157885281848528
1999-09,0.058582956893793225
1999-10,0.16132291042679703
1999-11,0.19307739561128834
1999-12,0.2619585799541364
2000-01,-0.06618946072098186
2000-02,0.20784690637006253
2000-03,-0.11949164484395525
2000-04,-0.11486836853289129
2000-05,-0.16063801966276747
2000-06,0.17415707674821368
2000-07,-0.03616080408026168
2000-08,0.21789605495794184
2000-09,-0.09264054112378661
2000-10,-0.13372468939391724
2000-11,-0.27859423328053023
2000-12,0.12550404568444407
2001-01,-0.028975493108644113
2001-02,-0.31506380802401857
2001-03,-0.03518515821006729
2001-04,0.06090250964585353
2001-05,0.035812102875560914
2001-06,0.019650344692012656
2001-07,-0.04953147411285297
2001-08,-0.002754281456770258
2001-09,-0.06476535056607546
2001-10,0.018892782682900622
2001-11,0.07089910519390852
2001-12,0.03985619635582305
2002-01,0.011541461545908405
2002-02,-0.00677451066119894
2002-03,0.025993665593124993
2002-04,0.0158743448885601
2002-05,0.013237443505287327
2002-06,-0.06196732672200356
2002-07,-0.08349252633630133
2002-08,0.03741963197834686
2002-09,-0.027548887989147564
2002-10,0.04152472415493391
2002-11,-0.006013670290456186
2002-12,-0.03142519955803946
2003-01,-0.007495257884735151
2003-02,-0.01501520907270959
2003-03,0.0178864873948692
2003-04,0.059809631905783034
2003-05,0.07984226890798118
2003-06,0.041465905120539936
2003-07,0.046041712917014976
2003-08,0.034202468437428246
2003-09,-0.0038611672206564362
2003-10,0.085522543720157
2003-11,0.04513060752855247
2003-12,-0.0660180030384705
2004-01,0.08391017031289416
2004-02,-0.0040807070775641385
2004-03,-0.057636231432330876
2004-04,-0.07111938169281051
2004-05,0.053418681033843285
2004-06,0.0230383089053785
2004-07,-0.06520832653492015
2004-08,-0.01469659974163906
2004-09,0.079092526306066
2004-10,0.028479979687038304
2004-11,0.10891004042666141
2004-12,-0.013390647790359034
2005-01,-0.07417100581001812
2005-02,0.08182191360636537
2005-03,-0.03520924584521978
2005-04,-0.0982478413199589
2005-05,0.0688385155978446
2005-06,0.06853217957434277
2005-07,0.06793831046903986
2005-08,0.06204203208652803
2005-09,0.07079688529549744
2005-10,-0.055602882770696915
2005-11,0.05118752765553802
2005-12,0.04932068106698484
2006-01,0.12500747160472447
2006-02,-0.11916787432040699
2006-03,0.051022177166003546
2006-04,0.05664141051235694
2006-05,-0.07673334877226545
2006-06,-0.0008292998308317978
2006-07,-0.022786199866072887
2006-08,-0.045230607501394404
2006-09,-0.01977850839692108
2006-10,0.07268307191975443
2006-11,0.045719365360951336
2006-12,0.015035762293557964
2007-01,0.04400618562101699
2007-02,-0.009767292216163903
2007-03,0.022840689774370704
2007-04,0.03979114454748056
2007-05,0.055562105023023944
2007-06,0.014129031802686542
2007-07,-0.010918675224417251
2007-08,0.016123800400116517
2007-09,0.11888080318395833
2007-10,0.07798406387002088
2007-11,-0.06075659447129611
2007-12,0.06509246836329052
2008-01,-0.09814641253393652
2008-02,0.07291696195096709
2008-03,-0.0009258118050862185
2008-04,0.12465035392890389
2008-05,0.0903696069915334
2008-06,0.03620064402354095
2008-07,-0.12452273595010388
2008-08,-0.036100637645957834
2008-09,-0.2628900663218158
2008-10,-0.2507653394602648
2008-11,-0.1785786624537069
2008-12,-0.006282988851426863
2009-01,-0.11036842716085438
2009-02,-0.009568871913732235
2009-03,0.10235507284281575
2009-04,-0.016689933729471473
2009-05,0.012745519263014815
2009-06,0.0356036853575592
2009-07,0.05037347118053148
2009-08,0.01756824829516468
2009-09,0.032419888530904384
2009-10,-0.029869245168148928
2009-11,0.08075313480185531
2009-12,0.04597512417902827
2010-01,-0.11823431692311437
2010-02,0.1045809245285303
2010-03,0.08006254454581652
2010-04,0.02036814988440594
2010-05,-0.11268981723594051
2010-06,-0.11100114827752539
2010-07,0.12314668277707064
2010-08,-0.0733635805636964
2010-09,0.12228653987049398
2010-10,0.054570166757750505
2010-11,0.09500420903330897
2010-12,0.016775842060778645
2011-01,-0.003720825570967534
2011-02,0.04038061296212869
2011-03,0.021849268868412652
2011-04,0.04389529591483532
2011-05,-0.05626472858729448
2011-06,0.001044048197679448
2011-07,-0.007776393670293036
2011-08,-0.10655309533209978
2011-09,-0.12956116175923715
2011-10,0.20703355909715504
2011-11,-0.0314729233159563
2011-12,-0.029467012250192548
2012-01,0.02871142469816479
2012-02,0.09034581867962
2012-03,0.03676537459842533
2012-04,0.018926059004181983
2012-05,-0.0607731094489794
2012-06,0.01955394420377532
2012-07,0.0201440096195018
2012-08,0.0649414028766222
2012-09,0.011892522516436355
2012-10,-0.06662338294247405
2012-11,0.004355890431186005
2012-12,0.018738488849693535
2013-01,0.051600622449830436
2013-02,0.02945513070487471
2013-03,0.06384485626151903
2013-04,-0.01852427109869903
2013-05,0.0634917481798063
2013-06,-0.052262783685355196
2013-07,0.10146210858502469
2013-08,-0.03179605627896742
2013-09,0.0706750674696035
2013-10,0.025212211148194053
2013-11,0.0309807859450546
