,dlyret
2007-03-15,102049.35073852539
2007-03-16,101679.14628982544
2007-03-19,102712.07094192505
2007-03-20,103353.82223129272
2007-03-21,105026.78155899048
2007-03-22,104892.098903656
2007-03-23,105185.18686294556
2007-03-26,105146.20542526245
2007-03-27,104496.38366699219
2007-03-28,103683.51936340332
2007-03-29,103892.49324798584
2007-03-30,103914.91651535034
2007-04-02,104341.57848358154
2007-04-03,105314.30244445801
2007-04-04,105322.8497505188
2007-04-05,105686.03277206421
2007-04-09,105787.28914260864
2007-04-10,105989.5396232605
2007-04-11,105334.8183631897
2007-04-12,106041.3122177124
2007-04-13,106298.97117614746
2007-04-16,107459.13982391357
2007-04-17,107650.16078948975
2007-04-18,107831.03704452515
2007-04-19,107644.73676681519
2007-04-20,108553.3618927002
2007-04-23,108639.24026489258
2007-04-24,108712.67318725586
2007-04-25,109774.04117584229
2007-04-26,109764.18256759644
2007-04-27,109591.85361862183
2007-04-30,108415.52019119263
2007-05-01,108751.23739242554
2007-05-02,109657.9909324646
2007-05-03,110018.74208450317
2007-05-04,110179.37660217285
2007-05-07,110398.91242980957
2007-05-08,110220.89719772339
2007-05-09,110830.22356033325
2007-05-10,109258.04376602173
2007-05-11,110263.46683502197
2007-05-14,109982.5382232666
2007-05-15,109685.36138534546
2007-05-16,110408.02001953125
2007-05-17,110278.35607528687
2007-05-18,111004.17375564575
2007-05-21,111281.59761428833
2007-05-22,111317.96836853027
2007-05-23,111057.60335922241
2007-05-24,109785.33029556274
2007-05-25,110391.08037948608
2007-05-29,110734.26008224487
2007-05-30,111677.02674865723
2007-05-31,111961.91310882568
2007-06-01,112467.39625930786
2007-06-04,112769.71101760864
2007-06-05,112072.0386505127
2007-06-06,110996.24633789062
2007-06-07,108919.23904418945
2007-06-08,110235.44073104858
2007-06-11,110304.5105934143
2007-06-12,109121.64449691772
2007-06-13,110834.07402038574
2007-06-14,111260.36643981934
2007-06-15,111959.27858352661
2007-06-18,111748.8145828247
2007-06-19,111854.52938079834
2007-06-20,110460.16216278076
2007-06-21,111217.0934677124
2007-06-22,110027.22978591919
2007-06-25,109457.75508880615
2007-06-26,109009.08708572388
2007-06-27,110099.73287582397
2007-06-28,110065.37675857544
2007-06-29,109886.21711730957
2007-07-02,111170.43495178223
2007-07-03,111409.25884246826
2007-07-05,111580.5983543396
2007-07-06,112099.31373596191
2007-07-09,112085.84308624268
2007-07-10,110386.15703582764
2007-07-11,110923.85053634644
2007-07-12,112767.1480178833
2007-07-13,113112.28275299072
2007-07-16,112640.2735710144
2007-07-17,112612.783908844
2007-07-18,112374.80640411377
2007-07-19,113000.77438354492
2007-07-20,111429.13103103638
2007-07-23,111648.54764938354
2007-07-24,109310.66274642944
2007-07-25,109423.70891571045
2007-07-26,106696.20037078857
2007-07-27,104953.46784591675
2007-07-30,106151.74770355225
2007-07-31,104875.1950263977
2007-08-01,105365.20481109619
2007-08-02,105902.69565582275
2007-08-03,102745.73564529419
2007-08-06,104946.17223739624
2007-08-07,105460.42919158936
2007-08-08,106799.87668991089
2007-08-09,103761.33918762207
2007-08-10,104132.81917572021
2007-08-13,104337.14389801025
2007-08-14,102082.26442337036
2007-08-15,100345.23010253906
2007-08-16,100630.7601928711
2007-08-17,103033.64992141724
2007-08-20,103203.14168930054
2007-08-21,103548.32410812378
2007-08-22,104956.54344558716
2007-08-23,104643.80979537964
2007-08-24,105839.72930908203
2007-08-27,104643.20182800293
2007-08-28,102048.32553863525
2007-08-29,104398.95391464233
2007-08-30,103905.17711639404
2007-08-31,105164.2894744873
2007-09-04,106216.31145477295
2007-09-05,104873.7645149231
2007-09-06,105347.53799438477
2007-09-07,103395.1997756958
2007-09-10,102854.81214523315
2007-09-11,104127.83622741699
2007-09-12,103994.4052696228
2007-09-13,104750.34713745117
2007-09-14,104992.68770217896
2007-09-17,104388.80920410156
2007-09-18,107676.01728439331
2007-09-19,108500.45680999756
2007-09-20,107412.2428894043
2007-09-21,107732.29598999023
2007-09-24,107018.84031295776
2007-09-25,106819.02170181274
2007-09-26,107486.05728149414
2007-09-27,107960.84403991699
2007-09-28,107676.4702796936
2007-10-01,109205.99699020386
2007-10-02,109444.66590881348
2007-10-03,109130.22756576538
2007-10-04,109232.71179199219
2007-10-05,110647.86911010742
2007-10-08,110174.11947250366
2007-10-09,110974.75290298462
2007-10-10,110763.47827911377
2007-10-11,110032.78493881226
2007-10-12,110523.22387695312
2007-10-15,109471.16613388062
2007-10-16,108572.90029525757
2007-10-17,108599.97272491455
2007-10-18,108474.61223602295
2007-10-19,105691.32566452026
2007-10-22,106453.27568054199
2007-10-23,107142.98486709595
2007-10-24,106801.9151687622
2007-10-25,106664.22843933105
2007-10-26,107958.38832855225
2007-10-29,108308.72058868408
2007-10-30,107775.30670166016
2007-10-31,109002.06565856934
2007-11-01,106027.05478668213
2007-11-02,106048.21443557739
2007-11-05,105408.62083435059
2007-11-06,106574.49960708618
2007-11-07,103459.27476882935
2007-11-08,103837.49008178711
2007-11-09,102633.13055038452
2007-11-12,101609.36117172241
2007-11-13,104579.59175109863
2007-11-14,103653.14483642578
2007-11-15,102258.08620452881
2007-11-16,102371.9310760498
2007-11-19,100263.52405548096
2007-11-20,100277.30464935303
2007-11-21,98831.43901824951
2007-11-23,100721.81224822998
2007-11-26,98344.18296813965
2007-11-27,99710.10684967041
2007-11-28,102863.66939544678
2007-11-29,102666.44954681396
2007-11-30,103767.57383346558
2007-12-03,103219.59257125854
2007-12-04,102544.87991333008
2007-12-05,104016.85237884521
2007-12-06,105910.89725494385
2007-12-07,105924.09372329712
2007-12-10,106924.17621612549
2007-12-11,103477.31113433838
2007-12-12,103945.97053527832
2007-12-13,103825.9506225586
2007-12-14,102147.28116989136
2007-12-17,100746.7269897461
2007-12-18,101403.5701751709
2007-12-19,101197.40962982178
2007-12-20,101589.73932266235
2007-12-21,103131.75916671753
2007-12-24,104078.5551071167
2007-12-26,103900.37298202515
2007-12-27,102381.6704750061
2007-12-28,102306.15139007568
2007-12-31,101908.14733505249
2008-01-02,100158.52451324463
2008-01-03,99546.5874671936
2008-01-04,96713.23299407959
2008-01-07,96965.51561355591
2008-01-08,94783.40148925781
2008-01-09,95624.44686889648
2008-01-10,96932.5304031372
2008-01-11,95634.5021724701
2008-01-14,96583.4379196167
2008-01-15,94031.38160705566
2008-01-16,94232.85722732544
2008-01-17,91358.482837677
2008-01-18,91003.80539894104
2008-01-22,90885.47825813293
2008-01-23,93810.95767021179
2008-01-24,94578.7787437439
2008-01-25,93499.23729896545
2008-01-28,95444.11897659302
2008-01-29,96405.50017356873
2008-01-30,95826.38144493103
2008-01-31,97647.93515205383
2008-02-01,99818.7005519867
2008-02-04,98672.09196090698
2008-02-05,95500.7553100586
2008-02-06,94828.51028442383
2008-02-07,95771.86703681946
2008-02-08,95283.37121009827
2008-02-11,95996.46925926208
2008-02-12,96499.1807937622
2008-02-13,97824.04899597168
2008-02-14,96364.9332523346
2008-02-15,96433.424949646
2008-02-19,96290.48109054565
2008-02-20,97395.6286907196
2008-02-21,95919.00110244751
2008-02-22,96856.1589717865
2008-02-25,98473.82307052612
2008-02-26,99388.96894454956
2008-02-27,99151.76630020142
2008-02-28,97749.99618530273
2008-02-29,94772.31502532959
2008-03-03,94769.8712348938
2008-03-04,94585.54983139038
2008-03-05,95062.73865699768
2008-03-06,92519.25945281982
2008-03-07,91919.42811012268
2008-03-10,90164.80445861816
2008-03-11,93746.18530273438
2008-03-12,92784.50012207031
2008-03-13,93450.49262046814
2008-03-14,91379.32658195496
2008-03-17,89675.99868774414
2008-03-18,93741.43481254578
2008-03-19,91624.82619285583
2008-03-20,93947.29733467102
2008-03-24,96098.09517860413
2008-03-25,96441.11394882202
2008-03-26,95209.59258079529
2008-03-27,94086.43841743469
2008-03-28,93031.47792816162
2008-03-31,93750.39935112
2008-04-01,97490.73386192322
2008-04-02,97666.30530357361
2008-04-03,97947.22199440002
2008-04-04,97954.48184013367
2008-04-07,98003.17287445068
2008-04-08,97372.7285861969
2008-04-09,96155.63154220581
2008-04-10,96576.47013664246
2008-04-11,94869.63748931885
2008-04-14,94375.83088874817
2008-04-15,94763.05842399597
2008-04-16,97120.49961090088
2008-04-17,97372.98488616943
2008-04-18,99136.79361343384
2008-04-21,98759.62138175964
2008-04-22,97322.41034507751
2008-04-23,97613.05451393127
2008-04-24,98665.40431976318
2008-04-25,99681.49662017822
2008-04-28,99799.44825172424
2008-04-29,99574.3989944458
2008-04-30,98830.18732070923
2008-05-01,101062.52431869507
2008-05-02,101308.54845046997
2008-05-05,100676.7749786377
2008-05-06,101623.86894226074
2008-05-07,99805.18221855164
2008-05-08,99976.5694141388
2008-05-09,99526.17883682251
2008-05-12,101029.27684783936
2008-05-13,101150.32196044922
2008-05-14,101845.97969055176
2008-05-15,103083.65821838379
2008-05-16,102969.15769577026
2008-05-19,102879.6911239624
2008-05-20,101883.63790512085
2008-05-21,100135.42175292969
2008-05-22,100472.25952148438
2008-05-23,99053.26962471008
2008-05-27,99954.092502594
2008-05-28,100470.34025192261
2008-05-29,101234.41219329834
2008-05-30,101357.87725448608
2008-06-02,100233.45947265625
2008-06-03,99860.21518707275
2008-06-04,99967.08035469055
2008-06-05,101594.15006637573
2008-06-06,98190.1228427887
2008-06-09,97844.44570541382
2008-06-10,97576.03406906128
2008-06-11,95382.60102272034
2008-06-12,96046.0364818573
2008-06-13,97697.13282585144
2008-06-16,97946.38752937317
2008-06-17,96879.37498092651
2008-06-18,95646.22044563293
2008-06-19,96420.69339752197
2008-06-20,94540.73905944824
2008-06-23,93917.54269599915
2008-06-24,93715.9776687622
2008-06-25,94513.49973678589
2008-06-26,91588.23490142822
2008-06-27,91188.10296058655
2008-06-30,90891.01552963257
2008-07-01,91114.58659172058
2008-07-02,89266.94393157959
2008-07-03,88977.28323936462
2008-07-07,88074.32651519775
2008-07-08,90262.33553886414
2008-07-09,87846.35663032532
2008-07-10,87969.39253807068
2008-07-11,86803.68065834045
2008-07-14,85522.34768867493
2008-07-15,84892.8451538086
2008-07-16,88118.93463134766
2008-07-17,90068.07208061218
2008-07-18,90160.73346138
2008-07-21,90043.1215763092
2008-07-22,91693.09735298157
2008-07-23,92476.57656669617
2008-07-24,89561.61737442017
2008-07-25,89767.66467094421
2008-07-28,88085.52026748657
2008-07-29,90677.63686180115
2008-07-30,91829.82444763184
2008-07-31,90935.78457832336
2008-08-01,90442.00778007507
2008-08-04,89622.10416793823
2008-08-05,92486.17887496948
2008-08-06,92833.90045166016
2008-08-07,91047.8413105011
2008-08-08,93611.63973808289
2008-08-11,94719.66624259949
2008-08-12,93341.96448326111
2008-08-13,92983.19220542908
2008-08-14,94075.28042793274
2008-08-15,94743.23391914368
2008-08-18,92998.51655960083
2008-08-19,91770.71452140808
2008-08-20,92068.94636154175
2008-08-21,92129.9159526825
2008-08-22,93335.80136299133
2008-08-25,91467.7381515503
2008-08-26,91782.49835968018
2008-08-27,92834.26403999329
2008-08-28,94664.93129730225
2008-08-29,93640.18440246582
2008-09-02,93612.89143562317
2008-09-03,93544.35205459595
2008-09-04,90564.2032623291
2008-09-05,91295.42112350464
2008-09-08,92939.64505195618
2008-09-09,89419.69871520996
2008-09-10,89874.35698509216
2008-09-11,90992.06924438477
2008-09-12,91457.68284797668
2008-09-15,86911.98229789734
2008-09-16,88228.63101959229
2008-09-17,83804.68487739563
2008-09-18,88260.09035110474
2008-09-19,92098.47450256348
2008-09-22,87912.28532791138
2008-09-23,86621.74940109253
2008-09-24,86353.27219963074
2008-09-25,87753.62968444824
2008-09-26,87501.95503234863
2008-09-29,79449.59998130798
2008-09-30,83807.05118179321
2008-10-01,83323.7886428833
2008-10-02,79091.54295921326
2008-10-03,77897.00627326965
2008-10-06,74681.38933181763
2008-10-07,70052.99925804138
2008-10-08,69212.43071556091
2008-10-09,63529.77156639099
2008-10-10,63181.25128746033
2008-10-13,70822.98398017883
2008-10-14,70641.4520740509
2008-10-15,63667.917251586914
2008-10-16,66154.27732467651
2008-10-17,66078.37080955505
2008-10-20,69071.5491771698
2008-10-21,66740.11945724487
2008-10-22,62138.51571083069
2008-10-23,61526.91841125488
2008-10-24,59229.12359237671
2008-10-27,57083.9524269104
2008-10-28,63310.43839454651
2008-10-29,63297.23000526428
2008-10-30,65503.55553627014
2008-10-31,67081.17127418518
2008-11-03,67043.3759689331
2008-11-04,70024.84202384949
2008-11-05,66210.97922325134
2008-11-06,62515.96212387085
2008-11-07,64136.117696762085
2008-11-10,62579.95367050171
2008-11-11,60523.86164665222
2008-11-12,56799.42965507507
2008-11-13,61265.987157821655
2008-11-14,58205.366134643555
2008-11-17,56366.461515426636
2008-11-18,56340.1997089386
2008-11-19,51984.20286178589
2008-11-20,47953.084111213684
2008-11-21,51068.76492500305
2008-11-24,55820.77503204346
2008-11-25,56685.71591377258
2008-11-26,59586.24482154846
2008-11-28,60296.75006866455
2008-12-01,54218.971729278564
2008-12-02,56671.202182769775
2008-12-03,58346.02117538452
2008-12-04,56514.3883228302
2008-12-05,59278.76830101013
2008-12-08,61985.55827140808
2008-12-09,60810.595750808716
2008-12-10,62076.41363143921
2008-12-11,59696.197509765625
2008-12-12,60505.01465797424
2008-12-15,59318.143129348755
2008-12-16,63095.998764038086
2008-12-17,63065.20700454712
2008-12-18,61597.23997116089
2008-12-19,62211.94863319397
2008-12-22,60404.60467338562
2008-12-23,59631.68144226074
2008-12-24,60031.819343566895
2008-12-26,60538.49458694458
2008-12-29,59981.66799545288
2008-12-30,61923.65884780884
2008-12-31,63191.44368171692
2009-01-02,65766.90077781677
2009-01-05,66061.25235557556
2009-01-06,67508.15510749817
2009-01-07,65236.99760437012
2009-01-08,65778.36871147156
2009-01-09,64082.62252807617
2009-01-12,62072.449922561646
2009-01-13,62183.77947807312
2009-01-14,59677.982330322266
2009-01-15,60108.33978652954
2009-01-16,60864.43066596985
2009-01-20,56904.4828414917
2009-01-21,59743.16596984863
2009-01-22,58340.07263183594
2009-01-23,59051.32293701172
2009-01-26,59280.92002868652
2009-01-27,60131.73460960388
2009-01-28,62897.998094558716
2009-01-29,60218.19710731506
2009-01-30,58327.93712615967
2009-02-02,58036.184310913086
2009-02-03,58924.44849014282
2009-02-04,58604.896068573
2009-02-05,59830.12318611145
2009-02-06,61977.26130485535
2009-02-09,62086.957693099976
2009-02-10,58496.79708480835
2009-02-11,59197.48544692993
2009-02-12,59319.89550590515
2009-02-13,58640.9866809845
2009-02-17,55448.198318481445
2009-02-18,55183.8219165802
2009-02-19,54044.40760612488
2009-02-20,53580.02781867981
2009-02-23,51498.883962631226
2009-02-24,54289.50786590576
2009-02-25,53592.62228012085
2009-02-26,52803.88593673706
2009-02-27,51570.24264335632
2009-03-02,48475.152254104614
2009-03-03,47979.18498516083
2009-03-04,49567.39842891693
2009-03-05,46850.788593292236
2009-03-06,46647.149324417114
2009-03-09,46332.600712776184
2009-03-10,50134.25946235657
2009-03-11,50450.336933135986
2009-03-12,52876.85990333557
2009-03-13,53436.63692474365
2009-03-16,53187.88290023804
2009-03-17,55131.00624084473
2009-03-18,57205.61742782593
2009-03-19,56575.506925582886
2009-03-20,55006.73055648804
2009-03-23,59640.175104141235
2009-03-24,58427.608013153076
2009-03-25,58985.92472076416
2009-03-26,60954.97012138367
2009-03-27,59629.38070297241
2009-03-30,56801.62310600281
2009-03-31,57755.786180496216
2009-04-01,58832.15069770813
2009-04-02,61436.49220466614
2009-04-03,62550.85468292236
2009-04-06,61854.21347618103
2009-04-07,60004.740953445435
2009-04-08,61162.543296813965
2009-04-09,64618.76630783081
2009-04-13,64951.33638381958
2009-04-14,63480.66329956055
2009-04-15,64611.250162124634
2009-04-16,66127.5863647461
2009-04-17,66975.4683971405
2009-04-20,63359.32016372681
2009-04-21,65294.56377029419
2009-04-22,65337.64600753784
2009-04-23,66013.90838623047
2009-04-24,67599.69592094421
2009-04-27,66442.50750541687
2009-04-28,66166.35918617249
2009-04-29,68072.81374931335
2009-04-30,68342.69165992737
2009-05-01,68762.54081726074
2009-05-04,71801.096200943
2009-05-05,71694.8390007019
2009-05-06,72938.1799697876
2009-05-07,71495.68200111389
2009-05-08,73907.48858451843
2009-05-11,72053.1165599823
2009-05-12,71364.56966400146
2009-05-13,68588.9184474945
2009-05-14,69691.68186187744
2009-05-15,68785.07733345032
2009-05-18,71449.33938980103
2009-05-19,71624.10616874695
2009-05-20,71219.42043304443
2009-05-21,69830.721616745
2009-05-22,69751.72162055969
2009-05-26,71978.11603546143
2009-05-27,70570.79076766968
2009-05-28,71530.85470199585
2009-05-29,72715.99769592285
2009-06-01,75318.27688217163
2009-06-02,75371.53959274292
2009-06-03,73889.18995857239
2009-06-04,75048.9592552185
2009-06-05,74828.68432998657
2009-06-08,74595.6540107727
2009-06-09,75177.54435539246
2009-06-10,74951.67255401611
2009-06-11,75332.12304115295
2009-06-12,75310.19449234009
2009-06-15,73210.07251739502
2009-06-16,72063.13610076904
2009-06-17,71792.75155067444
2009-06-18,72253.68022918701
2009-06-19,72577.51226425171
2009-06-22,69929.40902709961
2009-06-23,70005.66720962524
2009-06-24,70738.70301246643
2009-06-25,72491.59216880798
2009-06-26,72453.92799377441
2009-06-29,73070.87182998657
2009-06-30,72452.64649391174
2009-07-01,72855.11493682861
2009-07-02,70331.26950263977
2009-07-06,70329.73170280457
2009-07-07,68675.13656616211
2009-07-08,68401.70621871948
2009-07-09,68923.70581626892
2009-07-10,68735.61143875122
2009-07-13,70447.99327850342
2009-07-14,71091.46118164062
2009-07-15,73410.6957912445
2009-07-16,74130.17153739929
2009-07-17,74054.52728271484
2009-07-20,75462.59760856628
2009-07-21,75371.79589271545
2009-07-22,75579.89954948425
2009-07-23,77722.10240364075
2009-07-24,78257.01236724854
2009-07-27,78740.06628990173
2009-07-28,78509.02080535889
2009-07-29,77966.27879142761
2009-07-30,79172.55163192749
2009-07-31,79295.44448852539
2009-08-03,80868.16668510437
2009-08-04,81444.25749778748
2009-08-05,81314.70680236816
2009-08-06,80875.53381919861
2009-08-07,82655.2152633667
2009-08-10,82252.80046463013
2009-08-11,81208.87279510498
2009-08-12,82381.7253112793
2009-08-13,83115.75055122375
2009-08-14,82080.48343658447
2009-08-17,79818.74942779541
2009-08-18,80830.24621009827
2009-08-19,81321.04873657227
2009-08-20,82306.0393333435
2009-08-21,84069.3473815918
2009-08-24,83817.20185279846
2009-08-25,84175.80723762512
2009-08-26,84256.6430568695
2009-08-27,84605.01432418823
2009-08-28,84692.50798225403
2009-08-31,83751.04665756226
2009-09-01,81662.43433952332
2009-09-02,81318.80760192871
2009-09-03,82271.52824401855
2009-09-04,83409.54780578613
2009-09-08,84376.45435333252
2009-09-09,85344.55299377441
2009-09-10,86475.49748420715
2009-09-11,86474.78818893433
2009-09-14,87309.27109718323
2009-09-15,87982.57112503052
2009-09-16,89635.71190834045
2009-09-17,89079.14161682129
2009-09-18,89391.41631126404
2009-09-21,89029.5684337616
2009-09-22,89734.26222801208
2009-09-23,88615.97776412964
2009-09-24,87287.42599487305
2009-09-25,86690.34838676453
2009-09-28,88503.89122962952
2009-09-29,88535.58301925659
2009-09-30,88227.98132896423
2009-10-01,85554.6236038208
2009-10-02,84868.18671226501
2009-10-05,86527.53829956055
2009-10-06,87640.35105705261
2009-10-07,87820.0888633728
2009-10-08,88875.85401535034
2009-10-09,89412.61172294617
2009-10-12,89731.82439804077
2009-10-13,89480.94248771667
2009-10-14,91178.5900592804
2009-10-15,91573.166847229
2009-10-16,90724.28345680237
2009-10-19,91793.03646087646
2009-10-20,90977.75220870972
2009-10-21,90106.27865791321
2009-10-22,91355.16285896301
2009-10-23,89878.25512886047
2009-10-26,88731.85515403748
2009-10-27,87937.09874153137
2009-10-28,85517.68064498901
2009-10-29,87839.49613571167
2009-10-30,85227.17952728271
2009-11-02,85661.5662574768
2009-11-03,86370.62311172485
2009-11-04,86281.2340259552
2009-11-05,88170.38536071777
2009-11-06,88288.84363174438
2009-11-09,90583.2827091217
2009-11-10,90317.55328178406
2009-11-11,90873.27718734741
2009-11-12,89741.36710166931
2009-11-13,90381.1514377594
2009-11-16,91950.1543045044
2009-11-17,91825.08587837219
2009-11-18,91621.25587463379
2009-11-19,90084.19513702393
2009-11-20,89703.06515693665
2009-11-23,90792.94204711914
2009-11-24,90653.31816673279
2009-11-25,91397.92323112488
2009-11-27,89576.34568214417
2009-11-30,89879.48298454285
2009-12-01,91151.33285522461
2009-12-02,91556.45370483398
2009-12-03,90632.47442245483
2009-12-04,91591.51315689087
2009-12-07,91551.76877975464
2009-12-08,90717.63753890991
2009-12-09,90944.01597976685
2009-12-10,91535.57419776917
2009-12-11,92076.3373374939
2009-12-14,93229.54416275024
2009-12-15,92766.46375656128
2009-12-16,93178.05767059326
2009-12-17,92110.81862449646
2009-12-18,92654.19840812683
2009-12-21,93796.45586013794
2009-12-22,94355.2017211914
2009-12-23,94823.11010360718
2009-12-24,95379.90093231201
2009-12-28,95314.11528587341
2009-12-29,95170.08662223816
2009-12-30,95163.70892524719
2009-12-31,94130.26571273804
2010-01-04,95607.05423355103
2010-01-05,96061.93900108337
2010-01-06,96487.49828338623
2010-01-07,96997.45774269104
2010-01-08,97302.55603790283
2010-01-11,97471.38619422913
2010-01-12,96320.50395011902
2010-01-13,97341.787815094
2010-01-14,97483.74223709106
2010-01-15,96354.96735572815
2010-01-19,97639.02425765991
2010-01-20,96637.68410682678
2010-01-21,94961.6014957428
2010-01-22,92838.6390209198
2010-01-25,93286.43083572388
2010-01-26,92919.18277740479
2010-01-27,93284.51752662659
2010-01-28,92207.2947025299
2010-01-29,91172.09911346436
2010-02-01,92759.7463130951
2010-02-02,94129.28819656372
2010-02-03,93492.18606948853
2010-02-04,90324.9442577362
2010-02-05,90639.90712165833
2010-02-08,89950.62112808228
2010-02-09,91254.19855117798
2010-02-10,91018.2774066925
2010-02-11,92081.71963691711
2010-02-12,91957.68237113953
2010-02-16,93820.89376449585
2010-02-17,94277.01234817505
2010-02-18,94900.70343017578
2010-02-19,95341.77780151367
2010-02-22,95283.88977050781
2010-02-23,93960.23750305176
2010-02-24,94898.13446998596
2010-02-25,94944.36979293823
2010-02-26,95125.73480606079
2010-03-01,96472.85342216492
2010-03-02,96824.47910308838
2010-03-03,96978.93857955933
2010-03-04,97326.18927955627
2010-03-05,98922.99771308899
2010-03-08,98991.25099182129
2010-03-09,99121.91033363342
2010-03-10,99719.87009048462
2010-03-11,100092.91172027588
2010-03-12,100120.37754058838
2010-03-15,100016.52240753174
2010-03-16,101005.72109222412
2010-03-17,101789.06917572021
2010-03-18,101523.70929718018
2010-03-19,100815.79685211182
2010-03-22,101597.26142883301
2010-03-23,102354.26425933838
2010-03-24,101683.46166610718
2010-03-25,101206.64834976196
2010-03-26,101369.7862625122
2010-03-29,102165.73476791382
2010-03-30,102254.56953048706
2010-03-31,101872.92098999023
2010-04-01,102816.59364700317
2010-04-05,104060.22071838379
2010-04-06,104335.90412139893
2010-04-07,103670.17984390259
2010-04-08,103853.11841964722
2010-04-09,104594.32601928711
2010-04-12,104805.30261993408
2010-04-13,104938.47131729126
2010-04-14,106245.50580978394
2010-04-15,106274.02067184448
2010-04-16,104580.557346344
2010-04-19,104732.85913467407
2010-04-20,106038.34390640259
2010-04-21,106221.55666351318
2010-04-22,107066.04719161987
2010-04-23,108005.01108169556
2010-04-26,107589.70975875854
2010-04-27,104724.62177276611
2010-04-28,105310.72616577148
2010-04-29,106813.49039077759
2010-04-30,104755.78308105469
2010-05-03,106284.37995910645
2010-05-04,103452.9447555542
2010-05-05,102756.7982673645
2010-05-06,99435.63342094421
2010-05-07,97487.33043670654
2010-05-10,102294.40927505493
2010-05-11,101997.1489906311
2010-05-12,103824.6750831604
2010-05-13,102547.66941070557
2010-05-14,100375.43773651123
2010-05-17,100629.27007675171
2010-05-18,99081.86793327332
2010-05-19,98432.29055404663
2010-05-20,94409.16776657104
2010-05-21,96133.47053527832
2010-05-24,94883.25715065002
2010-05-25,95078.2835483551
2010-05-26,94881.40344619751
2010-05-27,98356.89067840576
2010-05-28,97127.58660316467
2010-06-01,94740.19408226013
2010-06-02,97450.76894760132
2010-06-03,98068.22538375854
2010-06-04,94190.04321098328
2010-06-07,92646.13389968872
2010-06-08,93561.44070625305
2010-06-09,93360.8591556549
2010-06-10,96601.96304321289
2010-06-11,97217.19622612
2010-06-14,97263.5269165039
2010-06-15,99798.85220527649
2010-06-16,99577.46863365173
2010-06-17,99572.06845283508
2010-06-18,99580.73496818542
2010-06-21,99112.11133003235
2010-06-22,97112.23244667053
2010-06-23,96985.22090911865
2010-06-24,95144.15264129639
2010-06-25,95841.57466888428
2010-06-28,95534.49153900146
2010-06-29,92093.44387054443
2010-06-30,91106.116771698
2010-07-01,90943.10998916626
2010-07-02,90366.97149276733
2010-07-06,90587.84246444702
2010-07-07,93687.56413459778
2010-07-08,94654.95944023132
2010-07-09,95522.29642868042
2010-07-12,95312.10064888
2010-07-13,97108.17337036133
2010-07-14,96960.93797683716
2010-07-15,97100.99697113037
2010-07-16,94057.86395072937
2010-07-19,94793.30778121948
2010-07-20,96176.278591156
2010-07-21,94748.86655807495
2010-07-22,97165.13752937317
2010-07-23,98277.6939868927
2010-07-26,99685.40668487549
2010-07-27,99110.32915115356
2010-07-28,98173.94614219666
2010-07-29,97729.49814796448
2010-07-30,97848.84452819824
2010-08-02,100043.18952560425
2010-08-03,99210.10136604309
2010-08-04,100064.13459777832
2010-08-05,99897.31311798096
2010-08-06,99463.75489234924
2010-08-09,100188.72022628784
2010-08-10,99344.46811676025
2010-08-11,96264.23120498657
2010-08-12,95715.30818939209
2010-08-13,95373.03447723389
2010-08-16,95338.09423446655
