,ibs_mean_reversion,vol_overlay,vix_mean_reversion,us_cross_sectional_momentum,turn_of_month__real_assets,bond_duration_carry__bonds_us
2016-09-08,0.0,-0.020374000000000225,0.0,0.0,0.0,-0.0042644401955529
2016-09-09,0.0,0.012226999999999988,0.0,0.0,0.0,-0.0061693660879475
2016-09-12,0.0171461219274478,-0.012237000000000164,0.0,0.0,0.0,0.0005189669222281
2016-09-13,0.0,-0.00041899999999983617,0.0,0.0,0.0,-0.0041609126245002
2016-09-14,0.0,0.008559999999999901,0.0,0.0,0.0,0.0009812912245407
2016-09-15,0.0,-0.003269999999999773,0.030661029621172897,0.0,0.0,0.000214330714657
2016-09-16,0.0,0.00013899999999966717,0.01075741393117946,0.0,0.0,0.0016464801543785
2016-09-19,0.0,0.00023100000000009224,0.021680029548655666,0.0,0.0,-0.0007913205134821
2016-09-20,-0.00045341839251267224,0.009244000000000252,0.0,0.0,0.0,0.0008029397190339
2016-09-21,0.00799278418025362,0.005532000000000092,0.0,0.0,0.0,0.0037479434446829
2016-09-22,0.0,-0.004542999999999853,0.0,0.0,0.0,0.0033485381074915
2016-09-23,0.0,-0.007170000000000121,0.0,0.0,0.0,7.13232376495232e-05
2016-09-26,-0.003180995158222677,0.005389000000000088,0.0,0.0,0.0,0.0011705621912852
2016-09-27,0.0056419464440589095,0.004210999999999965,0.0,0.0,0.0,0.002018837660334
2016-09-28,0.0,-0.007331999999999894,0.0,0.0,-0.0004999999999999,0.000737479814528
2016-09-29,0.0,0.0062939999999998,0.0,0.0,-0.0117970334991678,-8.143631271909091e-05
2016-09-30,0.0019225621057392672,-0.002233999999999736,0.0,0.0041999999999999815,0.0028388461667219,-0.0013091125269484
2016-10-03,-0.0010810551849651517,-0.004434999999999856,0.0,0.0,-0.0098409644373993,-0.0023318066397352
2016-10-04,-0.0013798370408183436,0.003999000000000086,0.0,0.0,-0.0123841513519339,0.0
2016-10-05,0.0018965108535176078,0.0006859999999999644,0.0,0.0,-0.0056934286807986,-0.0004999999999999
2016-10-06,-0.0003785841816940083,-0.00315399999999999,0.0,0.0,0.0,-0.0008047200703364
2016-10-07,0.0,0.004129000000000271,0.0,0.0,0.0,0.0007863959598926
2016-10-10,0.0,-0.010364000000000151,0.0,0.0,0.0,-0.0012286587000783
2016-10-11,-0.0028044170853170902,0.0009239999999999249,0.0,0.0,0.0,-0.0014610222418661
2016-10-12,0.00029448208990445757,-0.0024009999999998755,0.0,0.0,0.0,0.0001217537089319
2016-10-13,-0.0007654280289061122,-4.599999999999049e-05,0.0,0.0,0.0,0.0011698683881775
2016-10-14,-1.4731045341775939e-05,-0.0025000000000000577,0.0,0.0,0.0,-0.0029666274110433
2016-10-17,-0.0020650551401326656,0.004969000000000001,0.0,0.0,0.0,0.002109103789412
2016-10-18,0.0054930694120636225,0.0021700000000000053,0.0,0.0,0.0,0.0017279296922008
2016-10-19,0.0019972526871496754,-0.0012890000000000956,0.0,0.0,0.0,0.0009830792778854
2016-10-20,-0.0015138457067143118,-4.599999999976845e-05,0.0,0.0,0.0,-0.0002053702817638
2016-10-21,0.0008266383012425216,0.003875000000000073,0.0,0.0,0.0,0.0005010206688598
2016-10-24,0.001912982329463686,-0.002663000000000082,0.0,0.0,0.0,-0.001204023236544
2016-10-25,-0.002241387174442777,-0.0017500000000000293,0.0,0.0,0.0,0.0003440469396021
2016-10-26,-0.0028842952686204404,-0.0022620000000002083,0.0,0.0,0.0,-0.0025745401495388
2016-10-27,-0.003532356620206012,-0.0026839999999995756,0.0,0.0,-0.0005,-0.0038496778952033
2016-10-28,-0.002274683981122405,0.00023199999999978793,0.0,0.0,-0.0018465298750934,-0.0007688061719073
2016-10-31,0.0007773221397362473,-0.006172999999999873,0.0,-0.017349999999999866,0.002209832809112,0.0010631427055053
2016-11-01,-0.00407201486958475,-0.005283000000000149,0.0,0.0,-0.0103491873441842,-0.0008869793765945
2016-11-02,-0.003918183019898658,-0.0035279999999998646,-0.016006022657858998,0.0,-0.0082494985156861,0.0010098112924351
2016-11-03,-0.0062517733604015024,-0.0011339999999999684,-0.04457733898306826,0.0,-0.0051914940401459,-0.0018551575448104
2016-11-04,0.0013829794996063072,0.01873199999999975,-0.0031191437861415316,0.0,0.0,0.00250397611267
2016-11-07,0.013110843807231154,0.0036560000000003257,0.10638271170297009,0.0,0.0,-7.252169654094198e-05
2016-11-08,0.0008886889227328609,0.00917100000000004,0.02227087707693176,0.0,0.0,-0.0020056210626684
2016-11-09,0.009337269453065566,0.0021879999999998567,0.0206330085943065,0.0,0.0,-0.0118071089485514
2016-11-10,0.0,-0.0019099999999997452,-0.024394598204093287,0.0,0.0,-0.0050966462965877
2016-11-11,0.0,0.00045600000000001195,0.0,0.0,0.0,-0.0032617588258669
2016-11-14,0.0,0.006604999999999972,0.0,0.0,0.0,-0.0025812269083836
2016-11-15,0.0,-0.0012200000000001099,0.0,0.0,0.0,0.0031621588079013
2016-11-16,0.0,0.003937999999999997,0.0,0.0,0.0,0.0010365078561728
2016-11-17,0.0,-0.0018020000000000813,0.0,0.0,0.0,-0.0038063341224274
2016-11-18,0.0,0.0063670000000000115,0.0,0.0,0.0,-0.002035973218386
2016-11-21,0.0033323427584304177,0.0017480000000003049,0.0,0.0,0.0,0.0016509373933527
2016-11-22,0.0,0.0005370000000000097,0.0,0.0,0.0,0.0018888101181997
2016-11-23,0.0,0.0031290000000001594,0.0,0.0,0.0,-0.002584079070646
2016-11-25,0.0,-0.0037850000000002604,0.0,0.0,0.0,8.286971604150317e-05
2016-11-28,0.0,0.0013419999999999543,0.0,0.0,-0.0004999999999999,0.0024832817795445
2016-11-29,0.0006321187859663624,-0.0018760000000000998,0.0,0.0,0.0021669257541497,0.00104577316259
2016-11-30,-0.005311760824962208,-0.003222999999999865,0.0,0.02475000000000005,0.0077686794311381,-0.0035308642740126
2016-12-01,-0.007429219723676717,0.00017999999999984695,0.0,0.0,-0.0142203955065506,-0.0039507132680611
2016-12-02,0.0005746272343567504,0.005166000000000004,0.0,0.0,0.0067728593307041,0.0032966622740671
2016-12-05,0.009046589582274889,0.0027679999999998817,0.0,0.0,0.0016123405189834,0.000526782428069
2016-12-06,0.001520387331671813,0.011082000000000036,0.0,0.0,0.0,0.0004364664695322
2016-12-07,0.0033698917692299712,0.0021970000000002265,0.0,0.0,0.0,0.0031315571293961
2016-12-08,0.0,0.005301999999999696,0.0,0.0,0.0,-0.0027855355380011
2016-12-09,0.0,-0.0011759999999999549,0.0,0.0,0.0,-0.0033790051973562
2016-12-12,0.0,0.005495000000000028,0.0,0.0,0.0,-0.000464509131773
2016-12-13,-0.0015777042990522405,-0.006715999999999722,0.0,0.0,0.0,0.0015183510682099
2016-12-14,-0.003636962231305829,0.00331899999999985,0.0,0.0,0.0,-0.0053941687912913
2016-12-15,0.003014504473355828,-0.0014359999999999928,0.0,0.0,0.0,-0.0004224585629851
2016-12-16,-0.0010853288780781067,0.0017000000000002569,0.0,0.0,0.0,3.222112770154273e-05
2016-12-19,0.0025015077301491218,0.0033049999999998914,0.0,0.0,0.0,0.0039247177397451
2016-12-20,0.00355929479698891,-0.0022090000000000165,0.0,0.0,0.0,-0.0006605082195122
2016-12-21,-0.0026271149601078125,-0.0013470000000000981,0.0,0.0,0.0,0.001736754661221
2016-12-22,-0.0030583018451325605,0.0010010000000000296,0.0,0.0,0.0,0.0003151064070719
2016-12-23,0.001926820590355538,0.0020860000000000323,0.0,0.0,0.0,0.001223834641012
2016-12-27,0.0,-0.006848999999999883,0.0,0.0,0.0,-0.0010829477756149
2016-12-28,0.0,-0.0003929999999999767,0.0,0.0,-0.0004999999999999,0.0022639473895375
2016-12-29,-0.0004582922642294429,-0.0030599999999999516,0.0,0.0,0.0062547527571815,0.0020072078530023
2016-12-30,-0.004878034504519846,0.0061429999999997875,0.0,0.0,0.0060493425254927,0.0010768825892524
2017-01-03,0.005828415828963429,0.005271000000000248,0.0,0.0,0.006765538565084,0.0007527729976324
2017-01-04,0.00822126668924339,-0.000736000000000181,0.0,0.0,0.0102206506462347,0.0020966452410509
2017-01-05,0.001428140743627404,0.003423000000000176,0.0,0.0,0.0050340294259278,0.0036716253621505
2017-01-06,0.0,-0.002719000000000027,0.0,0.0,0.0,-0.0033362454157072
2017-01-09,-0.0016725264601158418,-0.0001729999999998677,0.0,0.0,0.0,0.0023027582579833
2017-01-10,0.0029191329773468055,0.00207899999999972,0.0,0.0,0.0,-0.0002757366839887
2017-01-11,0.0006618970548752934,-0.001770999999999967,0.0,0.0,0.0,0.0014911051214137
2017-01-12,0.0,0.0018180000000000973,0.0,0.0,0.0,-0.0001470011569038
2017-01-13,0.0,-0.002851000000000159,0.0,0.0,0.0,-0.0014974674572324
2017-01-17,0.0,0.0017769999999999175,0.0,0.0,0.0,0.0030030457371061
2017-01-18,0.0001782730327446469,-0.0027680000000003258,0.0,0.0,0.0,-0.0040635466959616
2017-01-19,0.0,0.0027340000000002362,0.0,0.0,0.0,-0.0025479016404457
2017-01-20,0.0,-0.002118999999999871,0.0,0.0,0.0,0.0002275947509939
2017-01-23,0.0,0.005376999999999743,0.0,0.0,0.0,0.0034573439384476
2017-01-24,0.0,0.007281999999999789,0.0,0.0,0.0,-0.0020989363284064
2017-01-25,0.0,-0.0008539999999999104,0.0,0.0,0.0,-0.0031101929195742
2017-01-26,0.0,-0.0012399999999999078,0.0,0.0,0.0,0.0007616590520318
2017-01-27,0.0,-0.0051400000000001445,0.0,0.0,-0.0004999999999999,0.0013260229429903
2017-01-30,0.0,-0.0003450000000000397,0.0,0.0,-0.0073588764674804,-0.0011494268285473
2017-01-31,0.0,0.0005169999999998787,0.0,0.015149999999999775,0.0054678274748664,0.0019427221157448
2017-02-01,0.0,0.0004310000000000702,0.0,0.0,0.0014671248234484,-0.0011668165810625
2017-02-02,0.0,0.005899000000000099,0.0,0.0,0.0043554676556571,0.0001886352256947
2017-02-03,0.0,-0.00141099999999994,0.0,0.0,0.0051814245372285,0.000239313772158
2017-02-06,0.0,-4.2999999999793204e-05,0.0,0.0,0.0,0.002005862379519
2017-02-07,0.0,0.0010710000000000441,0.0,0.0,0.0,0.0014090777990366
2017-02-08,0.0007529908294330312,0.0049200000000000355,0.0,0.0,0.0,0.0033869876508675
2017-02-09,0.0,0.003403000000000045,0.0,0.0,0.0,-0.0027824471784028
2017-02-10,0.0,0.0043639999999998125,0.0,0.0,0.0,-0.0002277290764369
2017-02-13,0.0,0.003751000000000282,0.0,0.0,0.0,-0.0006964967213508
2017-02-14,0.0,0.0042800000000000615,0.0,0.0,0.0,-0.0019987451954326
2017-02-15,0.0,-0.0005429999999998492,0.0,0.0,0.0,-0.0007290126273185
2017-02-16,0.0,0.0010859999999996983,0.0,0.0,0.0,0.0016151666389157
2017-02-17,0.0,0.005091000000000179,0.0,0.0,0.0,0.0021124636149806
2017-02-21,0.0,-0.0005389999999999562,0.0,0.0,0.0,-8.863900202765729e-05
2017-02-22,0.0,0.0005399999999999849,0.0,0.0,0.0,0.0012240204030432
2017-02-23,0.0,0.0011609999999997456,0.0,0.0,0.0,0.0016758244150054
2017-02-24,0.0,0.001160000000000272,0.0,0.0,-0.0004999999999999,0.0035012419689661
2017-02-27,0.0,-0.0021099999999998342,0.0,0.0,-0.0005911774509633,-0.0018059775130047
2017-02-28,0.0,0.011652999999999913,0.0,0.028350000000000097,-0.0006048859761162,0.0003151153740843
2017-03-01,0.0016217857953930714,-0.005114000000000063,0.0,0.0,0.003081599506835,-0.0042745749690732
2017-03-02,-0.0035817778830128377,0.0004530000000000367,0.0,0.0,-0.0064778729476395,-0.0020116516026756
2017-03-03,-5.4654932009512436e-05,-0.0022619999999998752,0.0,0.0,-0.0005192548313057,0.0009657812131761
2017-03-06,-0.002694914824686978,-0.002846000000000126,0.0,0.0,0.0,-0.0012815447230816
2017-03-07,-0.0028872754049449334,-0.0014480000000000048,0.0,0.0,0.0,-0.0023384053522861
2017-03-08,-0.002494378858546309,0.0008289999999999687,0.0,0.0,0.0,-0.0033272036601092
2017-03-09,-0.0006501127173347276,0.002981999999999818,0.0,0.0,0.0,-0.0029412373279053
2017-03-10,0.0009575974796669495,0.000536000000000092,0.0,0.0,0.0,0.0010869760683878
2017-03-13,0.00017273413516716296,-0.0030930000000000124,0.0,0.0,0.0,-0.0019535579511994
2017-03-14,0.0,0.006953999999999683,0.0,0.0,0.0,0.0006336651001134
2017-03-15,0.0,-0.0013959999999996198,0.0,0.0,0.0,0.0072057163186893
2017-03-16,0.0,-0.0012750000000000261,0.0,0.0,0.0,-0.001915827714702
2017-03-17,0.0,-0.0012770000000003057,0.0,0.0,0.0,0.0015553106075567
2017-03-20,-4.733312029669978e-05,-0.010682999999999887,0.0,0.0,0.0,0.0013649818179487
2017-03-21,-0.007559668285545995,0.0017540000000000333,0.0,0.0,0.0,0.0012270831423973
2017-03-22,0.0030084781707457875,-0.0011259999999999604,0.0,0.0,0.0,0.0018314768230366
2017-03-23,-0.0003603587888018067,-0.00020900000000012575,0.0,0.0,0.0,-0.0005552387627349
2017-03-24,-6.675716556869826e-05,-0.0010860000000000314,0.0,0.0,0.0,0.0015919346143296
2017-03-27,-0.000347160436403926,0.006104000000000109,0.0,0.0,0.0,0.0014057678861288
2017-03-28,0.0,0.0010790000000000521,0.0,0.0,0.0,-0.0013088896162159
2017-03-29,0.0,0.002569999999999961,0.0,0.0,-0.0004999999999999,0.0024990026346428
2017-03-30,0.0,-0.0021079999999999988,0.0,0.0,-0.0017182821084312,-0.0015403356773006
2017-03-31,0.0,-0.00111899999999987,0.0,-0.002850000000000019,0.0048064022860219,0.000966225439005
2017-04-03,-0.00048766177927428433,0.0005390000000002892,0.0,0.0,0.001641414141414,0.0032377497969994
2017-04-04,7.159638397147283e-05,-0.0027360000000000717,0.0,0.0,0.0027156851569383,-0.0014287849266493
2017-04-05,-0.003468769026825802,0.0022050000000000125,0.0,0.0,-0.0009527608868849,0.0010467045838266
2017-04-06,0.0031329187841226958,-0.0007470000000000532,0.0,0.0,0.0,3.3083786347948285e-05
2017-04-07,-0.0003914540728314764,0.0004569999999999297,0.0,0.0,0.0,-0.0019022095332535
2017-04-10,0.00025504957555355645,-0.0009549999999998171,0.0,0.0,0.0,0.0013447135336972
2017-04-11,-0.0014815664317328059,-0.003198999999999952,0.0,0.0,0.0,0.0025777761002226
2017-04-12,-0.0010688000494949446,-0.005755000000000177,0.0,0.0,0.0,0.0022726095860443
2017-04-13,-0.00373264215106639,0.00734799999999991,0.0,0.0,0.0,0.0011367091985302
2017-04-17,0.007452181098462463,-0.0025809999999997224,0.0,0.0,0.0,-0.0007731596578176
2017-04-18,0.0,-0.0013360000000001149,0.0,0.0,0.0,0.0037194165316359
2017-04-19,0.0,0.006607999999999947,0.0,0.0,0.0,-0.0019370599246846
2017-04-20,0.005149100826329356,-0.0025730000000002695,0.0,0.0,0.0,-0.000827353764114
2017-04-21,-0.0008883645617013824,0.009324000000000332,0.0,0.0,0.0,-0.0001478617023018
2017-04-24,0.006236409760253414,0.004858999999999947,0.0,0.0,0.0,-0.0007362915848907
2017-04-25,0.0019511573821886508,-0.00028700000000014825,0.0,0.0,0.0,-0.0030198153721735
2017-04-26,0.001344240244209871,0.0005729999999999347,0.0,0.0,-0.0004999999999999,0.0015779609313433
2017-04-27,0.0014279189223342925,-0.001718999999999804,0.0,0.0,-0.0047015038870282,0.0005433265126681
2017-04-28,-0.004501068886924364,0.0018450000000000966,0.0,0.0,-0.0044961639904553,0.0007085252556345
2017-05-01,0.0020824344194545485,0.0004499999999998394,0.0,0.0,0.0040376410154036,-0.0021348762301076
2017-05-02,-0.0012966339259294912,-0.0008589999999999431,0.0,0.0,0.0013635455433783,0.0014991264178814
2017-05-03,-0.002030533392471834,0.0007779999999999454,0.0,0.0,-0.0090481494524417,-0.0003357321671809
2017-05-04,-0.0003044331687693802,0.003354000000000079,0.0,0.0,0.0,-0.0025681898221253
2017-05-05,0.001879735266743232,-4.100000000017978e-05,0.0,0.0,0.0,0.0005685633956917
2017-05-08,0.0,-0.0008149999999998991,0.0,0.0,0.0,-0.0017782949527255
2017-05-09,0.0,0.0015089999999999826,0.0,0.0,0.0,-0.0004400631433778
2017-05-10,0.0,-0.0014250000000000096,0.0,0.0,0.0,0.0007169692125857
2017-05-11,0.0,-0.0014679999999998028,0.0,0.0,0.0,0.0003754471899057
2017-05-12,0.0,0.0042079999999997675,0.0,0.0,0.0,0.0028793811531357
2017-05-15,0.0,-0.00048799999999993293,0.0,0.0,0.0,-0.0006553986541602
2017-05-16,0.0,-0.014763999999999888,0.0,0.0,0.0,0.0010693159529724
2017-05-17,0.0,0.00302200000000008,0.0,0.0,0.0,0.0044097001643182
2017-05-18,0.005356859517172019,0.005403000000000269,0.0,0.0,0.0,0.0003845021877032
2017-05-19,0.004214157782413963,0.004466999999999999,0.0,0.0,0.0,0.0007807582367935
2017-05-22,0.005912507295094516,0.0017940000000000733,0.0,0.0,0.0,-0.00056798235246
2017-05-23,0.0015578927510628837,0.0019119999999996917,0.0,0.0,0.0,-0.0017806024742968
2017-05-24,0.0008594295746968683,0.0041400000000000325,0.0,0.0,0.0,0.0015657459252711
2017-05-25,0.0015280139315692054,-3.999999999992898e-05,0.0,0.0,0.0,6.134998839038563e-05
2017-05-26,-0.0001597402792579139,-0.0006869999999999932,0.0,0.0,-0.0005,0.0010313583482709
2017-05-30,-0.002544840961786088,-0.00040400000000007097,0.0,0.0,-0.0052310521897527,0.0016370069538029
2017-05-31,-0.00040043354040497636,0.006634000000000029,0.0,0.018799999999999928,-0.0001573400932178,0.0006489199681751
2017-06-01,0.007859816839288936,0.002930000000000099,0.0,0.0,0.0052510647144152,9.8956246827972e-05
2017-06-02,0.0,-0.0006000000000000449,0.0,0.0,0.0045844868660251,0.0032553912544269
2017-06-05,0.0,-0.0024819999999999842,0.0,0.0,-0.0017367919483553,-0.0018515464849502
2017-06-06,0.0016061029055114417,0.0014449999999999186,0.0,0.0,0.0,0.001661474136295
2017-06-07,0.0007350992780514876,0.00023999999999979593,0.0,0.0,0.0,-0.0015785844682422
2017-06-08,0.0040830525341331025,-0.0007609999999997896,0.0,0.0,0.0,-0.0007355056935406
2017-06-09,0.0013524287758581721,-0.0006020000000001025,0.0,0.0,0.0,-0.0004165288835493
2017-06-12,-0.0006023951771093605,0.003973000000000004,0.0,0.0,0.0,-3.4210216224322965e-05
2017-06-13,0.001449671802527197,-0.0007589999999999542,0.0,0.0,0.0,0.0005671143839343
2017-06-14,-0.001712961733999152,-0.001719000000000137,0.0,0.0,0.0,0.0037361687684028
2017-06-15,-0.0015708952878817906,0.00019999999999997797,0.0,0.0,0.0,-0.002041402444646
2017-06-16,-0.0007261693303861616,0.007009000000000265,0.0,0.0,0.0,0.000410398415202
2017-06-19,0.0,-0.005520999999999998,0.0,0.0,0.0,-0.0005178374858226
2017-06-20,0.0,-0.00040000000000006697,0.0,0.0,0.0,0.0016759752555779
2017-06-21,0.0001731323814371244,-0.00040000000000006697,0.0,0.0,0.0,-0.0001648207875133
2017-06-22,0.001035045348931174,0.0011609999999999676,0.0,0.0,0.0,0.0013708475311712
2017-06-23,0.0023531847963136343,0.00035999999999991594,0.0,0.0,0.0,0.0006137381162007
2017-06-26,0.0001143341063838399,-0.0065910000000000135,0.0,0.0,0.0,0.0011916475304454
2017-06-27,-0.0060305616507631,0.007366999999999679,0.0,0.0,0.0,-0.0041077398673648
2017-06-28,0.009034953625083997,-0.007263999999999826,0.0,0.0,-0.0004999999999999,0.0002574315430955
2017-06-29,0.0,0.0014089999999997715,0.0,0.0,-0.0040223360377764,-0.0035281108403277
2017-06-30,0.0,0.0018890000000002516,0.0,0.00790000000000024,0.0039212055728339,-0.0004521799110891
2017-07-03,-0.00062058386296171,0.0014440000000000008,0.0,0.0,0.0069516858102671,-0.0016468583894591
2017-07-05,0.0023419410825851195,-0.007565999999999962,0.0,0.0,-0.0106422278880337,0.0004120336063754
2017-07-06,-0.004835277513127512,0.005371999999999932,0.0,0.0,-0.0084138716932483,-0.0024077780151488
2017-07-07,0.0069511441892484704,0.0008830000000001892,0.0,0.0,0.0,-0.0017351319269524
2017-07-10,0.0017522433926229208,-0.0006010000000000737,0.0,0.0,0.0,0.0008011106691147
2017-07-11,0.0007704714408780511,0.0061789999999999345,0.0,0.0,0.0,0.0007266696747246
2017-07-12,0.0,0.0016729999999998135,0.0,0.0,0.0,0.0033569450706392
2017-07-13,0.0,0.0038169999999999593,0.0,0.0,0.0,-0.001155567301755
2017-07-14,0.0,4.000000000026205e-05,0.0,0.0,0.0,0.0009762399840693
2017-07-17,0.0,0.0005150000000000432,0.0,0.0,0.0,0.0009932078928023
2017-07-18,0.0,0.004429999999999934,0.0,0.0,0.0,0.0027753094906871
2017-07-19,0.0,0.0002750000000000252,0.0,0.0,0.0,0.0004437644518756
2017-07-20,0.0,-0.0007080000000000419,0.0,0.0,0.0,0.0003119510594273
2017-07-21,0.0,-0.0001180000000000625,0.0,0.0,0.0,0.0014242481047506
2017-07-24,0.0,0.0019690000000001096,0.0,0.0,0.0,-0.000747615805444
2017-07-25,0.0,0.000196000000000085,0.0,0.0,0.0,-0.0038474659541136
2017-07-26,0.0,-0.0006680000000000019,0.0,0.0,0.0,0.0018157525438896
2017-07-27,-0.00241333681407363,-0.0011790000000001521,0.0,0.0,-0.0004999999999998,-0.0013110066287814
2017-07-28,-0.000806391699465947,-0.0003149999999998432,0.0,0.0,0.0008938227820729,0.0016726698124812
2017-07-31,-0.0009257252112198078,0.0017329999999999846,0.0,0.02764999999999973,0.0010003384091013,0.0001774456399477
2017-08-01,0.0005464463683606535,0.00043199999999998795,0.0,0.0,0.0024573654138784,0.0024370266864272
2017-08-02,-0.0032531420047747783,-0.0015319999999998668,0.0,0.0,-0.0021441994010782,-0.0005030297587423
2017-08-03,-0.0015484990223260109,0.0014159999999998618,0.0,0.0,-0.0051570071662455,0.0024115915564833
2017-08-04,0.0014554605540433307,0.0015320000000003109,0.0,0.0,0.0,-0.0020871414959805
