,portfolio_a_1x,portfolio_b_1x,combined_50_50
2016-09-12,0.00403296490783346,7.968640243921112e-05,0.0020563256551363357
2016-09-13,0.00028533451970028003,-0.002191437937259333,-0.0009530517087795265
2016-09-14,-0.00080362847184864,0.002108334973218789,0.0006523532506850744
2016-09-15,0.0036158025911841598,0.00024924502187575554,0.0019325238065299576
2016-09-16,-0.0013762669620658997,0.0005596577024600111,-0.0004083046298029443
2016-09-19,0.00033862060213724,3.9596438643111085e-06,0.00017129012300077555
2016-09-20,-0.0014625908515978998,0.001063443423825611,-0.0001995737138861444
2016-09-21,0.0016654375446060999,0.0016404161830783001,0.0016529268638422
2016-09-22,0.00032730411217398,0.0010176509215347332,0.0006724775168543566
2016-09-23,-9.108933561874e-05,-0.0012976826573387308,-0.0006943859964787354
2016-09-26,-0.0008628459724414001,-0.00020915918163379995,-0.0005360025770376
2016-09-27,0.0023159881501855204,0.0005484629760913777,0.0014322255631384491
2016-09-28,-0.00014798309444422,2.424819058671123e-05,-6.186745192875438e-05
2016-09-29,1.4140390099600004e-05,-0.0014503770155407433,-0.0007181183127205717
2016-09-30,-4.4005073302042865e-05,0.00041406439512832227,0.0001850296609131397
2016-10-03,-0.00091892760782582,-0.0022229542701127664,-0.0015709409389692932
2016-10-04,-0.0011911002435888401,-0.001591653460754367,-0.0013913768521716034
2016-10-05,0.00020240078465825996,0.0001378758791224555,0.00017013833189035772
2016-10-06,-0.0005493178006304199,-0.001184319015161611,-0.0008668184078960155
2016-10-07,0.0007914833302049999,-0.0001482035576138444,0.00032163988629557776
2016-10-10,0.00022213934786069998,-0.00020783540296993335,7.151972445383319e-06
2016-10-11,0.0023029154253241596,-0.0009612003804245667,0.0006708575224497965
2016-10-12,-0.00023995325063294002,-0.00034194657636668895,-0.0002909499134998145
2016-10-13,-0.0009136802230784001,3.6715213575456545e-05,-0.00043848250475147176
2016-10-14,-0.0003573059373606152,-0.0011671915726993037,-0.0007622487550299594
2016-10-17,-0.00116582640159062,0.001774857025107511,0.00030451531175844555
2016-10-18,0.0022165330089550404,0.0009295838684779666,0.0015730584387165035
2016-10-19,-0.00017017825777197997,0.0004048447087540889,0.00011733322549105447
2016-10-20,-0.00114211685631214,-0.0005736812959849076,-0.0008578990761485238
2016-10-21,0.00031992236161254,0.0006018878623701152,0.00046090511199132757
2016-10-24,0.00118312614027582,0.0008577944798804,0.00102046031007811
2016-10-25,-0.00058870816776182,-0.0006752777425533666,-0.0006319929551575933
2016-10-26,-0.00166991914166264,-0.002187049674494545,-0.0019284844080785925
2016-10-27,0.0009993886032882001,-0.0010719072559065444,-3.625932630917214e-05
2016-10-28,-0.0012182932132576798,-0.0006871744272454,-0.00095273382025154
2016-10-31,0.0010823065724769204,-0.004369690849060855,-0.0016436921382919675
2016-11-01,0.0024419843424369598,-0.0029278812364351447,-0.00024294844699909246
2016-11-02,1.9606681370899988e-05,-0.002990705868094289,-0.0014855495933616945
2016-11-03,-0.00010872027076820005,-0.0021583070208903666,-0.0011335136458292833
2016-11-04,0.0008040538392475981,0.0020194202743056442,0.001411737056776621
2016-11-07,0.0069327355609042005,0.0038547235932736065,0.0053937295770889035
2016-11-08,0.0013528174096151201,0.0014327206594550443,0.0013927690345350821
2016-11-09,0.00599028380245632,0.0009456252503698556,0.0034679545264130877
2016-11-10,-0.00174289120001156,-0.0009814326119613334,-0.0013621619059864466
2016-11-11,-0.00057314868553788,0.0004710233054977889,-5.106269002004557e-05
2016-11-14,0.0008972188998719542,0.0010260480617249445,0.0009616334807984494
2016-11-15,0.00088728271833338,0.0022609859540867003,0.00157413433621004
2016-11-16,0.0020375844719561402,0.00021673101276295558,0.001127157742359548
2016-11-17,0.00051089031086492,0.0006938829006637444,0.0006023866057643323
2016-11-18,0.00018960092784194,0.00046138207991105556,0.0003254915038764978
2016-11-21,0.0020069375705294,0.002674839519451022,0.002340888544990211
2016-11-22,-0.00050105859902668,0.0012416292956074224,0.0003702853482903712
2016-11-23,-0.00068845924954388,0.0004131844309308667,-0.00013763740930650665
2016-11-25,-0.00100607839027454,9.058471383872255e-05,-0.00045774683821790874
2016-11-28,0.00011030095663522,-0.0009658102291031112,-0.0004277546362339456
2016-11-29,-0.0014048306010314797,2.7199423135777147e-06,-0.000701055329358951
2016-11-30,0.00037863602352236,0.007905658296180545,0.004142147159851452
2016-12-01,0.00283280749164864,-0.0029164431704327334,-4.181783939204674e-05
2016-12-02,0.0012201215170655,0.0019515083498371352,0.0015858149334513176
2016-12-05,0.00180297282341898,0.0026500012775700892,0.002226487050494535
2016-12-06,0.0032074828671683395,0.002272933518644722,0.002740208192906531
2016-12-07,0.00524292903046662,0.002405624299522744,0.0038242766649946823
2016-12-08,-0.0008558922971836601,0.0018101671673510557,0.0004771374350836978
2016-12-09,-0.00094967589247468,0.0004494650869863111,-0.00025010540274418444
2016-12-12,-0.00101724806062914,-0.0004137314091535555,-0.0007154897348913478
2016-12-13,0.00182331763967936,0.0007546609269459334,0.0012889892833126467
2016-12-14,-0.00209618542332728,-0.002022174987337122,-0.0020591802053322008
2016-12-15,-0.0005845475672805001,0.0007366117478602777,7.603209028988881e-05
2016-12-16,-0.0003110007081781,-0.00023868513782139523,-0.0002748429229997476
2016-12-19,6.611664440222005e-05,0.0015723012418519663,0.0008192089431270932
2016-12-20,0.00034910231727326,0.0009114118204900444,0.0006302570688816522
2016-12-21,-0.0013259724259911,-0.0007677540394343444,-0.0010468632327127222
2016-12-22,-0.0005658216576691,-0.0008462814757027223,-0.0007060515666859112
2016-12-23,-0.000574070935978,0.0009604285982101223,0.00019317883111606119
2016-12-27,0.00023176887112258,0.0003232069496309334,0.0002774879103767567
2016-12-28,0.0008849309693634601,-0.0016910291675970891,-0.0004030490991168145
2016-12-29,-0.00014218782646290001,0.0005755980340345131,0.00021670510378580656
2016-12-30,0.00095748041533684,0.0003151522847339403,0.0006363163500353902
2017-01-03,0.0002084675937529399,0.002716654989703667,0.0014625612917283034
2017-01-04,0.00212244251416572,0.0037654908677814225,0.002943966690973571
2017-01-05,0.0027995792342629,0.0010563620978753334,0.0019279706660691167
2017-01-06,0.00132223973941982,0.0018017917652746783,0.001562015752347249
2017-01-09,6.324478043834002e-05,-0.0005856391199129556,-0.0002611971697373078
2017-01-10,0.0015490736405003602,0.0009824478251170333,0.0012657607328086969
2017-01-11,-0.0008469534486701799,0.0008113598050629888,-1.7796821803595542e-05
2017-01-12,-0.0008030016677457198,-0.000294469102311911,-0.0005487353850288154
2017-01-13,0.0005745640659711801,0.0005058736589912111,0.0005402188624811956
2017-01-17,-0.00100753255132954,-0.0010700444414150556,-0.0010387884963722978
2017-01-18,-0.00052855445595256,-0.00048255790933646663,-0.0005055561826445133
2017-01-19,-0.000476372291969972,-0.0009501543245608889,-0.0007132633082654304
2017-01-20,-0.0011290237938511199,0.0009932030434824555,-6.791037518433219e-05
2017-01-23,-0.0019132094891979802,0.0006455548762537137,-0.0006338273064721333
2017-01-24,0.00130520896247498,0.003935004692562589,0.002620106827518784
2017-01-25,-9.411385007564e-05,0.0016694573511711888,0.0007876717505477744
2017-01-26,-0.00049224655558914,0.0002736778471055998,-0.0001092843542417701
2017-01-27,7.196574877919997e-05,-0.0010017403130794444,-0.0004648872821501222
2017-01-30,-0.00066819105559594,-0.0029415621146541004,-0.0018048765851250202
2017-01-31,-0.0009433226508002001,0.004631054154226467,0.0018438657517131332
2017-02-01,-0.00044443753431684,0.0004334317785055111,-5.502877905664454e-06
2017-02-02,-0.00093394128671552,0.002479337603064644,0.000772698158174562
2017-02-03,-0.00010225206853468,0.0028487446593944113,0.0013732462954298657
2017-02-06,0.0003205398400969602,-0.0007222630840136214,-0.00020086162195833058
2017-02-07,2.0308409277940013e-05,-5.467757503033347e-06,7.420325887453333e-06
2017-02-08,0.0003195150297723,0.0010304210243034333,0.0006749680270378667
2017-02-09,0.00135942243750924,0.0014656765018677333,0.0014125494696884868
2017-02-10,-0.00012050428078338,0.0018751058599440222,0.0008773007895803211
2017-02-13,0.00054089784030718,0.0007783268859036445,0.0006596123631054122
2017-02-14,0.00042560490427208007,0.0007846817843501333,0.0006051433443111067
2017-02-15,0.0017250906924113803,0.0007148548438920333,0.001219972768151707
2017-02-16,-0.0005971231075442999,3.650512638684444e-05,-0.00028030899057872777
2017-02-17,0.00103298192701194,0.0009072878019696667,0.0009701348644908033
2017-02-21,0.00022546929179439995,0.0008090050001000825,0.0005172371459472412
2017-02-22,-0.00018942219231076,-0.0001187787921771222,-0.0001541004922439411
2017-02-23,-0.00030258353581554004,0.00012265338841844445,-8.996507369854779e-05
2017-02-24,-5.79528072725999e-06,0.00036866162702358887,0.00018143317314816445
2017-02-27,0.00041650062919774,-2.1027756613715108e-05,0.00019773643629201245
2017-02-28,-0.0004951284655311001,0.005829279798788116,0.002667075666628508
2017-03-01,0.0016229830482572,0.002174157152051778,0.0018985701001544891
2017-03-02,-9.075478273886006e-05,-0.002512247068904878,-0.001301500925821869
2017-03-03,-0.0009415754065237267,-1.0874035595666623e-06,-0.00047133140504164667
2017-03-06,-0.0008658892541991401,-0.0011342119604930445,-0.0010000506073460924
2017-03-07,-0.0018836467941069999,-0.0012235790123291,-0.00155361290321805
2017-03-08,-0.0005338168593000999,-0.0015547840676485222,-0.0010443004634743112
2017-03-09,-0.002078482624369454,-0.00046661783597818886,-0.0012725502301738215
2017-03-10,0.00019995149263462002,0.0006258084507654171,0.0004128799717000186
2017-03-13,0.00025215782216704005,-0.00022250754411967772,1.4825139023681166e-05
2017-03-14,-0.0006552795655297599,6.847987099037786e-05,-0.000293399847269691
2017-03-15,0.0014673516829492802,0.002882742290437467,0.0021750469866933736
2017-03-16,-0.00033867865546516,-0.0003557674066584556,-0.00034722303106180777
2017-03-17,-0.00051030509358426,0.0002705687447791111,-0.00011986817440257444
2017-03-20,-0.00161025863260532,-0.0013194386300573778,-0.001464848631331349
2017-03-21,0.00164888287773278,-0.0023714024752277334,-0.00036125979874747664
2017-03-22,-0.0004825941552244201,0.0004109957837517222,-3.579918573634895e-05
2017-03-23,-0.0012560007341351198,0.00016599864176432223,-0.0005450010461853989
2017-03-24,-9.354395048381966e-05,0.00027144268221797774,8.894936586707904e-05
2017-03-27,-0.00181267271958288,0.0007524602688554889,-0.0005301062253636956
2017-03-28,0.0016579853401971398,0.0010061278467931223,0.001332056593495131
2017-03-29,0.0005582040968201199,0.0011288748970046999,0.0008435394969124099
2017-03-30,-0.00042235832428891995,-0.00012503702968963334,-0.00027369767698927664
2017-03-31,-0.0007404420271123399,0.0005510324160155667,-9.47048055483866e-05
2017-04-03,-0.00110801088046894,2.9795226955588866e-05,-0.0005391078267566755
2017-04-04,-0.00041041889771201433,7.810958246703331e-05,-0.00016615465762249052
2017-04-05,-0.0008003099519406,-0.0004889157864656223,-0.0006446128692031111
2017-04-06,0.0001303984974246,0.00041208484982507203,0.000271241673624836
2017-04-07,-0.00022498118716152003,-0.00015510068349692253,-0.0001900409353292213
2017-04-10,-0.0011509686986516199,0.0002866655553815889,-0.0004321515716350155
2017-04-11,-0.00044946449152885994,0.00020277702344815562,-0.00012334373404035214
2017-04-12,0.00020040901650871995,-0.0011408069535021224,-0.0004701989684967012
2017-04-13,-0.00084878829936524,0.00018600055703406665,-0.0003313938711655867
2017-04-17,0.0023666419364121198,0.0008000315249946999,0.00158333673070341
2017-04-18,-0.00015171820605593998,-0.00015646449488076664,-0.0001540913504683533
2017-04-19,-1.0756230793099999e-05,0.00014612356957766675,6.768366939228338e-05
2017-04-20,0.0021081754444884004,0.0009373790206444223,0.0015227772325664113
2017-04-21,-0.0006913193419495801,0.0005546368333927643,-6.834125427840793e-05
2017-04-24,0.0034574159698385195,0.0024979258174604776,0.0029776708936494986
2017-04-25,0.00117866660908706,0.0004951875303242333,0.0008369270697056466
2017-04-26,-0.0011162836116400399,0.00011620979315643331,-0.0005000369092418033
2017-04-27,0.00055213516972408,-0.00047671771226871106,3.7708728727684464e-05
2017-04-28,-0.0013856992591474641,-0.0009273637914351779,-0.001156531525291321
2017-05-01,0.0015663639287127398,0.0011973407881732778,0.0013818523584430088
2017-05-02,-0.0008127398781598422,0.0002354817088914111,-0.00028862908463421553
2017-05-03,-0.0010780605056503398,-0.001714231468437889,-0.0013961459870441145
2017-05-04,-0.0008595449659955601,0.00024389870961262229,-0.00030782312819146887
2017-05-05,6.910909870339998e-06,0.0012484174087632914,0.0006276641593168157
2017-05-08,0.00022757510475942,-0.0006852983978841046,-0.00022886164656234226
2017-05-09,0.0003823555053822141,-1.4656843637411101e-05,0.0001838493308724015
2017-05-10,3.164898706839789e-05,0.0005334644261752223,0.0002825567066218101
2017-05-11,-0.00060239574264306,-0.0007124326641757222,-0.0006574142034093912
2017-05-12,0.0010042671540219001,0.0005496389525758116,0.0007769530532988559
2017-05-15,0.0007557359457368601,0.0009141654510611775,0.0008349506983990188
2017-05-16,0.0006419550900392,-0.0013888302420772243,-0.0003734375760190122
2017-05-17,0.004744966368922,-0.002958011162902667,0.0008934776030096667
2017-05-18,0.0006740858897913487,0.0015692215772952667,0.0011216537335433077
2017-05-19,0.00111767614663926,0.0019003270730951552,0.0015090016098672076
2017-05-22,0.0018713731786774708,0.0013319200173957442,0.0016016465980366076
2017-05-23,-0.00018888434626476003,0.0003933612706836,0.00010223846220941998
2017-05-24,0.0005154882655354799,0.0012330212830862887,0.0008742547743108844
2017-05-25,0.0014562123522156945,0.0008067381271259952,0.0011314752396708449
2017-05-26,0.0002380555619823,-0.00020344479694562768,1.7305382518336164e-05
2017-05-30,-0.00039826808770787993,-0.0009218471720414222,-0.000660057629874651
2017-05-31,-0.0008915284696138601,0.004009142384279645,0.0015588069573328925
2017-06-01,0.0018168386782421997,0.0027711327813297634,0.0022939857297859818
2017-06-02,0.00163618476879934,0.002221521562125711,0.0019288531654625255
2017-06-05,-8.316865978126001e-05,-0.0011900435441671222,-0.0006366061019741911
2017-06-06,-0.00016912948661422002,-0.00011508285131268889,-0.00014210616896345445
2017-06-07,-0.0008644569314035583,0.0002453056680511889,-0.00030957563167618475
2017-06-08,-0.0017609160370282804,0.00025125369884811116,-0.0007548311690900846
2017-06-09,0.003065595526401679,-0.0008620372624613616,0.0011017791319701588
2017-06-12,-0.0031514288463241197,0.0002516585438711086,-0.0014498851512265054
2017-06-13,0.0010883701457818401,0.0009699563585928333,0.0010291632521873366
2017-06-14,-0.00125770187191832,-7.054013517717781e-05,-0.000664121003547749
2017-06-15,-0.0009244979443605199,-0.0008594989481389333,-0.0008919984462497266
2017-06-16,-0.0013345427780196103,0.0007503878949356667,-0.0002920774415419718
2017-06-19,0.0008538717324218399,0.0007450930619489889,0.0007994823971854143
2017-06-20,0.0012176661726665398,-0.001117438960091922,5.0113606287308836e-05
2017-06-21,0.00012332133085942001,9.108762938039997e-05,0.00010720448011990999
2017-06-22,-0.0004275364592204199,0.0004370777287384666,4.770634759023362e-06
2017-06-23,0.00068018558186782,0.0007067999678333999,0.00069349277485061
2017-06-26,3.454157465391551e-05,-0.0004767185125701666,-0.00022108846895812554
2017-06-27,0.00150027772680772,-0.0013928385398366443,5.371959348553787e-05
2017-06-28,0.00337202338229478,0.0010219148840273555,0.0021969691331610677
2017-06-29,0.00200295252450926,-0.0026039286660664,-0.0003004880707785701
2017-06-30,-0.0009963201406805186,0.0007187800083909416,-0.00013877006614478851
2017-07-03,0.0030164082230234803,0.0009662668587502142,0.001991337540886847
2017-07-05,0.0008192375648439001,-0.002014616921526089,-0.0005976896783410944
2017-07-06,-0.0015001967355083203,-0.002544006917794589,-0.002022101826651455
2017-07-07,0.0028306147068107644,0.0015237395714853667,0.0021771771391480657
2017-07-10,0.00073733062469702,4.5652667618946863e-05,0.00039149164615798345
2017-07-11,0.0002183699893217999,0.0010040218465485777,0.0006111959179351888
2017-07-12,0.00073153656148434,0.0022485340391083224,0.0014900353002963312
2017-07-13,-0.00046116482045568,0.0006298923493075778,8.436376442594892e-05
2017-07-14,0.0013338650789558402,0.001156959807814718,0.001245412443385279
2017-07-17,-0.0008421279691844001,0.0004214811907263,-0.00021032338922905003
2017-07-18,0.0008958083418135201,0.001046010681925611,0.0009709095118695656
2017-07-19,0.00086067789142696,0.0025290691392560335,0.0016948735153414969
2017-07-20,-0.0012214690329002,9.354352910474444e-05,-0.0005639627518977278
2017-07-21,-0.00032525816819544003,-0.00018600218283610002,-0.00025563017551577
2017-07-24,0.00070770126865066,0.00041637185064102226,0.0005620365596458411
2017-07-25,-0.00016956705850366,-0.00016877194269248976,-0.00016916950059807487
2017-07-26,-0.00015759975568049539,0.0005236488421909557,0.00018302454325523014
2017-07-27,-0.002007072587004606,-0.0006765391080552669,-0.0013418058475299364
2017-07-28,-0.00094322902176504,-3.51624265622221e-06,-0.00047337263221063113
2017-07-31,-0.0006165499606968,0.003690949255148167,0.0015371996472256836
2017-08-01,0.0007991163338630401,0.001557351390287122,0.0011782338620750811
2017-08-02,-2.7814789203900024e-05,-0.0008328369831642335,-0.0004303258861840668
2017-08-03,-0.0006174789886049335,0.0014231773972534663,0.00040284920432426643
2017-08-04,-0.0007504665311508999,0.0004096438104370111,-0.00017041136035694443
2017-08-07,0.0009977983096007598,0.002546201516433856,0.0017719999130173078
2017-08-08,-0.00035960486128378,-0.00046434132975176664,-0.0004119730955177733
2017-08-09,-0.00101876949819948,-0.0017444340554151334,-0.0013816017768073067
2017-08-10,0.0027663565263336192,-0.002038353175817789,0.0003640016752579152
2017-08-11,0.00030696773365648,0.0015364452378098554,0.0009217064857331677
2017-08-14,0.00323107131660894,0.0020889608724106116,0.0026600160945097757
2017-08-15,-0.00040221460618598,-0.00037941944580118886,-0.00039081702599358446
2017-08-16,-0.00016656686470971994,-0.0008824503789934667,-0.0005245086218515934
2017-08-17,0.0012363670850970398,-0.002903572740417311,-0.0008336028276601355
2017-08-18,-0.00068828870137198,-0.0001696769557298827,-0.0004289828285509314
2017-08-21,-0.0013811035979329799,0.001175514795515889,-0.00010279440120854546
2017-08-22,0.00444420495735162,0.0014174141452876557,0.002930809551319638
2017-08-23,-0.0009258388034115,-5.583959240231111e-05,-0.0004908391979069056
2017-08-24,-0.00104314304146606,-0.00024912904247340143,-0.0006461360419697307
2017-08-25,-0.0009225959320031399,0.0004667815144839555,-0.00022790720875959223
2017-08-28,-0.0009518408524462601,0.0003721246300283778,-0.00028985811120894113
2017-08-29,6.85253355893799e-05,0.001033587482997911,0.0005510564092936455
2017-08-30,0.0015860621115099602,0.0023172102352991115,0.0019516361734045358
2017-08-31,0.00123721173709856,0.005839571918788367,0.003538391827943463
2017-09-01,-0.00066948944185426,-0.0003696113538889221,-0.0005195503978715911
2017-09-05,0.0015570876585934601,-0.0006431795927295,0.00045695403293198004
2017-09-06,-1.329959221288003e-05,0.0006464192814713975,0.00031655984462925873
2017-09-07,3.6923866805599857e-06,0.0006179838692064333,0.00031083812794349664
2017-09-08,0.0007279617449381999,0.0005589509977876112,0.0006434563713629056
2017-09-11,0.00074652993997662,0.0013404815994506889,0.0010435057697136545
2017-09-12,-0.0005415964491795801,0.00013157095270073334,-0.0002050127482394234
2017-09-13,0.00022263039323598,-6.657446534694443e-05,7.802796394451778e-05
2017-09-14,-0.00035291844203972,0.00018437907459057778,-8.426968372457112e-05
2017-09-15,-0.00020340676122555996,0.000852902970701611,0.0003247481047380255
2017-09-18,-0.0006593198423603135,0.00030779035391842224,-0.0001757647442209456
2017-09-19,-0.0011487342295187053,0.00010393019971025547,-0.0005224020149042249
2017-09-20,-0.00011799693932153998,-0.00046622261564711106,-0.00029210977748432554
2017-09-21,0.00050970310771096,-0.0006052091249066555,-4.775300859784779e-05
2017-09-22,-0.0008230906476741401,7.527030033357778e-05,-0.00037391017367028115
2017-09-25,7.542633975958003e-05,-9.207853126960597e-05,-8.32609575501297e-06
2017-09-26,-0.0016743513967569107,0.0005223722867795778,-0.0005759895549886664
2017-09-27,0.00132362775820424,0.0006709510651608001,0.00099728941168252
2017-09-28,-0.00100526215859348,0.0007769820207779777,-0.00011414006890775113
2017-09-29,0.0016549433196106603,0.0015838076676878445,0.0016193754936492523
2017-10-02,0.00025704108408312,0.0007496492317403112,0.0005033451579117156
2017-10-03,0.00042363014413444,0.0009287182919377669,0.0006761742180361034
2017-10-04,-0.00029121758711716,0.0009028088724602891,0.00030579564267156455
2017-10-05,0.0015744136600731,0.0008777567899739554,0.0012260852250235276
2017-10-06,0.0007638875965313199,-0.0007506501107961554,6.618742867582237e-06
2017-10-09,-0.0008217941796634199,7.597336336853334e-05,-0.0003729104081474433
2017-10-10,-0.00022399135749782002,0.0010435008940562222,0.00040975476827920113
2017-10-11,0.00024084508143539998,0.0002649923190262222,0.0002529187002308111
2017-10-12,-0.00036457769030086,0.00013331784216807777,-0.0001156299240663911
2017-10-13,0.00034730670207092,0.0010038482612352443,0.0006755774816530821
2017-10-16,-7.406103286989915e-05,5.977973653193333e-05,-7.140648168982912e-06
2017-10-17,-0.000437537906937,8.700405262233338e-06,-0.00021441875083738334
2017-10-18,-0.00013959899339459998,6.165301201263388e-05,-3.897299069098305e-05
2017-10-19,-0.0016443385035136801,0.00022621963645665552,-0.0007090594335285123
2017-10-20,-0.0006731169267457,-0.00017623962284549712,-0.00042467827479559855
2017-10-23,0.00074817033348918,-0.0006575245958122778,4.532286883845109e-05
2017-10-24,-0.00049068228982702,-0.00036086663155840003,-0.00042577446069271
2017-10-25,-0.00025309653225229483,-0.0008863007813598445,-0.0005696986568060696
2017-10-26,0.00038705509461460627,0.0006475049296127667,0.0005172800121136865
2017-10-27,0.00594023627805296,0.0020309308271958333,0.003985583552624397
2017-10-30,-0.00040288707854426,0.00024570188610524443,-7.859259621950779e-05
2017-10-31,0.0007315867300401599,0.007650805090650123,0.004191195910345141
2017-11-01,-0.0006513894778799801,0.0008871996199350668,0.00011790507102754335
2017-11-02,-0.0006858560877284201,0.0007012399916064667,7.691951939023313e-06
2017-11-03,0.0010840979907668598,0.0008827631407860554,0.0009834305657764576
2017-11-06,0.0004764659489612801,0.0009555301328726665,0.0007159980409169733
2017-11-07,-0.00061361309100254,-0.0002987483398505334,-0.0004561807154265367
2017-11-08,0.0010106240074653,2.12262022673889e-05,0.0005159251048663444
2017-11-09,-0.0008196098123313799,-0.0008745730075866444,-0.0008470914099590122
2017-11-10,-8.80235917372e-05,-0.0005618254583752889,-0.00032492452505624445
2017-11-13,0.00095677804316118,-0.000160314239427986,0.000398231901866597
2017-11-14,-0.00095989270359008,-0.0010845777923090332,-0.0010222352479495565
2017-11-15,-0.0011284057920028,0.0001643098405713555,-0.00048204797571572224
2017-11-16,0.00149365368767772,0.0014662004508125001,0.00147992706924511
2017-11-17,2.140601293612e-05,0.00037946480995423333,0.00020043541144517668
2017-11-20,-0.00013129494866672044,0.0006985507170427668,0.0002836278841880232
2017-11-21,0.0016765149932896916,0.0017575625073520335,0.0017170387503208625
2017-11-22,0.0001225710002373,0.0005120052032155888,0.0003172881017264444
2017-11-24,-2.4420968488100013e-05,0.0004455592275777222,0.00021056912954481107
2017-11-27,-0.0004650732702732601,0.0003270070324809665,-6.903311889614678e-05
2017-11-28,0.0022507847063443567,0.001847728674326,0.0020492566903351785
