entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,stop_price
2016-01-04,2016-09-30,long,BIL,73.86,73.93,0.0009477389656107338,calendar,
2016-10-03,2016-12-30,long,SPY,186.03,193.84,0.04198247594474003,calendar,
2017-01-02,2017-09-29,long,BIL,73.93,74.29,0.00486947112133107,calendar,
2017-10-02,2017-12-29,long,SPY,221.9,235.99,0.06349707075259126,calendar,
2018-01-01,2018-09-28,long,BIL,74.44,75.32,0.01182160128962928,calendar,
2018-10-01,2018-12-31,long,SPY,260.09,224.28,-0.1376831096927985,calendar,
2019-01-01,2019-09-30,long,BIL,75.73,76.98,0.016506008186980115,calendar,
2019-10-01,2019-12-31,long,SPY,266.73,294.11,0.10265062047763651,calendar,
2020-01-01,2020-09-30,long,BIL,77.27,77.58,0.004011906302575419,calendar,
2020-10-01,2020-12-31,long,SPY,312.35,348.38,0.11535136865695517,calendar,
2021-01-01,2021-09-30,long,BIL,77.58,77.53,-0.0006444960041247505,calendar,
2021-10-01,2021-12-31,long,SPY,408.18,448.03,0.09762849723161349,calendar,
2022-01-03,2022-09-30,long,BIL,77.49,77.92,0.005549103110078724,calendar,
2022-10-03,2022-12-30,long,SPY,349.83,366.6,0.047937569676700154,calendar,
2023-01-02,2023-09-29,long,BIL,78.57,81.37,0.03563701158202881,calendar,
2023-10-02,2023-12-29,long,SPY,414.17,462.56,0.11683608180215854,calendar,
2024-01-01,2024-09-30,long,BIL,82.46,85.73,0.03965559058937673,calendar,
2024-10-01,2024-12-31,long,SPY,558.58,577.67,0.03417594614916375,calendar,
2025-01-01,2025-05-01,long,BIL,86.74,87.91,0.013488586580585604,calendar,
