entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,stop_price
2016-05-02,2016-09-22,long,QQQ,98.41,111.17,0.129662,upper_band,
2016-06-28,2016-11-21,long,SPY,172.72,189.65,0.09802,upper_band,
2016-11-02,2017-01-25,long,QQQ,108.35,117.44,0.083895,upper_band,
2016-10-28,2017-02-10,long,IWM,104.85,122.79,0.171102,upper_band,
2017-03-22,2017-04-24,long,IWM,119.03,124.01,0.041838,upper_band,
2017-04-17,2017-06-01,long,SPY,202.91,211.78,0.043714,upper_band,
2017-07-05,2017-08-31,long,QQQ,128.49,137.55,0.070511,upper_band,
2017-08-11,2017-09-18,long,IWM,122.12,128.57,0.052817,upper_band,
2017-11-08,2018-01-11,long,IWM,131.8,142.07,0.077921,upper_band,
2018-02-09,2018-05-10,long,QQQ,147.07,160.53,0.091521,upper_band,
2018-02-09,2018-05-10,long,SPY,230.41,241.27,0.047133,upper_band,
2018-02-06,2018-05-16,long,IWM,131.28,145.49,0.108242,upper_band,
2018-10-02,2019-02-15,long,IWM,151.21,142.6,-0.056941,upper_band,
2018-10-09,2019-03-15,long,QQQ,170.26,169.95,-0.001821,upper_band,
2018-10-11,2019-04-01,long,SPY,246.89,257.25,0.041962,upper_band,
2019-05-14,2019-06-20,long,SPY,253.87,266.38,0.049277,upper_band,
2019-03-25,2019-09-11,long,IWM,136.85,144.23,0.053928,upper_band,
2019-08-06,2019-09-12,long,SPY,258.65,272.63,0.05405,upper_band,
2019-05-14,2019-10-28,long,QQQ,171.37,189.41,0.105269,upper_band,
2020-02-03,2020-04-29,long,IWM,149.53,125.78,-0.158831,upper_band,
2020-02-26,2020-05-27,long,SPY,286.94,278.93,-0.027915,upper_band,
2020-02-28,2020-06-10,long,QQQ,191.11,237.06,0.240437,upper_band,
2020-09-22,2020-11-09,long,IWM,138.53,158.76,0.146033,upper_band,
2020-09-24,2021-01-07,long,SPY,297.68,352.85,0.185333,upper_band,
2021-03-04,2021-04-05,long,QQQ,298.78,320.72,0.073432,upper_band,
2021-03-25,2021-06-08,long,IWM,196.76,218.97,0.112879,upper_band,
2021-05-13,2021-06-14,long,QQQ,309.94,333.76,0.076854,upper_band,
2021-07-09,2021-09-02,long,IWM,211.08,215.65,0.021651,upper_band,
2021-09-21,2021-10-21,long,SPY,410.28,426.31,0.039071,upper_band,
2021-09-29,2021-10-29,long,QQQ,350.7,374.92,0.069062,upper_band,
2021-12-01,2022-03-29,long,IWM,210.79,200.95,-0.046682,upper_band,
2021-12-21,2022-03-29,long,QQQ,373.4,361.34,-0.032298,upper_band,
2022-01-20,2022-03-29,long,SPY,427.98,436.65,0.020258,upper_band,
2022-04-27,2022-07-21,long,QQQ,308.82,299.79,-0.02924,upper_band,
2022-04-27,2022-07-27,long,IWM,178.15,174.57,-0.020095,upper_band,
2022-04-27,2022-07-28,long,SPY,394.75,385.81,-0.022647,upper_band,
2022-09-26,2022-10-28,long,IWM,158.32,175.25,0.106935,upper_band,
2022-09-27,2022-11-10,long,SPY,351.13,376.58,0.07248,upper_band,
2022-12-23,2023-01-26,long,QQQ,260.47,287.81,0.104964,upper_band,
2022-12-20,2023-02-02,long,IWM,165.01,190.62,0.155203,upper_band,
2023-03-13,2023-05-18,long,SPY,365.98,403.4,0.102246,upper_band,
2023-03-10,2023-06-02,long,IWM,173.39,175.6,0.012746,upper_band,
2023-08-18,2023-11-14,long,IWM,176.26,173.46,-0.015886,upper_band,
2023-08-18,2023-11-14,long,SPY,418.56,434.95,0.039158,upper_band,
2023-08-18,2023-11-14,long,QQQ,349.58,379.72,0.086218,upper_band,
2024-04-16,2024-06-13,long,QQQ,426.25,471.58,0.106346,upper_band,
2024-04-16,2024-06-17,long,SPY,492.96,534.12,0.083496,upper_band,
2024-04-15,2024-07-11,long,IWM,194.99,206.63,0.059695,upper_band,
2024-08-05,2024-11-06,long,SPY,501.11,580.65,0.158728,upper_band,
2024-07-25,2024-11-06,long,QQQ,459.45,501.63,0.091805,upper_band,
2025-02-28,2025-05-13,long,QQQ,497.02,513.13,0.032413,upper_band,
2025-01-13,2025-06-24,long,SPY,567.53,601.68,0.060173,upper_band,
2024-12-19,2025-07-02,long,IWM,220.38,219.28,-0.004991,upper_band,
2025-11-14,2026-01-08,long,IWM,232.15,257.81,0.110532,upper_band,
2026-02-06,2026-03-31,long,SPY,679.58,650.34,-0.043027,end_of_data,
2025-11-21,2026-03-31,long,QQQ,585.99,577.18,-0.015034,end_of_data,
2026-03-06,2026-03-31,long,IWM,251.05,248.0,-0.012149,end_of_data,
