date,ret
2016-01-04,100000.0
2016-01-05,100452.0692368214
2016-01-06,98539.63214975291
2016-01-07,95996.30019067624
2016-01-08,96611.26311191425
2016-01-11,97519.34447013245
2016-01-12,98192.04471647528
2016-01-13,99317.98016255755
2016-01-14,99423.5708572567
2016-01-15,99423.5708572567
2016-01-19,101984.99910346406
2016-01-20,99442.15862901612
2016-01-21,99442.15862901612
2016-01-22,99442.15862901612
2016-01-25,99442.15862901612
2016-01-26,99974.49064247494
2016-01-27,99974.49064247494
2016-01-28,101897.38825366365
2016-01-29,103530.08620608483
2016-02-01,103530.08620608483
2016-02-02,103530.08620608483
2016-02-03,104597.33821959271
2016-02-04,104597.33821959271
2016-02-05,104597.33821959271
2016-02-08,102988.35904159797
2016-02-09,102988.35904159797
2016-02-10,102988.35904159797
2016-02-11,100890.68522105154
2016-02-12,100890.68522105154
2016-02-16,100890.68522105154
2016-02-17,100890.68522105154
2016-02-18,100890.68522105154
2016-02-19,100257.06554435763
2016-02-22,100257.06554435763
2016-02-23,100257.06554435763
2016-02-24,98608.80356617596
2016-02-25,98608.80356617596
2016-02-26,98608.80356617596
2016-02-29,99558.6071170515
2016-03-01,101479.72429149263
2016-03-02,101479.72429149263
2016-03-03,101479.72429149263
2016-03-04,101479.72429149263
2016-03-07,101479.72429149263
2016-03-08,101479.72429149263
2016-03-09,102118.8913867549
2016-03-10,102680.45217185191
2016-03-11,104218.04130405566
2016-03-14,104218.04130405566
2016-03-15,102599.83706272334
2016-03-16,102599.83706272334
2016-03-17,102599.83706272334
2016-03-18,102599.83706272334
2016-03-21,102599.83706272334
2016-03-22,102599.83706272334
2016-03-23,102599.83706272334
2016-03-24,101483.40723349902
2016-03-28,101483.40723349902
2016-03-29,101483.40723349902
2016-03-30,101483.40723349902
2016-03-31,101791.18191164338
2016-04-01,99611.28403743762
2016-04-04,99611.28403743762
2016-04-05,98028.11900194042
2016-04-06,97753.04173517146
2016-04-07,97753.04173517146
2016-04-08,99898.44212621448
2016-04-11,101499.83147266692
2016-04-12,101849.29409825825
2016-04-13,101849.29409825825
2016-04-14,101849.29409825825
2016-04-15,101720.689070365
2016-04-18,101337.96271284888
2016-04-19,101337.96271284888
2016-04-20,101337.96271284888
2016-04-21,101337.96271284888
2016-04-22,100886.77536390866
2016-04-25,100794.66447916465
2016-04-26,101533.99171564894
2016-04-27,101533.99171564894
2016-04-28,101533.99171564894
2016-04-29,101224.10490528257
2016-05-02,101203.86008430152
2016-05-03,99257.65716346311
2016-05-04,98614.23572376033
2016-05-05,99557.32554233761
2016-05-06,99200.81906224754
2016-05-09,99200.81906224754
2016-05-10,100350.26611932089
2016-05-11,100350.26611932089
2016-05-12,100892.69755779723
2016-05-13,100078.08832885421
2016-05-16,101051.2140457496
2016-05-17,101051.2140457496
2016-05-18,100380.04865372568
2016-05-19,99515.1520355856
2016-05-20,100417.39713214918
2016-05-23,100417.39713214918
2016-05-24,101013.37130384022
2016-05-25,101013.37130384022
2016-05-26,101013.37130384022
2016-05-27,101331.38304242713
2016-05-31,101575.19706414215
2016-06-01,101177.13863661425
2016-06-02,101177.13863661425
2016-06-03,101177.13863661425
2016-06-06,101177.13863661425
2016-06-07,101177.13863661425
2016-06-08,101177.13863661425
2016-06-09,101177.13863661425
2016-06-10,101177.13863661425
2016-06-13,99819.26935250865
2016-06-14,99538.87505306695
2016-06-15,99538.87505306695
2016-06-16,99538.87505306695
2016-06-17,99538.87505306695
2016-06-20,99538.87505306695
2016-06-21,99989.5146873981
2016-06-22,99989.5146873981
2016-06-23,101301.27057979313
2016-06-24,101301.27057979313
2016-06-27,100863.82051797304
2016-06-28,103252.45013924941
2016-06-29,103252.45013924941
2016-06-30,103252.45013924941
2016-07-01,103252.45013924941
2016-07-05,103252.45013924941
2016-07-06,101856.58703037628
2016-07-07,101856.58703037628
2016-07-08,102978.60145752218
2016-07-11,102978.60145752218
2016-07-12,102978.60145752218
2016-07-13,102978.60145752218
2016-07-14,104099.83361201956
2016-07-15,104099.83361201956
2016-07-18,103758.26783820774
2016-07-19,103758.26783820774
2016-07-20,103950.93737320001
2016-07-21,103950.93737320001
2016-07-22,104285.89988036327
2016-07-25,104285.89988036327
2016-07-26,104873.4367628327
2016-07-27,104873.4367628327
2016-07-28,104873.4367628327
2016-07-29,104873.4367628327
2016-08-01,104873.4367628327
2016-08-02,104746.02759973977
2016-08-03,104011.54959585647
2016-08-04,104011.54959585647
2016-08-05,104011.54959585647
2016-08-08,104011.54959585647
2016-08-09,104011.54959585647
2016-08-10,104011.54959585647
2016-08-11,104435.67987716671
2016-08-12,104435.67987716671
2016-08-15,105197.97521174062
2016-08-16,105197.97521174062
2016-08-17,104392.63952922013
2016-08-18,104392.63952922013
2016-08-19,104392.63952922013
2016-08-22,104392.63952922013
2016-08-23,105265.76911322463
2016-08-24,105070.6654152333
2016-08-25,105070.6654152333
2016-08-26,105070.6654152333
2016-08-29,105049.65128215027
2016-08-30,105049.65128215027
2016-08-31,104507.38936074852
2016-09-01,104556.39249114446
2016-09-02,104556.39249114446
2016-09-06,104556.39249114446
2016-09-07,104556.39249114446
2016-09-08,104569.02513067354
2016-09-09,102867.47768484583
2016-09-12,101442.92063901636
2016-09-13,101442.92063901636
2016-09-14,101732.22387779504
2016-09-15,101732.22387779504
2016-09-16,101732.22387779504
2016-09-19,101732.22387779504
2016-09-20,102488.71712398538
2016-09-21,103488.68453612633
2016-09-22,103488.68453612633
2016-09-23,102605.58109475138
2016-09-26,101652.28196858014
2016-09-27,102368.80495643972
2016-09-28,102368.80495643972
2016-09-29,102368.80495643972
2016-09-30,102818.06678030262
2016-10-03,102818.06678030262
2016-10-04,102818.06678030262
2016-10-05,103841.85443502956
2016-10-06,103841.85443502956
2016-10-07,103841.85443502956
2016-10-10,104494.29095513141
2016-10-11,104494.29095513141
2016-10-12,104130.33795723213
2016-10-13,104130.33795723213
2016-10-14,104130.33795723213
2016-10-17,103971.49951328915
2016-10-18,103971.49951328915
2016-10-19,103971.49951328915
2016-10-20,103971.49951328915
2016-10-21,103971.49951328915
2016-10-24,103971.49951328915
2016-10-25,103883.40974444586
2016-10-26,103883.40974444586
2016-10-27,103883.40974444586
2016-10-28,103965.3184757534
2016-10-31,104426.16487554621
2016-11-01,104426.16487554621
2016-11-02,104024.16225251436
2016-11-03,104108.1148845679
2016-11-04,103281.06880288897
2016-11-07,105789.74488634201
2016-11-08,105789.74488634201
2016-11-09,105789.74488634201
2016-11-10,104805.88956226151
2016-11-11,102821.1816680541
2016-11-14,102821.1816680541
2016-11-15,103606.48347970667
2016-11-16,103606.48347970667
2016-11-17,103606.48347970667
2016-11-18,103840.86080571842
2016-11-21,104663.13527334954
2016-11-22,104663.13527334954
2016-11-23,104663.13527334954
2016-11-25,104663.13527334954
2016-11-28,105041.26486050869
2016-11-29,105041.26486050869
2016-11-30,105041.26486050869
2016-12-01,104586.94784908829
2016-12-02,104347.91377995834
2016-12-05,104347.91377995834
2016-12-06,104347.91377995834
2016-12-07,104347.91377995834
2016-12-08,104347.91377995834
2016-12-09,104347.91377995834
2016-12-12,104347.91377995834
2016-12-13,104930.21132887839
2016-12-14,104930.21132887839
2016-12-15,104909.22528661262
2016-12-16,104909.22528661262
2016-12-19,104997.71393750656
2016-12-20,105233.88164369127
2016-12-21,105233.88164369127
2016-12-22,104070.19026807902
2016-12-23,104160.04995239485
2016-12-27,104160.04995239485
2016-12-28,104160.04995239485
2016-12-29,105190.97332145016
2016-12-30,105190.97332145016
2017-01-03,106367.76194514605
2017-01-04,106367.76194514605
2017-01-05,106367.76194514605
2017-01-06,106367.76194514605
2017-01-09,106274.98065363425
2017-01-10,106274.98065363425
2017-01-11,106466.98648824662
2017-01-12,106466.98648824662
2017-01-13,106466.98648824662
2017-01-17,106466.98648824662
2017-01-18,106466.98648824662
2017-01-19,106480.97042245601
2017-01-20,106565.83671134508
2017-01-23,106565.83671134508
2017-01-24,106565.83671134508
2017-01-25,106565.83671134508
2017-01-26,106565.83671134508
2017-01-27,106544.5235440028
2017-01-30,106544.5235440028
2017-01-31,106544.5235440028
2017-02-01,106544.5235440028
2017-02-02,106833.1372998939
2017-02-03,106833.1372998939
2017-02-06,106833.1372998939
2017-02-07,106571.85024859714
2017-02-08,106619.24758083536
2017-02-09,106619.24758083536
2017-02-10,106619.24758083536
2017-02-13,106619.24758083536
2017-02-14,106619.24758083536
2017-02-15,106619.24758083536
2017-02-16,106619.24758083536
2017-02-17,105762.61154406727
2017-02-21,105762.61154406727
2017-02-22,105762.61154406727
2017-02-23,105762.61154406727
2017-02-24,104494.4905952383
2017-02-27,104494.4905952383
2017-02-28,104374.85674537573
2017-03-01,105183.6706193794
2017-03-02,105183.6706193794
2017-03-03,105665.58417511547
2017-03-06,105665.58417511547
2017-03-07,106012.04164206484
2017-03-08,105756.44748026376
2017-03-09,105195.89448222955
2017-03-10,105986.13469522691
2017-03-13,105986.13469522691
2017-03-14,105986.13469522691
2017-03-15,106499.54596612001
2017-03-16,106499.54596612001
2017-03-17,106608.36156818656
2017-03-20,107206.2874867612
2017-03-21,107206.2874867612
2017-03-22,107086.52190567464
2017-03-23,107086.52190567464
2017-03-24,107086.52190567464
2017-03-27,107086.52190567464
2017-03-28,107086.52190567464
2017-03-29,107086.52190567464
2017-03-30,107086.52190567464
2017-03-31,106380.32477181143
2017-04-03,106750.75287907606
2017-04-04,106750.75287907606
2017-04-05,106750.75287907606
2017-04-06,106631.46625796898
2017-04-07,106446.74513441094
2017-04-10,106446.74513441094
2017-04-11,106458.26920866843
2017-04-12,106864.25680759382
2017-04-13,106864.25680759382
2017-04-17,107337.62588589708
2017-04-18,107337.62588589708
2017-04-19,107548.56274711064
2017-04-20,108665.13306363118
2017-04-21,108665.13306363118
2017-04-24,108665.13306363118
2017-04-25,109433.93146882416
2017-04-26,109433.93146882416
2017-04-27,109643.12689076019
2017-04-28,109753.69751237993
2017-05-01,109753.69751237993
2017-05-02,109753.69751237993
2017-05-03,109753.69751237993
2017-05-04,109205.19230205343
2017-05-05,109017.88885101416
2017-05-08,109017.88885101416
2017-05-09,109881.3433180492
2017-05-10,109881.3433180492
2017-05-11,109881.3433180492
2017-05-12,109881.3433180492
2017-05-15,109881.3433180492
2017-05-16,109881.3433180492
2017-05-17,109881.3433180492
2017-05-18,107203.03740549406
2017-05-19,107203.03740549406
2017-05-22,107203.03740549406
2017-05-23,107203.03740549406
2017-05-24,107203.03740549406
2017-05-25,107203.03740549406
2017-05-26,107399.61575845412
2017-05-30,107399.61575845412
2017-05-31,107399.61575845412
2017-06-01,107693.09072022457
2017-06-02,107693.09072022457
2017-06-05,107693.09072022457
2017-06-06,107546.79902855579
2017-06-07,107546.79902855579
2017-06-08,107546.79902855579
2017-06-09,107587.2584379973
2017-06-12,106972.19920050194
2017-06-13,106972.19920050194
2017-06-14,107727.5416122484
2017-06-15,106422.7801811769
2017-06-16,106422.7801811769
2017-06-19,107056.50101312564
2017-06-20,107056.50101312564
2017-06-21,107537.70239373583
2017-06-22,108082.8455098986
2017-06-23,108250.12992333648
2017-06-26,108250.12992333648
2017-06-27,108250.12992333648
2017-06-28,108542.79502488766
2017-06-29,108542.79502488766
2017-06-30,109186.41007811931
2017-07-03,109703.53010485167
2017-07-05,109703.53010485167
2017-07-06,109703.53010485167
2017-07-07,110003.01784918185
2017-07-10,110334.72469850327
2017-07-11,110334.72469850327
2017-07-12,110334.72469850327
2017-07-13,110334.72469850327
2017-07-14,110334.72469850327
2017-07-17,110334.72469850327
2017-07-18,110128.45954872468
2017-07-19,110128.45954872468
2017-07-20,110197.32391971622
2017-07-21,110205.63348382781
2017-07-24,110639.11302460347
2017-07-25,110769.00376894634
2017-07-26,110899.38233361383
2017-07-27,110899.38233361383
2017-07-28,110481.13323452706
2017-07-31,110481.13323452706
2017-08-01,110944.2684467362
2017-08-02,111134.67468725082
2017-08-03,110565.43540766735
2017-08-04,110565.43540766735
2017-08-07,110565.43540766735
2017-08-08,110565.43540766735
2017-08-09,109281.77701031088
2017-08-10,109281.77701031088
2017-08-11,109382.67468693388
2017-08-14,109382.67468693388
2017-08-15,109269.79759069289
2017-08-16,109269.79759069289
2017-08-17,109269.79759069289
2017-08-18,109703.2344544693
2017-08-21,109703.2344544693
2017-08-22,109703.2344544693
2017-08-23,109703.2344544693
2017-08-24,109703.2344544693
2017-08-25,110301.41976277193
2017-08-28,110301.41976277193
2017-08-29,109212.78652382076
2017-08-30,109212.78652382076
2017-08-31,109212.78652382076
2017-09-01,109212.78652382076
2017-09-05,109212.78652382076
2017-09-06,109662.45087001873
2017-09-07,109662.45087001873
2017-09-08,109662.45087001873
2017-09-11,110521.813189944
2017-09-12,110521.813189944
2017-09-13,110521.813189944
2017-09-14,110235.09155709863
2017-09-15,110235.09155709863
2017-09-18,110235.09155709863
2017-09-19,110270.9867682522
2017-09-20,110270.9867682522
2017-09-21,110568.47441875175
2017-09-22,109934.68054399609
2017-09-25,108980.55005266528
2017-09-26,109193.75243333433
2017-09-27,108817.8674712292
2017-09-28,108205.82525671934
2017-09-29,108205.82525671934
2017-10-02,108205.82525671934
2017-10-03,108205.82525671934
2017-10-04,108205.82525671934
2017-10-05,108205.82525671934
2017-10-06,108205.82525671934
2017-10-09,108205.82525671934
2017-10-10,108205.82525671934
2017-10-11,108205.82525671934
2017-10-12,108205.82525671934
2017-10-13,109168.89649000007
2017-10-16,109168.89649000007
2017-10-17,108865.554468077
2017-10-18,109210.61707726763
2017-10-19,108059.10733474416
2017-10-20,108059.10733474416
2017-10-23,107868.96038356355
2017-10-24,108073.52696964947
2017-10-25,108476.72958724946
2017-10-26,108569.01031654846
2017-10-27,109121.43194714803
2017-10-30,109121.43194714803
2017-10-31,109757.82768037159
2017-11-01,109757.82768037159
2017-11-02,109906.08727174485
2017-11-03,109798.99550658395
2017-11-06,110289.8488676068
2017-11-07,110289.8488676068
2017-11-08,110609.59828068744
2017-11-09,110609.59828068744
2017-11-10,110609.59828068744
2017-11-13,110185.25964001063
2017-11-14,110185.25964001063
2017-11-15,109614.60625339705
2017-11-16,111180.88231632361
2017-11-17,111180.88231632361
2017-11-20,111180.88231632361
2017-11-21,111180.88231632361
2017-11-22,111180.88231632361
