,equity
2016-01-04,1.0
2016-01-05,0.9995
2016-01-06,0.9868775533957982
2016-01-07,0.9632031950183321
2016-01-08,0.9526747948553802
2016-01-11,0.9536054821626024
2016-01-12,0.961283652447186
2016-01-13,0.937318454286213
2016-01-14,0.9526747948553803
2016-01-15,0.9322578420531922
2016-01-18,0.9322578420531922
2016-01-19,0.9334793691439214
2016-01-20,0.9215549380201363
2016-01-21,0.9266737182098587
2016-01-22,0.9456946400512135
2016-01-25,0.9313853227026713
2016-01-26,0.9441241052202758
2016-01-27,0.9338283768841295
2016-01-28,0.9387144852470463
2016-01-29,0.9615744922306928
2016-02-01,0.9612254844904844
2016-02-02,0.94389143339347
2016-02-03,0.9495918931502062
2016-02-04,0.9510460920677408
2016-02-05,0.9329558575336082
2016-02-08,0.9203915788861078
2016-02-09,0.9204497468428092
2016-02-10,0.9196353954489896
2016-02-11,0.907652796368503
2016-02-12,0.9263828784263509
2016-02-15,0.9263828784263509
2016-02-16,0.9420300587790251
2016-02-17,0.9574445673048938
2016-02-18,0.9534891462491991
2016-02-19,0.9530238025955882
2016-02-22,0.9668677762905192
2016-02-23,0.9546525053832272
2016-02-24,0.9590151021358316
2016-02-25,0.9706486934761099
2016-02-26,0.9683801431647555
2016-02-29,0.9597712855729498
2016-03-01,0.9833874759937143
2016-03-02,0.98780824070302
2016-03-03,0.9916473258453117
2016-03-04,0.9949047314205897
2016-03-07,0.9956609148577077
2016-03-08,0.9848416749112491
2016-03-09,0.9896696153174643
2016-03-10,0.9904839667112838
2016-03-11,1.0064801548041664
2016-03-14,1.0051422918000346
2016-03-15,1.0035135890123956
2016-03-16,1.0093303846825348
2016-03-17,1.0157288599196876
2016-03-18,1.0145073328289584
2016-03-21,1.0159615317464934
2016-03-22,1.0153798521794795
2016-03-23,1.0086905371588195
2016-03-24,1.0082251935052085
2016-03-25,1.0082251935052085
2016-03-28,1.0088650410289235
2016-03-29,1.018171914101146
2016-03-30,1.0226508467671531
2016-03-31,1.0201496246289932
2016-04-01,1.0266197046208458
2016-04-04,1.0266197046208458
2016-04-05,1.0266197046208458
2016-04-06,1.0266197046208458
2016-04-07,1.0266197046208458
2016-04-08,1.0266197046208458
2016-04-11,1.0266197046208458
2016-04-12,1.0266197046208458
2016-04-13,1.0266197046208458
2016-04-14,1.0266197046208458
2016-04-15,1.0266197046208458
2016-04-18,1.0261063947685354
2016-04-19,1.0293244703793685
2016-04-20,1.0303013861898
2016-04-21,1.0247846851426574
2016-04-22,1.0247846851426574
2016-04-25,1.0224908580869463
