,equity
2016-01-04,1.0
2016-01-05,1.002280738129795
2016-01-06,0.9869375907111757
2016-01-07,0.9603980924735642
2016-01-08,0.9440182459050385
2016-01-11,0.9399751192204023
2016-01-12,0.9427742069251505
2016-01-13,0.9125025917478748
2016-01-14,0.9251503213767365
2016-01-15,0.9101181837030895
2016-01-18,0.9101181837030895
2016-01-19,0.8978851337341903
2016-01-20,0.9016172506738545
2016-01-21,0.8995438523740411
2016-01-22,0.9212108646070911
2016-01-25,0.9009952311839106
2016-01-26,0.9188264565623058
2016-01-27,0.9063860667634255
2016-01-28,0.9063860667634255
2016-01-29,0.9359319925357663
2016-02-01,0.9316815260211488
2016-02-02,0.911569562512959
2016-02-03,0.9128136014928467
2016-02-04,0.9163383786025296
2016-02-05,0.8912502591747875
2016-02-08,0.8766328011611031
2016-02-09,0.8707236160066348
2016-02-10,0.8711382956665976
2016-02-11,0.8617043334024467
2016-02-12,0.8780841799709724
2016-02-15,0.8780841799709724
2016-02-16,0.8984827907941114
2016-02-17,0.9131847321068894
2016-02-18,0.9094121584870067
2016-02-19,0.9089683262964324
2016-02-22,0.9221723339660217
2016-02-23,0.910521738963443
2016-02-24,0.9146826657500784
2016-02-25,0.9257784705144393
2016-02-26,0.9236147885853888
2016-02-29,0.9154038930597619
2016-03-01,0.9379283767314142
2016-03-02,0.9421447825418712
2016-03-03,0.9458063981141102
2016-03-04,0.9489132234481312
2016-03-07,0.9496344507578146
2016-03-08,0.9393153523269592
2016-03-09,0.9439201113041688
2016-03-10,0.944696817637674
2016-03-11,0.9599535491886702
2016-03-14,0.9586775316407687
2016-03-15,0.9571241189737583
2016-03-16,0.9626720213559387
2016-03-17,0.9687747139763371
2016-03-18,0.9676096544760792
2016-03-21,0.9689966300716244
2016-03-22,0.9684418398334064
2016-03-23,0.962061752093899
2016-03-24,0.9616179199033246
2016-03-25,0.9616179199033246
2016-03-28,0.9622281891653642
2016-03-29,0.9711048329768528
2016-03-30,0.9753767178111318
2016-03-31,0.9729911197867942
2016-04-01,0.9796486026454108
2016-04-04,0.9764308192637461
2016-04-05,0.9667219900949304
2016-04-06,0.9772630046210732
2016-04-07,0.9655569305946725
2016-04-08,0.9681644447142973
2016-04-11,0.9658898047376033
2016-04-12,0.9748774065967356
2016-04-13,0.9847526728370166
2016-04-14,0.9848081518608385
2016-04-15,0.9836985713844025
2016-04-18,0.9906334493621279
2016-04-19,0.9937402746961489
2016-04-20,0.9946834181011196
2016-04-21,0.9893574318142265
2016-04-22,0.9893574318142265
2016-04-25,0.9876375820757506
2016-04-26,0.9890800366951175
2016-04-27,0.9911327605765242
2016-04-28,0.9821451587173919
2016-04-29,0.9768191724304988
