date,equity
2016-01-07,100000.0
2016-01-08,107996.64184537
2016-01-11,112326.77979482604
2016-01-12,109186.00775195601
2016-01-13,112395.89405425993
2016-01-14,112611.10156482989
2016-01-15,112611.10156482989
2016-01-18,112611.10156482989
2016-01-19,112611.10156482989
2016-01-20,99310.00719935789
2016-01-21,99310.00719935789
2016-01-22,99310.00719935789
2016-01-25,99310.00719935789
2016-01-26,96500.12969345394
2016-01-27,96500.12969345394
2016-01-28,103077.19453847205
2016-01-29,108986.41811335203
2016-02-01,108986.41811335203
2016-02-02,108986.41811335203
2016-02-03,112807.94658610197
2016-02-04,114713.60882487787
2016-02-05,114713.60882487787
2016-02-08,116103.95388582187
2016-02-09,118182.79443886987
2016-02-10,118182.79443886987
2016-02-11,111448.65925900592
2016-02-12,111448.65925900592
2016-02-15,111448.65925900592
2016-02-16,111448.65925900592
2016-02-17,111448.65925900592
2016-02-18,111448.65925900592
2016-02-19,114481.21957004594
2016-02-22,114481.21957004594
2016-02-23,114481.21957004594
2016-02-24,114268.71580393403
2016-02-25,114268.71580393403
2016-02-26,114268.71580393403
2016-02-29,110598.37921551807
2016-03-01,115824.01949917414
2016-03-02,115824.01949917414
2016-03-03,115824.01949917414
2016-03-04,115824.01949917414
2016-03-07,115824.01949917414
2016-03-08,115824.01949917414
2016-03-09,116591.65828805414
2016-03-10,116591.65828805414
2016-03-11,122389.93204715419
2016-03-14,122389.93204715419
2016-03-15,122389.93204715419
2016-03-16,122389.93204715419
2016-03-17,122389.93204715419
2016-03-18,122389.93204715419
2016-03-21,122389.93204715419
2016-03-22,122389.93204715419
2016-03-23,122389.93204715419
2016-03-24,120685.69381707613
2016-03-25,120685.69381707613
2016-03-28,120685.69381707613
2016-03-29,121893.15895093614
2016-03-30,121893.15895093614
2016-03-31,120264.23478898617
2016-04-01,117444.20343859824
2016-04-04,117444.20343859824
2016-04-05,115191.80859389824
2016-04-06,115707.47448281817
2016-04-07,115707.47448281817
2016-04-08,121624.22535650223
2016-04-11,123732.48847850222
2016-04-12,125064.85470905213
2016-04-13,125064.85470905213
2016-04-14,125064.85470905213
