,sp500,yield_curve,oil,gold,credit_spread,monetary_policy,volatility,stock_bond_corr
1991-03-31,375.22,2.1999999999999993,19.63,14.1,1.96,5.91,16.88,-0.043492017442382666
1991-04-30,375.35,2.389999999999999,20.99,14.1,1.83,5.65,18.24,-0.044492175714686666
1991-05-31,389.83,2.6100000000000003,21.16,14.1,1.77,5.46,15.93,-0.03879541709078061
1991-06-30,371.16,2.709999999999999,20.56,13.9,1.66,5.57,19.55,-0.03887143591253269
1991-07-31,387.81,2.6899999999999995,21.7,13.9,1.6,5.58,15.18,-0.03622420951226986
1991-08-31,395.43,2.5700000000000003,22.28,13.9,1.75,5.33,14.46,-0.030796106195133108
1991-09-30,387.86,2.4300000000000006,22.25,13.6,1.94,5.22,15.85,-0.03089818884943435
1991-10-31,392.46,2.54,23.29,13.6,2.02,4.99,15.48,-0.03278973031664349
1991-11-30,375.22,2.8600000000000003,21.48,13.6,2.06,4.56,20.26,-0.028058461539410457
1991-12-31,417.09,3.0199999999999996,19.15,13.9,2.39,4.07,19.31,-0.027051323330885682
1992-01-31,408.79,3.2300000000000004,18.93,13.9,1.9,3.8,17.4,-0.026434893677557757
1992-02-29,412.7,3.5,18.69,13.9,1.9,3.84,16.68,-0.028408230363502235
1992-03-31,403.69,3.5,19.49,13.4,1.7,4.04,16.18,-0.029288957406258604
1992-04-30,414.95,3.7300000000000004,20.88,13.4,1.63,3.75,15.53,-0.027874356582228244
1992-05-31,415.35,3.76,22.13,13.4,1.77,3.63,13.86,-0.017893683755627953
1992-06-30,408.14,3.5999999999999996,21.84,13.1,1.86,3.66,13.35,-0.02200763571910938
1992-07-31,424.21,3.63,21.83,13.1,1.97,3.21,13.17,-0.04643619714339765
1992-08-31,414.03,3.46,21.46,13.1,2.06,3.13,13.58,-0.048581895711173544
1992-09-30,417.8,3.51,21.83,13.3,2.29,2.91,14.28,-0.025490600806763346
1992-10-31,418.68,3.73,20.68,13.3,2.19,2.86,16.15,-0.013869445161483222
1992-11-30,431.35,3.74,19.91,13.3,2.0,3.13,13.01,-0.014424120423300477
1992-12-31,435.71,3.5499999999999994,19.49,13.0,2.06,3.22,12.57,-0.012379365441281199
1993-01-31,438.78,3.5999999999999996,20.27,13.0,2.11,3.0,12.42,-0.020788272768229213
1993-02-28,443.38,3.3299999999999996,20.53,13.0,2.2,2.93,13.16,-0.06428939594354761
1993-03-31,451.67,3.0300000000000002,20.44,12.7,2.18,2.95,12.53,-0.05693579242038419
1993-04-30,440.19,3.0999999999999996,20.54,12.7,2.12,2.87,12.42,-0.061048539701786884
1993-05-31,450.19,3.08,20.04,12.7,2.1,2.96,13.47,-0.061730293740583156
1993-06-30,450.53,2.89,18.82,13.7,2.16,3.07,11.26,-0.06623049509864336
1993-07-31,448.13,2.7699999999999996,17.94,13.7,2.05,3.04,11.73,-0.07174166195688422
1993-08-31,463.56,2.6599999999999997,18.24,13.7,1.91,3.02,11.85,-0.07398160119728335
1993-09-30,458.93,2.41,18.72,14.2,2.0,2.95,12.99,-0.058921720831824044
1993-10-31,467.83,2.31,16.97,14.2,1.96,3.02,11.46,-0.06474392039933803
1993-11-30,461.79,2.6199999999999997,15.36,14.2,1.91,3.1,13.76,-0.04805211040761565
1993-12-31,466.45,2.7099999999999995,14.19,14.3,1.94,3.06,11.66,-0.05218843604620179
1994-01-31,481.61,2.77,15.24,15.0,1.85,2.98,10.63,-0.05201782977366029
1994-02-28,467.14,2.7199999999999998,14.5,14.9,1.77,3.25,14.87,-0.05948272213121386
1994-03-31,445.77,2.9800000000000004,14.78,14.7,1.59,3.5,20.45,-0.07417713790196687
1994-04-30,450.91,3.2899999999999996,16.92,14.8,1.48,3.68,13.77,-0.07835034196557732
1994-05-31,456.51,3.04,18.3,14.6,1.51,4.14,13.03,-0.07506248806182408
1994-06-30,444.27,2.96,19.37,14.8,1.52,4.14,14.97,-0.048388630047376834
1994-07-31,458.25,2.9699999999999998,20.3,15.0,1.49,4.33,11.13,-0.04244100820706818
1994-08-31,475.5,2.76,17.6,14.8,1.55,4.48,11.97,-0.03921641046629104
1994-09-30,462.71,2.84,18.36,14.9,1.5,4.62,14.28,-0.04199916811729736
1994-10-31,472.35,2.79,18.16,15.1,1.4,4.95,14.56,-0.04154351076030501
1994-11-30,453.69,2.67,18.06,15.0,1.3,5.29,15.95,-0.05293907985969876
1994-12-31,459.27,2.21,17.77,14.8,1.3,5.6,13.2,-0.04266877970913143
1995-01-31,470.42,2.0700000000000003,18.48,14.7,1.33,5.71,11.96,-0.023500735691533162
1995-02-28,487.39,1.7000000000000002,18.52,14.7,1.53,5.77,11.75,-0.0317059247539192
1995-03-31,500.71,1.4699999999999998,19.18,14.7,1.49,5.73,13.37,-0.025146827031996
1995-04-30,514.71,1.4099999999999993,20.36,15.0,1.51,5.65,11.75,-0.02569550633883293
1995-05-31,533.4,0.96,18.88,15.0,1.66,5.67,12.85,-0.01532520203431137
1995-06-30,544.75,0.7000000000000002,17.38,14.8,1.74,5.47,11.38,-0.017875462399904334
1995-07-31,562.06,0.8600000000000003,17.62,14.9,1.72,5.42,13.49,-0.01774015720163732
1995-08-31,561.88,1.0899999999999999,17.89,14.8,1.73,5.4,11.52,-0.029162909197052066
1995-09-30,584.41,0.9199999999999999,17.54,14.8,1.71,5.28,12.74,-0.03354875511332713
1995-10-31,581.5,0.7599999999999998,17.67,14.8,1.7,5.28,13.83,-0.044684458420692824
1995-11-30,605.37,0.5699999999999994,18.27,14.7,1.81,5.36,11.58,-0.047976763687776855
1995-12-31,615.93,0.5700000000000003,19.54,14.9,1.8,5.14,12.52,-0.049596721687773376
1996-01-31,636.02,0.6500000000000004,17.76,14.9,1.82,5.0,12.53,-0.04096507951254382
1996-02-29,640.43,0.9799999999999995,19.59,15.2,1.78,4.83,17.04,-0.011729447284954155
1996-03-31,645.5,1.3099999999999996,21.43,15.3,1.78,4.96,18.88,0.010618848047245789
1996-04-30,654.17,1.5599999999999996,20.95,15.1,1.61,4.95,15.83,0.03127677725399074
1996-05-31,669.12,1.7200000000000006,19.77,15.0,1.48,5.02,16.07,0.031026281101187294
1996-06-30,670.63,1.8200000000000003,20.92,15.0,1.51,5.09,13.68,0.02746836526409887
1996-07-31,639.95,1.7199999999999998,20.46,14.8,1.5,5.15,19.46,0.025647747634079225
1996-08-31,651.99,1.5899999999999999,22.25,14.7,1.48,5.05,17.01,0.011117591921484345
1996-09-30,687.31,1.7400000000000002,24.2,14.9,1.5,5.09,16.95,0.011905668364723692
1996-10-31,705.27,1.54,23.25,14.7,1.54,4.99,18.11,0.019744075432472273
1996-11-30,757.02,1.17,23.7,14.7,1.65,5.03,17.14,0.018515158122500115
1996-12-31,740.74,1.3899999999999997,25.9,14.6,1.54,4.91,20.92,0.017252629507733454
1997-01-31,786.16,1.5499999999999998,24.15,14.2,1.5,5.03,19.47,0.016046040846130382
1997-02-28,790.82,1.4100000000000001,20.3,13.7,1.49,5.01,21.1,0.00929688037779558
1997-03-31,757.12,1.5500000000000007,20.35,13.3,1.4,5.14,22.14,0.00812642164154758
1997-04-30,801.34,1.7299999999999995,20.2,13.5,1.5,5.16,20.06,0.00704096323264655
1997-05-31,848.28,1.6600000000000001,21.0,13.2,1.51,5.05,19.19,0.01023704861990649
1997-06-30,885.14,1.5600000000000005,19.82,13.2,1.5,4.93,21.53,0.010034098433551894
1997-07-31,954.29,1.17,20.19,13.1,1.54,5.05,21.48,0.007804287762840722
1997-08-31,899.47,1.1600000000000001,19.66,12.5,1.44,5.14,24.76,0.007530623120046174
1997-09-30,947.28,1.2599999999999998,21.13,12.5,1.54,4.95,22.91,0.007336554966931118
1997-10-31,914.62,1.0600000000000005,21.1,12.4,1.6,4.97,35.09,0.0012724979484509834
1997-11-30,955.4,0.7400000000000002,19.13,12.5,1.52,5.14,27.43,0.003458531366591969
1997-12-31,970.43,0.6499999999999995,17.65,11.8,1.53,5.16,24.01,-0.004155203076368179
1998-01-31,980.28,0.5,17.21,11.1,1.68,5.04,21.47,-0.006966738427352205
1998-02-28,1049.34,0.4800000000000004,15.44,11.1,1.67,5.09,18.55,-0.0067904396637023775
1998-03-31,1101.75,0.6200000000000001,15.75,11.4,1.67,5.03,24.22,-0.04569063305584171
1998-04-30,1111.75,0.6899999999999995,15.56,11.4,1.66,4.95,21.18,-0.047603960558825216
1998-05-31,1090.82,0.6500000000000004,15.21,11.9,1.63,5.0,21.32,-0.047849576540156064
1998-06-30,1133.84,0.5199999999999996,14.3,11.5,1.67,4.98,19.71,-0.04225679186831532
1998-07-31,1120.67,0.5,14.27,11.2,1.71,4.96,24.8,-0.025512157568910936
1998-08-31,957.28,0.4399999999999995,13.29,11.3,2.06,4.9,44.28,-0.026044781000909713
1998-09-30,1017.01,0.1999999999999993,16.19,10.9,2.57,4.61,40.95,-0.12529318062664413
1998-10-31,1098.67,0.5700000000000003,14.48,11.1,2.65,3.96,28.05,-0.06351227905512512
1998-11-30,1163.63,0.41999999999999993,11.37,11.4,2.45,4.41,26.01,-0.0715584004201371
1998-12-31,1229.23,0.2600000000000007,12.14,11.3,2.58,4.39,24.42,-0.07603336725715781
1999-01-31,1279.64,0.3799999999999999,12.81,11.2,2.55,4.34,26.25,-0.07498817107894275
1999-02-28,1238.33,0.5599999999999996,12.31,11.0,2.24,4.44,27.88,-0.07755505686619318
1999-03-31,1286.37,0.79,16.66,11.0,2.31,4.44,23.26,-0.07866193067333219
1999-04-30,1335.18,0.8899999999999997,18.69,11.0,2.22,4.29,25.07,-0.0798098233014976
1999-05-31,1301.84,1.04,16.85,10.9,2.18,4.5,25.39,-0.08371507500831571
1999-06-30,1372.71,1.33,19.33,10.7,2.18,4.57,21.09,-0.08612364117038694
1999-07-31,1328.72,1.2400000000000002,20.52,10.0,2.19,4.55,24.64,-0.08585392756052145
1999-08-31,1320.41,1.2200000000000006,22.15,9.9,2.23,4.72,24.45,-0.08346725348301676
1999-09-30,1282.71,1.2400000000000002,24.54,10.0,2.3,4.68,25.41,-0.08432481158610214
1999-10-31,1362.93,1.25,21.79,10.2,2.28,4.86,22.2,-0.08136494579502475
1999-11-30,1388.91,0.96,24.87,12.0,1.99,5.07,24.18,-0.07997408397541672
1999-12-31,1469.25,1.08,25.76,11.4,1.73,5.2,24.64,-0.06824285864489558
2000-01-31,1394.46,1.3399999999999999,27.65,11.0,1.68,5.32,24.95,-0.06703819144646218
2000-02-29,1366.42,0.9699999999999998,30.57,11.0,1.91,5.55,23.37,-0.07016747039090046
2000-03-31,1498.58,0.5699999999999994,26.86,11.6,2.3,5.69,24.11,-0.07271610077690786
2000-04-30,1452.43,0.33000000000000007,25.71,11.1,2.34,5.66,26.2,-0.07011800845955464
2000-05-31,1420.6,0.6500000000000004,29.03,10.8,2.52,5.79,23.65,-0.05073175525473845
2000-06-30,1454.6,0.40999999999999925,32.44,10.6,2.4,5.69,19.54,-0.06426186741804105
2000-07-31,1430.83,0.08999999999999986,27.5,11.0,2.27,5.96,20.74,-0.06425413130884605
2000-08-31,1517.68,-0.2599999999999998,33.09,10.8,2.51,6.09,16.84,-0.005354238724278504
2000-09-30,1436.51,-0.20000000000000018,30.87,10.6,2.54,6.0,20.57,-0.04598006059462119
2000-10-31,1429.4,-0.3700000000000001,32.7,10.6,2.56,6.11,23.63,-0.04514275437017339
2000-11-30,1314.95,-0.4500000000000002,33.61,10.4,2.64,6.17,29.65,-0.03688932342715495
2000-12-31,1320.28,-0.5299999999999994,26.72,10.3,2.88,5.77,26.85,-0.03193590319055099
2001-01-31,1366.01,0.009999999999999787,28.62,10.5,2.62,5.15,22.02,-0.026952012319630052
2001-02-28,1239.94,0.21999999999999975,27.35,10.3,2.88,4.88,28.35,-0.02768249972516861
2001-03-31,1160.33,0.46999999999999975,26.37,10.1,3.04,4.42,28.64,-0.02651544563178334
2001-04-30,1249.46,1.2699999999999996,28.48,10.2,2.73,3.87,25.48,-0.02561205067086409
2001-05-31,1255.82,1.7699999999999996,28.39,10.1,2.65,3.62,22.64,-0.005120498318511907
2001-06-30,1224.42,1.79,26.37,10.5,2.65,3.49,19.06,-0.004951985242672094
2001-07-31,1211.23,1.7300000000000004,26.7,10.2,2.78,3.51,21.62,-0.004757698952914863
2001-08-31,1133.58,1.6099999999999999,26.65,10.2,2.9,3.36,24.92,-0.008442848125418253
2001-09-30,1040.94,2.0900000000000003,23.44,10.4,3.42,2.64,31.93,-0.008575122725178349
2001-10-31,1059.78,2.41,21.2,10.8,3.38,2.16,33.56,-0.007518838913244369
2001-11-30,1139.45,2.7800000000000002,19.46,10.8,3.1,1.87,23.84,-0.0014292562575481543
2001-12-31,1148.08,3.4,19.96,10.5,2.85,1.69,23.8,-0.007107915549200219
2002-01-31,1130.2,3.39,19.71,10.5,2.85,1.65,21.09,-0.006960471277303029
2002-02-28,1106.73,3.1900000000000004,21.78,10.7,2.98,1.72,21.59,0.0011410628929220852
2002-03-31,1147.39,3.49,26.21,11.2,2.81,1.79,17.4,0.040845427382911526
2002-04-30,1076.92,3.5,27.32,11.2,2.84,1.71,21.91,0.04192334752263684
2002-05-31,1067.14,3.43,25.37,11.5,2.98,1.73,19.98,0.026231056136922972
2002-06-30,989.81,3.2299999999999995,26.79,12.0,3.13,1.7,25.4,0.05110217528277692
2002-07-31,911.62,2.9700000000000006,27.02,12.3,3.25,1.68,32.03,0.06682407897971548
2002-08-31,916.07,2.6399999999999997,28.97,12.0,3.32,1.62,32.64,0.10364959550375892
2002-09-30,815.29,2.24,30.59,11.8,3.76,1.63,39.69,0.10018225893585622
2002-10-31,885.76,2.36,27.18,12.2,3.82,1.58,31.14,0.11027411617779558
2002-11-30,936.31,2.82,26.87,12.1,3.38,1.23,27.5,0.11675459565219816
2002-12-31,879.82,2.8400000000000003,31.21,12.2,3.48,1.19,28.62,0.13388225636114814
2003-01-31,855.7,2.88,33.51,12.7,3.16,1.17,31.17,0.1335121469512195
2003-02-28,841.15,2.73,36.76,13.7,3.21,1.17,29.63,0.1351471509496751
2003-03-31,848.18,2.68,31.14,13.8,3.04,1.13,29.15,0.14135040309159932
2003-04-30,916.92,2.83,26.09,12.9,2.76,1.13,21.21,0.14975540205076773
2003-05-31,963.59,2.5,29.56,12.4,2.85,1.07,19.47,0.12182963947466509
2003-06-30,974.5,2.41,30.15,13.5,2.81,0.92,19.52,0.12428466207323599
2003-07-31,990.31,3.08,30.56,13.5,2.58,0.9,19.49,0.10378901916563352
2003-08-31,1008.01,3.5,31.76,13.3,2.46,0.95,18.63,0.08620021425238317
2003-09-30,995.97,3.3299999999999996,29.19,13.6,2.57,0.94,22.72,0.08851861386674294
2003-10-31,1050.71,3.37,29.24,14.4,2.36,0.92,16.1,0.09010284277083319
2003-11-30,1058.2,3.3699999999999997,30.33,14.4,2.33,0.93,16.32,0.08654908791217457
2003-12-31,1111.92,3.3699999999999997,32.51,14.8,2.34,0.9,18.31,0.0859521500209961
2004-01-31,1131.13,3.2700000000000005,33.16,15.5,2.19,0.88,16.63,0.08619933965433774
2004-02-29,1144.94,3.15,36.08,15.6,2.21,0.93,14.55,0.08535748751226266
2004-03-31,1126.21,2.89,35.75,15.3,2.29,0.94,16.74,0.05993319654364721
2004-04-30,1107.3,3.4099999999999997,37.31,15.4,2.05,0.94,17.19,0.06254790560765552
2004-05-31,1120.68,3.6999999999999997,39.9,15.2,2.03,1.02,15.5,0.06345237019014228
2004-06-30,1140.84,3.4600000000000004,36.92,14.6,2.09,1.27,14.34,0.06409320169003145
2004-07-31,1101.72,3.17,43.72,14.9,2.1,1.33,15.32,0.06174240769806024
2004-08-31,1104.24,2.8000000000000003,42.23,15.1,2.19,1.48,15.29,0.03482124088941798
2004-09-30,1114.58,2.48,49.56,15.2,2.11,1.65,13.34,0.03504496263101518
2004-10-31,1130.2,2.34,51.78,15.4,2.09,1.76,16.27,0.0266960908285828
2004-11-30,1173.82,2.1200000000000006,49.16,16.0,1.95,2.07,13.24,0.020528280030856424
2004-12-31,1211.92,2.0400000000000005,43.36,16.6,1.86,2.19,13.29,0.022444607074276663
2005-01-31,1181.27,1.8899999999999997,48.25,16.7,1.75,2.33,12.82,0.02355611133639075
2005-02-28,1203.6,1.63,51.75,16.1,1.59,2.54,12.08,0.022624445474596362
2005-03-31,1180.59,1.7599999999999998,55.31,16.0,1.64,2.74,14.02,0.031394108183457274
2005-04-30,1156.85,1.56,49.2,16.4,1.76,2.78,15.31,0.02928388031747796
2005-05-31,1191.5,1.2999999999999998,52.08,16.3,1.9,2.84,13.29,0.02960455614828885
2005-06-30,1191.33,1.0299999999999998,56.63,16.0,1.87,2.97,12.04,-0.009091815708021679
2005-07-31,1234.18,0.9599999999999995,60.71,16.3,1.67,3.22,11.57,-0.006652898227175408
2005-08-31,1220.33,0.8199999999999998,68.63,16.1,1.77,3.44,12.6,0.034657029311478474
2005-09-30,1228.81,0.7800000000000002,66.21,16.6,1.81,3.42,11.92,0.03185088107949354
2005-10-31,1207.01,0.75,59.8,17.3,1.83,3.71,15.32,0.03137604508328723
2005-11-30,1249.48,0.6600000000000001,57.33,17.8,1.89,3.88,12.06,0.03181537017225821
2005-12-31,1248.29,0.5799999999999996,61.06,18.1,1.82,3.89,12.07,0.02594345430056445
2006-01-31,1280.08,0.17999999999999972,67.86,19.3,1.78,4.24,12.95,0.0259113414259818
2006-02-28,1280.66,0.14000000000000057,61.37,20.7,1.65,4.43,12.34,0.02738629384991806
2006-03-31,1294.83,0.20999999999999996,66.25,20.9,1.69,4.51,11.39,0.05884138469446779
2006-04-30,1310.61,0.39000000000000057,71.8,21.1,1.67,4.6,11.59,0.04954024121925598
2006-05-31,1270.09,0.39000000000000057,71.42,23.2,1.66,4.72,16.44,0.04332584033363563
2006-06-30,1270.2,0.3200000000000003,73.94,25.4,1.67,4.79,13.08,0.018107337779745016
2006-07-31,1276.66,0.13999999999999968,74.56,22.6,1.68,4.95,14.95,0.017410162916504292
2006-08-31,1303.82,-0.08000000000000007,70.38,24.0,1.73,4.96,12.31,0.0297000292360912
2006-09-30,1335.85,-0.08999999999999986,62.9,23.9,1.72,4.81,11.98,0.02029275027625703
2006-10-31,1377.94,-0.1899999999999995,58.72,22.5,1.64,4.92,11.1,0.026537689457477868
2006-11-30,1400.63,-0.34000000000000075,62.97,22.2,1.64,4.94,10.91,0.030317540515598637
2006-12-31,1418.3,-0.29000000000000004,60.85,23.7,1.64,4.85,11.56,0.03178202154170317
2007-01-31,1438.24,-0.22000000000000064,58.17,23.8,1.57,4.98,10.42,0.03188959623843746
2007-02-28,1406.82,-0.3100000000000005,61.78,23.9,1.6,5.03,15.42,0.033441009609239396
2007-03-31,1420.86,-0.3800000000000008,65.94,25.0,1.75,4.94,14.64,0.01989362254095882
2007-04-30,1482.37,-0.17999999999999972,65.78,24.7,1.68,4.87,14.22,0.006121565561971578
2007-05-31,1530.62,0.019999999999999574,64.02,25.6,1.6,4.73,13.05,0.007877088332744525
2007-06-30,1503.35,0.4899999999999993,70.47,25.2,1.59,4.61,16.23,0.035144948435953595
2007-07-31,1455.27,0.17999999999999972,78.2,24.7,1.85,4.82,23.52,0.03090605071773603
2007-08-31,1473.99,0.46999999999999975,73.98,25.1,2.05,4.2,23.38,0.004341616822733872
2007-09-30,1526.75,0.6299999999999994,81.64,25.2,2.0,3.89,18.0,0.004753913223037123
2007-10-31,1549.38,0.6300000000000003,94.16,27.1,1.99,3.9,18.53,0.006112038049072672
2007-11-30,1481.14,0.8800000000000003,88.6,28.7,2.47,3.27,22.87,0.08491092623222272
2007-12-31,1468.36,1.0999999999999996,95.95,30.3,2.52,3.0,22.5,0.0890699131015641
2008-01-31,1378.55,0.9900000000000002,91.67,30.4,2.96,2.75,26.2,0.08390661777554961
2008-02-29,1330.63,1.62,101.78,33.7,3.22,2.12,26.54,0.08116954318252047
2008-03-31,1322.7,2.25,101.54,34.9,3.45,1.26,25.61,0.06952382448021888
2008-04-30,1385.59,2.39,113.7,36.2,3.1,1.29,20.79,0.11425424732501316
2008-05-31,1400.38,2.15,127.35,34.2,3.0,1.73,17.83,0.13684383202948402
2008-06-30,1280.0,2.2399999999999993,139.96,33.5,3.05,1.86,23.95,0.13405993182666312
2008-07-31,1267.38,2.38,124.17,33.6,3.22,1.63,22.94,0.1274318587759215
2008-08-31,1282.83,2.17,115.55,35.4,3.29,1.72,20.65,0.12540040475712386
2008-09-30,1166.36,2.56,100.7,31.6,4.0,1.13,39.39,0.11152209043150202
2008-10-31,968.75,3.14,68.1,31.5,5.53,0.67,59.89,0.08086301884135333
2008-11-30,896.24,3.34,55.21,30.3,6.1,0.19,55.84,0.07030110063704156
2008-12-31,903.25,2.39,44.6,28.6,5.82,0.03,40.0,0.20969698002065312
2009-01-31,825.88,2.39,41.73,30.9,5.38,0.13,44.84,0.20339488306909942
2009-02-28,735.09,2.5700000000000003,44.15,32.6,5.22,0.3,46.35,0.1994068428917559
2009-03-31,797.87,2.61,49.64,35.6,5.74,0.21,44.14,0.19193180108672664
2009-04-30,872.81,2.77,50.35,34.9,5.08,0.16,36.5,0.19185812884467057
2009-05-31,919.14,3.11,66.31,33.6,4.29,0.18,28.92,0.18317794114317332
2009-06-30,919.32,3.54,69.82,35.1,3.64,0.18,26.35,0.19151345342655046
2009-07-31,987.48,3.38,69.26,35.7,3.11,0.18,25.92,0.19421883913737778
