entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason
2005-12-31,2005-12-31,long,REIT_proxy_Mkt+HML,100.0,100.1162,0.001163,monthly_rebalance
2005-12-31,2006-01-31,long,REIT_proxy_Mkt+HML,100.0,101.9375,0.019375,monthly_rebalance
2006-01-31,2006-02-28,long,REIT_proxy_Mkt+HML,100.0,99.9425,-0.000575,monthly_rebalance
2006-02-28,2006-03-31,long,REIT_proxy_Mkt+HML,100.0,101.0725,0.010725,monthly_rebalance
2006-03-31,2006-04-30,long,REIT_proxy_Mkt+HML,100.0,101.11,0.0111,monthly_rebalance
2006-04-30,2006-05-31,long,REIT_proxy_Mkt+HML,100.0,99.03,-0.0097,monthly_rebalance
2006-05-31,2006-06-30,long,REIT_proxy_Mkt+HML,100.0,100.2425,0.002425,monthly_rebalance
2006-06-30,2006-07-31,long,REIT_proxy_Mkt+HML,100.0,100.47,0.0047,monthly_rebalance
2006-07-31,2006-08-31,long,REIT_proxy_Mkt+HML,100.0,100.7375,0.007375,monthly_rebalance
2006-08-31,2006-09-30,long,REIT_proxy_Mkt+HML,100.0,101.14,0.0114,monthly_rebalance
2006-09-30,2006-10-31,long,REIT_proxy_Mkt+HML,100.0,101.7325,0.017325,monthly_rebalance
2006-10-31,2006-11-30,long,REIT_proxy_Mkt+HML,100.0,101.07,0.0107,monthly_rebalance
2006-11-30,2006-12-31,long,REIT_proxy_Mkt+HML,100.0,101.31,0.0131,monthly_rebalance
2006-12-31,2007-01-31,long,REIT_proxy_Mkt+HML,100.0,100.74,0.0074,monthly_rebalance
2007-01-31,2007-02-28,long,REIT_proxy_Mkt+HML,100.0,99.19,-0.0081,monthly_rebalance
2007-02-28,2007-03-31,long,REIT_proxy_Mkt+HML,100.0,100.35,0.0035,monthly_rebalance
2007-03-31,2007-04-30,long,REIT_proxy_Mkt+HML,100.0,101.605,0.01605,monthly_rebalance
2007-04-30,2007-05-31,long,REIT_proxy_Mkt+HML,100.0,101.6775,0.016775,monthly_rebalance
