entry_time,exit_time,entry_price,exit_price,direction,instrument,basket
2016-01-27 10:15:00-05:00,2016-01-27 11:50:00-05:00,60.76,61.28,short,MTUM,us_factor
2016-01-27 15:05:00-05:00,2016-01-27 15:30:00-05:00,60.34,60.22,short,MTUM,us_factor
2016-01-29 10:05:00-05:00,2016-01-29 15:30:00-05:00,61.61,62.29,long,MTUM,us_factor
2016-02-01 15:35:00-05:00,2016-02-01 15:30:00-05:00,62.91,62.96,long,MTUM,us_factor
2016-02-02 14:10:00-05:00,2016-02-02 15:45:00-05:00,61.78,61.85,short,MTUM,us_factor
2016-02-03 10:15:00-05:00,2016-02-03 14:35:00-05:00,60.96,61.01,short,MTUM,us_factor
2016-02-03 15:40:00-05:00,2016-02-03 15:30:00-05:00,61.06,61.17,short,MTUM,us_factor
2016-02-04 10:05:00-05:00,2016-02-04 10:35:00-05:00,60.41,60.87,short,MTUM,us_factor
2016-02-04 11:35:00-05:00,2016-02-04 13:15:00-05:00,60.49,60.65,short,MTUM,us_factor
2016-02-04 14:10:00-05:00,2016-02-04 15:30:00-05:00,60.35,60.36,short,MTUM,us_factor
2016-02-05 10:10:00-05:00,2016-02-05 15:30:00-05:00,59.88,58.79,short,MTUM,us_factor
2016-02-08 10:35:00-05:00,2016-02-08 12:35:00-05:00,57.34,57.18,short,MTUM,us_factor
2016-02-08 13:05:00-05:00,2016-02-08 15:35:00-05:00,57.06,57.22,short,MTUM,us_factor
2016-02-09 10:10:00-05:00,2016-02-09 10:45:00-05:00,58.03,57.66,long,MTUM,us_factor
2016-02-09 11:35:00-05:00,2016-02-09 12:20:00-05:00,57.72,57.57,long,MTUM,us_factor
2016-02-10 10:35:00-05:00,2016-02-10 11:10:00-05:00,59.08,58.67,long,MTUM,us_factor
2016-02-10 13:15:00-05:00,2016-02-10 13:35:00-05:00,58.88,58.8,long,MTUM,us_factor
2016-02-17 12:35:00-05:00,2016-02-17 13:15:00-05:00,60.61,60.67,long,MTUM,us_factor
2016-02-22 10:10:00-05:00,2016-02-22 10:30:00-05:00,61.37,61.37,long,MTUM,us_factor
2016-03-01 10:35:00-05:00,2016-03-01 15:30:00-05:00,62.49,62.95,long,MTUM,us_factor
2016-03-02 12:05:00-05:00,2016-03-02 13:20:00-05:00,62.56,62.65,short,MTUM,us_factor
2016-03-03 10:05:00-05:00,2016-03-03 13:05:00-05:00,62.52,62.52,short,MTUM,us_factor
2016-03-04 10:10:00-05:00,2016-03-04 10:40:00-05:00,62.6,62.71,short,MTUM,us_factor
2016-03-07 10:15:00-05:00,2016-03-07 11:50:00-05:00,62.21,62.37,short,MTUM,us_factor
2016-03-07 13:40:00-05:00,2016-03-07 15:30:00-05:00,62.12,62.05,short,MTUM,us_factor
2016-03-10 10:05:00-05:00,2016-03-10 10:40:00-05:00,62.67,62.41,long,MTUM,us_factor
2016-03-10 13:15:00-05:00,2016-03-10 14:55:00-05:00,61.75,62.11,short,MTUM,us_factor
2016-03-11 11:20:00-05:00,2016-03-11 12:15:00-05:00,63.06,63.08,long,MTUM,us_factor
2016-03-11 15:30:00-05:00,2016-03-11 15:30:00-05:00,63.19,63.19,long,MTUM,us_factor
2016-03-16 15:40:00-04:00,2016-03-16 15:30:00-04:00,63.77,63.73,long,MTUM,us_factor
2016-03-17 10:05:00-04:00,2016-03-17 10:45:00-04:00,63.41,63.44,short,MTUM,us_factor
2016-03-29 10:10:00-04:00,2016-03-29 11:10:00-04:00,64.21,64.24,long,MTUM,us_factor
2016-03-29 11:35:00-04:00,2016-03-29 15:30:00-04:00,64.21,64.72,long,MTUM,us_factor
2016-04-01 10:50:00-04:00,2016-04-01 12:40:00-04:00,65.18,65.29,long,MTUM,us_factor
2016-04-01 12:50:00-04:00,2016-04-01 15:30:00-04:00,65.25,65.57,long,MTUM,us_factor
2016-04-04 10:20:00-04:00,2016-04-04 12:25:00-04:00,65.4,65.32,short,MTUM,us_factor
