entry_time,exit_time,entry_price,exit_price,direction,instrument,basket
2016-02-03 10:35:00-05:00,2016-02-03 11:05:00-05:00,130.24,130.62,short,DIA,us_equity_broad
2016-02-04 10:40:00-05:00,2016-02-04 11:20:00-05:00,133.98,133.45,long,DIA,us_equity_broad
2016-02-05 11:10:00-05:00,2016-02-05 12:05:00-05:00,132.24,132.21,short,DIA,us_equity_broad
2016-02-05 14:15:00-05:00,2016-02-05 15:30:00-05:00,131.58,131.74,short,DIA,us_equity_broad
2016-02-08 11:45:00-05:00,2016-02-08 12:10:00-05:00,129.02,129.38,short,DIA,us_equity_broad
2016-02-08 14:35:00-05:00,2016-02-08 15:05:00-05:00,128.96,129.23,short,DIA,us_equity_broad
2016-02-23 13:35:00-05:00,2016-02-23 14:20:00-05:00,134.22,134.49,short,DIA,us_equity_broad
2016-02-23 15:05:00-05:00,2016-02-23 15:40:00-05:00,134.09,134.3,short,DIA,us_equity_broad
2016-03-01 12:10:00-05:00,2016-03-01 15:30:00-05:00,137.21,137.61,long,DIA,us_equity_broad
2016-03-10 11:35:00-05:00,2016-03-10 12:05:00-05:00,138.21,138.46,short,DIA,us_equity_broad
2016-03-10 12:45:00-05:00,2016-03-10 13:40:00-05:00,137.83,138.02,short,DIA,us_equity_broad
2016-03-10 14:10:00-05:00,2016-03-10 14:50:00-05:00,137.92,138.66,short,DIA,us_equity_broad
2016-03-17 12:35:00-04:00,2016-03-17 15:30:00-04:00,142.85,143.28,long,DIA,us_equity_broad
2016-04-06 12:05:00-04:00,2016-04-06 12:40:00-04:00,144.34,144.36,long,DIA,us_equity_broad
2016-04-08 10:15:00-04:00,2016-04-08 10:40:00-04:00,144.4,144.31,long,DIA,us_equity_broad
2016-04-11 10:10:00-04:00,2016-04-11 11:05:00-04:00,144.76,144.02,long,DIA,us_equity_broad
2016-04-12 10:05:00-04:00,2016-04-12 10:40:00-04:00,143.71,143.9,long,DIA,us_equity_broad
2016-04-12 11:10:00-04:00,2016-04-12 15:30:00-04:00,144.43,144.83,long,DIA,us_equity_broad
2016-04-18 10:05:00-04:00,2016-04-18 13:40:00-04:00,146.56,147.0,long,DIA,us_equity_broad
2016-04-20 13:35:00-04:00,2016-04-20 14:10:00-04:00,148.16,148.25,long,DIA,us_equity_broad
2016-04-20 14:35:00-04:00,2016-04-20 15:45:00-04:00,148.32,147.97,long,DIA,us_equity_broad
2016-04-21 14:40:00-04:00,2016-04-21 15:05:00-04:00,146.89,147.02,short,DIA,us_equity_broad
2016-04-22 11:05:00-04:00,2016-04-22 11:40:00-04:00,146.52,146.76,short,DIA,us_equity_broad
2016-04-25 10:40:00-04:00,2016-04-25 11:35:00-04:00,146.08,146.21,short,DIA,us_equity_broad
2016-04-28 15:35:00-04:00,2016-04-28 15:30:00-04:00,145.69,145.66,short,DIA,us_equity_broad
2016-04-29 10:05:00-04:00,2016-04-29 10:40:00-04:00,144.76,145.13,short,DIA,us_equity_broad
2016-04-29 11:45:00-04:00,2016-04-29 12:40:00-04:00,144.44,144.77,short,DIA,us_equity_broad
2016-05-03 11:35:00-04:00,2016-05-03 12:10:00-04:00,144.6,144.64,short,DIA,us_equity_broad
2016-05-10 10:05:00-04:00,2016-05-10 15:30:00-04:00,145.87,146.44,long,DIA,us_equity_broad
2016-05-11 14:10:00-04:00,2016-05-11 15:30:00-04:00,145.3,145.3,short,DIA,us_equity_broad
2016-05-12 12:05:00-04:00,2016-05-12 12:35:00-04:00,144.54,144.48,short,DIA,us_equity_broad
2016-05-13 14:30:00-04:00,2016-05-13 15:30:00-04:00,143.67,143.61,short,DIA,us_equity_broad
2016-05-16 10:40:00-04:00,2016-05-16 15:30:00-04:00,144.28,145.1,long,DIA,us_equity_broad
2016-05-17 14:10:00-04:00,2016-05-17 15:30:00-04:00,143.79,143.32,short,DIA,us_equity_broad
2016-05-18 13:05:00-04:00,2016-05-18 14:05:00-04:00,144.26,143.78,long,DIA,us_equity_broad
2016-05-19 10:15:00-04:00,2016-05-19 10:35:00-04:00,142.56,142.39,short,DIA,us_equity_broad
2016-05-19 11:05:00-04:00,2016-05-19 12:15:00-04:00,142.21,142.59,short,DIA,us_equity_broad
2016-05-19 12:35:00-04:00,2016-05-19 13:45:00-04:00,142.57,142.75,short,DIA,us_equity_broad
2016-05-24 10:05:00-04:00,2016-05-24 15:30:00-04:00,144.99,145.31,long,DIA,us_equity_broad
2016-05-25 10:35:00-04:00,2016-05-25 11:35:00-04:00,146.51,146.55,long,DIA,us_equity_broad
2016-05-25 12:05:00-04:00,2016-05-25 12:40:00-04:00,146.46,146.4,long,DIA,us_equity_broad
2016-05-25 13:05:00-04:00,2016-05-25 14:05:00-04:00,146.56,146.51,long,DIA,us_equity_broad
2016-05-31 12:50:00-04:00,2016-05-31 13:05:00-04:00,145.94,145.82,short,DIA,us_equity_broad
2016-05-31 14:20:00-04:00,2016-05-31 15:55:00-04:00,145.6,145.89,short,DIA,us_equity_broad
2016-06-03 10:10:00-04:00,2016-06-03 10:40:00-04:00,145.46,145.49,short,DIA,us_equity_broad
2016-06-16 10:05:00-04:00,2016-06-16 11:15:00-04:00,143.7,144.0,short,DIA,us_equity_broad
2016-06-16 15:35:00-04:00,2016-06-16 15:30:00-04:00,145.73,145.78,long,DIA,us_equity_broad
2016-06-17 10:35:00-04:00,2016-06-17 13:35:00-04:00,145.12,145.1,short,DIA,us_equity_broad
2016-06-20 10:10:00-04:00,2016-06-20 10:40:00-04:00,147.25,147.24,long,DIA,us_equity_broad
2016-06-27 10:30:00-04:00,2016-06-27 12:05:00-04:00,140.74,140.9,short,DIA,us_equity_broad
2016-06-27 12:45:00-04:00,2016-06-27 13:05:00-04:00,140.71,140.85,short,DIA,us_equity_broad
2016-06-27 13:45:00-04:00,2016-06-27 15:30:00-04:00,140.62,140.57,short,DIA,us_equity_broad
2016-06-29 11:35:00-04:00,2016-06-29 15:30:00-04:00,144.82,145.37,long,DIA,us_equity_broad
2016-06-30 11:35:00-04:00,2016-06-30 15:30:00-04:00,146.29,147.15,long,DIA,us_equity_broad
2016-07-01 10:05:00-04:00,2016-07-01 11:40:00-04:00,147.67,147.58,long,DIA,us_equity_broad
2016-07-01 12:05:00-04:00,2016-07-01 12:40:00-04:00,147.61,147.57,long,DIA,us_equity_broad
2016-07-01 13:10:00-04:00,2016-07-01 13:40:00-04:00,147.64,147.47,long,DIA,us_equity_broad
2016-07-05 13:45:00-04:00,2016-07-05 14:05:00-04:00,146.23,146.35,short,DIA,us_equity_broad
2016-07-07 14:35:00-04:00,2016-07-07 15:20:00-04:00,146.56,146.78,short,DIA,us_equity_broad
2016-07-08 11:55:00-04:00,2016-07-08 15:30:00-04:00,148.77,149.09,long,DIA,us_equity_broad
2016-07-25 10:35:00-04:00,2016-07-25 11:35:00-04:00,152.06,151.96,short,DIA,us_equity_broad
2016-07-25 12:35:00-04:00,2016-07-25 13:05:00-04:00,151.82,151.9,short,DIA,us_equity_broad
2016-07-26 11:15:00-04:00,2016-07-26 12:00:00-04:00,151.45,151.73,short,DIA,us_equity_broad
2016-07-28 11:10:00-04:00,2016-07-28 12:20:00-04:00,151.2,151.33,short,DIA,us_equity_broad
2016-08-01 10:05:00-04:00,2016-08-01 10:35:00-04:00,151.48,151.41,short,DIA,us_equity_broad
2016-08-02 10:35:00-04:00,2016-08-02 15:30:00-04:00,150.73,150.57,short,DIA,us_equity_broad
2016-08-05 10:05:00-04:00,2016-08-05 10:40:00-04:00,152.25,152.2,long,DIA,us_equity_broad
2016-08-05 11:00:00-04:00,2016-08-05 12:05:00-04:00,152.28,152.34,long,DIA,us_equity_broad
2016-08-05 14:10:00-04:00,2016-08-05 15:30:00-04:00,152.37,152.47,long,DIA,us_equity_broad
2016-08-11 11:40:00-04:00,2016-08-11 15:30:00-04:00,153.47,153.44,long,DIA,us_equity_broad
2016-08-15 10:40:00-04:00,2016-08-15 11:15:00-04:00,153.77,153.78,long,DIA,us_equity_broad
2016-08-17 10:05:00-04:00,2016-08-17 10:35:00-04:00,152.55,152.68,short,DIA,us_equity_broad
2016-08-19 10:05:00-04:00,2016-08-19 10:45:00-04:00,152.76,153.26,short,DIA,us_equity_broad
2016-08-26 10:05:00-04:00,2016-08-26 11:05:00-04:00,152.79,152.94,long,DIA,us_equity_broad
2016-08-26 12:35:00-04:00,2016-08-26 15:35:00-04:00,151.77,151.95,short,DIA,us_equity_broad
2016-08-29 10:05:00-04:00,2016-08-29 15:30:00-04:00,152.55,152.63,long,DIA,us_equity_broad
2016-08-30 10:35:00-04:00,2016-08-30 11:05:00-04:00,152.26,152.37,short,DIA,us_equity_broad
2016-08-30 11:35:00-04:00,2016-08-30 12:10:00-04:00,152.36,152.39,short,DIA,us_equity_broad
2016-08-30 14:10:00-04:00,2016-08-30 15:30:00-04:00,152.17,152.27,short,DIA,us_equity_broad
2016-08-31 12:05:00-04:00,2016-08-31 14:10:00-04:00,151.64,151.86,short,DIA,us_equity_broad
2016-09-01 10:35:00-04:00,2016-09-01 11:35:00-04:00,151.37,151.36,short,DIA,us_equity_broad
2016-09-09 11:05:00-04:00,2016-09-09 15:30:00-04:00,151.22,150.15,short,DIA,us_equity_broad
2016-09-12 10:35:00-04:00,2016-09-12 15:30:00-04:00,149.78,151.41,long,DIA,us_equity_broad
2016-09-13 10:30:00-04:00,2016-09-13 10:35:00-04:00,149.94,149.91,short,DIA,us_equity_broad
2016-09-13 11:20:00-04:00,2016-09-13 15:30:00-04:00,149.56,149.57,short,DIA,us_equity_broad
2016-09-14 10:35:00-04:00,2016-09-14 11:15:00-04:00,149.96,149.62,long,DIA,us_equity_broad
2016-09-15 11:10:00-04:00,2016-09-15 15:30:00-04:00,149.93,150.61,long,DIA,us_equity_broad
2016-09-16 10:15:00-04:00,2016-09-16 11:05:00-04:00,149.7,149.76,short,DIA,us_equity_broad
2016-09-16 13:50:00-04:00,2016-09-16 14:15:00-04:00,149.52,149.66,short,DIA,us_equity_broad
2016-09-26 10:05:00-04:00,2016-09-26 10:45:00-04:00,149.9,150.07,short,DIA,us_equity_broad
2016-09-27 10:05:00-04:00,2016-09-27 10:40:00-04:00,150.25,149.95,long,DIA,us_equity_broad
2016-09-27 12:35:00-04:00,2016-09-27 15:35:00-04:00,150.64,150.59,long,DIA,us_equity_broad
2016-09-29 13:05:00-04:00,2016-09-29 15:30:00-04:00,150.2,150.4,short,DIA,us_equity_broad
2016-09-30 11:35:00-04:00,2016-09-30 12:05:00-04:00,151.37,151.39,long,DIA,us_equity_broad
2016-10-04 13:45:00-04:00,2016-10-04 14:15:00-04:00,150.03,150.06,short,DIA,us_equity_broad
2016-10-04 15:05:00-04:00,2016-10-04 15:45:00-04:00,149.92,150.22,short,DIA,us_equity_broad
2016-10-07 10:05:00-04:00,2016-10-07 10:40:00-04:00,150.92,150.85,short,DIA,us_equity_broad
2016-10-07 12:05:00-04:00,2016-10-07 13:10:00-04:00,150.37,150.37,short,DIA,us_equity_broad
2016-10-11 10:05:00-04:00,2016-10-11 15:30:00-04:00,150.93,149.89,short,DIA,us_equity_broad
2016-10-13 10:05:00-04:00,2016-10-13 10:40:00-04:00,148.64,148.83,short,DIA,us_equity_broad
2016-11-01 12:50:00-04:00,2016-11-01 15:30:00-04:00,149.33,149.05,short,DIA,us_equity_broad
2016-11-07 11:30:00-05:00,2016-11-07 15:10:00-05:00,150.64,150.67,long,DIA,us_equity_broad
2016-11-08 11:35:00-05:00,2016-11-08 14:45:00-05:00,151.97,151.87,long,DIA,us_equity_broad
2016-11-08 15:40:00-05:00,2016-11-08 15:30:00-05:00,152.14,152.16,long,DIA,us_equity_broad
2016-11-09 11:40:00-05:00,2016-11-09 15:30:00-05:00,153.14,154.22,long,DIA,us_equity_broad
2016-11-10 13:55:00-05:00,2016-11-10 15:30:00-05:00,156.26,156.03,long,DIA,us_equity_broad
2016-12-07 12:35:00-05:00,2016-12-07 15:30:00-05:00,160.75,162.47,long,DIA,us_equity_broad
2016-12-09 15:35:00-05:00,2016-12-09 15:30:00-05:00,164.14,164.17,long,DIA,us_equity_broad
2016-12-12 10:05:00-05:00,2016-12-12 10:35:00-05:00,164.67,164.6,long,DIA,us_equity_broad
2016-12-13 13:35:00-05:00,2016-12-13 14:20:00-05:00,165.83,165.61,long,DIA,us_equity_broad
2016-12-15 10:10:00-05:00,2016-12-15 14:10:00-05:00,165.44,165.17,long,DIA,us_equity_broad
2016-12-19 10:05:00-05:00,2016-12-19 12:00:00-05:00,165.36,165.16,long,DIA,us_equity_broad
2016-12-20 10:10:00-05:00,2016-12-20 10:35:00-05:00,166.02,166.06,long,DIA,us_equity_broad
2016-12-22 12:10:00-05:00,2016-12-22 12:50:00-05:00,165.45,165.61,short,DIA,us_equity_broad
2016-12-27 10:40:00-05:00,2016-12-27 11:20:00-05:00,166.08,165.98,long,DIA,us_equity_broad
2016-12-28 12:15:00-05:00,2016-12-28 15:30:00-05:00,165.41,165.08,short,DIA,us_equity_broad
2016-12-30 15:05:00-05:00,2016-12-30 15:35:00-05:00,164.16,164.26,short,DIA,us_equity_broad
2017-01-05 11:45:00-05:00,2017-01-05 13:10:00-05:00,164.91,165.29,short,DIA,us_equity_broad
2017-01-06 11:35:00-05:00,2017-01-06 15:30:00-05:00,165.92,166.24,long,DIA,us_equity_broad
2017-01-11 10:10:00-05:00,2017-01-11 11:40:00-05:00,165.74,165.31,long,DIA,us_equity_broad
2017-01-11 12:05:00-05:00,2017-01-11 12:35:00-05:00,165.83,165.54,long,DIA,us_equity_broad
2017-01-12 10:10:00-05:00,2017-01-12 12:40:00-05:00,164.82,164.99,short,DIA,us_equity_broad
2017-01-19 11:05:00-05:00,2017-01-19 11:45:00-05:00,164.42,164.61,short,DIA,us_equity_broad
2017-01-19 14:40:00-05:00,2017-01-19 15:30:00-05:00,164.12,164.21,short,DIA,us_equity_broad
2017-01-20 10:05:00-05:00,2017-01-20 12:15:00-05:00,165.01,164.91,long,DIA,us_equity_broad
2017-01-23 10:35:00-05:00,2017-01-23 11:10:00-05:00,164.45,164.44,short,DIA,us_equity_broad
2017-01-23 11:40:00-05:00,2017-01-23 12:35:00-05:00,164.48,164.51,short,DIA,us_equity_broad
2017-01-24 12:35:00-05:00,2017-01-24 15:30:00-05:00,165.56,165.83,long,DIA,us_equity_broad
2017-01-30 10:20:00-05:00,2017-01-30 14:35:00-05:00,165.87,165.91,short,DIA,us_equity_broad
2017-01-30 15:05:00-05:00,2017-01-30 15:30:00-05:00,165.8,165.93,short,DIA,us_equity_broad
2017-01-31 10:05:00-05:00,2017-01-31 15:05:00-05:00,165.22,165.11,short,DIA,us_equity_broad
2017-02-03 11:15:00-05:00,2017-02-03 15:30:00-05:00,166.99,167.04,long,DIA,us_equity_broad
2017-02-09 11:05:00-05:00,2017-02-09 15:30:00-05:00,168.0,168.24,long,DIA,us_equity_broad
2017-02-13 10:10:00-05:00,2017-02-13 11:15:00-05:00,169.83,169.96,long,DIA,us_equity_broad
2017-02-13 12:45:00-05:00,2017-02-13 15:30:00-05:00,170.09,170.19,long,DIA,us_equity_broad
2017-02-15 11:35:00-05:00,2017-02-15 13:40:00-05:00,171.84,171.8,long,DIA,us_equity_broad
2017-02-15 14:05:00-05:00,2017-02-15 15:30:00-05:00,171.88,172.06,long,DIA,us_equity_broad
2017-03-01 10:05:00-05:00,2017-03-01 11:05:00-05:00,175.87,176.06,long,DIA,us_equity_broad
2017-03-01 11:35:00-05:00,2017-03-01 15:30:00-05:00,176.04,176.57,long,DIA,us_equity_broad
2017-03-15 15:35:00-04:00,2017-03-15 15:30:00-04:00,175.38,175.4,long,DIA,us_equity_broad
2017-03-21 10:35:00-04:00,2017-03-21 15:30:00-04:00,174.44,173.13,short,DIA,us_equity_broad
2017-03-23 11:40:00-04:00,2017-03-23 13:10:00-04:00,173.4,173.11,long,DIA,us_equity_broad
