entry_time,exit_time,entry_price,exit_price,direction,instrument,basket
2016-02-03 10:15:00-05:00,2016-02-03 12:05:00-05:00,145.45,146.09,short,VOO,us_equity_broad
2016-02-05 10:35:00-05:00,2016-02-05 15:30:00-05:00,146.21,144.83,short,VOO,us_equity_broad
2016-02-08 11:50:00-05:00,2016-02-08 12:10:00-05:00,141.68,142.17,short,VOO,us_equity_broad
2016-02-08 14:35:00-05:00,2016-02-08 15:05:00-05:00,141.26,141.55,short,VOO,us_equity_broad
2016-02-10 10:35:00-05:00,2016-02-10 11:10:00-05:00,144.87,143.97,long,VOO,us_equity_broad
2016-03-01 12:10:00-05:00,2016-03-01 15:30:00-05:00,152.1,152.63,long,VOO,us_equity_broad
2016-03-10 11:35:00-05:00,2016-03-10 12:05:00-05:00,153.14,153.32,short,VOO,us_equity_broad
2016-03-10 12:45:00-05:00,2016-03-10 13:40:00-05:00,152.54,152.9,short,VOO,us_equity_broad
2016-03-11 12:35:00-05:00,2016-03-11 13:10:00-05:00,156.11,155.89,long,VOO,us_equity_broad
2016-03-17 12:35:00-04:00,2016-03-17 13:35:00-04:00,157.86,157.95,long,VOO,us_equity_broad
2016-03-17 14:20:00-04:00,2016-03-17 15:30:00-04:00,158.29,158.21,long,VOO,us_equity_broad
2016-03-29 14:05:00-04:00,2016-03-29 15:30:00-04:00,158.72,159.07,long,VOO,us_equity_broad
2016-04-01 15:50:00-04:00,2016-04-01 15:30:00-04:00,160.5,160.49,long,VOO,us_equity_broad
2016-04-06 11:10:00-04:00,2016-04-06 14:40:00-04:00,159.26,159.21,long,VOO,us_equity_broad
2016-04-06 15:10:00-04:00,2016-04-06 15:30:00-04:00,159.79,159.95,long,VOO,us_equity_broad
2016-04-07 10:35:00-04:00,2016-04-07 11:50:00-04:00,158.78,158.74,short,VOO,us_equity_broad
2016-04-07 12:05:00-04:00,2016-04-07 13:15:00-04:00,158.64,158.73,short,VOO,us_equity_broad
2016-04-07 14:10:00-04:00,2016-04-07 15:35:00-04:00,157.84,157.98,short,VOO,us_equity_broad
2016-04-11 10:40:00-04:00,2016-04-11 11:05:00-04:00,159.3,159.07,long,VOO,us_equity_broad
2016-04-12 11:10:00-04:00,2016-04-12 15:30:00-04:00,159.16,159.9,long,VOO,us_equity_broad
2016-04-18 10:35:00-04:00,2016-04-18 11:35:00-04:00,161.83,161.92,long,VOO,us_equity_broad
2016-04-18 12:10:00-04:00,2016-04-18 13:05:00-04:00,161.94,162.03,long,VOO,us_equity_broad
2016-04-21 10:10:00-04:00,2016-04-21 10:40:00-04:00,162.66,162.87,short,VOO,us_equity_broad
2016-04-21 14:40:00-04:00,2016-04-21 15:05:00-04:00,161.96,162.16,short,VOO,us_equity_broad
2016-04-25 10:40:00-04:00,2016-04-25 11:05:00-04:00,161.2,161.07,short,VOO,us_equity_broad
2016-04-29 10:05:00-04:00,2016-04-29 10:40:00-04:00,159.96,160.16,short,VOO,us_equity_broad
2016-04-29 11:05:00-04:00,2016-04-29 13:35:00-04:00,159.85,159.66,short,VOO,us_equity_broad
2016-04-29 14:15:00-04:00,2016-04-29 15:35:00-04:00,159.28,159.92,short,VOO,us_equity_broad
2016-05-03 10:05:00-04:00,2016-05-03 12:05:00-04:00,159.63,159.65,short,VOO,us_equity_broad
2016-05-10 10:50:00-04:00,2016-05-10 15:30:00-04:00,161.11,161.51,long,VOO,us_equity_broad
2016-05-11 15:05:00-04:00,2016-05-11 15:35:00-04:00,160.52,160.43,short,VOO,us_equity_broad
2016-05-12 12:05:00-04:00,2016-05-12 13:10:00-04:00,159.56,159.79,short,VOO,us_equity_broad
2016-05-13 14:45:00-04:00,2016-05-13 15:30:00-04:00,158.79,158.85,short,VOO,us_equity_broad
2016-05-16 10:40:00-04:00,2016-05-16 15:30:00-04:00,159.59,160.5,long,VOO,us_equity_broad
2016-05-17 14:10:00-04:00,2016-05-17 15:30:00-04:00,159.13,158.68,short,VOO,us_equity_broad
2016-05-18 10:35:00-04:00,2016-05-18 11:10:00-04:00,159.24,159.2,long,VOO,us_equity_broad
2016-05-18 13:05:00-04:00,2016-05-18 14:05:00-04:00,159.7,159.15,long,VOO,us_equity_broad
2016-05-19 10:15:00-04:00,2016-05-19 10:35:00-04:00,157.72,157.71,short,VOO,us_equity_broad
2016-05-19 11:15:00-04:00,2016-05-19 12:25:00-04:00,157.66,157.76,short,VOO,us_equity_broad
2016-05-20 10:15:00-04:00,2016-05-20 10:40:00-04:00,159.74,159.63,long,VOO,us_equity_broad
2016-05-20 11:45:00-04:00,2016-05-20 12:05:00-04:00,159.8,159.66,long,VOO,us_equity_broad
2016-05-24 10:10:00-04:00,2016-05-24 15:30:00-04:00,160.73,161.34,long,VOO,us_equity_broad
2016-05-25 10:35:00-04:00,2016-05-25 11:15:00-04:00,162.51,162.41,long,VOO,us_equity_broad
2016-06-03 10:10:00-04:00,2016-06-03 11:05:00-04:00,162.37,162.56,short,VOO,us_equity_broad
2016-06-14 11:05:00-04:00,2016-06-14 11:45:00-04:00,160.9,160.87,short,VOO,us_equity_broad
2016-06-16 10:05:00-04:00,2016-06-16 11:15:00-04:00,159.79,160.02,short,VOO,us_equity_broad
2016-06-17 10:35:00-04:00,2016-06-17 13:35:00-04:00,160.99,160.98,short,VOO,us_equity_broad
2016-06-27 10:30:00-04:00,2016-06-27 15:30:00-04:00,155.72,155.42,short,VOO,us_equity_broad
2016-06-28 15:15:00-04:00,2016-06-28 15:30:00-04:00,158.12,157.96,long,VOO,us_equity_broad
2016-06-29 11:05:00-04:00,2016-06-29 15:30:00-04:00,160.41,161.3,long,VOO,us_equity_broad
2016-06-30 11:35:00-04:00,2016-06-30 15:30:00-04:00,162.17,163.21,long,VOO,us_equity_broad
2016-07-01 11:05:00-04:00,2016-07-01 11:40:00-04:00,163.99,163.82,long,VOO,us_equity_broad
2016-07-05 12:15:00-04:00,2016-07-05 12:35:00-04:00,162.44,162.4,short,VOO,us_equity_broad
2016-07-05 13:05:00-04:00,2016-07-05 14:35:00-04:00,162.41,162.26,short,VOO,us_equity_broad
2016-07-06 13:10:00-04:00,2016-07-06 13:35:00-04:00,163.24,163.18,long,VOO,us_equity_broad
2016-07-06 15:05:00-04:00,2016-07-06 15:35:00-04:00,163.44,163.4,long,VOO,us_equity_broad
2016-07-07 14:35:00-04:00,2016-07-07 15:20:00-04:00,162.89,163.09,short,VOO,us_equity_broad
2016-07-08 11:05:00-04:00,2016-07-08 15:30:00-04:00,165.31,165.75,long,VOO,us_equity_broad
2016-08-02 10:20:00-04:00,2016-08-02 15:10:00-04:00,168.22,167.93,short,VOO,us_equity_broad
2016-08-02 15:35:00-04:00,2016-08-02 15:30:00-04:00,168.18,168.07,short,VOO,us_equity_broad
2016-08-05 10:05:00-04:00,2016-08-05 10:40:00-04:00,169.93,169.9,long,VOO,us_equity_broad
2016-08-05 11:10:00-04:00,2016-08-05 12:05:00-04:00,170.09,170.14,long,VOO,us_equity_broad
2016-08-05 15:45:00-04:00,2016-08-05 15:30:00-04:00,170.08,170.14,long,VOO,us_equity_broad
2016-08-10 14:35:00-04:00,2016-08-10 15:35:00-04:00,169.51,169.66,short,VOO,us_equity_broad
2016-08-17 10:10:00-04:00,2016-08-17 10:35:00-04:00,169.61,169.64,short,VOO,us_equity_broad
2016-08-17 11:40:00-04:00,2016-08-17 13:00:00-04:00,169.38,169.88,short,VOO,us_equity_broad
2016-08-19 10:05:00-04:00,2016-08-19 10:45:00-04:00,170.02,170.41,short,VOO,us_equity_broad
2016-08-24 14:40:00-04:00,2016-08-24 15:30:00-04:00,170.23,169.92,short,VOO,us_equity_broad
2016-08-26 10:05:00-04:00,2016-08-26 11:05:00-04:00,170.3,170.54,long,VOO,us_equity_broad
2016-08-26 11:35:00-04:00,2016-08-26 12:15:00-04:00,170.38,169.25,long,VOO,us_equity_broad
2016-08-26 12:35:00-04:00,2016-08-26 15:35:00-04:00,169.33,169.54,short,VOO,us_equity_broad
2016-08-29 10:05:00-04:00,2016-08-29 15:30:00-04:00,170.18,170.29,long,VOO,us_equity_broad
2016-08-30 10:35:00-04:00,2016-08-30 11:05:00-04:00,169.88,169.95,short,VOO,us_equity_broad
2016-08-30 14:35:00-04:00,2016-08-30 15:10:00-04:00,169.72,169.82,short,VOO,us_equity_broad
2016-08-31 12:05:00-04:00,2016-08-31 14:15:00-04:00,169.15,169.41,short,VOO,us_equity_broad
2016-09-01 10:35:00-04:00,2016-09-01 12:35:00-04:00,168.73,169.44,short,VOO,us_equity_broad
2016-09-09 10:10:00-04:00,2016-09-09 15:30:00-04:00,168.9,167.21,short,VOO,us_equity_broad
2016-09-12 10:05:00-04:00,2016-09-12 15:30:00-04:00,166.57,168.76,long,VOO,us_equity_broad
2016-09-13 10:30:00-04:00,2016-09-13 15:30:00-04:00,166.85,166.56,short,VOO,us_equity_broad
2016-09-14 10:35:00-04:00,2016-09-14 11:15:00-04:00,167.2,166.81,long,VOO,us_equity_broad
2016-09-15 11:10:00-04:00,2016-09-15 15:30:00-04:00,167.33,167.95,long,VOO,us_equity_broad
2016-09-16 10:15:00-04:00,2016-09-16 10:50:00-04:00,166.93,167.24,short,VOO,us_equity_broad
2016-09-19 10:05:00-04:00,2016-09-19 10:40:00-04:00,168.39,168.13,long,VOO,us_equity_broad
2016-09-21 15:50:00-04:00,2016-09-21 15:30:00-04:00,169.23,169.07,long,VOO,us_equity_broad
2016-09-27 10:05:00-04:00,2016-09-27 10:45:00-04:00,168.54,168.23,long,VOO,us_equity_broad
2016-09-27 12:35:00-04:00,2016-09-27 14:10:00-04:00,168.89,168.96,long,VOO,us_equity_broad
2016-09-29 13:05:00-04:00,2016-09-29 14:40:00-04:00,168.48,168.89,short,VOO,us_equity_broad
2016-09-29 15:05:00-04:00,2016-09-29 15:40:00-04:00,168.71,168.71,short,VOO,us_equity_broad
2016-10-04 13:35:00-04:00,2016-10-04 14:15:00-04:00,168.28,168.2,short,VOO,us_equity_broad
2016-10-04 15:05:00-04:00,2016-10-04 15:35:00-04:00,167.93,168.36,short,VOO,us_equity_broad
2016-10-07 12:05:00-04:00,2016-10-07 13:50:00-04:00,168.22,168.71,short,VOO,us_equity_broad
2016-10-11 10:05:00-04:00,2016-10-11 15:30:00-04:00,168.53,167.3,short,VOO,us_equity_broad
2016-10-13 10:05:00-04:00,2016-10-13 10:45:00-04:00,165.79,165.93,short,VOO,us_equity_broad
2016-11-01 11:35:00-04:00,2016-11-01 15:30:00-04:00,166.15,165.16,short,VOO,us_equity_broad
2016-11-07 10:35:00-05:00,2016-11-07 15:10:00-05:00,166.3,166.58,long,VOO,us_equity_broad
2016-11-08 12:25:00-05:00,2016-11-08 14:15:00-05:00,168.22,167.8,long,VOO,us_equity_broad
