entry_time,exit_time,entry_price,exit_price,direction,instrument,basket
2016-02-03 10:35:00-05:00,2016-02-03 11:45:00-05:00,157.95,159.48,short,IVV,us_equity_broad
2016-02-05 11:10:00-05:00,2016-02-05 15:30:00-05:00,158.91,158.02,short,IVV,us_equity_broad
2016-02-08 11:45:00-05:00,2016-02-08 12:25:00-05:00,154.58,155.32,short,IVV,us_equity_broad
2016-02-08 14:35:00-05:00,2016-02-08 15:25:00-05:00,154.09,155.14,short,IVV,us_equity_broad
2016-02-10 10:35:00-05:00,2016-02-10 11:10:00-05:00,158.01,157.04,long,IVV,us_equity_broad
2016-03-01 12:10:00-05:00,2016-03-01 15:30:00-05:00,165.94,166.51,long,IVV,us_equity_broad
2016-03-10 11:35:00-05:00,2016-03-10 12:05:00-05:00,167.03,167.25,short,IVV,us_equity_broad
2016-03-10 12:45:00-05:00,2016-03-10 14:35:00-05:00,166.37,167.06,short,IVV,us_equity_broad
2016-03-17 12:35:00-04:00,2016-03-17 13:35:00-04:00,172.21,172.3,long,IVV,us_equity_broad
2016-03-17 14:20:00-04:00,2016-03-17 15:30:00-04:00,172.65,172.56,long,IVV,us_equity_broad
2016-03-29 14:30:00-04:00,2016-03-29 15:30:00-04:00,173.4,173.51,long,IVV,us_equity_broad
2016-04-01 15:05:00-04:00,2016-04-01 15:30:00-04:00,174.89,175.06,long,IVV,us_equity_broad
2016-04-06 11:10:00-04:00,2016-04-06 14:40:00-04:00,173.73,173.67,long,IVV,us_equity_broad
2016-04-06 15:10:00-04:00,2016-04-06 15:30:00-04:00,174.3,174.48,long,IVV,us_equity_broad
2016-04-07 10:35:00-04:00,2016-04-07 11:05:00-04:00,173.2,172.89,short,IVV,us_equity_broad
2016-04-07 12:35:00-04:00,2016-04-07 13:15:00-04:00,172.87,173.14,short,IVV,us_equity_broad
2016-04-07 14:10:00-04:00,2016-04-07 15:35:00-04:00,172.17,172.32,short,IVV,us_equity_broad
2016-04-11 10:40:00-04:00,2016-04-11 11:05:00-04:00,173.78,173.53,long,IVV,us_equity_broad
2016-04-12 11:45:00-04:00,2016-04-12 15:30:00-04:00,173.84,174.43,long,IVV,us_equity_broad
2016-04-18 10:35:00-04:00,2016-04-18 11:35:00-04:00,176.53,176.61,long,IVV,us_equity_broad
2016-04-18 12:10:00-04:00,2016-04-18 13:20:00-04:00,176.65,176.74,long,IVV,us_equity_broad
2016-04-21 14:40:00-04:00,2016-04-21 15:05:00-04:00,176.64,176.89,short,IVV,us_equity_broad
2016-04-25 10:40:00-04:00,2016-04-25 11:05:00-04:00,175.82,175.67,short,IVV,us_equity_broad
2016-04-29 10:05:00-04:00,2016-04-29 10:40:00-04:00,174.48,174.72,short,IVV,us_equity_broad
2016-04-29 11:05:00-04:00,2016-04-29 13:35:00-04:00,174.39,174.17,short,IVV,us_equity_broad
2016-04-29 14:15:00-04:00,2016-04-29 15:35:00-04:00,173.76,174.44,short,IVV,us_equity_broad
2016-05-03 10:15:00-04:00,2016-05-03 12:05:00-04:00,174.18,174.13,short,IVV,us_equity_broad
2016-05-10 10:50:00-04:00,2016-05-10 15:30:00-04:00,175.73,176.14,long,IVV,us_equity_broad
2016-05-12 10:35:00-04:00,2016-05-12 14:15:00-04:00,174.84,175.0,short,IVV,us_equity_broad
2016-05-13 14:25:00-04:00,2016-05-13 15:30:00-04:00,173.3,173.27,short,IVV,us_equity_broad
2016-05-16 10:40:00-04:00,2016-05-16 15:30:00-04:00,174.07,175.07,long,IVV,us_equity_broad
2016-05-17 14:10:00-04:00,2016-05-17 15:30:00-04:00,173.57,173.09,short,IVV,us_equity_broad
2016-05-18 10:35:00-04:00,2016-05-18 11:10:00-04:00,173.71,173.66,long,IVV,us_equity_broad
2016-05-18 13:05:00-04:00,2016-05-18 14:05:00-04:00,174.19,173.61,long,IVV,us_equity_broad
2016-05-19 10:15:00-04:00,2016-05-19 10:35:00-04:00,172.02,172.05,short,IVV,us_equity_broad
2016-05-19 11:15:00-04:00,2016-05-19 12:15:00-04:00,171.97,172.23,short,IVV,us_equity_broad
2016-05-20 10:15:00-04:00,2016-05-20 10:40:00-04:00,174.21,174.11,long,IVV,us_equity_broad
2016-05-20 11:45:00-04:00,2016-05-20 12:05:00-04:00,174.29,174.13,long,IVV,us_equity_broad
2016-05-24 10:10:00-04:00,2016-05-24 15:30:00-04:00,175.3,175.99,long,IVV,us_equity_broad
2016-05-25 10:35:00-04:00,2016-05-25 11:15:00-04:00,177.26,177.12,long,IVV,us_equity_broad
2016-06-03 10:10:00-04:00,2016-06-03 11:05:00-04:00,177.15,177.27,short,IVV,us_equity_broad
2016-06-14 11:05:00-04:00,2016-06-14 11:40:00-04:00,175.52,175.59,short,IVV,us_equity_broad
2016-06-16 10:05:00-04:00,2016-06-16 11:15:00-04:00,174.3,174.51,short,IVV,us_equity_broad
2016-06-17 10:35:00-04:00,2016-06-17 13:35:00-04:00,175.57,175.62,short,IVV,us_equity_broad
2016-06-27 10:30:00-04:00,2016-06-27 15:30:00-04:00,169.85,169.48,short,IVV,us_equity_broad
2016-06-28 15:15:00-04:00,2016-06-28 15:30:00-04:00,172.46,172.29,long,IVV,us_equity_broad
2016-06-29 11:05:00-04:00,2016-06-29 15:30:00-04:00,174.96,175.95,long,IVV,us_equity_broad
2016-06-30 12:05:00-04:00,2016-06-30 15:30:00-04:00,177.0,178.04,long,IVV,us_equity_broad
2016-07-01 10:05:00-04:00,2016-07-01 11:40:00-04:00,178.79,178.69,long,IVV,us_equity_broad
2016-07-05 13:55:00-04:00,2016-07-05 14:05:00-04:00,176.85,176.99,short,IVV,us_equity_broad
2016-07-08 11:05:00-04:00,2016-07-08 15:30:00-04:00,180.32,180.81,long,IVV,us_equity_broad
2016-08-02 10:20:00-04:00,2016-08-02 15:05:00-04:00,183.48,183.31,short,IVV,us_equity_broad
2016-08-02 15:35:00-04:00,2016-08-02 15:30:00-04:00,183.44,183.33,short,IVV,us_equity_broad
2016-08-05 10:05:00-04:00,2016-08-05 10:40:00-04:00,185.36,185.33,long,IVV,us_equity_broad
2016-08-05 11:15:00-04:00,2016-08-05 12:05:00-04:00,185.49,185.57,long,IVV,us_equity_broad
2016-08-05 15:45:00-04:00,2016-08-05 15:30:00-04:00,185.51,185.59,long,IVV,us_equity_broad
2016-08-10 14:35:00-04:00,2016-08-10 15:35:00-04:00,184.89,185.05,short,IVV,us_equity_broad
2016-08-15 10:45:00-04:00,2016-08-15 11:05:00-04:00,186.67,186.71,long,IVV,us_equity_broad
2016-08-17 10:10:00-04:00,2016-08-17 11:10:00-04:00,185.0,185.04,short,IVV,us_equity_broad
2016-08-17 11:40:00-04:00,2016-08-17 13:00:00-04:00,184.74,185.29,short,IVV,us_equity_broad
2016-08-19 10:05:00-04:00,2016-08-19 10:45:00-04:00,185.46,185.88,short,IVV,us_equity_broad
2016-08-24 14:40:00-04:00,2016-08-24 15:30:00-04:00,185.67,185.35,short,IVV,us_equity_broad
2016-08-26 10:05:00-04:00,2016-08-26 11:05:00-04:00,185.76,186.0,long,IVV,us_equity_broad
2016-08-26 11:35:00-04:00,2016-08-26 12:15:00-04:00,185.83,184.63,long,IVV,us_equity_broad
2016-08-26 12:35:00-04:00,2016-08-26 15:35:00-04:00,184.68,184.92,short,IVV,us_equity_broad
2016-08-29 10:05:00-04:00,2016-08-29 15:30:00-04:00,185.62,185.74,long,IVV,us_equity_broad
2016-08-30 10:35:00-04:00,2016-08-30 11:05:00-04:00,185.29,185.38,short,IVV,us_equity_broad
2016-08-30 14:35:00-04:00,2016-08-30 15:10:00-04:00,185.11,185.23,short,IVV,us_equity_broad
2016-08-31 12:05:00-04:00,2016-08-31 14:15:00-04:00,184.49,184.78,short,IVV,us_equity_broad
2016-09-01 10:40:00-04:00,2016-09-01 12:35:00-04:00,184.09,184.79,short,IVV,us_equity_broad
2016-09-09 10:10:00-04:00,2016-09-09 15:30:00-04:00,184.22,182.37,short,IVV,us_equity_broad
2016-09-12 10:05:00-04:00,2016-09-12 15:30:00-04:00,181.69,184.06,long,IVV,us_equity_broad
2016-09-13 10:30:00-04:00,2016-09-13 15:30:00-04:00,182.02,181.69,short,IVV,us_equity_broad
2016-09-14 10:35:00-04:00,2016-09-14 11:10:00-04:00,182.35,181.9,long,IVV,us_equity_broad
2016-09-15 10:40:00-04:00,2016-09-15 15:30:00-04:00,181.86,183.17,long,IVV,us_equity_broad
2016-09-19 10:05:00-04:00,2016-09-19 10:50:00-04:00,183.62,183.33,long,IVV,us_equity_broad
2016-09-21 15:50:00-04:00,2016-09-21 15:30:00-04:00,184.56,184.37,long,IVV,us_equity_broad
2016-09-27 10:05:00-04:00,2016-09-27 10:40:00-04:00,183.79,183.49,long,IVV,us_equity_broad
2016-09-27 12:35:00-04:00,2016-09-27 14:10:00-04:00,184.19,184.27,long,IVV,us_equity_broad
2016-09-29 13:05:00-04:00,2016-09-29 14:40:00-04:00,183.75,184.15,short,IVV,us_equity_broad
2016-09-29 15:05:00-04:00,2016-09-29 15:40:00-04:00,184.01,184.03,short,IVV,us_equity_broad
2016-10-04 13:35:00-04:00,2016-10-04 14:15:00-04:00,183.52,183.45,short,IVV,us_equity_broad
2016-10-04 15:05:00-04:00,2016-10-04 15:45:00-04:00,183.15,183.54,short,IVV,us_equity_broad
2016-10-07 10:05:00-04:00,2016-10-07 13:50:00-04:00,184.25,184.02,short,IVV,us_equity_broad
2016-10-11 10:05:00-04:00,2016-10-11 15:30:00-04:00,183.81,182.44,short,IVV,us_equity_broad
2016-10-13 10:05:00-04:00,2016-10-13 10:45:00-04:00,180.84,180.96,short,IVV,us_equity_broad
2016-10-28 10:40:00-04:00,2016-10-28 11:20:00-04:00,182.77,182.73,long,IVV,us_equity_broad
2016-11-01 12:20:00-04:00,2016-11-01 15:30:00-04:00,180.61,180.13,short,IVV,us_equity_broad
2016-11-07 10:35:00-05:00,2016-11-07 15:10:00-05:00,181.37,181.66,long,IVV,us_equity_broad
2016-11-08 12:25:00-05:00,2016-11-08 14:15:00-05:00,183.45,183.01,long,IVV,us_equity_broad
2016-11-09 11:40:00-05:00,2016-11-09 15:30:00-05:00,184.38,185.2,long,IVV,us_equity_broad
2016-11-10 11:05:00-05:00,2016-11-10 11:35:00-05:00,184.32,184.73,short,IVV,us_equity_broad
2016-11-17 10:05:00-05:00,2016-11-17 10:35:00-05:00,186.82,186.68,long,IVV,us_equity_broad
2016-12-05 10:05:00-05:00,2016-12-05 10:45:00-05:00,189.25,189.19,long,IVV,us_equity_broad
2016-12-07 13:10:00-05:00,2016-12-07 15:30:00-05:00,190.67,192.01,long,IVV,us_equity_broad
2016-12-12 10:05:00-05:00,2016-12-12 10:35:00-05:00,193.89,193.71,long,IVV,us_equity_broad
2016-12-13 10:05:00-05:00,2016-12-13 10:35:00-05:00,194.49,194.29,long,IVV,us_equity_broad
2016-12-13 12:35:00-05:00,2016-12-13 14:35:00-05:00,194.81,194.85,long,IVV,us_equity_broad
2016-12-15 10:10:00-05:00,2016-12-15 14:05:00-05:00,194.22,193.89,long,IVV,us_equity_broad
2016-12-19 11:05:00-05:00,2016-12-19 11:50:00-05:00,194.35,193.9,long,IVV,us_equity_broad
2016-12-27 10:10:00-05:00,2016-12-27 11:30:00-05:00,194.93,194.86,long,IVV,us_equity_broad
2016-12-28 10:20:00-05:00,2016-12-28 11:05:00-05:00,193.99,193.97,short,IVV,us_equity_broad
2016-12-28 12:15:00-05:00,2016-12-28 15:30:00-05:00,193.51,193.19,short,IVV,us_equity_broad
2016-12-30 10:05:00-05:00,2016-12-30 10:35:00-05:00,192.55,192.53,short,IVV,us_equity_broad
2016-12-30 14:35:00-05:00,2016-12-30 15:30:00-05:00,192.13,192.1,short,IVV,us_equity_broad
2017-01-04 10:05:00-05:00,2017-01-04 10:35:00-05:00,194.49,194.4,long,IVV,us_equity_broad
2017-01-04 11:40:00-05:00,2017-01-04 12:35:00-05:00,194.72,194.73,long,IVV,us_equity_broad
2017-01-04 14:40:00-05:00,2017-01-04 15:05:00-05:00,194.96,194.95,long,IVV,us_equity_broad
2017-01-06 12:35:00-05:00,2017-01-06 13:35:00-05:00,195.8,195.78,long,IVV,us_equity_broad
2017-01-06 14:15:00-05:00,2017-01-06 14:40:00-05:00,195.92,195.72,long,IVV,us_equity_broad
2017-01-10 12:40:00-05:00,2017-01-10 13:05:00-05:00,195.57,195.47,long,IVV,us_equity_broad
2017-01-12 10:10:00-05:00,2017-01-12 12:40:00-05:00,193.93,194.29,short,IVV,us_equity_broad
2017-01-19 14:40:00-05:00,2017-01-19 15:30:00-05:00,194.31,194.32,short,IVV,us_equity_broad
2017-01-23 10:35:00-05:00,2017-01-23 11:10:00-05:00,194.22,194.15,short,IVV,us_equity_broad
2017-01-23 11:40:00-05:00,2017-01-23 12:35:00-05:00,194.12,194.19,short,IVV,us_equity_broad
2017-01-24 12:35:00-05:00,2017-01-24 15:30:00-05:00,195.42,196.0,long,IVV,us_equity_broad
