entry_time,exit_time,entry_price,exit_price,direction,instrument,basket
2016-02-03 10:15:00-05:00,2016-02-03 12:05:00-05:00,93.35,93.55,short,QQQ,us_equity_broad
2016-02-03 12:35:00-05:00,2016-02-03 14:50:00-05:00,92.97,94.05,short,QQQ,us_equity_broad
2016-02-05 10:10:00-05:00,2016-02-05 15:30:00-05:00,92.61,90.78,short,QQQ,us_equity_broad
2016-02-10 10:35:00-05:00,2016-02-10 11:10:00-05:00,90.96,90.31,long,QQQ,us_equity_broad
2016-02-17 11:35:00-05:00,2016-02-17 12:05:00-05:00,94.24,94.3,long,QQQ,us_equity_broad
2016-02-17 12:35:00-05:00,2016-02-17 15:05:00-05:00,94.64,94.65,long,QQQ,us_equity_broad
2016-03-01 11:40:00-05:00,2016-03-01 15:30:00-05:00,96.94,97.56,long,QQQ,us_equity_broad
2016-03-10 13:15:00-05:00,2016-03-10 14:50:00-05:00,95.88,96.61,short,QQQ,us_equity_broad
2016-03-16 15:40:00-04:00,2016-03-16 15:30:00-04:00,99.61,99.57,long,QQQ,us_equity_broad
2016-03-29 12:35:00-04:00,2016-03-29 15:30:00-04:00,100.25,100.87,long,QQQ,us_equity_broad
2016-03-30 10:35:00-04:00,2016-03-30 11:00:00-04:00,101.91,101.97,long,QQQ,us_equity_broad
2016-04-01 11:05:00-04:00,2016-04-01 12:25:00-04:00,101.76,101.68,long,QQQ,us_equity_broad
2016-04-01 13:50:00-04:00,2016-04-01 15:30:00-04:00,102.06,102.28,long,QQQ,us_equity_broad
2016-04-06 11:15:00-04:00,2016-04-06 15:30:00-04:00,101.79,102.51,long,QQQ,us_equity_broad
2016-04-07 10:35:00-04:00,2016-04-07 11:50:00-04:00,101.65,101.51,short,QQQ,us_equity_broad
2016-04-07 12:05:00-04:00,2016-04-07 13:15:00-04:00,101.49,101.61,short,QQQ,us_equity_broad
2016-04-07 14:10:00-04:00,2016-04-07 15:30:00-04:00,100.98,101.16,short,QQQ,us_equity_broad
2016-04-12 15:15:00-04:00,2016-04-12 15:50:00-04:00,101.7,101.5,long,QQQ,us_equity_broad
2016-04-18 10:35:00-04:00,2016-04-18 11:00:00-04:00,103.09,103.1,long,QQQ,us_equity_broad
2016-04-19 10:05:00-04:00,2016-04-19 10:35:00-04:00,102.67,102.81,short,QQQ,us_equity_broad
2016-04-19 12:20:00-04:00,2016-04-19 13:35:00-04:00,102.05,102.36,short,QQQ,us_equity_broad
2016-04-22 10:50:00-04:00,2016-04-22 13:55:00-04:00,100.47,100.83,short,QQQ,us_equity_broad
2016-04-28 15:40:00-04:00,2016-04-28 15:30:00-04:00,98.74,98.67,short,QQQ,us_equity_broad
2016-04-29 10:05:00-04:00,2016-04-29 13:35:00-04:00,98.13,98.02,short,QQQ,us_equity_broad
2016-04-29 14:15:00-04:00,2016-04-29 15:35:00-04:00,97.62,98.0,short,QQQ,us_equity_broad
2016-05-10 11:40:00-04:00,2016-05-10 15:30:00-04:00,99.05,99.42,long,QQQ,us_equity_broad
2016-05-12 11:20:00-04:00,2016-05-12 14:15:00-04:00,97.73,98.44,short,QQQ,us_equity_broad
2016-05-13 10:05:00-04:00,2016-05-13 10:45:00-04:00,98.36,98.21,long,QQQ,us_equity_broad
2016-05-16 11:05:00-04:00,2016-05-16 15:30:00-04:00,98.68,99.19,long,QQQ,us_equity_broad
2016-05-17 10:35:00-04:00,2016-05-17 11:05:00-04:00,98.59,98.66,short,QQQ,us_equity_broad
2016-05-17 14:25:00-04:00,2016-05-17 15:30:00-04:00,97.89,97.77,short,QQQ,us_equity_broad
