,predicted_vol,exposure_symmetric,exposure_asymmetric_cap,exposure_binary_defensive,exposure_three_state,exposure
2022-01-26,0.15366552549771467,0.9761460777500859,0.9761460777500859,0.85,0.85,0.85
2022-01-27,0.13234978610296844,1.133360350754928,1.0,0.85,0.85,0.85
2022-01-28,0.13749703502804728,1.0909326151607728,1.0,0.85,0.85,0.85
2022-01-31,0.21194186319492803,0.7077412538458312,0.7077412538458312,0.4,0.4,0.4
2022-02-01,0.2071872599609913,0.7239827392294372,0.7239827392294372,0.4,0.4,0.4
2022-02-02,0.16633845686146603,0.9017758300170271,0.9017758300170271,0.85,0.85,0.85
2022-02-03,0.16586423214868834,0.904354109724712,0.904354109724712,0.85,0.85,0.85
2022-02-04,0.23508951257449623,0.638054834336633,0.638054834336633,0.4,0.4,0.4
2022-02-07,0.17690671905988725,0.8479044820746539,0.8479044820746539,0.85,0.85,0.85
2022-02-08,0.1617129675535271,0.9275693982323953,0.9275693982323953,0.85,0.85,0.85
2022-02-09,0.1747869387981987,0.8581876942943854,0.8581876942943854,0.85,0.85,0.85
2022-02-10,0.19580680525744773,0.7660612193880558,0.7660612193880558,0.4,0.4,0.4
2022-02-11,0.19303624992821888,0.7770561231674256,0.7770561231674256,0.4,0.4,0.4
2022-02-14,0.2120226829529552,0.7074714738577421,0.7074714738577421,0.4,0.4,0.4
2022-02-15,0.1738825598740096,0.8626512061283533,0.8626512061283533,0.85,0.85,0.85
2022-02-16,0.2136782966240793,0.7019898715492501,0.7019898715492501,0.4,0.4,0.4
2022-02-17,0.1663773086143799,0.9015652509902157,0.9015652509902157,0.85,0.85,0.85
2022-02-18,0.2179168993293892,0.6883357851621669,0.6883357851621669,0.4,0.4,0.4
2022-02-22,0.1732744229658216,0.865678831489097,0.865678831489097,0.85,0.85,0.85
2022-02-23,0.18461054698036033,0.8125212911912213,0.8125212911912213,0.85,0.85,0.85
2022-02-24,0.17502495039519952,0.857020668546432,0.857020668546432,0.85,0.85,0.85
2022-02-25,0.19222418987790046,0.7803388329807971,0.7803388329807971,0.85,0.85,0.85
2022-02-28,0.23096616353455543,0.6494457790028543,0.6494457790028543,0.4,0.4,0.4
2022-03-01,0.18291687689168534,0.8200446156142435,0.8200446156142435,0.85,0.85,0.85
2022-03-02,0.21516939758256615,0.6971251566684387,0.6971251566684387,0.4,0.4,0.4
2022-03-03,0.21329061643797656,0.7032658187455657,0.7032658187455657,0.4,0.4,0.4
2022-03-04,0.1839609211653506,0.8153905680064228,0.8153905680064228,0.85,0.85,0.85
2022-03-07,0.17258653025392096,0.869129240731069,0.869129240731069,0.85,0.85,0.85
2022-03-08,0.24664297371416488,0.6081665240293257,0.6081665240293257,0.4,0.4,0.4
2022-03-09,0.19430971479444037,0.7719634613157892,0.7719634613157892,0.4,0.4,0.4
2022-03-10,0.2565516655828374,0.5846775528010237,0.5846775528010237,0.4,0.4,0.4
2022-03-11,0.20551369707406236,0.7298783591341043,0.7298783591341043,0.4,0.4,0.4
2022-03-14,0.22501804318402086,0.6666132096674988,0.6666132096674988,0.4,0.4,0.4
2022-03-15,0.18904601706283786,0.793457605351933,0.793457605351933,0.85,0.85,0.85
2022-03-16,0.23485392092813923,0.6386948934350434,0.6386948934350434,0.4,0.4,0.4
2022-03-17,0.23021952081365893,0.6515520468023687,0.6515520468023687,0.4,0.4,0.4
2022-03-18,0.20578860125052678,0.7289033459019928,0.7289033459019928,0.4,0.4,0.4
2022-03-21,0.18044673943184847,0.8312702156452781,0.8312702156452781,0.85,0.85,0.85
2022-03-22,0.14127039931667656,1.0617935584917182,1.0,0.85,0.85,0.85
2022-03-23,0.16083012781583123,0.9326610756149311,0.9326610756149311,0.85,0.85,0.85
2022-03-24,0.1787159838467427,0.8393205619964692,0.8393205619964692,0.85,0.85,0.85
2022-03-25,0.18561321063927477,0.8081321339326092,0.8081321339326092,0.85,0.85,0.85
2022-03-28,0.15965009628888494,0.9395547104999974,0.9395547104999974,0.85,0.85,0.85
2022-03-29,0.16230071472682217,0.9242103477638639,0.9242103477638639,0.85,0.85,0.85
2022-03-30,0.1756946185796286,0.8537540945343,0.8537540945343,0.85,0.85,0.85
2022-03-31,0.14598775972156397,1.0274834019378638,1.0,0.85,0.85,0.85
2022-04-01,0.18352002558212718,0.8173494937361666,0.8173494937361666,0.85,0.85,0.85
2022-04-04,0.15355592947058477,0.9768427732954073,0.9768427732954073,0.85,0.85,0.85
2022-04-05,0.16770787752786004,0.8944123687635462,0.8944123687635462,0.85,0.85,0.85
2022-04-06,0.16857823763905205,0.8897945672036833,0.8897945672036833,0.85,0.85,0.85
2022-04-07,0.16435854961952984,0.9126388639181342,0.9126388639181342,0.85,0.85,0.85
2022-04-08,0.1460260970329395,1.0272136491202946,1.0,0.85,0.85,0.85
2022-04-11,0.13920293167971004,1.0775635124203617,1.0,0.85,0.85,0.85
2022-04-12,0.17003085373137783,0.8821928297612182,0.8821928297612182,0.85,0.85,0.85
2022-04-13,0.13757262049166374,1.090333232469678,1.0,0.85,0.85,0.85
2022-04-14,0.1657736878647208,0.9048480608237848,0.9048480608237848,0.85,0.85,0.85
2022-04-18,0.1681491181911606,0.8920653382759477,0.8920653382759477,0.85,0.85,0.85
2022-04-19,0.14151713363307408,1.0599423274705402,1.0,0.85,0.85,0.85
2022-04-20,0.17931807064708433,0.8365024197433777,0.8365024197433777,0.85,0.85,0.85
2022-04-21,0.14304473208864965,1.0486230272851986,1.0,0.85,0.85,0.85
2022-04-22,0.1810500246413972,0.8285003014890637,0.8285003014890637,0.4,0.4,0.4
2022-04-25,0.23212687318617203,0.646198339473155,0.646198339473155,0.4,0.4,0.4
2022-04-26,0.1855701014739597,0.8083198683870358,0.8083198683870358,0.4,0.4,0.4
2022-04-27,0.2320394723020191,0.646441739036375,0.646441739036375,0.4,0.4,0.4
2022-04-28,0.17678244919602842,0.8485005196057092,0.8485005196057092,0.85,0.85,0.85
2022-04-29,0.2638739687948567,0.568453192579274,0.568453192579274,0.4,0.4,0.4
2022-05-02,0.3065106569837336,0.4893793954053625,0.4893793954053625,0.4,0.4,0.4
2022-05-03,0.23697386928799302,0.6329811824851702,0.6329811824851702,0.4,0.4,0.4
2022-05-04,0.2180697816526311,0.6878532131468761,0.6878532131468761,0.4,0.4,0.4
2022-05-05,0.2979603089646026,0.5034227562766417,0.5034227562766417,0.4,0.4,0.4
2022-05-06,0.3262399899446029,0.4597842221165796,0.4597842221165796,0.4,0.4,0.4
2022-05-09,0.23362652424506794,0.6420503856944515,0.6420503856944515,0.4,0.4,0.4
2022-05-10,0.31020114516104963,0.48355720905583144,0.48355720905583144,0.4,0.4,0.4
2022-05-11,0.24297660956178163,0.6173433742059831,0.6173433742059831,0.4,0.4,0.4
2022-05-12,0.21940658864518925,0.683662240620179,0.683662240620179,0.4,0.4,0.4
2022-05-13,0.17402825604014271,0.8619289959752273,0.8619289959752273,0.85,0.85,0.85
2022-05-16,0.26186293054007004,0.5728187632004185,0.5728187632004185,0.4,0.4,0.4
2022-05-17,0.18525690278194906,0.8096864286700987,0.8096864286700987,0.4,0.4,0.4
2022-05-18,0.23572667626927024,0.6363301870368512,0.6363301870368512,0.4,0.4,0.4
2022-05-19,0.3251281501603848,0.46135654487624467,0.46135654487624467,0.4,0.4,0.4
2022-05-20,0.2496695075853778,0.6007942317453625,0.6007942317453625,0.4,0.4,0.4
2022-05-23,0.21751584815215042,0.689604924304533,0.689604924304533,0.4,0.4,0.4
2022-05-24,0.27162792896846355,0.5522259826875727,0.5522259826875727,0.4,0.4,0.4
2022-05-25,0.2305052669101536,0.6507443496224623,0.6507443496224623,0.4,0.4,0.4
2022-05-26,0.17996384279826533,0.8335007614176476,0.8335007614176476,0.85,0.85,0.85
2022-05-27,0.2099885200922741,0.71432476372559,0.71432476372559,0.4,0.4,0.4
2022-05-31,0.225091664402982,0.666395179038948,0.666395179038948,0.4,0.4,0.4
2022-06-01,0.18865687120729846,0.7950942843485312,0.7950942843485312,0.4,0.4,0.4
2022-06-02,0.1948137177456176,0.7699663131313262,0.7699663131313262,0.4,0.4,0.4
2022-06-03,0.22391667544101154,0.6698920466935742,0.6698920466935742,0.4,0.4,0.4
2022-06-06,0.2285272211345742,0.6563769482484041,0.6563769482484041,0.4,0.4,0.4
2022-06-07,0.17469535380076057,0.8586376039002988,0.8586376039002988,0.85,0.85,0.85
2022-06-08,0.19184201536587636,0.7818933705107491,0.7818933705107491,0.4,0.4,0.4
2022-06-09,0.1945943103874826,0.7708344591438211,0.7708344591438211,0.4,0.4,0.4
2022-06-10,0.22069077258219955,0.6796840585807922,0.6796840585807922,0.4,0.4,0.4
2022-06-13,0.2480809134991397,0.6046414368774895,0.6046414368774895,0.4,0.4,0.4
2022-06-14,0.28027938622568355,0.535180278578242,0.535180278578242,0.4,0.4,0.4
2022-06-15,0.1801766318102424,0.8325163951226278,0.8325163951226278,0.85,0.85,0.85
2022-06-16,0.24173260315229728,0.6205203520085225,0.6205203520085225,0.4,0.4,0.4
2022-06-17,0.289541060250298,0.5180612375679301,0.5180612375679301,0.4,0.4,0.4
2022-06-21,0.22134289033659166,0.6776815816035384,0.6776815816035384,0.4,0.4,0.4
2022-06-22,0.2689576357081768,0.5577086503048841,0.5577086503048841,0.4,0.4,0.4
2022-06-23,0.21801943036326482,0.6880120719060197,0.6880120719060197,0.4,0.4,0.4
2022-06-24,0.23177674125515585,0.6471745145250344,0.6471745145250344,0.4,0.4,0.4
2022-06-27,0.24714881422289414,0.6069217870684206,0.6069217870684206,0.4,0.4,0.4
2022-06-28,0.19317758968875054,0.7764875845157885,0.7764875845157885,0.4,0.4,0.4
2022-06-29,0.24631016766335834,0.6089882582720288,0.6089882582720288,0.4,0.4,0.4
2022-06-30,0.20166527532700462,0.7438067845680013,0.7438067845680013,0.4,0.4,0.4
2022-07-01,0.21825980584252658,0.6872543454392345,0.6872543454392345,0.4,0.4,0.4
2022-07-05,0.1825574906776425,0.8216589713366949,0.8216589713366949,0.85,0.85,0.85
2022-07-06,0.16439357245766886,0.9124444329392793,0.9124444329392793,0.85,0.85,0.85
2022-07-07,0.14263058524726824,1.0516678434709914,1.0,0.85,0.85,0.85
2022-07-08,0.1801600930595867,0.8325928203777545,0.8325928203777545,0.85,0.85,0.85
2022-07-11,0.13775257570880853,1.0889088587140539,1.0,0.85,0.85,0.85
2022-07-12,0.17519786131699625,0.8561748349689942,0.8561748349689942,0.85,0.85,0.85
2022-07-13,0.17391586625692723,0.8624860010092688,0.8624860010092688,0.85,0.85,0.85
2022-07-14,0.16355286045690148,0.9171346779320142,0.9171346779320142,0.85,0.85,0.85
2022-07-15,0.1226641449369883,1.2228512258170792,1.0,0.85,0.85,0.85
2022-07-18,0.19851575524809711,0.7556075325736032,0.7556075325736032,0.4,0.4,0.4
2022-07-19,0.1720911615291964,0.8716310510493679,0.8716310510493679,0.85,0.85,0.85
2022-07-20,0.23206480654434367,0.6463711677510977,0.6463711677510977,0.4,0.4,0.4
2022-07-21,0.18129254480329055,0.8273919932160245,0.8273919932160245,0.85,0.85,0.85
2022-07-22,0.18140891603521647,0.826861233054724,0.826861233054724,0.85,0.85,0.85
2022-07-25,0.18777421039018038,0.7988317441905974,0.7988317441905974,0.85,0.85,0.85
2022-07-26,0.16209672837056582,0.9253733959212813,0.9253733959212813,0.85,0.85,0.85
2022-07-27,0.1631237491421097,0.9195472810603649,0.9195472810603649,0.85,0.85,0.85
2022-07-28,0.22526881893600373,0.6658711165996447,0.6658711165996447,0.4,0.4,0.4
2022-07-29,0.19601236381101336,0.7652578494723093,0.7652578494723093,0.4,0.4,0.4
2022-08-01,0.19432858776708758,0.7718884890975609,0.7718884890975609,0.4,0.4,0.4
2022-08-02,0.17190834211970402,0.8725580047508764,0.8725580047508764,0.85,0.85,0.85
2022-08-03,0.17204593312826771,0.8718601903142255,0.8718601903142255,0.85,0.85,0.85
2022-08-04,0.17790116993180602,0.8431647754621218,0.8431647754621218,0.85,0.85,0.85
2022-08-05,0.14483308632425493,1.0356749538857253,1.0,0.85,0.85,0.85
2022-08-08,0.13953229604334988,1.075019936269077,1.0,0.85,0.85,0.85
2022-08-09,0.13763715932674495,1.0898219691086923,1.0,0.85,0.85,0.85
2022-08-10,0.13989925700162203,1.0722001189631825,1.0,0.85,0.85,0.85
2022-08-11,0.1880732492303949,0.7975615916341503,0.7975615916341503,0.85,0.85,0.85
2022-08-12,0.1440938285027495,1.0409883723586246,1.0,0.85,0.85,0.85
2022-08-15,0.18585274014136138,0.8070906024087057,0.8070906024087057,0.85,0.85,0.85
2022-08-16,0.15517934325293506,0.9666235006260274,0.9666235006260274,0.85,0.85,0.85
2022-08-17,0.14297172351381526,1.049158507105117,1.0,0.85,0.85,0.85
2022-08-18,0.1481614329704897,1.0124092146832604,1.0,0.85,0.85,0.85
2022-08-19,0.13859178628362523,1.082315222440586,1.0,0.85,0.85,0.85
2022-08-22,0.15638617434288232,0.9591640733606002,0.9591640733606002,0.85,0.85,0.85
2022-08-23,0.186430796836257,0.804588096738897,0.804588096738897,0.85,0.85,0.85
2022-08-24,0.14404705907009582,1.041326362150909,1.0,0.85,0.85,0.85
2022-08-25,0.1518528656406162,0.9877982833396025,0.9877982833396025,0.85,0.85,0.85
2022-08-26,0.18894217326156243,0.793893694619185,0.793893694619185,0.85,0.85,0.85
2022-08-29,0.263002109854547,0.5703376299260767,0.5703376299260767,0.4,0.4,0.4
2022-08-30,0.19880197079989329,0.7545196830618166,0.7545196830618166,0.4,0.4,0.4
2022-08-31,0.2086154206834046,0.7190264243583433,0.7190264243583433,0.4,0.4,0.4
2022-09-01,0.19708504261791754,0.761092764866993,0.761092764866993,0.4,0.4,0.4
2022-09-02,0.16924012595416674,0.8863146322676614,0.8863146322676614,0.85,0.85,0.85
2022-09-06,0.14278067509415082,1.0505623390636631,1.0,0.85,0.85,0.85
2022-09-07,0.132089946217192,1.135589833259217,1.0,0.85,0.85,0.85
2022-09-08,0.19057290561453055,0.7871003462758926,0.7871003462758926,0.85,0.85,0.85
2022-09-09,0.1651726234529038,0.9081408096830889,0.9081408096830889,0.85,0.85,0.85
2022-09-12,0.1896619076315627,0.7908810043785389,0.7908810043785389,0.85,0.85,0.85
2022-09-13,0.1618999041479658,0.9264983867001547,0.9264983867001547,0.85,0.85,0.85
2022-09-14,0.3196226447024104,0.46930341916061613,0.46930341916061613,0.4,0.4,0.4
2022-09-15,0.23277865086867283,0.6443889911735324,0.6443889911735324,0.4,0.4,0.4
2022-09-16,0.2471258270417162,0.6069782417953392,0.6069782417953392,0.4,0.4,0.4
2022-09-19,0.2246211773641823,0.667790997091972,0.667790997091972,0.4,0.4,0.4
2022-09-20,0.2216683660158848,0.6766865416838547,0.6766865416838547,0.4,0.4,0.4
2022-09-21,0.1707934427206224,0.8782538580556891,0.8782538580556891,0.85,0.85,0.85
2022-09-22,0.18511238494537519,0.8103185534790851,0.8103185534790851,0.85,0.85,0.85
2022-09-23,0.16626434733720202,0.9021777813603287,0.9021777813603287,0.85,0.85,0.85
2022-09-26,0.18779112064117232,0.7987598108358761,0.7987598108358761,0.85,0.85,0.85
2022-09-27,0.1410739951088949,1.0632717949485666,1.0,0.85,0.85,0.85
2022-09-28,0.13423132222758616,1.1174739063188128,1.0,0.85,0.85,0.85
2022-09-29,0.21055906750021136,0.7123891731703714,0.7123891731703714,0.4,0.4,0.4
2022-09-30,0.22453446367316993,0.6680488934577922,0.6680488934577922,0.4,0.4,0.4
2022-10-03,0.21308202519824676,0.7039542629672463,0.7039542629672463,0.4,0.4,0.4
2022-10-04,0.26466275258450295,0.5667590113652551,0.5667590113652551,0.4,0.4,0.4
2022-10-05,0.29525034913589177,0.5080434297165254,0.5080434297165254,0.4,0.4,0.4
2022-10-06,0.23504039980441038,0.6381881588221555,0.6381881588221555,0.4,0.4,0.4
2022-10-07,0.23717567461332376,0.6324425986963061,0.6324425986963061,0.4,0.4,0.4
2022-10-10,0.29105710251721206,0.5153627886168128,0.5153627886168128,0.4,0.4,0.4
2022-10-11,0.23266072874644486,0.6447155942826559,0.6447155942826559,0.4,0.4,0.4
2022-10-12,0.16983821984838382,0.8831934303945626,0.8831934303945626,0.85,0.85,0.85
2022-10-13,0.15762997039546842,0.9515956871886352,0.9515956871886352,0.85,0.85,0.85
2022-10-14,0.2555481251920758,0.5869735881930519,0.5869735881930519,0.4,0.4,0.4
2022-10-17,0.2418845006346071,0.6201306805787914,0.6201306805787914,0.4,0.4,0.4
2022-10-18,0.26849473985133465,0.558670162711772,0.558670162711772,0.4,0.4,0.4
2022-10-19,0.23839103428653263,0.629218294425068,0.629218294425068,0.4,0.4,0.4
2022-10-20,0.2320129624322911,0.6465156016607255,0.6465156016607255,0.4,0.4,0.4
2022-10-21,0.22128671671632097,0.6778536110339277,0.6778536110339277,0.4,0.4,0.4
2022-10-24,0.2410666064524125,0.6222346686977177,0.6222346686977177,0.4,0.4,0.4
2022-10-25,0.2044330184157199,0.7337366593833246,0.7337366593833246,0.4,0.4,0.4
2022-10-26,0.21454069315542373,0.6991680589534252,0.6991680589534252,0.4,0.4,0.4
2022-10-27,0.19898873487829608,0.7538115164747482,0.7538115164747482,0.4,0.4,0.4
2022-10-28,0.18993498038065926,0.7897439413181113,0.7897439413181113,0.85,0.85,0.85
2022-10-31,0.22466360063352528,0.667664897994234,0.667664897994234,0.4,0.4,0.4
2022-11-01,0.1976044053747685,0.7590923882264471,0.7590923882264471,0.85,0.85,0.85
2022-11-02,0.18322020794321403,0.8186869870079502,0.8186869870079502,0.85,0.85,0.85
2022-11-03,0.24370090741151132,0.6155085821929717,0.6155085821929717,0.4,0.4,0.4
2022-11-04,0.21696848967415308,0.6913446290070623,0.6913446290070623,0.4,0.4,0.4
2022-11-07,0.20637566325920467,0.7268298869697746,0.7268298869697746,0.4,0.4,0.4
2022-11-08,0.20307394358147401,0.7386472008892635,0.7386472008892635,0.4,0.4,0.4
2022-11-09,0.1968853660537092,0.7618646474674042,0.7618646474674042,0.85,0.85,0.85
2022-11-10,0.21903039688670947,0.684836452529397,0.684836452529397,0.4,0.4,0.4
2022-11-11,0.3567340094350099,0.4204813559480012,0.4204813559480012,0.4,0.4,0.4
2022-11-14,0.2701239938825445,0.5553005412219068,0.5553005412219068,0.4,0.4,0.4
2022-11-15,0.273913654722173,0.5476178255959638,0.5476178255959638,0.4,0.4,0.4
2022-11-16,0.27231410511692633,0.5508344855496667,0.5508344855496667,0.4,0.4,0.4
2022-11-17,0.25606520731783955,0.5857882902998739,0.5857882902998739,0.4,0.4,0.4
2022-11-18,0.15961238767065802,0.9397766814284358,0.9397766814284358,0.85,0.85,0.85
2022-11-21,0.15563073572179562,0.963819899098459,0.963819899098459,0.85,0.85,0.85
2022-11-22,0.14790076392793616,1.0141935444842372,1.0,0.85,0.85,0.85
2022-11-23,0.17559532704795658,0.8542368553978302,0.8542368553978302,0.85,0.85,0.85
2022-11-25,0.1550439318657174,0.9674677247601929,0.9674677247601929,0.85,0.85,0.85
2022-11-28,0.1403680660962921,1.0686191252154205,1.0,0.85,0.85,0.85
2022-11-29,0.19416545020831041,0.7725370288023564,0.7725370288023564,0.85,0.85,0.85
2022-11-30,0.1649601515614652,0.9093105127519784,0.9093105127519784,0.85,0.85,0.85
2022-12-01,0.256997940393586,0.5836622650371389,0.5836622650371389,0.4,0.4,0.4
2022-12-02,0.19915218649182972,0.7531928353001225,0.7531928353001225,0.85,0.85,0.85
2022-12-05,0.19740507032667504,0.7598589020625106,0.7598589020625106,0.85,0.85,0.85
2022-12-06,0.23394292127753946,0.6411820421018283,0.6411820421018283,0.4,0.4,0.4
2022-12-07,0.23545880873986447,0.6370541021708829,0.6370541021708829,0.4,0.4,0.4
2022-12-08,0.15480082736184914,0.9689870691024981,0.9689870691024981,0.85,0.85,0.85
2022-12-09,0.17764539691635736,0.8443787601804625,0.8443787601804625,0.85,0.85,0.85
2022-12-12,0.17401977132461927,0.8619710212133747,0.8619710212133747,0.85,0.85,0.85
2022-12-13,0.1813398391870274,0.8271762050328907,0.8271762050328907,0.85,0.85,0.85
2022-12-14,0.15370723960292654,0.9758811646575432,0.9758811646575432,0.85,0.85,0.85
2022-12-15,0.15636722812593776,0.9592802903635945,0.9592802903635945,0.85,0.85,0.85
2022-12-16,0.21996259150214809,0.6819341369622622,0.6819341369622622,0.4,0.4,0.4
2022-12-19,0.19894974826203138,0.7539592349844998,0.7539592349844998,0.85,0.85,0.85
2022-12-20,0.1728045064200182,0.8680329182817164,0.8680329182817164,0.85,0.85,0.85
2022-12-21,0.14916297988979038,1.0056114466929265,1.0,0.85,0.85,0.85
2022-12-22,0.202570230749073,0.7404839272055104,0.7404839272055104,0.85,0.85,0.85
2022-12-23,0.1867679523431769,0.8031356456935524,0.8031356456935524,0.85,0.85,0.85
2022-12-27,0.16888355305968306,0.8881859558401779,0.8881859558401779,0.85,0.85,0.85
2022-12-28,0.16220108684666742,0.924778020395132,0.924778020395132,0.85,0.85,0.85
2022-12-29,0.18487026027333353,0.8113798280925373,0.8113798280925373,0.85,0.85,0.85
2022-12-30,0.20249219804162022,0.7407692812400062,0.7407692812400062,0.85,0.85,0.85
2023-01-03,0.15873711311028452,0.9449585989118102,0.9449585989118102,0.85,0.85,0.85
2023-01-04,0.16075633506603004,0.9330891994918152,0.9330891994918152,0.85,0.85,0.85
2023-01-05,0.1700718801416554,0.8819800185372372,0.8819800185372372,0.85,0.85,0.85
2023-01-06,0.1753178774797161,0.8555887292062081,0.8555887292062081,0.85,0.85,0.85
2023-01-09,0.2082448828327228,0.7203058147675625,0.7203058147675625,0.4,0.4,0.4
2023-01-10,0.16575845379219611,0.9049312211131519,0.9049312211131519,0.85,0.85,0.85
2023-01-11,0.17487866429503945,0.857737566813374,0.857737566813374,0.85,0.85,0.85
2023-01-12,0.1880405886090371,0.797700119477243,0.797700119477243,0.85,0.85,0.85
2023-01-13,0.15090645206364228,0.9939932849043459,0.9939932849043459,0.85,0.85,0.85
2023-01-17,0.13025798124030114,1.1515609145153156,1.0,0.85,0.85,0.85
2023-01-18,0.1282301712519167,1.1697715017888808,1.0,0.85,0.85,0.85
2023-01-19,0.17774009005686464,0.8439289073838675,0.8439289073838675,0.85,0.85,0.85
2023-01-20,0.1504030320222416,0.9973203198311721,0.9973203198311721,0.85,0.85,0.85
2023-01-23,0.19570068125882867,0.7664766368473387,0.7664766368473387,0.85,0.85,0.85
2023-01-24,0.1895595555480723,0.7913080380796735,0.7913080380796735,0.85,0.85,0.85
2023-01-25,0.16811892278881108,0.892225559810588,0.892225559810588,0.85,0.85,0.85
2023-01-26,0.1478590243957834,1.0144798439795308,1.0,0.85,0.85,0.85
2023-01-27,0.1572814596179488,0.9537042723558382,0.9537042723558382,0.85,0.85,0.85
2023-01-30,0.1298710918344287,1.1549914448338776,1.0,0.85,0.85,0.85
2023-01-31,0.16039895276606686,0.9351682003732706,0.9351682003732706,0.85,0.85,0.85
2023-02-01,0.17457678029530682,0.8592207952642169,0.8592207952642169,0.85,0.85,0.85
2023-02-02,0.16864822079474173,0.8894253333544615,0.8894253333544615,0.85,0.85,0.85
2023-02-03,0.17908663805632646,0.8375834268150251,0.8375834268150251,0.85,0.85,0.85
2023-02-06,0.18411828725676857,0.8146936528407538,0.8146936528407538,0.85,0.85,0.85
2023-02-07,0.16761244238173217,0.8949216291376485,0.8949216291376485,0.85,0.85,0.85
2023-02-08,0.17681977108968036,0.8483214239878312,0.8483214239878312,0.85,0.85,0.85
2023-02-09,0.17913489741111158,0.8373577799067957,0.8373577799067957,0.85,0.85,0.85
2023-02-10,0.16244288722676392,0.9234014647289903,0.9234014647289903,0.85,0.85,0.85
2023-02-13,0.14876302967798202,1.0083150385192852,1.0,0.85,0.85,0.85
2023-02-14,0.1731512424519559,0.8662946790094235,0.8662946790094235,0.85,0.85,0.85
2023-02-15,0.14228278403392902,1.0542385786057624,1.0,0.85,0.85,0.85
2023-02-16,0.1386511045146004,1.0818521823185658,1.0,0.85,0.85,0.85
2023-02-17,0.1668730421877855,0.898886950423077,0.898886950423077,0.85,0.85,0.85
2023-02-21,0.14588911405815158,1.0281781541301964,1.0,0.85,0.85,0.85
2023-02-22,0.1818129453953207,0.8250237609530555,0.8250237609530555,0.85,0.85,0.85
2023-02-23,0.14589730126486858,1.0281204566469888,1.0,0.85,0.85,0.85
2023-02-24,0.15612936242285053,0.9607417699801388,0.9607417699801388,0.85,0.85,0.85
2023-02-27,0.1644175181109983,0.9123115451647613,0.9123115451647613,0.85,0.85,0.85
2023-02-28,0.15434024375250643,0.9718787294422946,0.9718787294422946,0.85,0.85,0.85
2023-03-01,0.13376597796109807,1.1213613677135685,1.0,0.85,0.85,0.85
2023-03-02,0.13353554419850266,1.1232964294287269,1.0,0.85,0.85,0.85
2023-03-03,0.14323913524575624,1.0471998434132133,1.0,0.85,0.85,0.85
2023-03-06,0.16559946065924824,0.9058000515391349,0.9058000515391349,0.85,0.85,0.85
2023-03-07,0.13624631258660505,1.1009472267710174,1.0,0.85,0.85,0.85
2023-03-08,0.18050874842831066,0.8309846547940181,0.8309846547940181,0.85,0.85,0.85
2023-03-09,0.15331285260627153,0.9783915532849722,0.9783915532849722,0.85,0.85,0.85
2023-03-10,0.1956209095525812,0.7667891962217939,0.7667891962217939,0.85,0.85,0.85
2023-03-13,0.1677202786235989,0.8943462366684526,0.8943462366684526,0.85,0.85,0.85
2023-03-14,0.1417190786053894,1.0584319449159592,1.0,0.85,0.85,0.85
2023-03-15,0.19430106902194758,0.771997811206363,0.771997811206363,0.85,0.85,0.85
2023-03-16,0.17344888451590007,0.8648080984703564,0.8648080984703564,0.85,0.85,0.85
2023-03-17,0.19881865301267077,0.7544563738214264,0.7544563738214264,0.85,0.85,0.85
2023-03-20,0.18482774069651667,0.8115664858247491,0.8115664858247491,0.85,0.85,0.85
2023-03-21,0.18124736470776087,0.8275982397970673,0.8275982397970673,0.85,0.85,0.85
2023-03-22,0.18575219130344078,0.8075274856648298,0.8075274856648298,0.85,0.85,0.85
2023-03-23,0.20566597673275164,0.7293379409804587,0.7293379409804587,0.4,0.4,0.4
2023-03-24,0.16866779715401417,0.8893221025649122,0.8893221025649122,0.85,0.85,0.85
2023-03-27,0.16926319364677672,0.8861938426674395,0.8861938426674395,0.85,0.85,0.85
2023-03-28,0.15731946659395035,0.9534738659339452,0.9534738659339452,0.85,0.85,0.85
2023-03-29,0.14805332201054078,1.013148492468954,1.0,0.85,0.85,0.85
2023-03-30,0.15783428529986138,0.9503638560850235,0.9503638560850235,0.85,0.85,0.85
2023-03-31,0.14185321009943078,1.0574311282406565,1.0,0.85,0.85,0.85
2023-04-03,0.1630108699573205,0.920184034593969,0.920184034593969,0.85,0.85,0.85
2023-04-04,0.1418655154308331,1.0573394072862823,1.0,0.85,0.85,0.85
2023-04-05,0.15081045401137316,0.9946260090741982,0.9946260090741982,0.85,0.85,0.85
2023-04-06,0.14096852835849846,1.0640672903850816,1.0,0.85,0.85,0.85
2023-04-10,0.14277264485771907,1.0506214278616426,1.0,0.85,0.85,0.85
2023-04-11,0.11843238078116247,1.2665455090121651,1.0,0.85,1.0,0.85
2023-04-12,0.11228385090647115,1.3359000318304473,1.0,0.85,1.0,0.85
2023-04-13,0.11693676567085286,1.282744559758149,1.0,0.85,1.0,0.85
2023-04-14,0.14837121754517962,1.0109777521662813,1.0,0.85,0.85,0.85
2023-04-17,0.13051492665438674,1.149293830560938,1.0,0.85,0.85,0.85
2023-04-18,0.13076312525463635,1.1471123813223605,1.0,0.85,0.85,0.85
2023-04-19,0.12358365177952528,1.213752772636965,1.0,0.85,0.85,0.85
2023-04-20,0.11893932288598172,1.2611472502142445,1.0,0.85,1.0,0.85
2023-04-21,0.11461021276139728,1.3087838892008636,1.0,0.85,1.0,0.85
