,predicted_vol,exposure_symmetric,exposure_asymmetric_cap,exposure_binary_defensive,exposure_three_state,exposure
2019-05-31,0.1162008998884865,1.2908678000252078,1.0,0.85,0.85,0.85
2019-06-03,0.1275538805129247,1.1759736308829967,1.0,0.85,0.85,0.85
2019-06-04,0.11582971002172424,1.295004537021348,1.0,0.85,0.85,0.85
2019-06-05,0.15228714782428807,0.984981347034439,0.984981347034439,0.4,0.4,0.4
2019-06-06,0.14061306470037982,1.0667572058088768,1.0,0.4,0.4,0.4
2019-06-07,0.13701999551152777,1.0947307321096809,1.0,0.4,0.4,0.4
2019-06-10,0.13290592717918626,1.128617836567719,1.0,0.4,0.4,0.4
2019-06-11,0.12421506970692481,1.2075829474951196,1.0,0.85,0.85,0.85
2019-06-12,0.11461081763205916,1.3087769819560358,1.0,0.85,0.85,0.85
2019-06-13,0.11066934411818422,1.3553888946862684,1.0,0.85,0.85,0.85
2019-06-14,0.1117573422681882,1.3421936935475745,1.0,0.85,0.85,0.85
2019-06-17,0.1056403090359142,1.4199125444531306,1.0,0.85,0.85,0.85
2019-06-18,0.10300582926624374,1.4562282646381919,1.0,0.85,0.85,0.85
2019-06-19,0.11646893758825609,1.2878970402416114,1.0,0.85,0.85,0.85
2019-06-20,0.10729445218459902,1.398021956828919,1.0,0.85,0.85,0.85
2019-06-21,0.1162462103560232,1.2903646453557518,1.0,0.85,0.85,0.85
2019-06-24,0.10859195064145233,1.3813178519581832,1.0,0.85,0.85,0.85
2019-06-25,0.10621771317450518,1.4121938377035557,1.0,0.85,0.85,0.85
2019-06-26,0.11899514874476293,1.2605555905622716,1.0,0.85,0.85,0.85
2019-06-27,0.10882462537628315,1.3783644968346518,1.0,0.85,0.85,0.85
2019-06-28,0.10567182106454803,1.4194891172394462,1.0,0.85,0.85,0.85
2019-07-01,0.1095986660004695,1.3686297970027976,1.0,0.85,0.85,0.85
2019-07-02,0.11084129266568653,1.3532862743889305,1.0,0.85,0.85,0.85
2019-07-03,0.09800404175241477,1.5,1.0,0.85,0.85,0.85
2019-07-05,0.09474684206500392,1.5,1.0,0.85,0.85,0.85
2019-07-08,0.09207777335533224,1.5,1.0,0.85,0.85,0.85
2019-07-09,0.09795699058823439,1.5,1.0,0.85,0.85,0.85
2019-07-10,0.09149458346792487,1.5,1.0,0.85,0.85,0.85
2019-07-11,0.09502014755824519,1.5,1.0,0.85,0.85,0.85
2019-07-12,0.09036027179497193,1.5,1.0,0.85,0.85,0.85
2019-07-15,0.09227262120823772,1.5,1.0,0.85,0.85,0.85
2019-07-16,0.08508856339576651,1.5,1.0,0.85,1.0,0.85
2019-07-17,0.09102993121542355,1.5,1.0,0.85,0.85,0.85
2019-07-18,0.09765130214385928,1.5,1.0,0.85,0.85,0.85
2019-07-19,0.09380708218344506,1.5,1.0,0.85,0.85,0.85
2019-07-22,0.09555349666041683,1.5,1.0,0.85,0.85,0.85
2019-07-23,0.09078107204901853,1.5,1.0,0.85,0.85,0.85
2019-07-24,0.09927921616301968,1.5,1.0,0.85,0.85,0.85
2019-07-25,0.09499178331383179,1.5,1.0,0.85,0.85,0.85
2019-07-26,0.09439432265922272,1.5,1.0,0.85,0.85,0.85
2019-07-29,0.09518569917922493,1.5,1.0,0.85,0.85,0.85
2019-07-30,0.09151019432111843,1.5,1.0,0.85,0.85,0.85
2019-07-31,0.09139023209533073,1.5,1.0,0.85,0.85,0.85
2019-08-01,0.10446307700743841,1.4359140501798455,1.0,0.85,0.85,0.85
2019-08-02,0.10363670590011842,1.4473636410690722,1.0,0.85,0.85,0.85
2019-08-05,0.09835248931093224,1.5,1.0,0.85,0.85,0.85
2019-08-06,0.1425408110290589,1.0523301987486267,1.0,0.4,0.4,0.4
2019-08-07,0.14048835998455816,1.067704114536516,1.0,0.4,0.4,0.4
2019-08-08,0.13126014292173294,1.1427688303633887,1.0,0.4,0.4,0.4
2019-08-09,0.15790502354332633,0.9499381123795765,0.9499381123795765,0.4,0.4,0.4
2019-08-12,0.14712766482994544,1.0195227401547797,1.0,0.4,0.4,0.4
2019-08-13,0.14235513498629324,1.0537027695870813,1.0,0.4,0.4,0.4
2019-08-14,0.1493140360617743,1.0045941021776539,1.0,0.4,0.4,0.4
2019-08-15,0.1801429152163327,0.8326722137246739,0.8326722137246739,0.4,0.4,0.4
2019-08-16,0.1498954883887238,1.0006972298659529,1.0,0.4,0.4,0.4
2019-08-19,0.16775195012799599,0.8941773844390416,0.8941773844390416,0.4,0.4,0.4
2019-08-20,0.16631945251796548,0.9018788706257754,0.9018788706257754,0.4,0.4,0.4
2019-08-21,0.16096803763633397,0.9318620156063936,0.9318620156063936,0.4,0.4,0.4
2019-08-22,0.14500987387854256,1.0344123195751282,1.0,0.4,0.4,0.4
2019-08-23,0.13815739367409813,1.0857182233318443,1.0,0.4,0.4,0.4
2019-08-26,0.17609922730507271,0.8517924938997111,0.8517924938997111,0.4,0.4,0.4
2019-08-27,0.16302965623631122,0.9200779996896714,0.9200779996896714,0.4,0.4,0.4
2019-08-28,0.15686673204923102,0.9562256957894937,0.9562256957894937,0.4,0.4,0.4
2019-08-29,0.16010203605136294,0.9369025135437873,0.9369025135437873,0.4,0.4,0.4
2019-08-30,0.16897098535471408,0.8877263731705828,0.8877263731705828,0.4,0.4,0.4
2019-09-03,0.14115913592911078,1.0626304773877975,1.0,0.4,0.4,0.4
2019-09-04,0.1469007116501356,1.0210978443538503,1.0,0.4,0.4,0.4
2019-09-05,0.14485580831228567,1.035512498584967,1.0,0.4,0.4,0.4
2019-09-06,0.14694683726967228,1.0207773286384152,1.0,0.4,0.4,0.4
2019-09-09,0.13551737108101858,1.1068691696382085,1.0,0.4,0.4,0.4
2019-09-10,0.1320890259303025,1.135597745108275,1.0,0.4,0.4,0.4
2019-09-11,0.1286773943525108,1.1657059171487112,1.0,0.85,0.85,0.85
2019-09-12,0.1317958277561525,1.138124040447841,1.0,0.85,0.85,0.85
2019-09-13,0.12174986324186157,1.2320342381167053,1.0,0.85,0.85,0.85
2019-09-16,0.11034422561032824,1.3593824159835326,1.0,0.85,0.85,0.85
2019-09-17,0.1129234013521733,1.328334058342754,1.0,0.85,0.85,0.85
2019-09-18,0.1107273781397766,1.3546785133000048,1.0,0.85,0.85,0.85
2019-09-19,0.10484846108938044,1.4306361623384163,1.0,0.85,0.85,0.85
2019-09-20,0.10215118990546049,1.4684116762499089,1.0,0.85,0.85,0.85
2019-09-23,0.10881824337169216,1.3784453355642092,1.0,0.85,0.85,0.85
2019-09-24,0.10474688293491635,1.4320235199094307,1.0,0.85,0.85,0.85
2019-09-25,0.10287189693142818,1.4581241765181625,1.0,0.85,0.85,0.85
2019-09-26,0.10248634070193904,1.4636096768860631,1.0,0.85,0.85,0.85
2019-09-27,0.09885949911770683,1.5,1.0,0.85,0.85,0.85
2019-09-30,0.1018895492943341,1.4721823880748213,1.0,0.85,0.85,0.85
2019-10-01,0.10009072809914021,1.4986403121318537,1.0,0.85,0.85,0.85
2019-10-02,0.11131562947895557,1.3475196672930623,1.0,0.85,0.85,0.85
2019-10-03,0.12377176965836427,1.2119080175877834,1.0,0.85,0.85,0.85
2019-10-04,0.11876574552460027,1.2629904299209749,1.0,0.85,0.85,0.85
2019-10-07,0.1286676622983623,1.1657940878118311,1.0,0.85,0.85,0.85
2019-10-08,0.12053761525183272,1.244424818647798,1.0,0.85,0.85,0.85
2019-10-09,0.13424655886544581,1.1173470759153217,1.0,0.4,0.4,0.4
2019-10-10,0.1257297931426196,1.1930346519368713,1.0,0.85,0.85,0.85
2019-10-11,0.12469019663605027,1.2029815017280372,1.0,0.85,0.85,0.85
2019-10-14,0.126782769686958,1.1831260696573211,1.0,0.85,0.85,0.85
2019-10-15,0.11830516911847896,1.2679074052104997,1.0,0.85,0.85,0.85
2019-10-16,0.11449848711585367,1.310060977908159,1.0,0.85,0.85,0.85
2019-10-17,0.11002594786673894,1.3633147717270908,1.0,0.85,0.85,0.85
2019-10-18,0.11082271302677849,1.353513155410254,1.0,0.85,0.85,0.85
2019-10-21,0.11131602592232073,1.3475148682066136,1.0,0.85,0.85,0.85
2019-10-22,0.1144424105009156,1.310702905884702,1.0,0.85,0.85,0.85
2019-10-23,0.10978059378858873,1.3663617113318247,1.0,0.85,0.85,0.85
2019-10-24,0.10848097705391661,1.3827309088988737,1.0,0.85,0.85,0.85
2019-10-25,0.10739635546825416,1.3966954404178014,1.0,0.85,0.85,0.85
2019-10-28,0.10755891506453982,1.394584539180167,1.0,0.85,0.85,0.85
2019-10-29,0.10852071359757237,1.3822246005149337,1.0,0.85,0.85,0.85
2019-10-30,0.10184811783806669,1.4727812666945141,1.0,0.85,0.85,0.85
2019-10-31,0.10206909593259664,1.4695927168695164,1.0,0.85,0.85,0.85
2019-11-01,0.09836718375444359,1.5,1.0,0.85,0.85,0.85
2019-11-04,0.10679789902658543,1.4045220118296537,1.0,0.85,0.85,0.85
2019-11-05,0.10227505112590135,1.4666333416479926,1.0,0.85,0.85,0.85
2019-11-06,0.09919672447908878,1.5,1.0,0.85,0.85,0.85
2019-11-07,0.0926456349994311,1.5,1.0,0.85,0.85,0.85
2019-11-08,0.09381919949164529,1.5,1.0,0.85,0.85,0.85
2019-11-11,0.08786493604200145,1.5,1.0,0.85,1.0,0.85
2019-11-12,0.08653093740572398,1.5,1.0,0.85,1.0,0.85
2019-11-13,0.08604052313304741,1.5,1.0,0.85,1.0,0.85
2019-11-14,0.08305830616208518,1.5,1.0,0.85,1.0,0.85
2019-11-15,0.08239444893054301,1.5,1.0,0.85,1.0,0.85
2019-11-18,0.09293972422137774,1.5,1.0,0.85,0.85,0.85
2019-11-19,0.0842558110513187,1.5,1.0,0.85,1.0,0.85
2019-11-20,0.08400910247593546,1.5,1.0,0.85,1.0,0.85
2019-11-21,0.08914609513626034,1.5,1.0,0.85,1.0,0.85
2019-11-22,0.08796789996191816,1.5,1.0,0.85,1.0,0.85
2019-11-25,0.0844618697408817,1.5,1.0,0.85,1.0,0.85
2019-11-26,0.09472147821240266,1.5,1.0,0.85,0.85,0.85
2019-11-27,0.0889886329674194,1.5,1.0,0.85,1.0,0.85
2019-11-29,0.08953605350998743,1.5,1.0,0.85,1.0,0.85
2019-12-02,0.09055039435773807,1.5,1.0,0.85,0.85,0.85
2019-12-03,0.10268739606194544,1.4607440226599335,1.0,0.85,0.85,0.85
2019-12-04,0.09928620677034193,1.5,1.0,0.85,0.85,0.85
2019-12-05,0.10212511661442461,1.4687865725170033,1.0,0.85,0.85,0.85
2019-12-06,0.09663052753907157,1.5,1.0,0.85,0.85,0.85
2019-12-09,0.10784116852515166,1.3909344831052688,1.0,0.85,0.85,0.85
2019-12-10,0.09969134459206769,1.5,1.0,0.85,0.85,0.85
2019-12-11,0.09429943339638265,1.5,1.0,0.85,0.85,0.85
2019-12-12,0.09448401621541803,1.5,1.0,0.85,0.85,0.85
2019-12-13,0.10380576157262209,1.4450064979780588,1.0,0.85,0.85,0.85
2019-12-16,0.09397835955406135,1.5,1.0,0.85,0.85,0.85
2019-12-17,0.09972133714983955,1.5,1.0,0.85,0.85,0.85
2019-12-18,0.09204365378877524,1.5,1.0,0.85,0.85,0.85
2019-12-19,0.09266654387204024,1.5,1.0,0.85,0.85,0.85
2019-12-20,0.09404442742991934,1.5,1.0,0.85,0.85,0.85
2019-12-23,0.09442201130768768,1.5,1.0,0.85,0.85,0.85
2019-12-24,0.08909175431250861,1.5,1.0,0.85,1.0,0.85
2019-12-26,0.08817881008221946,1.5,1.0,0.85,1.0,0.85
2019-12-27,0.09284798765223995,1.5,1.0,0.85,0.85,0.85
2019-12-30,0.08887004913523008,1.5,1.0,0.85,1.0,0.85
2019-12-31,0.09682393048924216,1.5,1.0,0.85,0.85,0.85
2020-01-02,0.09372891436819637,1.5,1.0,0.85,0.85,0.85
2020-01-03,0.10332740474351704,1.4516961920444564,1.0,0.85,0.85,0.85
2020-01-06,0.10423868632339138,1.4390050881362622,1.0,0.85,0.85,0.85
2020-01-07,0.10096855570541144,1.4856110296124667,1.0,0.85,0.85,0.85
2020-01-08,0.09974552272399688,1.5,1.0,0.85,0.85,0.85
2020-01-09,0.1015071528309147,1.4777283749635077,1.0,0.85,0.85,0.85
2020-01-10,0.10137588555567097,1.4796418218968543,1.0,0.85,0.85,0.85
2020-01-13,0.09525829793658264,1.5,1.0,0.85,0.85,0.85
2020-01-14,0.10050221799381157,1.492504374472972,1.0,0.85,0.85,0.85
2020-01-15,0.09393158304690542,1.5,1.0,0.85,0.85,0.85
2020-01-16,0.09421208179003318,1.5,1.0,0.85,0.85,0.85
2020-01-17,0.10090068639031566,1.4866103033209577,1.0,0.85,0.85,0.85
2020-01-21,0.09427725941351352,1.5,1.0,0.85,0.85,0.85
2020-01-22,0.09401969163646237,1.5,1.0,0.85,0.85,0.85
2020-01-23,0.09153031789967951,1.5,1.0,0.85,0.85,0.85
2020-01-24,0.09245407419517858,1.5,1.0,0.85,0.85,0.85
2020-01-27,0.1037446959848507,1.4458570491343838,1.0,0.85,0.85,0.85
2020-01-28,0.11953590375252068,1.2548531051436242,1.0,0.85,0.85,0.85
2020-01-29,0.12142815515860785,1.2352983523802366,1.0,0.85,0.85,0.85
2020-01-30,0.1124566934818764,1.3338467934251874,1.0,0.85,0.85,0.85
2020-01-31,0.11451755783963348,1.3098428121393833,1.0,0.85,0.85,0.85
2020-02-03,0.1367004541642336,1.097289697514744,1.0,0.4,0.4,0.4
2020-02-04,0.12408694290911572,1.2088298452953556,1.0,0.85,0.85,0.85
2020-02-05,0.1357436722884069,1.1050238841432218,1.0,0.4,0.4,0.4
2020-02-06,0.13435465853569242,1.1164480758227766,1.0,0.4,0.4,0.4
2020-02-07,0.12641948712250323,1.186525933732406,1.0,0.85,0.85,0.85
2020-02-10,0.11713631174921416,1.2805593565311,1.0,0.85,0.85,0.85
2020-02-11,0.1195982451978935,1.2541990039385793,1.0,0.85,0.85,0.85
2020-02-12,0.11034622606577657,1.3593577718787238,1.0,0.85,0.85,0.85
2020-02-13,0.11206446109591073,1.338515337807425,1.0,0.85,0.85,0.85
2020-02-14,0.10721972069037855,1.3989963696432233,1.0,0.85,0.85,0.85
2020-02-18,0.10413732038935031,1.440405797260555,1.0,0.85,0.85,0.85
2020-02-19,0.1044878074731368,1.435574194037559,1.0,0.85,0.85,0.85
2020-02-20,0.10738095687939556,1.3968957286204091,1.0,0.85,0.85,0.85
2020-02-21,0.10598722277544595,1.4152649354517333,1.0,0.85,0.85,0.85
2020-02-24,0.11863394735184535,1.2643935681844,1.0,0.85,0.85,0.85
2020-02-25,0.16823510671401334,0.8916093848056837,0.8916093848056837,0.4,0.4,0.4
2020-02-26,0.1760533072369977,0.8520146673420596,0.8520146673420596,0.4,0.4,0.4
2020-02-27,0.14457034976596933,1.0375571494626679,1.0,0.4,0.4,0.4
2020-02-28,0.19903394698974314,0.7536402823169154,0.7536402823169154,0.4,0.4,0.4
2020-03-02,0.16448773110960058,0.9119221171581047,0.9119221171581047,0.4,0.4,0.4
2020-03-03,0.2438406904259587,0.6151557385191497,0.6151557385191497,0.4,0.4,0.4
2020-03-04,0.23071096779179737,0.6501641488295687,0.6501641488295687,0.4,0.4,0.4
2020-03-05,0.2682032951329697,0.5592772449929561,0.5592772449929561,0.4,0.4,0.4
2020-03-06,0.2561324194159721,0.585634572702772,0.585634572702772,0.4,0.4,0.4
2020-03-09,0.2425431473261742,0.6184466625984639,0.6184466625984639,0.4,0.4,0.4
2020-03-10,0.3141067555341074,0.4775446479810339,0.4775446479810339,0.4,0.4,0.4
2020-03-11,0.3167016665113602,0.47363186197386,0.47363186197386,0.4,0.4,0.4
2020-03-12,0.3126555770912566,0.47976115249726903,0.47976115249726903,0.4,0.4,0.4
2020-03-13,0.350512425554135,0.42794488601327263,0.42794488601327263,0.4,0.4,0.4
2020-03-16,0.3864882472649246,0.3881101199364028,0.3881101199364028,0.4,0.4,0.4
2020-03-17,0.4729595093368296,0.31715188518003523,0.31715188518003523,0.4,0.4,0.4
2020-03-18,0.43886448579021453,0.3417911561695671,0.3417911561695671,0.4,0.4,0.4
2020-03-19,0.46844063648044265,0.32021133163638865,0.32021133163638865,0.4,0.4,0.4
2020-03-20,0.41843351133090234,0.3584798921169059,0.3584798921169059,0.4,0.4,0.4
2020-03-23,0.41635782670620936,0.36026703565691126,0.36026703565691126,0.4,0.4,0.4
2020-03-24,0.37203657960486236,0.4031861602407861,0.4031861602407861,0.4,0.4,0.4
2020-03-25,0.46857882660677863,0.3201168970570597,0.3201168970570597,0.4,0.4,0.4
2020-03-26,0.38235427395619204,0.3923063248331471,0.3923063248331471,0.4,0.4,0.4
2020-03-27,0.4331874611269325,0.3462704105279885,0.3462704105279885,0.4,0.4,0.4
2020-03-30,0.3954398984944242,0.3793243943544939,0.3793243943544939,0.4,0.4,0.4
2020-03-31,0.3818258480726875,0.3928492551175969,0.3928492551175969,0.4,0.4,0.4
2020-04-01,0.3476660726032157,0.4314484841067365,0.4314484841067365,0.4,0.4,0.4
2020-04-02,0.39172862113269213,0.3829181527922867,0.3829181527922867,0.4,0.4,0.4
2020-04-03,0.3493379086876144,0.42938368917223146,0.42938368917223146,0.4,0.4,0.4
2020-04-06,0.3379461128513177,0.44385774623776714,0.44385774623776714,0.4,0.4,0.4
2020-04-07,0.4222567909435222,0.3552340737133647,0.3552340737133647,0.4,0.4,0.4
2020-04-08,0.3505321201056511,0.4279208420466281,0.4279208420466281,0.4,0.4,0.4
2020-04-09,0.35568708626869405,0.4217189934376381,0.4217189934376381,0.4,0.4,0.4
2020-04-13,0.3354896982352894,0.44710761847238695,0.44710761847238695,0.4,0.4,0.4
2020-04-14,0.316623936210536,0.47374813728630727,0.47374813728630727,0.4,0.4,0.4
2020-04-15,0.3045818960573338,0.49247838411172123,0.49247838411172123,0.4,0.4,0.4
2020-04-16,0.28470886315960137,0.5268539880892762,0.5268539880892762,0.4,0.4,0.4
2020-04-17,0.2551434779050658,0.5879045046795679,0.5879045046795679,0.4,0.4,0.4
2020-04-20,0.2661787792618638,0.5635310238327889,0.5635310238327889,0.4,0.4,0.4
2020-04-21,0.26112181508343096,0.5744445363635111,0.5744445363635111,0.4,0.4,0.4
2020-04-22,0.2702179447652037,0.5551074712315541,0.5551074712315541,0.4,0.4,0.4
2020-04-23,0.2612527507260016,0.5741566340762397,0.5741566340762397,0.4,0.4,0.4
2020-04-24,0.22427894357622313,0.6688099988709872,0.6688099988709872,0.4,0.4,0.4
2020-04-27,0.22987445666393103,0.6525300904540913,0.6525300904540913,0.4,0.4,0.4
2020-04-28,0.2210477653405301,0.6785863669280751,0.6785863669280751,0.4,0.4,0.4
2020-04-29,0.18747865500816874,0.8000910823339556,0.8000910823339556,0.4,0.4,0.4
2020-04-30,0.20957856424296872,0.7157220517366553,0.7157220517366553,0.4,0.4,0.4
2020-05-01,0.19705468025294826,0.7612100347347917,0.7612100347347917,0.4,0.4,0.4
2020-05-04,0.22205041023691585,0.6755222827103001,0.6755222827103001,0.4,0.4,0.4
2020-05-05,0.1953329408248392,0.767919631817295,0.767919631817295,0.4,0.4,0.4
2020-05-06,0.20046669916559268,0.7482539525235292,0.7482539525235292,0.4,0.4,0.4
2020-05-07,0.168458933245852,0.8904247291005178,0.8904247291005178,0.4,0.4,0.4
2020-05-08,0.17928067550045307,0.8366769010730379,0.8366769010730379,0.4,0.4,0.4
2020-05-11,0.16216056006971988,0.9250091386925925,0.9250091386925925,0.4,0.4,0.4
2020-05-12,0.14717316817400283,1.0192075217315089,1.0,0.4,0.4,0.4
2020-05-13,0.18379558547280153,0.816124063122274,0.816124063122274,0.4,0.4,0.4
2020-05-14,0.18441695122126922,0.8133742533246052,0.8133742533246052,0.4,0.4,0.4
2020-05-15,0.17871956538563863,0.839303742018016,0.839303742018016,0.4,0.4,0.4
2020-05-18,0.16355359087838967,0.9171305820581619,0.9171305820581619,0.4,0.4,0.4
2020-05-19,0.2077718037658853,0.7219458910267639,0.7219458910267639,0.4,0.4,0.4
2020-05-20,0.1800468958392447,0.8331162795160203,0.8331162795160203,0.4,0.4,0.4
2020-05-21,0.17074909126237336,0.8784819813155533,0.8784819813155533,0.4,0.4,0.4
2020-05-22,0.1668492778433002,0.8990149789013498,0.8990149789013498,0.4,0.4,0.4
2020-05-26,0.1622786974328007,0.9243357407531244,0.9243357407531244,0.4,0.4,0.4
2020-05-27,0.15719995084805588,0.9541987716331087,0.9541987716331087,0.4,0.4,0.4
2020-05-28,0.15480228659510203,0.9689779350116268,0.9689779350116268,0.4,0.4,0.4
2020-05-29,0.14046733994351018,1.0678638896438377,1.0,0.85,0.85,0.85
2020-06-01,0.13345431525980445,1.1239801403797618,1.0,0.85,0.85,0.85
2020-06-02,0.13098365178066979,1.145181081461775,1.0,0.85,0.85,0.85
2020-06-03,0.1289360285956743,1.1633676144189258,1.0,0.85,0.85,0.85
2020-06-04,0.13199477651638286,1.1364086061495196,1.0,0.85,0.85,0.85
2020-06-05,0.1230424922034874,1.2190910417510914,1.0,0.85,0.85,0.85
2020-06-08,0.23321108778729852,0.643194118355163,0.643194118355163,0.4,0.4,0.4
2020-06-09,0.18422785201607791,0.8142091348213147,0.8142091348213147,0.4,0.4,0.4
2020-06-10,0.18530190108349384,0.8094898062185157,0.8094898062185157,0.4,0.4,0.4
2020-06-11,0.18861562366101525,0.7952681601264578,0.7952681601264578,0.4,0.4,0.4
2020-06-12,0.4700710527970887,0.31910069575109345,0.31910069575109345,0.4,0.4,0.4
2020-06-15,0.30623155095161125,0.4898254263281383,0.4898254263281383,0.4,0.4,0.4
2020-06-16,0.29269269927274943,0.5124828886156145,0.5124828886156145,0.4,0.4,0.4
2020-06-17,0.3395052040398525,0.441819442574413,0.441819442574413,0.4,0.4,0.4
2020-06-18,0.288343582008725,0.5202127231514421,0.5202127231514421,0.4,0.4,0.4
2020-06-19,0.1542461591655657,0.9724715403706881,0.9724715403706881,0.4,0.4,0.4
2020-06-22,0.1778448008551909,0.8434320220703929,0.8434320220703929,0.4,0.4,0.4
2020-06-23,0.17910636114304365,0.837491192622702,0.837491192622702,0.4,0.4,0.4
2020-06-24,0.14584582836489146,1.0284833078990454,1.0,0.85,0.85,0.85
2020-06-25,0.25725489349661185,0.5830792874770935,0.5830792874770935,0.4,0.4,0.4
2020-06-26,0.2169563447917982,0.6913833294156354,0.6913833294156354,0.4,0.4,0.4
2020-06-29,0.2794834408319046,0.5367044271156571,0.5367044271156571,0.4,0.4,0.4
2020-06-30,0.26308648870162427,0.5701547074510555,0.5701547074510555,0.4,0.4,0.4
2020-07-01,0.2711126525971259,0.5532755427054906,0.5532755427054906,0.4,0.4,0.4
2020-07-02,0.21597871438028926,0.6945128848942225,0.6945128848942225,0.4,0.4,0.4
2020-07-06,0.21335405028605806,0.703056725658055,0.703056725658055,0.4,0.4,0.4
2020-07-07,0.18937292801196035,0.7920878743054887,0.7920878743054887,0.4,0.4,0.4
2020-07-08,0.16818487066644686,0.8918757044293713,0.8918757044293713,0.4,0.4,0.4
2020-07-09,0.155240363690239,0.966243549256974,0.966243549256974,0.85,0.85,0.85
2020-07-10,0.15321904530765912,0.9789905667327754,0.9789905667327754,0.85,0.85,0.85
2020-07-13,0.16890742159342886,0.8880604450943531,0.8880604450943531,0.4,0.4,0.4
2020-07-14,0.15331831465430573,0.9783566975557506,0.9783566975557506,0.85,0.85,0.85
2020-07-15,0.1664130904844059,0.9013713979072823,0.9013713979072823,0.4,0.4,0.4
2020-07-16,0.15838588095858439,0.9470541129813385,0.9470541129813385,0.85,0.85,0.85
2020-07-17,0.13938899526352785,1.0761251253473134,1.0,0.85,0.85,0.85
2020-07-20,0.1337934775958051,1.1211308854169661,1.0,0.85,0.85,0.85
2020-07-21,0.13335467057099587,1.124819995863155,1.0,0.85,0.85,0.85
2020-07-22,0.10917649903858746,1.373922055762054,1.0,0.85,0.85,0.85
2020-07-23,0.1151319358351533,1.302853104240087,1.0,0.85,0.85,0.85
2020-07-24,0.1516834291527699,0.9889016937303389,0.9889016937303389,0.85,0.85,0.85
2020-07-27,0.13894112084530763,1.079593996992474,1.0,0.85,0.85,0.85
2020-07-28,0.1407392277648974,1.0658009311417609,1.0,0.85,0.85,0.85
2020-07-29,0.13667276732743816,1.0975119837928846,1.0,0.85,0.85,0.85
2020-07-30,0.1608101939183186,0.9327766875039681,0.9327766875039681,0.4,0.4,0.4
2020-07-31,0.12731187759804788,1.178209000055624,1.0,0.85,0.85,0.85
2020-08-03,0.1352640970784461,1.1089417165370041,1.0,0.85,0.85,0.85
2020-08-04,0.1335723268195883,1.1229871004837702,1.0,0.85,0.85,0.85
2020-08-05,0.11276617694884748,1.3301860900014582,1.0,0.85,0.85,0.85
2020-08-06,0.11107605422682156,1.3504260755760575,1.0,0.85,0.85,0.85
2020-08-07,0.09462234397445402,1.5,1.0,0.85,0.85,0.85
2020-08-10,0.08586774836436993,1.5,1.0,0.85,1.0,0.85
2020-08-11,0.09072501263782509,1.5,1.0,0.85,1.0,0.85
2020-08-12,0.12630894603738368,1.1875643389155068,1.0,0.85,0.85,0.85
2020-08-13,0.15232184562554207,0.9847569754948351,0.9847569754948351,0.85,0.85,0.85
2020-08-14,0.11944442284836768,1.2558141805450558,1.0,0.85,0.85,0.85
2020-08-17,0.11579297318030653,1.2954153942176452,1.0,0.85,0.85,0.85
2020-08-18,0.12413495311264881,1.2083623205132192,1.0,0.85,0.85,0.85
2020-08-19,0.10859266790417685,1.3813087282500633,1.0,0.85,0.85,0.85
2020-08-20,0.09726387722288594,1.5,1.0,0.85,0.85,0.85
2020-08-21,0.0964602494869598,1.5,1.0,0.85,0.85,0.85
2020-08-24,0.0962552332369202,1.5,1.0,0.85,0.85,0.85
2020-08-25,0.12545211790886848,1.1956753102324162,1.0,0.85,0.85,0.85
2020-08-26,0.10773129330983122,1.392353098078991,1.0,0.85,0.85,0.85
2020-08-27,0.11562238848129866,1.2973265988555645,1.0,0.85,0.85,0.85
2020-08-28,0.09583540501080134,1.5,1.0,0.85,0.85,0.85
2020-08-31,0.10569168613460513,1.4192223199936975,1.0,0.85,0.85,0.85
2020-09-01,0.09982720784888711,1.5,1.0,0.85,0.85,0.85
2020-09-02,0.11812176918652756,1.2698760019682158,1.0,0.85,0.85,0.85
2020-09-03,0.14344733500939866,1.0456799353586597,1.0,0.85,0.85,0.85
2020-09-04,0.2776298312737068,0.5402877612676988,0.5402877612676988,0.4,0.4,0.4
2020-09-08,0.20948647797178552,0.7160366695372223,0.7160366695372223,0.4,0.4,0.4
2020-09-09,0.2703869142398869,0.554760574940103,0.554760574940103,0.4,0.4,0.4
2020-09-10,0.2688403858780172,0.5579518847590873,0.5579518847590873,0.4,0.4,0.4
2020-09-11,0.24299683538461195,0.617291989677899,0.617291989677899,0.4,0.4,0.4
2020-09-14,0.18007920158540797,0.8329668205956478,0.8329668205956478,0.4,0.4,0.4
2020-09-15,0.22574218711281602,0.6644748237733543,0.6644748237733543,0.4,0.4,0.4
2020-09-16,0.17192953167181568,0.8724504658473947,0.8724504658473947,0.4,0.4,0.4
2020-09-17,0.15185803038366788,0.9877646879853927,0.9877646879853927,0.85,0.85,0.85
2020-09-18,0.15084443223002814,0.9944019662009106,0.9944019662009106,0.85,0.85,0.85
2020-09-21,0.16701664890730245,0.8981140561816263,0.8981140561816263,0.4,0.4,0.4
2020-09-22,0.14795048909531738,1.0138526808340742,1.0,0.85,0.85,0.85
2020-09-23,0.15594838347378331,0.9618567160410271,0.9618567160410271,0.85,0.85,0.85
2020-09-24,0.21163819121240005,0.7087567661616425,0.7087567661616425,0.4,0.4,0.4
2020-09-25,0.1628924732221504,0.9208528609878258,0.9208528609878258,0.85,0.85,0.85
2020-09-28,0.2174347127294519,0.68986224930258,0.68986224930258,0.4,0.4,0.4
