,dlyret
1929-05-31,100000.0
1929-06-01,102526.42272727274
1929-06-03,106084.01535263745
1929-06-04,109667.01984817524
1929-06-05,109180.53570191264
1929-06-06,110044.51229811957
1929-06-07,108923.75395857276
1929-06-08,107738.06072154688
1929-06-10,106810.59028004858
1929-06-11,108331.82554703165
1929-06-12,109149.26672652274
1929-06-13,112777.0757887031
1929-06-14,113902.71916084233
1929-06-15,115734.18169181483
1929-06-17,119524.01189033373
1929-06-18,121244.07787076538
1929-06-19,120819.28408843541
1929-06-20,122370.36892229483
1929-06-21,124264.27426351958
1929-06-22,125830.393857191
1929-06-24,124268.33105817527
1929-06-25,127185.2208710784
1929-06-26,129378.01259239703
1929-06-27,128200.67855862493
1929-06-28,132279.08595448552
1929-06-29,135204.2274963686
1929-07-01,137100.65115640633
1929-07-02,139827.99908374652
1929-07-03,141835.39685081987
1929-07-05,143410.5772505664
1929-07-06,145805.5190550739
1929-07-08,146583.13633957438
1929-07-09,147154.19592155656
1929-07-10,147243.16066623176
1929-07-11,148192.86399356942
1929-07-12,152713.8645278925
1929-07-13,154910.26821369524
1929-07-15,153061.69053656605
1929-07-16,155975.5381146723
1929-07-17,156779.58492385622
1929-07-18,156355.73487918705
1929-07-19,158491.14733737224
1929-07-20,159621.76374829683
1929-07-22,153725.6406909385
1929-07-23,157349.19067587535
1929-07-24,155138.50172967988
1929-07-25,155949.16141074055
1929-07-26,153169.9475992954
1929-07-27,150693.530306723
1929-07-29,146056.99690352517
1929-07-30,151564.6880982878
1929-07-31,156958.3712673948
1929-08-01,159643.05526484663
1929-08-02,162752.09659116063
1929-08-03,164601.825371826
1929-08-05,162210.85254673168
1929-08-06,160963.73359269384
1929-08-07,157085.8839434611
1929-08-08,160524.6033735992
1929-08-09,143727.81750510432
1929-08-10,151838.4702973173
1929-08-12,156918.49075889942
1929-08-13,159474.69826274936
1929-08-14,159382.24415031934
1929-08-15,160295.54201634708
1929-08-16,166168.70874345754
1929-08-17,166992.50972122684
1929-08-19,171500.9032859206
1929-08-20,175257.83097794853
1929-08-21,172982.15924161678
1929-08-22,176403.94654425196
1929-08-23,179157.2335750461
1929-08-24,180306.4930073855
1929-08-26,180706.29935759926
1929-08-27,181227.40962556584
1929-08-28,182677.9171594744
1929-08-29,186792.91171116513
1929-08-30,195565.97194256898
1929-09-03,198705.03651614665
1929-09-04,196140.78374215955
1929-09-05,186599.47564809967
1929-09-06,198041.34200736682
1929-09-07,202156.11817612956
1929-09-09,198412.0483110671
1929-09-10,188456.85085994413
1929-09-11,193683.6889135884
1929-09-12,189026.73628784
1929-09-13,191468.3925165741
1929-09-14,194457.0807412823
1929-09-16,199977.49658751432
1929-09-17,197732.98736376496
1929-09-18,199155.85838880192
1929-09-19,199339.0862539322
1929-09-20,194617.52497856645
1929-09-21,194290.55441631994
1929-09-23,192601.3137467868
1929-09-24,184230.22658185783
1929-09-25,183144.95943710484
1929-09-26,189581.27419181634
1929-09-27,178123.5975862724
1929-09-28,181379.24863907235
1929-09-30,175664.79351224395
1929-10-01,171840.63806538124
1929-10-02,175807.2606141624
1929-10-03,156765.22460252116
1929-10-04,151769.82321865312
1929-10-05,170450.70521749387
1929-10-07,178762.21101425053
1929-10-08,179351.08386579403
1929-10-09,178987.50496072587
1929-10-10,185572.34868016618
1929-10-11,186131.76799321664
1929-10-14,183738.8809889459
1929-10-15,181303.75450300868
1929-10-16,164414.09972127608
1929-10-17,170591.83759324014
1929-10-18,159083.09886528985
1929-10-19,146985.9231163205
1929-10-21,140862.38221002484
1929-10-22,149801.14021052196
1929-10-23,126971.577728831
1929-10-24,113338.55382926989
1929-10-25,118463.63281727991
1929-10-26,117478.69289773564
1929-10-28,79189.90662995965
1929-10-29,51807.65425470677
1929-10-30,72355.34704693728
1929-10-31,85254.06734296681
1929-11-04,74919.72256539144
1929-11-06,54204.32627226718
1929-11-07,57409.19786861899
1929-11-08,57801.594251381204
1929-11-11,48753.95226840387
1929-11-12,39868.23222307384
1929-11-13,32698.886120560743
1929-11-14,41549.6218505349
1929-11-15,48297.75429149075
1929-11-18,47557.26994550691
1929-11-19,51067.19043702451
1929-11-20,55611.21617538377
1929-11-21,58774.503996239124
1929-11-22,58166.11061451884
1929-11-25,56232.29233993035
