,dlyret
2006-11-30,100000.0
2006-12-01,99439.66322899514
2006-12-04,101250.7324378789
2006-12-05,101895.54658189708
2006-12-06,101860.85623852404
2006-12-07,101197.95649745806
2006-12-08,101359.10367487984
2006-12-11,101488.59138620294
2006-12-12,101200.32817661311
2006-12-13,101279.30870824253
2006-12-14,102574.2921991609
2006-12-15,102446.73760163192
2006-12-18,101622.70495337635
2006-12-19,101790.99384707143
2006-12-20,101806.78075151803
2006-12-21,101159.69949812652
2006-12-22,100543.1222593945
2006-12-26,101108.36357458333
2006-12-27,102176.00038080855
2006-12-28,101866.53626953288
2006-12-29,101149.27496858024
2007-01-03,101013.86930082974
2007-01-04,101154.2783074177
2007-01-05,100079.46511709706
2007-01-08,100467.4899530978
2007-01-09,100634.52374189392
2007-01-10,101094.263906962
2007-01-11,102221.51940648496
2007-01-12,102813.94777788324
2007-01-16,102958.83470569461
2007-01-17,102896.78319461619
2007-01-18,102274.53846186008
2007-01-19,103043.96525068863
2007-01-22,102250.44630968384
2007-01-23,103127.0904897774
2007-01-24,104280.2157095568
2007-01-25,102678.51122224185
2007-01-26,102752.2673006952
2007-01-29,102712.44747999732
2007-01-30,103674.11672415219
2007-01-31,104792.67403628665
2007-02-01,106015.68992972551
2007-02-02,106467.80740255506
2007-02-05,106294.14716247248
2007-02-06,106745.85840334481
2007-02-07,107304.10150565293
2007-02-08,107308.0810187213
2007-02-09,106156.72793869469
2007-02-12,105596.59416218985
2007-02-13,106913.6310341706
2007-02-14,108260.21903450318
2007-02-15,108765.42225072991
2007-02-16,108710.30372129429
2007-02-20,109429.47348458327
2007-02-21,109401.47254160783
2007-02-22,109481.59176414163
2007-02-23,109155.52380814389
2007-02-26,108925.70053412995
2007-02-27,103530.78655538395
2007-02-28,104234.58757121436
2007-03-01,103629.2303530099
2007-03-02,101582.68886614428
2007-03-05,99806.30017574006
2007-03-06,102153.04205638473
2007-03-07,101909.09921175924
2007-03-08,103206.71710285041
2007-03-09,103538.7498615947
2007-03-12,104005.05952198495
2007-03-13,100737.43271404892
2007-03-14,101711.22374873413
2007-03-15,102551.70500089719
2007-03-16,101993.66474187035
2007-03-19,103547.84435264667
2007-03-20,104518.30423163397
2007-03-21,107056.01693840008
2007-03-22,106850.08962514575
2007-03-23,107297.92804737388
2007-03-26,107238.28142382663
2007-03-27,106244.15469847026
2007-03-28,105004.46470458618
2007-03-29,105321.9190747101
2007-03-30,105356.01674832811
2007-04-02,106004.88517326015
2007-04-03,107487.23036982355
2007-04-04,107500.31586107604
2007-04-05,108056.35317335906
2007-04-09,108211.64418745457
2007-04-10,108521.97244938122
2007-04-11,107516.42544729054
2007-04-12,108598.11469808778
2007-04-13,108993.92190571182
2007-04-16,110778.29474008098
2007-04-17,111073.67645718029
2007-04-18,111353.61924337654
2007-04-19,111065.03984975793
2007-04-20,112471.28351079521
2007-04-23,112604.75036863203
2007-04-24,112718.92038498237
2007-04-25,114369.64219547316
2007-04-26,114354.23519917132
2007-04-27,114084.93225305046
2007-04-30,112248.09062280101
2007-05-01,112769.46820916273
2007-05-02,114179.85374074984
2007-05-03,114743.2943996518
2007-05-04,114994.59340656408
2007-05-07,115338.28885142597
2007-05-08,115059.31908886567
2007-05-09,116013.43048925215
2007-05-10,113544.87138924263
2007-05-11,115112.17887242284
2007-05-14,114672.25567480813
2007-05-15,114207.48273599561
2007-05-16,115336.16147368746
2007-05-17,115132.9840920801
2007-05-18,116269.63807959683
2007-05-21,116705.51319871646
2007-05-22,116762.72842068803
2007-05-23,116353.07853238672
2007-05-24,114353.67169467823
2007-05-25,115300.10615053184
2007-05-29,115837.76720096415
2007-05-30,117317.0923738726
2007-05-31,117766.00349380005
2007-06-01,118563.53448643161
2007-06-04,119041.58644811629
2007-06-05,117936.8745802219
2007-06-06,116238.74026533191
2007-06-07,112976.07977940723
2007-06-08,115023.9178117689
2007-06-11,115132.02305613502
2007-06-12,113280.071137376
2007-06-13,115946.60176652647
2007-06-14,116615.53626833497
2007-06-15,117714.36440971484
2007-06-18,117382.44056578884
2007-06-19,117549.00690973252
2007-06-20,115350.97591376655
2007-06-21,116536.64452515527
2007-06-22,114666.48163119172
2007-06-25,113776.25209406266
2007-06-26,113076.69777124906
2007-06-27,114773.71167641527
2007-06-28,114719.98976003448
2007-06-29,114439.88543272388
2007-07-02,116446.03887539114
2007-07-03,116821.27482824937
2007-07-05,117090.76903923179
2007-07-06,117907.26559655115
2007-07-09,117886.01273485285
2007-07-10,115204.55173316807
2007-07-11,116046.29775042913
2007-07-12,118938.9287853789
2007-07-13,119484.96488368198
2007-07-16,118737.06201459604
2007-07-17,118693.59565547231
2007-07-18,118317.35410356625
2007-07-19,119305.95925604383
2007-07-20,116816.95306822358
2007-07-23,117161.99184628841
2007-07-24,113481.98985292195
2007-07-25,113658.02991954863
2007-07-26,109408.44930932614
2007-07-27,106727.89935846748
2007-07-30,108555.70783407816
2007-07-31,106597.51474088011
2007-08-01,107344.6002442886
2007-08-02,108165.98250182197
2007-08-03,103329.33959377611
2007-08-06,106648.74246415155
2007-08-07,107432.64229058937
2007-08-08,109479.38700408916
2007-08-09,104807.22959928193
2007-08-10,105370.06623056908
2007-08-13,105680.19481957685
2007-08-14,102254.33764246921
2007-08-15,99644.39415803307
2007-08-16,100069.69797420777
2007-08-17,103653.9367637202
2007-08-20,103909.70498609531
2007-08-21,104431.02346612219
2007-08-22,106561.3590549801
2007-08-23,106085.08589904844
2007-08-24,107903.67255870202
2007-08-27,106073.88174618754
2007-08-28,102128.35166125018
2007-08-29,105657.0592633981
2007-08-30,104907.4683554557
2007-08-31,106814.35538738866
2007-09-04,108417.14826849547
2007-09-05,106361.60083926993
2007-09-06,107082.34314232081
2007-09-07,104105.61077091983
2007-09-10,103289.45995669813
2007-09-11,105207.06547098812
2007-09-12,105004.84462369444
2007-09-13,106149.77484619146
2007-09-14,106518.14207004703
2007-09-17,105599.16356222397
2007-09-18,110587.14684865685
2007-09-19,111857.24046632422
2007-09-20,110174.41889432252
2007-09-21,110666.84410708929
2007-09-24,109567.50958355692
2007-09-25,109260.64360284389
2007-09-26,110284.06717826429
2007-09-27,111014.7863443436
2007-09-28,110576.15937017695
2007-10-01,112932.23385232245
2007-10-02,113302.45272590852
2007-10-03,112814.16987718425
2007-10-04,112973.08560335622
2007-10-05,115168.50883627142
2007-10-08,114428.85104037312
2007-10-09,115676.17977773573
2007-10-10,115345.84192069102
2007-10-11,114204.4579577768
2007-10-12,114968.00738247207
2007-10-15,113326.45670023261
2007-10-16,111931.60605241654
2007-10-17,111973.47092647363
2007-10-18,111779.58898471032
2007-10-19,107477.45843209352
2007-10-22,108639.69834146296
2007-10-23,109695.51082104439
2007-10-24,109171.71803847383
2007-10-25,108960.6052960757
2007-10-26,110943.63813111352
2007-10-29,111483.66752709856
2007-10-30,110660.092064586
2007-10-31,112549.48486615437
