,dlyret
2007-10-09,120347.03764637932
2007-10-10,119888.80233703938
2007-10-11,118307.01832654365
2007-10-12,119361.65615062397
2007-10-15,117089.27664205975
2007-10-16,115167.72412752786
2007-10-17,115225.15779839271
2007-10-18,114959.14148638485
2007-10-19,109059.80286373378
2007-10-22,110632.27095450436
2007-10-23,112065.84062380473
2007-10-24,111352.35924184602
2007-10-25,111065.2531139413
2007-10-26,113760.36838865628
2007-10-29,114498.68854307987
2007-10-30,113370.89033471867
2007-10-31,115951.79238783699
2007-11-01,109622.41063007934
2007-11-02,109666.16496664287
2007-11-05,108343.3368972206
2007-11-06,110740.01367101715
2007-11-07,104266.043960651
2007-11-08,105028.37318701681
2007-11-09,102592.02919958295
2007-11-12,100545.31041733199
2007-11-13,106423.56321157445
2007-11-14,104537.9987312595
2007-11-15,101724.0631247437
2007-11-16,101950.56380213496
2007-11-19,97751.10634906242
2007-11-20,97777.97690462753
2007-11-21,94958.31961966986
2007-11-23,98590.90186588818
2007-11-26,93936.24743117373
2007-11-27,96545.64963138703
2007-11-28,102652.60817861275
2007-11-29,102258.97781396145
2007-11-30,104452.48590732894
2007-12-03,103349.28954350107
2007-12-04,101998.16865441648
2007-12-05,104926.41813735828
2007-12-06,108747.63249052137
2007-12-07,108774.73234007135
2007-12-10,110828.72594344488
2007-12-11,103683.25746228019
2007-12-12,104622.44176842608
2007-12-13,104380.83978491659
2007-12-14,101005.55786088824
2007-12-17,98235.75812349356
2007-12-18,99516.702730161
2007-12-19,99112.05390624376
2007-12-20,99880.54396558569
2007-12-21,102912.69626476182
2007-12-24,104802.26595360032
2007-12-26,104443.42372250282
2007-12-27,101390.14325975683
2007-12-28,101240.56783664807
2007-12-31,100452.85065670639
2008-01-02,97003.57590055204
2008-01-03,95818.25329358569
2008-01-04,90363.78049882871
2008-01-07,90835.21983643048
2008-01-08,86746.90421340523
2008-01-09,88286.37382180312
2008-01-10,90701.78025134215
2008-01-11,88272.59634686013
2008-01-14,90024.37045064358
2008-01-15,85266.88266926828
2008-01-16,85632.2755366421
2008-01-17,80408.21193564015
2008-01-18,79783.8806688142
2008-01-22,79576.40366407289
2008-01-23,84699.31515814741
2008-01-24,86085.80391611926
2008-01-25,84120.60211569595
2008-01-28,87620.1946790596
2008-01-29,89385.34078849055
2008-01-30,88311.44511193519
2008-01-31,91668.85124163362
2008-02-01,95744.54562712307
2008-02-04,93544.92736004479
2008-02-05,87531.82982167709
2008-02-06,86299.52884162124
2008-02-07,88016.54924017275
2008-02-08,87118.67143291034
2008-02-11,88422.65876785819
2008-02-12,89348.7572132858
2008-02-13,91802.15270048291
2008-02-14,89063.56300439363
2008-02-15,89190.16745256566
2008-02-19,88925.7531846677
2008-02-20,90966.99509378818
2008-02-21,88208.67059024714
2008-02-22,89932.32177171196
2008-02-25,92936.37003856045
2008-02-26,94663.73946396788
2008-02-27,94211.88872915917
2008-02-28,91548.02473527227
2008-02-29,85970.51396033149
2008-03-03,85966.08030436937
2008-03-04,85631.68313005824
2008-03-05,86495.71537135624
2008-03-06,81867.19201077164
2008-03-07,80805.65070581323
2008-03-10,77720.69883396801
2008-03-11,83894.8911624846
2008-03-12,82173.63768846123
2008-03-13,83353.29649342486
2008-03-14,79658.5376525819
2008-03-17,76688.83729975659
2008-03-18,83642.17094732655
2008-03-19,79865.02073940168
2008-03-20,83913.79689789211
2008-03-24,87755.98541346574
2008-03-25,88382.46921920277
2008-03-26,86125.23897899267
2008-03-27,84093.26051741917
2008-03-28,82207.44001550114
2008-03-31,83477.99254395491
2008-04-01,90138.99065310054
2008-04-02,90463.65397054542
2008-04-03,90984.05351334543
2008-04-04,90997.54098505272
2008-04-07,91088.00676686548
2008-04-08,89916.087288949
2008-04-09,87668.29972798424
2008-04-10,88435.6849230569
2008-04-11,85309.77000813959
2008-04-14,84421.67707054554
2008-04-15,85114.44761625973
2008-04-16,89349.26881659412
2008-04-17,89813.83345171406
2008-04-18,93067.59882527008
2008-04-21,92359.43563648747
2008-04-22,89671.2924787615
2008-04-23,90206.88213750753
2008-04-24,92151.89236948547
2008-04-25,94049.91992941621
2008-04-28,94272.4956707239
2008-04-29,93847.32387861202
2008-04-30,92444.50800054091
2008-05-01,96620.7076226368
2008-05-02,97091.12978682839
2008-05-05,95880.18360138322
2008-05-06,97684.12583412178
2008-05-07,94187.76568525586
2008-05-08,94511.2474255941
2008-05-09,93659.70839919349
2008-05-12,96488.70722246911
2008-05-13,96719.91716073114
2008-05-14,98050.29271908179
2008-05-15,100433.39595624006
2008-05-16,100210.2824865865
2008-05-19,100036.14353790322
2008-05-20,98099.0980105918
2008-05-21,94732.5431606912
2008-05-22,95369.87005040045
2008-05-23,92676.0143990451
2008-05-27,94361.66645915502
2008-05-28,95336.39389077411
2008-05-29,96786.45095997951
2008-05-30,97022.53165291823
2008-06-02,94869.88475888786
2008-06-03,94163.34140407373
2008-06-04,94364.87874792478
2008-06-05,97436.65468682039
2008-06-06,90907.20343569055
2008-06-09,90267.12801994394
2008-06-10,89771.87767914023
2008-06-11,85735.87426883279
2008-06-12,86928.54921164554
2008-06-13,89917.2703509957
2008-06-16,90376.08223041431
2008-06-17,88406.99656525123
2008-06-18,86156.37327649472
2008-06-19,87551.63553410642
2008-06-20,84137.57427343471
2008-06-23,83028.33330835911
2008-06-24,82671.94391007791
2008-06-25,84079.01880413153
2008-06-26,78874.39940512365
2008-06-27,78185.22428234378
2008-06-30,77675.77520584212
2008-07-01,78057.90440662368
2008-07-02,74892.15192861175
2008-07-03,74406.11954946506
2008-07-07,72895.94743540732
2008-07-08,76517.81993987339
2008-07-09,72421.63878084482
2008-07-10,72624.50347346504
2008-07-11,70699.76024139399
2008-07-14,68612.52308606394
2008-07-15,67602.45359256776
2008-07-16,72740.49705890859
2008-07-17,75958.44851256126
2008-07-18,76114.73951685535
2008-07-21,75916.160875077
2008-07-22,78698.37953451529
2008-07-23,80043.26909105314
2008-07-24,74997.17262686344
2008-07-25,75342.25269843273
2008-07-28,72518.59566813946
2008-07-29,76786.64459733808
2008-07-30,78738.01037449176
2008-07-31,77204.85007655469
2008-08-01,76366.4130661563
2008-08-04,74981.81094473659
2008-08-05,79774.23375622969
2008-08-06,80374.09035487905
2008-08-07,77281.4080891926
2008-08-08,81633.71232152866
2008-08-11,83566.21381744121
2008-08-12,81135.26522219047
2008-08-13,80511.55681670706
2008-08-14,82402.77437741855
2008-08-15,83572.92705898358
2008-08-18,80494.89962428456
2008-08-19,78369.45062834323
2008-08-20,78878.81280543958
2008-08-21,78983.28253506
2008-08-22,81050.90165925947
2008-08-25,77806.52585848937
2008-08-26,78342.02392082264
2008-08-27,80137.5176927025
2008-08-28,83298.09921374192
2008-08-29,81494.69710178177
2008-09-02,81447.19117086023
2008-09-03,81327.92682631015
2008-09-04,76146.0143412562
2008-09-05,77375.62435797272
2008-09-08,80162.68314980739
2008-09-09,74090.60609939104
2008-09-10,74844.03978945431
2008-09-11,76705.61863382996
2008-09-12,77490.63604918122
2008-09-15,69787.63689272372
2008-09-16,71902.093391713
2008-09-17,64691.486471936674
2008-09-18,71570.02323515259
2008-09-19,77795.10734310024
2008-09-22,70723.00244756216
2008-09-23,68646.60151746149
2008-09-24,68221.07218810257
2008-09-25,70433.70146380691
2008-09-26,70029.6981792537
2008-09-29,57140.752014608675
2008-09-30,63408.575603934856
2008-10-01,62677.30087697786
2008-10-02,56310.19394578495
2008-10-03,54609.26386036413
2008-10-06,50100.68304498384
2008-10-07,43890.68866299611
2008-10-08,42837.3966529846
2008-10-09,35803.10175826783
2008-10-10,35410.27468825912
2008-10-13,43975.97569067398
2008-10-14,43750.539194149125
2008-10-15,35112.667247458296
2008-10-16,37855.10763729483
2008-10-17,37768.23648046268
2008-10-20,41189.84228070532
2008-10-21,38409.21194603787
2008-10-22,33112.72836090044
2008-10-23,32460.90541291251
2008-10-24,30036.32436123934
2008-10-27,27860.60224926749
2008-10-28,33938.445200912036
2008-10-29,33924.284117614734
2008-10-30,36289.25377469341
2008-10-31,38037.265692625064
2008-11-03,37994.40329053816
2008-11-04,41373.678932625
2008-11-05,36866.891614167725
2008-11-06,32752.051552490484
2008-11-07,34449.64739981176
2008-11-10,32777.91222387211
2008-11-11,30624.046650983084
2008-11-12,26855.047913779035
2008-11-13,31078.668343572946
2008-11-14,27973.518810613034
2008-11-17,26205.962436597874
2008-11-18,26181.543095882138
2008-11-19,22133.040613873312
2008-11-20,18700.424160641203
2008-11-21,21130.48903955097
2008-11-24,25062.92396842043
2008-11-25,25839.622161647298
2008-11-26,28483.976910906244
2008-11-28,29163.26170606466
2008-12-01,23284.077832933217
2008-12-02,25390.275089069874
2008-12-03,26891.006088555052
2008-12-04,25202.64930953906
2008-12-05,27668.205470225148
2008-12-08,30194.979329136073
2008-12-09,29050.262075266568
2008-12-10,30259.667795367084
2008-12-11,27939.155223534417
2008-12-12,28696.244244072455
2008-12-15,27570.4282942937
2008-12-16,31082.240781588567
2008-12-17,31051.90361595731
2008-12-18,29606.315057790034
2008-12-19,30197.22654426003
2008-12-22,28442.68336736901
2008-12-23,27714.791483992285
2008-12-24,28086.732647861023
2008-12-26,28560.84295321741
2008-12-29,28035.4438021391
2008-12-30,29850.817639679626
2008-12-31,31073.110204024146
2009-01-02,33605.96774011493
2009-01-05,33906.78683024759
2009-01-06,35392.06969801622
2009-01-07,33010.69919491526
2009-01-08,33558.57967456954
2009-01-09,31828.319878893068
2009-01-12,29831.50969304049
2009-01-13,29938.51783331869
2009-01-14,27525.674702062213
2009-01-15,27922.667994482887
2009-01-16,28625.135395021523
2009-01-20,24900.33122310685
2009-01-21,27384.639896306624
2009-01-22,26098.360363622465
2009-01-23,26734.714277350173
2009-01-26,26942.608439226406
2009-01-27,27715.982539930246
2009-01-28,30266.0407063085
2009-01-29,27687.04079464871
2009-01-30,25948.838466290264
2009-02-02,25689.249423785837
2009-02-03,26475.6153892739
2009-02-04,26188.456248137125
2009-02-05,27283.477617141598
2009-02-06,29241.735153113357
2009-02-09,29345.24772094123
2009-02-10,25951.486572937953
2009-02-11,26573.19256463692
2009-02-12,26683.09000519335
2009-02-13,26072.320713501846
2009-02-17,23233.234713453036
2009-02-18,23011.683096472087
2009-02-19,22061.410349237623
2009-02-20,21682.28238752947
2009-02-23,19997.925338346096
2009-02-24,22165.222342513516
2009-02-25,21596.17596270958
2009-02-26,20960.50306091098
2009-02-27,19981.11362514261
2009-03-02,17582.70130137618
2009-03-03,17222.911019568066
2009-03-04,18363.14126025903
2009-03-05,16350.306544629386
2009-03-06,16208.171713152542
2009-03-09,15989.583525730699
2009-03-10,18613.5217108358
2009-03-11,18848.224085130427
2009-03-12,20661.319952087797
2009-03-13,21098.77906604738
2009-03-16,20902.344316150018
2009-03-17,22429.603191645765
2009-03-18,24117.6806955337
2009-03-19,23586.376093667524
2009-03-20,22278.327736381045
2009-03-23,26031.519214466105
2009-03-24,24973.005772050146
2009-03-25,25450.27488629028
2009-03-26,27149.41741721042
2009-03-27,25968.579156684096
2009-03-30,23505.603820461645
2009-03-31,24295.305874126567
2009-04-01,25200.863807179197
2009-04-02,27432.01309701094
2009-04-03,28427.16125737483
2009-04-06,27793.96345302973
2009-04-07,26131.856093954164
2009-04-08,27140.293885415438
2009-04-09,30207.625725993727
2009-04-13,30518.561788600557
2009-04-14,29136.517018110753
2009-04-15,30174.356311191335
2009-04-16,31590.656684598438
2009-04-17,32400.761866622473
2009-04-20,28901.989537312507
2009-04-21,30667.5511097734
2009-04-22,30708.020840675992
2009-04-23,31343.693549676333
2009-04-24,32849.571318105256
2009-04-27,31724.917046618422
2009-04-28,31461.20687523824
2009-04-29,33274.19347891256
2009-04-30,33538.027726943656
2009-05-01,33950.09556734559
2009-05-04,36950.5444872549
2009-05-05,36841.17954403421
2009-05-06,38118.9883379445
2009-05-07,36611.23030866112
2009-05-08,39081.28734745104
2009-05-11,37120.153304664695
2009-05-12,36410.70539854997
2009-05-13,33578.391851107925
2009-05-14,34658.12959549479
2009-05-15,33756.40886215494
2009-05-18,36371.39230846601
2009-05-19,36549.32288511839
2009-05-20,36136.30580435105
2009-05-21,34727.07094142163
2009-05-22,34648.496972590096
2009-05-26,36860.37700514764
2009-05-27,35418.97945831223
2009-05-28,36382.67801967632
2009-05-29,37588.27457335817
2009-06-01,40278.60923611805
2009-06-02,40335.57676099421
2009-06-03,38748.9983846259
2009-06-04,39965.411736226466
2009-06-05,39730.80813427315
2009-06-08,39483.35001082612
2009-06-09,40099.33710683641
2009-06-10,39858.37926273602
2009-06-11,40263.017059072445
2009-06-12,40239.576606333554
2009-06-15,37995.31154598924
2009-06-16,36804.81398261666
2009-06-17,36528.6269164282
2009-06-18,36997.67403800519
2009-06-19,37329.31201238612
2009-06-22,34605.27618099127
2009-06-23,34680.75044865847
2009-06-24,35407.04112658724
2009-06-25,37161.79816356588
2009-06-26,37123.18214124606
2009-06-29,37755.38853879545
2009-06-30,37116.52007634325
2009-07-01,37528.87845839004
2009-07-02,34928.72914479515
2009-07-06,34927.20170488677
2009-07-07,33283.78926243233
2009-07-08,33018.75016626785
2009-07-09,33522.70760391611
2009-07-10,33339.73912464498
2009-07-13,35000.897369232356
2009-07-14,35640.289720667104
2009-07-15,37965.69398279886
2009-07-16,38709.874260948905
2009-07-17,38630.873240806366
2009-07-20,40099.92552614327
2009-07-21,40003.42362563485
2009-07-22,40224.32479008674
2009-07-23,42504.52531656204
2009-07-24,43089.58653819939
2009-07-27,43621.54126463597
2009-07-28,43365.545540657615
2009-07-29,42765.96339632501
2009-07-30,44089.28986367646
2009-07-31,44226.162016083756
2009-08-03,45980.49903054512
2009-08-04,46635.6132526154
2009-08-05,46487.24978749703
2009-08-06,45985.10337459429
2009-08-07,48008.92519855584
2009-08-10,47541.45313621161
2009-08-11,46334.689643711055
2009-08-12,47673.059589367
2009-08-13,48522.5982187596
2009-08-14,47313.82972615536
2009-08-17,44706.357321088995
2009-08-18,45839.43286794833
2009-08-19,46396.10838283532
2009-08-20,47520.04200626681
2009-08-21,49556.16166896577
2009-08-24,49258.89839815024
2009-08-25,49680.39913608297
2009-08-26,49775.81742540728
2009-08-27,50187.42804669943
2009-08-28,50291.22997153321
2009-08-31,49173.132299911565
2009-09-01,46720.53943243173
2009-09-02,46327.34942594532
2009-09-03,47412.87990512958
2009-09-04,48724.55566862671
2009-09-08,49854.21271968712
2009-09-09,50998.22371005469
2009-09-10,52349.83100316336
2009-09-11,52348.97222839493
2009-09-14,53359.30884797816
2009-09-15,54182.287294179274
2009-09-16,56218.39393924961
2009-09-17,55520.246131029984
2009-09-18,55909.50825415488
2009-09-21,55456.8756026366
2009-09-22,56334.78878975431
2009-09-23,54930.68031400612
2009-09-24,53283.61272283451
2009-09-25,52554.6543036047
2009-09-28,54753.517705244856
2009-09-29,54792.73037579184
2009-09-30,54411.99449752555
2009-10-01,51114.56609353535
2009-10-02,50294.34335431913
2009-10-05,52261.06378773485
2009-10-06,53605.3012327378
2009-10-07,53825.174821432876
2009-10-08,55119.33757191646
2009-10-09,55785.11411172203
2009-10-12,56183.43186942802
2009-10-13,55869.26447540647
2009-10-14,57989.186740971454
2009-10-15,58491.08498320416
2009-10-16,57406.66009675003
2009-10-19,58759.18751486902
2009-10-20,57715.416830337774
2009-10-21,56609.707840617964
2009-10-22,58178.94298829509
2009-10-23,56297.82476925671
2009-10-26,54861.663713269736
2009-10-27,53878.8901882221
2009-10-28,50914.14461875204
2009-10-29,53678.79512800644
2009-10-30,50486.017067970715
2009-11-02,51000.652328607444
2009-11-03,51844.960077920034
2009-11-04,51737.64642389823
2009-11-05,54003.26640262452
2009-11-06,54148.3748433254
2009-11-09,56962.776801860724
2009-11-10,56628.571955085026
2009-11-11,57325.44316184084
2009-11-12,55897.361127403376
2009-11-13,56694.36828771482
2009-11-16,58662.7792883863
2009-11-17,58503.195837251646
2009-11-18,58243.46928187416
2009-11-19,56289.255731737896
2009-11-20,55812.95635683572
2009-11-23,57169.19209303175
2009-11-24,56993.35938492458
2009-11-25,57929.61952173898
2009-11-27,55620.52341514694
2009-11-30,55996.97671423327
2009-12-01,57581.759920091594
2009-12-02,58093.602605658954
2009-12-03,56921.052051889266
2009-12-04,58125.686352574055
2009-12-07,58075.241303244155
2009-12-08,57016.99035438114
2009-12-09,57301.55282159139
2009-12-10,58047.00493541595
2009-12-11,58732.851523818244
2009-12-14,60204.04656051427
2009-12-15,59605.96760205034
2009-12-16,60134.89696965827
2009-12-17,58757.35569688537
2009-12-18,59450.598026115455
2009-12-21,60916.43313749859
2009-12-22,61642.1920070335
2009-12-23,62253.56049174728
2009-12-24,62984.65255354851
2009-12-28,62897.768712331555
2009-12-29,62707.67973031447
2009-12-30,62699.27518652303
2009-12-31,61337.49260989698
2010-01-04,63262.1128007755
2010-01-05,63864.09707287089
2010-01-06,64429.93947825782
2010-01-07,65110.994696476286
2010-01-08,65520.59828699796
2010-01-11,65747.96852888713
2010-01-12,64195.34529204459
2010-01-13,65556.6685340246
2010-01-14,65747.87231605248
2010-01-15,64225.26875015906
2010-01-19,65937.04141492685
2010-01-20,64584.60252078797
2010-01-21,62344.293675861576
2010-01-22,59556.754419815385
2010-01-25,60131.27872191076
2010-01-26,59657.83161589483
2010-01-27,60126.95065678699
2010-01-28,58738.29313229823
2010-01-29,57419.40351177614
2010-02-01,59419.17660192923
2010-02-02,61173.753436645595
2010-02-03,60345.659881868596
2010-02-04,56256.990974424705
2010-02-05,56649.32695954052
2010-02-08,55787.72882117723
2010-02-09,57404.696505558626
2010-02-10,57107.87768706147
2010-02-11,58442.35534454475
2010-02-12,58284.9075907208
2010-02-16,60646.80060680302
2010-02-17,61236.48019068942
2010-02-18,62046.70201755426
2010-02-19,62623.456648379906
2010-02-22,62547.41131581427
2010-02-23,60809.635433425625
2010-02-24,62023.6207137743
2010-02-25,62084.057774004985
2010-02-26,62321.24668741692
2010-03-01,64086.36549070604
2010-03-02,64553.5313535207
2010-03-03,64759.48969689788
2010-03-04,65223.255921978685
2010-03-05,67363.46188071658
2010-03-08,67456.41856917946
2010-03-09,67634.4910990838
2010-03-10,68450.5105586813
2010-03-11,68962.64299518937
2010-03-12,69000.49014196984
2010-03-15,68857.34135926048
2010-03-16,70219.38814641944
2010-03-17,71308.55859209235
2010-03-18,70936.76168698074
2010-03-19,69947.49490863508
2010-03-22,71031.87833282539
2010-03-23,72090.39767080438
2010-03-24,71145.4751303596
2010-03-25,70478.24548683598
2010-03-26,70705.45731630565
2010-03-29,71815.80597441393
2010-03-30,71940.69598939274
2010-03-31,71403.68210819908
2010-04-01,72726.5400720376
2010-04-05,74485.88048263233
2010-04-06,74880.54658782159
2010-04-07,73924.98295523533
2010-04-08,74185.88210895799
2010-04-09,75244.82266735237
2010-04-12,75548.37444701038
2010-04-13,75740.36241634136
2010-04-14,77627.09213346736
2010-04-15,77668.76026441513
2010-04-16,75193.47615992048
2010-04-19,75412.48629297964
2010-04-20,77292.50471827775
2010-04-21,77559.59626972479
2010-04-22,78792.83642305914
2010-04-23,80174.85490862968
2010-04-26,79558.27752992546
2010-04-27,75321.04209824078
2010-04-28,76164.12929038765
2010-04-29,78337.82484626421
2010-04-30,75319.54851760545
2010-05-03,77517.67492808144
2010-05-04,73387.50502403085
2010-05-05,72399.83949125752
2010-05-06,67719.82209368929
2010-05-07,65066.07057749716
2010-05-10,71482.85785778154
2010-05-11,71067.40964690041
2010-05-12,73614.09936800445
2010-05-13,71803.24616975847
2010-05-14,68761.27970604012
2010-05-17,69109.05077313186
2010-05-18,66983.63550939124
2010-05-19,66105.35060595024
2010-05-20,60701.63723303354
2010-05-21,62918.96429187976
2010-05-24,61282.44517181344
2010-05-25,61534.36937600556
2010-05-26,61279.52899654522
2010-05-27,65768.8432960327
2010-05-28,64124.83225562562
2010-06-01,60972.46019974769
2010-06-02,64461.378914690424
2010-06-03,65278.244573612974
2010-06-04,60115.28942917581
2010-06-07,58144.53855282312
2010-06-08,59293.428196929875
2010-06-09,59039.195947442415
2010-06-10,63138.3906042637
2010-06-11,63942.615110503146
2010-06-14,64003.561231519256
2010-06-15,67340.26621243313
2010-06-16,67041.50468724832
2010-06-17,67034.23323814446
2010-06-18,67045.90223770194
2010-06-21,66414.87065031861
2010-06-22,63734.63923213201
2010-06-23,63567.92419901539
2010-06-24,61154.50724750267
2010-06-25,62051.05210615492
2010-06-28,61653.420256738624
2010-06-29,57212.04301990597
2010-06-30,55985.310734091465
2010-07-01,55784.97324424603
2010-07-02,55078.160587181104
2010-07-06,55347.39981576796
2010-07-07,59135.13843340348
2010-07-08,60356.368931749596
2010-07-09,61462.477086516534
2010-07-12,61191.98205482912
2010-07-13,63498.20023686105
2010-07-14,63305.64831923219
2010-07-15,63488.53692616354
2010-07-16,59509.09141759892
2010-07-19,60439.70141240108
2010-07-20,62203.250860586704
2010-07-21,60356.856508969
2010-07-22,63435.27898723776
2010-07-23,64887.96728813109
2010-07-26,66746.85533875987
2010-07-27,65976.74026919411
2010-07-28,64730.05893731767
2010-07-29,64143.97381001614
2010-07-30,64300.63789267507
2010-08-02,67184.63276803908
2010-08-03,66065.70158783729
2010-08-04,67203.13222961723
2010-08-05,66979.05741978399
2010-08-06,66397.6739894787
2010-08-09,67365.58460070843
2010-08-10,66230.25645637736
2010-08-11,62123.23601567397
2010-08-12,61414.75117919099
2010-08-13,60975.51830693654
2010-08-16,60930.841120681835
