entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason
2018-05-31,2018-06-30,long,MEX|POL|PHL...,100.0,100.1096,0.001096,monthly_rebalance
2018-06-30,2018-07-31,long,POL|PHL|MEX...,100.0,103.2399,0.032399,monthly_rebalance
2018-07-31,2018-08-31,long,POL|PHL|MEX...,100.0,100.5053,0.005053,monthly_rebalance
2018-08-31,2018-09-30,long,POL|MEX|SGP...,100.0,98.7471,-0.012529,monthly_rebalance
2018-09-30,2018-10-31,long,POL|PHL|MEX...,100.0,92.4665,-0.075335,monthly_rebalance
2018-10-31,2018-11-30,long,KOR|POL|MEX...,100.0,101.8876,0.018876,monthly_rebalance
2018-11-30,2018-12-31,long,KOR|MEX|SGP...,100.0,100.023,0.00023,monthly_rebalance
2018-12-31,2019-01-31,long,KOR|MEX|GBR...,100.0,105.1044,0.051044,monthly_rebalance
2019-01-31,2019-02-28,long,KOR|SGP|MYS...,100.0,100.045,0.00045,monthly_rebalance
2019-02-28,2019-03-31,long,KOR|SGP|MYS...,100.0,101.093,0.01093,monthly_rebalance
2019-03-31,2019-04-30,long,KOR|MYS|SGP...,100.0,102.1849,0.021849,monthly_rebalance
2019-04-30,2019-05-31,long,KOR|MYS|SGP...,100.0,95.9816,-0.040184,monthly_rebalance
2019-05-31,2019-06-30,long,KOR|SGP|GBR...,100.0,103.4869,0.034869,monthly_rebalance
2019-06-30,2019-07-31,long,KOR|MEX|NOR...,100.0,98.0158,-0.019842,monthly_rebalance
2019-07-31,2019-08-31,long,KOR|MEX|IND...,100.0,99.7617,-0.002383,monthly_rebalance
2019-08-31,2019-09-30,long,KOR|IND|MYS...,100.0,102.8181,0.028181,monthly_rebalance
2019-09-30,2019-10-31,long,KOR|MYS|NOR...,100.0,101.0691,0.010691,monthly_rebalance
2019-10-31,2019-11-30,long,NOR|MYS|POL...,100.0,99.7226,-0.002774,monthly_rebalance
2019-11-30,2019-12-31,long,POL|MYS|KOR...,100.0,102.7007,0.027007,monthly_rebalance
2019-12-31,2020-01-31,long,POL|MYS|PHL...,100.0,97.6337,-0.023663,monthly_rebalance
2020-01-31,2020-02-29,long,PHL|POL|MYS...,100.0,92.79,-0.0721,monthly_rebalance
2020-02-29,2020-03-31,long,POL|PHL|KOR...,100.0,85.8728,-0.141272,monthly_rebalance
2020-03-31,2020-04-30,long,PHL|POL|IND...,100.0,109.4168,0.094168,monthly_rebalance
2020-04-30,2020-05-31,long,PHL|POL|GBR...,100.0,101.0665,0.010665,monthly_rebalance
2020-05-31,2020-06-30,long,PHL|IND|POL...,100.0,104.4888,0.044888,monthly_rebalance
2020-06-30,2020-07-31,long,PHL|SGP|POL...,100.0,99.5085,-0.004915,monthly_rebalance
2020-07-31,2020-08-31,long,PHL|GBR|SGP...,100.0,101.8688,0.018688,monthly_rebalance
2020-08-31,2020-09-30,long,PHL|SGP|GBR...,100.0,97.5961,-0.024039,monthly_rebalance
2020-09-30,2020-10-31,long,PHL|GBR|SGP...,100.0,98.1186,-0.018814,monthly_rebalance
2020-10-31,2020-11-30,long,POL|SGP|PHL...,100.0,114.1577,0.141577,monthly_rebalance
2020-11-30,2020-12-31,long,GBR|PHL|SGP...,100.0,103.7504,0.037504,monthly_rebalance
2020-12-31,2021-01-31,long,GBR|SGP|PHL...,100.0,99.4116,-0.005884,monthly_rebalance
2021-01-31,2021-02-28,long,GBR|SGP|PHL...,100.0,101.5746,0.015746,monthly_rebalance
2021-02-28,2021-03-31,long,SGP|PHL|GBR...,100.0,102.9489,0.029489,monthly_rebalance
2021-03-31,2021-04-30,long,PHL|CHE|GBR...,100.0,101.9845,0.019845,monthly_rebalance
2021-04-30,2021-05-31,long,PHL|MYS|CHE...,100.0,99.7343,-0.002657,monthly_rebalance
2021-05-31,2021-06-30,long,MYS|NZL|PHL...,100.0,101.855,0.01855,monthly_rebalance
2021-06-30,2021-07-31,long,MYS|NZL|PHL...,100.0,98.7119,-0.012881,monthly_rebalance
2021-07-31,2021-08-31,long,MYS|NZL|PHL...,100.0,103.715,0.03715,monthly_rebalance
2021-08-31,2021-09-30,long,MYS|NZL|SGP...,100.0,99.4005,-0.005995,monthly_rebalance
2021-09-30,2021-10-31,long,MYS|NZL|CHE...,100.0,101.6924,0.016924,monthly_rebalance
2021-10-31,2021-11-30,long,NZL|MYS|PHL...,100.0,95.8165,-0.041835,monthly_rebalance
2021-11-30,2021-12-31,long,PHL|NZL|MYS...,100.0,102.7123,0.027123,monthly_rebalance
2021-12-31,2022-01-31,long,PHL|NZL|MYS...,100.0,96.5152,-0.034848,monthly_rebalance
2022-01-31,2022-02-28,long,NZL|KOR|MYS...,100.0,101.5858,0.015858,monthly_rebalance
2022-02-28,2022-03-31,long,KOR|NZL|PHL...,100.0,101.1696,0.011696,monthly_rebalance
2022-03-31,2022-04-30,long,KOR|NZL|MYS...,100.0,97.6498,-0.023502,monthly_rebalance
2022-04-30,2022-05-31,long,KOR|NZL|SWE...,100.0,98.6897,-0.013103,monthly_rebalance
2022-05-31,2022-06-30,long,KOR|POL|NZL...,100.0,91.6622,-0.083378,monthly_rebalance
2022-06-30,2022-07-31,long,KOR|SWE|PHL...,100.0,105.6523,0.056523,monthly_rebalance
2022-07-31,2022-08-31,long,KOR|SWE|POL...,100.0,96.749,-0.03251,monthly_rebalance
2022-08-31,2022-09-30,long,POL|SWE|KOR...,100.0,90.614,-0.09386,monthly_rebalance
2022-09-30,2022-10-31,long,POL|KOR|SWE...,100.0,105.648,0.05648,monthly_rebalance
2022-10-31,2022-11-30,long,POL|SWE|PHL...,100.0,107.3987,0.073987,monthly_rebalance
2022-11-30,2022-12-31,long,SWE|POL|KOR...,100.0,97.5866,-0.024134,monthly_rebalance
2022-12-31,2023-01-31,long,SWE|KOR|CHE...,100.0,106.5871,0.065871,monthly_rebalance
2023-01-31,2023-02-28,long,SWE|POL|KOR...,100.0,99.281,-0.00719,monthly_rebalance
2023-02-28,2023-03-31,long,KOR|PHL|CHE...,100.0,100.9046,0.009046,monthly_rebalance
2023-03-31,2023-04-30,long,POL|NOR|KOR...,100.0,103.0511,0.030511,monthly_rebalance
2023-04-30,2023-05-31,long,MYS|KOR|CHE...,100.0,98.713,-0.01287,monthly_rebalance
2023-05-31,2023-06-30,long,NOR|MYS|CHE...,100.0,100.9954,0.009954,monthly_rebalance
2023-06-30,2023-07-31,long,NOR|MYS|SGP...,100.0,103.2933,0.032933,monthly_rebalance
2023-07-31,2023-08-31,long,NOR|SWE|CHE...,100.0,98.9986,-0.010014,monthly_rebalance
2023-08-31,2023-09-30,long,NOR|PHL|NZL...,100.0,100.6308,0.006308,monthly_rebalance
2023-09-30,2023-10-31,long,NZL|SGP|CHE...,100.0,96.427,-0.03573,monthly_rebalance
2023-10-31,2023-11-30,long,NZL|MEX|CHE...,100.0,106.9478,0.069478,monthly_rebalance
2023-11-30,2023-12-31,long,PHL|SGP|CHE...,100.0,104.3939,0.043939,monthly_rebalance
2023-12-31,2024-01-31,long,PHL|SGP|MYS...,100.0,100.794,0.00794,monthly_rebalance
2024-01-31,2024-02-29,long,SGP|PHL|NZL...,100.0,100.7954,0.007954,monthly_rebalance
2024-02-29,2024-03-31,long,SGP|GBR|NZL...,100.0,103.9663,0.039663,monthly_rebalance
2024-03-31,2024-04-30,long,SGP|NZL|CHE...,100.0,98.9976,-0.010024,monthly_rebalance
2024-04-30,2024-05-31,long,CHE|NZL|SGP...,100.0,101.2891,0.012891,monthly_rebalance
2024-05-31,2024-06-30,long,NZL|PHL|KOR...,100.0,100.5562,0.005562,monthly_rebalance
2024-06-30,2024-07-31,long,NZL|MEX|PHL...,100.0,103.0016,0.030016,monthly_rebalance
2024-07-31,2024-08-31,long,MEX|NZL|KOR...,100.0,100.7717,0.007717,monthly_rebalance
2024-08-31,2024-09-30,long,KOR|MEX|NZL...,100.0,100.4667,0.004667,monthly_rebalance
2024-09-30,2024-10-31,long,KOR|MEX|NOR...,100.0,99.4615,-0.005385,monthly_rebalance
2024-10-31,2024-11-30,long,NOR|MEX|POL...,100.0,99.5666,-0.004334,monthly_rebalance
2024-11-30,2024-12-31,long,KOR|MEX|POL...,100.0,98.9229,-0.010771,monthly_rebalance
2024-12-31,2025-01-31,long,KOR|MEX|DNK...,100.0,104.0656,0.040656,monthly_rebalance
2025-01-31,2025-02-28,long,DNK|MEX|KOR...,100.0,101.6479,0.016479,monthly_rebalance
2025-02-28,2025-03-31,long,DNK|IND|KOR...,100.0,98.8579,-0.011421,monthly_rebalance
2025-03-31,2025-04-30,long,DNK|KOR|MEX...,100.0,101.4042,0.014042,monthly_rebalance
2025-04-30,2025-05-31,long,DNK|KOR|MYS...,100.0,103.3186,0.033186,monthly_rebalance
2025-05-31,2025-06-30,long,DNK|MYS|SWE...,100.0,102.74,0.0274,monthly_rebalance
2025-06-30,2025-07-31,long,DNK|MYS|CHE...,100.0,97.6323,-0.023677,monthly_rebalance
2025-07-31,2025-08-31,long,DNK|IND|MYS...,100.0,101.4788,0.014788,monthly_rebalance
2025-08-31,2025-09-30,long,DNK|IND|MYS...,100.0,100.5784,0.005784,monthly_rebalance
2025-09-30,2025-10-31,long,DNK|IND|PHL...,100.0,101.6217,0.016217,monthly_rebalance
2025-10-31,2025-11-30,long,DNK|PHL|IND...,100.0,100.459,0.00459,monthly_rebalance
2025-11-30,2025-12-31,long,DNK|PHL|MYS...,100.0,101.1273,0.011273,monthly_rebalance
2025-12-31,2026-01-31,long,DNK|PHL|MYS...,100.0,101.6979,0.016979,monthly_rebalance
2026-01-31,2026-02-28,long,DNK|IND|PHL...,100.0,99.6428,-0.003572,monthly_rebalance
