entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason
1999-02-28,1999-03-31,long,POL|MYS|NOR...,100.0,102.7769,0.027769,monthly_rebalance
1999-03-31,1999-04-30,long,MYS|NOR|DNK...,100.0,112.33,0.1233,monthly_rebalance
1999-04-30,1999-05-31,long,NOR|IND|POL...,100.0,102.6308,0.026308,monthly_rebalance
1999-05-31,1999-06-30,long,NOR|CHE|DNK...,100.0,103.6712,0.036712,monthly_rebalance
1999-06-30,1999-07-31,long,CHE|NOR|DNK...,100.0,101.0429,0.010429,monthly_rebalance
1999-07-31,1999-08-31,long,CHE|NOR|DNK...,100.0,101.3166,0.013166,monthly_rebalance
1999-08-31,1999-09-30,long,CHE|DNK|GBR...,100.0,99.0025,-0.009975,monthly_rebalance
1999-09-30,1999-10-31,long,AUS|POL|GBR...,100.0,102.8809,0.028809,monthly_rebalance
1999-10-31,1999-11-30,long,CHE|NOR|AUS...,100.0,106.0368,0.060368,monthly_rebalance
1999-11-30,1999-12-31,long,CHE|PHL|AUS...,100.0,104.7694,0.047694,monthly_rebalance
1999-12-31,2000-01-31,long,CHE|AUS|PHL...,100.0,93.1575,-0.068425,monthly_rebalance
2000-01-31,2000-02-29,long,CHE|NZL|PHL...,100.0,96.6983,-0.033017,monthly_rebalance
2000-02-29,2000-03-31,long,PHL|NZL|AUS...,100.0,104.6677,0.046677,monthly_rebalance
2000-03-31,2000-04-30,long,PHL|AUS|NZL...,100.0,98.5475,-0.014525,monthly_rebalance
2000-04-30,2000-05-31,long,PHL|NZL|AUS...,100.0,95.4323,-0.045677,monthly_rebalance
2000-05-31,2000-06-30,long,PHL|SGP|KOR...,100.0,107.4654,0.074654,monthly_rebalance
2000-06-30,2000-07-31,long,PHL|SGP|KOR...,100.0,95.0916,-0.049084,monthly_rebalance
2000-07-31,2000-08-31,long,PHL|KOR|SGP...,100.0,101.444,0.01444,monthly_rebalance
2000-08-31,2000-09-30,long,PHL|KOR|IND...,100.0,91.3313,-0.086687,monthly_rebalance
2000-09-30,2000-10-31,long,PHL|KOR|IND...,100.0,94.4977,-0.055023,monthly_rebalance
2000-10-31,2000-11-30,long,KOR|PHL|IND...,100.0,101.3222,0.013222,monthly_rebalance
2000-11-30,2000-12-31,long,KOR|PHL|SGP...,100.0,101.0434,0.010434,monthly_rebalance
2000-12-31,2001-01-31,long,KOR|PHL|SGP...,100.0,111.3191,0.113191,monthly_rebalance
2001-01-31,2001-02-28,long,KOR|MYS|IND...,100.0,96.6612,-0.033388,monthly_rebalance
2001-02-28,2001-03-31,long,SWE|POL|MYS...,100.0,87.5195,-0.124805,monthly_rebalance
2001-03-31,2001-04-30,long,SWE|MYS|KOR...,100.0,104.0698,0.040698,monthly_rebalance
2001-04-30,2001-05-31,long,MYS|SWE|POL...,100.0,100.7036,0.007036,monthly_rebalance
2001-05-31,2001-06-30,long,MYS|SWE|POL...,100.0,97.9832,-0.020168,monthly_rebalance
2001-06-30,2001-07-31,long,SWE|POL|MYS...,100.0,98.28,-0.0172,monthly_rebalance
2001-07-31,2001-08-31,long,SWE|POL|KOR...,100.0,96.3084,-0.036916,monthly_rebalance
2001-08-31,2001-09-30,long,SWE|POL|IND...,100.0,87.9689,-0.120311,monthly_rebalance
2001-09-30,2001-10-31,long,SWE|SGP|POL...,100.0,107.2224,0.072224,monthly_rebalance
2001-10-31,2001-11-30,long,SWE|SGP|NOR...,100.0,107.6727,0.076727,monthly_rebalance
2001-11-30,2001-12-31,long,SGP|SWE|CHE...,100.0,102.3372,0.023372,monthly_rebalance
2001-12-31,2002-01-31,long,POL|CHE|IND...,100.0,103.4561,0.034561,monthly_rebalance
2002-01-31,2002-02-28,long,SWE|IND|DNK...,100.0,103.3664,0.033664,monthly_rebalance
2002-02-28,2002-03-31,long,SWE|CHE|IND...,100.0,104.1137,0.041137,monthly_rebalance
2002-03-31,2002-04-30,long,CHE|DNK|POL...,100.0,98.0583,-0.019417,monthly_rebalance
2002-04-30,2002-05-31,long,SWE|DNK|CHE...,100.0,97.9657,-0.020343,monthly_rebalance
2002-05-31,2002-06-30,long,SWE|DNK|CHE...,100.0,93.0902,-0.069098,monthly_rebalance
2002-06-30,2002-07-31,long,SWE|DNK|CHE...,100.0,90.9304,-0.090696,monthly_rebalance
2002-07-31,2002-08-31,long,SWE|DNK|CHE...,100.0,99.775,-0.00225,monthly_rebalance
2002-08-31,2002-09-30,long,SWE|CHE|DNK...,100.0,87.4648,-0.125352,monthly_rebalance
2002-09-30,2002-10-31,long,SWE|DNK|GBR...,100.0,105.9326,0.059326,monthly_rebalance
2002-10-31,2002-11-30,long,SWE|DNK|CHE...,100.0,105.4387,0.054387,monthly_rebalance
2002-11-30,2002-12-31,long,SWE|DNK|GBR...,100.0,93.7817,-0.062183,monthly_rebalance
2002-12-31,2003-01-31,long,SWE|CHE|DNK...,100.0,94.2664,-0.057336,monthly_rebalance
2003-01-31,2003-02-28,long,SWE|CHE|GBR...,100.0,98.5016,-0.014984,monthly_rebalance
2003-02-28,2003-03-31,long,SWE|CHE|DNK...,100.0,99.5397,-0.004603,monthly_rebalance
2003-03-31,2003-04-30,long,KOR|SWE|CHE...,100.0,111.4399,0.114399,monthly_rebalance
2003-04-30,2003-05-31,long,CHE|KOR|NOR...,100.0,103.5857,0.035857,monthly_rebalance
2003-05-31,2003-06-30,long,CHE|KOR|NOR...,100.0,104.1571,0.041571,monthly_rebalance
2003-06-30,2003-07-31,long,CHE|GBR|SWE...,100.0,104.3152,0.043152,monthly_rebalance
2003-07-31,2003-08-31,long,CHE|KOR|DNK...,100.0,104.6023,0.046023,monthly_rebalance
2003-08-31,2003-09-30,long,CHE|GBR|KOR...,100.0,97.6393,-0.023607,monthly_rebalance
2003-09-30,2003-10-31,long,CHE|KOR|AUS...,100.0,105.1354,0.051354,monthly_rebalance
2003-10-31,2003-11-30,long,CHE|GBR|AUS...,100.0,101.013,0.01013,monthly_rebalance
2003-11-30,2003-12-31,long,CHE|POL|GBR...,100.0,103.9877,0.039877,monthly_rebalance
2003-12-31,2004-01-31,long,AUS|CHE|GBR...,100.0,101.6468,0.016468,monthly_rebalance
2004-01-31,2004-02-29,long,AUS|NZL|MYS...,100.0,102.5779,0.025779,monthly_rebalance
2004-02-29,2004-03-31,long,NZL|AUS|GBR...,100.0,101.0981,0.010981,monthly_rebalance
2004-03-31,2004-04-30,long,AUS|GBR|NZL...,100.0,102.9542,0.029542,monthly_rebalance
2004-04-30,2004-05-31,long,AUS|GBR|NZL...,100.0,99.1037,-0.008963,monthly_rebalance
2004-05-31,2004-06-30,long,GBR|NZL|AUS...,100.0,101.8194,0.018194,monthly_rebalance
2004-06-30,2004-07-31,long,GBR|NZL|KOR...,100.0,98.8541,-0.011459,monthly_rebalance
2004-07-31,2004-08-31,long,KOR|GBR|CHE...,100.0,101.7519,0.017519,monthly_rebalance
2004-08-31,2004-09-30,long,KOR|POL|CHE...,100.0,102.8838,0.028838,monthly_rebalance
2004-09-30,2004-10-31,long,CHE|MYS|GBR...,100.0,100.2582,0.002582,monthly_rebalance
2004-10-31,2004-11-30,long,MYS|CHE|KOR...,100.0,104.0002,0.040002,monthly_rebalance
2004-11-30,2004-12-31,long,CHE|KOR|GBR...,100.0,102.7312,0.027312,monthly_rebalance
2004-12-31,2005-01-31,long,CHE|KOR|GBR...,100.0,102.6401,0.026401,monthly_rebalance
2005-01-31,2005-02-28,long,CHE|MYS|KOR...,100.0,102.7634,0.027634,monthly_rebalance
2005-02-28,2005-03-31,long,MYS|CHE|SGP...,100.0,99.1901,-0.008099,monthly_rebalance
2005-03-31,2005-04-30,long,MYS|CHE|KOR...,100.0,98.0862,-0.019138,monthly_rebalance
2005-04-30,2005-05-31,long,MYS|CHE|KOR...,100.0,103.0339,0.030339,monthly_rebalance
2005-05-31,2005-06-30,long,MYS|CHE|GBR...,100.0,104.5086,0.045086,monthly_rebalance
2005-06-30,2005-07-31,long,MYS|CHE|GBR...,100.0,104.4599,0.044599,monthly_rebalance
2005-07-31,2005-08-31,long,MYS|NZL|CHE...,100.0,99.1969,-0.008031,monthly_rebalance
2005-08-31,2005-09-30,long,MYS|SGP|CHE...,100.0,102.9788,0.029788,monthly_rebalance
2005-09-30,2005-10-31,long,MYS|PHL|SGP...,100.0,97.8818,-0.021182,monthly_rebalance
2005-10-31,2005-11-30,long,MYS|PHL|SGP...,100.0,102.9961,0.029961,monthly_rebalance
2005-11-30,2005-12-31,long,MYS|NZL|AUS...,100.0,101.7557,0.017557,monthly_rebalance
2005-12-31,2006-01-31,long,MYS|NZL|AUS...,100.0,102.3672,0.023672,monthly_rebalance
2006-01-31,2006-02-28,long,MYS|NZL|PHL...,100.0,101.4933,0.014933,monthly_rebalance
2006-02-28,2006-03-31,long,MYS|NZL|PHL...,100.0,104.3997,0.043997,monthly_rebalance
2006-03-31,2006-04-30,long,MYS|PHL|NZL...,100.0,103.0058,0.030058,monthly_rebalance
2006-04-30,2006-05-31,long,MYS|NZL|SGP...,100.0,96.6437,-0.033563,monthly_rebalance
2006-05-31,2006-06-30,long,MYS|SGP|NZL...,100.0,100.9195,0.009195,monthly_rebalance
2006-06-30,2006-07-31,long,MYS|NZL|SGP...,100.0,100.3734,0.003734,monthly_rebalance
2006-07-31,2006-08-31,long,MYS|NZL|SGP...,100.0,102.1176,0.021176,monthly_rebalance
2006-08-31,2006-09-30,long,NZL|MYS|GBR...,100.0,102.149,0.02149,monthly_rebalance
2006-09-30,2006-10-31,long,NZL|MYS|NOR...,100.0,103.8123,0.038123,monthly_rebalance
2006-10-31,2006-11-30,long,MYS|NZL|KOR...,100.0,103.903,0.03903,monthly_rebalance
2006-11-30,2006-12-31,long,KOR|GBR|NZL...,100.0,103.8315,0.038315,monthly_rebalance
2006-12-31,2007-01-31,long,KOR|GBR|NZL...,100.0,100.5762,0.005762,monthly_rebalance
2007-01-31,2007-02-28,long,KOR|GBR|AUS...,100.0,100.161,0.00161,monthly_rebalance
2007-02-28,2007-03-31,long,KOR|GBR|CHE...,100.0,102.9539,0.029539,monthly_rebalance
2007-03-31,2007-04-30,long,KOR|IND|GBR...,100.0,104.4996,0.044996,monthly_rebalance
2007-04-30,2007-05-31,long,KOR|GBR|IND...,100.0,105.0627,0.050627,monthly_rebalance
2007-05-31,2007-06-30,long,GBR|NZL|NOR...,100.0,100.4019,0.004019,monthly_rebalance
2007-06-30,2007-07-31,long,GBR|NZL|CHE...,100.0,97.5844,-0.024156,monthly_rebalance
2007-07-31,2007-08-31,long,GBR|CHE|NZL...,100.0,98.5061,-0.014939,monthly_rebalance
2007-08-31,2007-09-30,long,GBR|CHE|NZL...,100.0,102.9742,0.029742,monthly_rebalance
2007-09-30,2007-10-31,long,GBR|CHE|NZL...,100.0,100.921,0.00921,monthly_rebalance
2007-10-31,2007-11-30,long,NZL|CHE|GBR...,100.0,95.0555,-0.049445,monthly_rebalance
2007-11-30,2007-12-31,long,NZL|GBR|SWE...,100.0,98.6069,-0.013931,monthly_rebalance
2007-12-31,2008-01-31,long,SWE|NZL|CHE...,100.0,89.4618,-0.105382,monthly_rebalance
2008-01-31,2008-02-29,long,SWE|POL|CHE...,100.0,100.9832,0.009832,monthly_rebalance
2008-02-29,2008-03-31,long,SWE|CHE|NZL...,100.0,98.3109,-0.016891,monthly_rebalance
2008-03-31,2008-04-30,long,SWE|CHE|POL...,100.0,101.3565,0.013565,monthly_rebalance
2008-04-30,2008-05-31,long,POL|SWE|CHE...,100.0,101.1762,0.011762,monthly_rebalance
2008-05-31,2008-06-30,long,POL|SWE|PHL...,100.0,88.8713,-0.111287,monthly_rebalance
2008-06-30,2008-07-31,long,POL|PHL|SWE...,100.0,102.7134,0.027134,monthly_rebalance
2008-07-31,2008-08-31,long,SWE|POL|PHL...,100.0,101.2032,0.012032,monthly_rebalance
2008-08-31,2008-09-30,long,POL|SWE|KOR...,100.0,92.0076,-0.079924,monthly_rebalance
2008-09-30,2008-10-31,long,SWE|SGP|POL...,100.0,79.3525,-0.206475,monthly_rebalance
2008-10-31,2008-11-30,long,IND|SGP|POL...,100.0,95.6456,-0.043544,monthly_rebalance
2008-11-30,2008-12-31,long,IND|NOR|SGP...,100.0,102.9268,0.029268,monthly_rebalance
2008-12-31,2009-01-31,long,IND|NOR|SGP...,100.0,98.3024,-0.016976,monthly_rebalance
2009-01-31,2009-02-28,long,IND|POL|PHL...,100.0,94.1262,-0.058738,monthly_rebalance
2009-02-28,2009-03-31,long,POL|IND|SGP...,100.0,104.3447,0.043447,monthly_rebalance
2009-03-31,2009-04-30,long,POL|DNK|NOR...,100.0,114.9445,0.149445,monthly_rebalance
2009-04-30,2009-05-31,long,NOR|DNK|SGP...,100.0,116.717,0.16717,monthly_rebalance
2009-05-31,2009-06-30,long,NOR|POL|DNK...,100.0,100.8815,0.008815,monthly_rebalance
2009-06-30,2009-07-31,long,NOR|DNK|POL...,100.0,108.565,0.08565,monthly_rebalance
2009-07-31,2009-08-31,long,NOR|DNK|POL...,100.0,105.4145,0.054145,monthly_rebalance
2009-08-31,2009-09-30,long,NOR|DNK|CHE...,100.0,102.4904,0.024904,monthly_rebalance
2009-09-30,2009-10-31,long,DNK|POL|CHE...,100.0,100.4647,0.004647,monthly_rebalance
2009-10-31,2009-11-30,long,CHE|NZL|DNK...,100.0,100.3586,0.003586,monthly_rebalance
2009-11-30,2009-12-31,long,NZL|CHE|DNK...,100.0,103.5917,0.035917,monthly_rebalance
2009-12-31,2010-01-31,long,NZL|CHE|GBR...,100.0,100.2517,0.002517,monthly_rebalance
2010-01-31,2010-02-28,long,NZL|CHE|GBR...,100.0,101.4392,0.014392,monthly_rebalance
2010-02-28,2010-03-31,long,NZL|NOR|GBR...,100.0,104.9643,0.049643,monthly_rebalance
2010-03-31,2010-04-30,long,NZL|KOR|AUS...,100.0,100.5415,0.005415,monthly_rebalance
2010-04-30,2010-05-31,long,NZL|KOR|CHE...,100.0,93.97,-0.0603,monthly_rebalance
2010-05-31,2010-06-30,long,NZL|NOR|KOR...,100.0,100.1814,0.001814,monthly_rebalance
2010-06-30,2010-07-31,long,NZL|NOR|AUS...,100.0,104.5347,0.045347,monthly_rebalance
2010-07-31,2010-08-31,long,NZL|AUS|CHE...,100.0,98.9847,-0.010153,monthly_rebalance
2010-08-31,2010-09-30,long,NZL|AUS|CHE...,100.0,105.5183,0.055183,monthly_rebalance
2010-09-30,2010-10-31,long,AUS|NZL|CHE...,100.0,103.0436,0.030436,monthly_rebalance
2010-10-31,2010-11-30,long,NZL|AUS|CHE...,100.0,98.2694,-0.017306,monthly_rebalance
2010-11-30,2010-12-31,long,AUS|NZL|NOR...,100.0,105.3151,0.053151,monthly_rebalance
2010-12-31,2011-01-31,long,AUS|NZL|CHE...,100.0,98.1739,-0.018261,monthly_rebalance
2011-01-31,2011-02-28,long,IND|NZL|CHE...,100.0,100.3877,0.003877,monthly_rebalance
2011-02-28,2011-03-31,long,IND|CHE|AUS...,100.0,102.3849,0.023849,monthly_rebalance
2011-03-31,2011-04-30,long,CHE|AUS|IND...,100.0,101.7803,0.017803,monthly_rebalance
2011-04-30,2011-05-31,long,IND|AUS|CHE...,100.0,98.9251,-0.010749,monthly_rebalance
2011-05-31,2011-06-30,long,IND|CHE|AUS...,100.0,98.3349,-0.016651,monthly_rebalance
2011-06-30,2011-07-31,long,IND|CHE|SGP...,100.0,97.5767,-0.024233,monthly_rebalance
2011-07-31,2011-08-31,long,CHE|IND|AUS...,100.0,92.253,-0.07747,monthly_rebalance
2011-08-31,2011-09-30,long,IND|CHE|DNK...,100.0,96.5611,-0.034389,monthly_rebalance
2011-09-30,2011-10-31,long,IND|SWE|POL...,100.0,105.6024,0.056024,monthly_rebalance
2011-10-31,2011-11-30,long,IND|DNK|CHE...,100.0,96.9361,-0.030639,monthly_rebalance
2011-11-30,2011-12-31,long,IND|SGP|POL...,100.0,98.7787,-0.012213,monthly_rebalance
2011-12-31,2012-01-31,long,IND|POL|SGP...,100.0,108.1585,0.081585,monthly_rebalance
2012-01-31,2012-02-29,long,POL|CHE|IND...,100.0,104.7193,0.047193,monthly_rebalance
2012-02-29,2012-03-31,long,POL|CHE|AUS...,100.0,100.2764,0.002764,monthly_rebalance
2012-03-31,2012-04-30,long,POL|IND|AUS...,100.0,99.0894,-0.009106,monthly_rebalance
2012-04-30,2012-05-31,long,POL|IND|KOR...,100.0,94.1425,-0.058575,monthly_rebalance
2012-05-31,2012-06-30,long,POL|IND|KOR...,100.0,104.3011,0.043011,monthly_rebalance
2012-06-30,2012-07-31,long,POL|KOR|IND...,100.0,101.1996,0.011996,monthly_rebalance
2012-07-31,2012-08-31,long,POL|KOR|IND...,100.0,101.6482,0.016482,monthly_rebalance
2012-08-31,2012-09-30,long,POL|IND|KOR...,100.0,104.6846,0.046846,monthly_rebalance
2012-09-30,2012-10-31,long,POL|IND|KOR...,100.0,99.7725,-0.002275,monthly_rebalance
2012-10-31,2012-11-30,long,KOR|POL|IND...,100.0,102.2418,0.022418,monthly_rebalance
2012-11-30,2012-12-31,long,KOR|POL|NOR...,100.0,103.1256,0.031256,monthly_rebalance
2012-12-31,2013-01-31,long,KOR|NOR|MYS...,100.0,102.3656,0.023656,monthly_rebalance
2013-01-31,2013-02-28,long,KOR|MYS|POL...,100.0,99.7212,-0.002788,monthly_rebalance
2013-02-28,2013-03-31,long,KOR|IND|MYS...,100.0,99.5461,-0.004539,monthly_rebalance
2013-03-31,2013-04-30,long,KOR|IND|MYS...,100.0,100.8359,0.008359,monthly_rebalance
2013-04-30,2013-05-31,long,KOR|IND|POL...,100.0,102.9872,0.029872,monthly_rebalance
2013-05-31,2013-06-30,long,KOR|MEX|IND...,100.0,96.3774,-0.036226,monthly_rebalance
2013-06-30,2013-07-31,long,KOR|IND|MEX...,100.0,102.4608,0.024608,monthly_rebalance
2013-07-31,2013-08-31,long,IND|MEX|KOR...,100.0,97.2717,-0.027283,monthly_rebalance
2013-08-31,2013-09-30,long,IND|KOR|MEX...,100.0,103.8167,0.038167,monthly_rebalance
2013-09-30,2013-10-31,long,IND|MEX|KOR...,100.0,103.4725,0.034725,monthly_rebalance
2013-10-31,2013-11-30,long,MEX|IND|KOR...,100.0,100.4102,0.004102,monthly_rebalance
2013-11-30,2013-12-31,long,IND|MEX|KOR...,100.0,100.0474,0.000474,monthly_rebalance
2013-12-31,2014-01-31,long,MEX|PHL|KOR...,100.0,97.2358,-0.027642,monthly_rebalance
2014-01-31,2014-02-28,long,MEX|SGP|PHL...,100.0,101.5739,0.015739,monthly_rebalance
2014-02-28,2014-03-31,long,MEX|PHL|SGP...,100.0,102.9093,0.029093,monthly_rebalance
2014-03-31,2014-04-30,long,MEX|PHL|SGP...,100.0,101.8906,0.018906,monthly_rebalance
2014-04-30,2014-05-31,long,PHL|MEX|SGP...,100.0,101.2558,0.012558,monthly_rebalance
2014-05-31,2014-06-30,long,PHL|MEX|KOR...,100.0,101.0108,0.010108,monthly_rebalance
2014-06-30,2014-07-31,long,PHL|MEX|SGP...,100.0,101.5977,0.015977,monthly_rebalance
2014-07-31,2014-08-31,long,GBR|PHL|POL...,100.0,101.9569,0.019569,monthly_rebalance
2014-08-31,2014-09-30,long,GBR|POL|KOR...,100.0,100.2067,0.002067,monthly_rebalance
2014-09-30,2014-10-31,long,GBR|KOR|SGP...,100.0,99.9196,-0.000804,monthly_rebalance
2014-10-31,2014-11-30,long,GBR|KOR|POL...,100.0,100.0251,0.000251,monthly_rebalance
2014-11-30,2014-12-31,long,POL|KOR|GBR...,100.0,98.3674,-0.016326,monthly_rebalance
2014-12-31,2015-01-31,long,KOR|MYS|GBR...,100.0,100.6655,0.006655,monthly_rebalance
2015-01-31,2015-02-28,long,POL|MEX|MYS...,100.0,104.3859,0.043859,monthly_rebalance
2015-02-28,2015-03-31,long,POL|GBR|KOR...,100.0,100.9937,0.009937,monthly_rebalance
2015-03-31,2015-04-30,long,POL|MYS|GBR...,100.0,103.0112,0.030112,monthly_rebalance
2015-04-30,2015-05-31,long,MYS|GBR|POL...,100.0,98.6505,-0.013495,monthly_rebalance
2015-05-31,2015-06-30,long,MYS|SGP|GBR...,100.0,96.9311,-0.030689,monthly_rebalance
2015-06-30,2015-07-31,long,MYS|NOR|POL...,100.0,99.8564,-0.001436,monthly_rebalance
2015-07-31,2015-08-31,long,MYS|SGP|KOR...,100.0,94.4601,-0.055399,monthly_rebalance
2015-08-31,2015-09-30,long,MYS|SGP|NOR...,100.0,99.2891,-0.007109,monthly_rebalance
2015-09-30,2015-10-31,long,POL|SGP|MYS...,100.0,104.1672,0.041672,monthly_rebalance
2015-10-31,2015-11-30,long,POL|MYS|SGP...,100.0,97.4719,-0.025281,monthly_rebalance
2015-11-30,2015-12-31,long,POL|SGP|PHL...,100.0,100.3382,0.003382,monthly_rebalance
2015-12-31,2016-01-31,long,POL|SGP|PHL...,100.0,95.1446,-0.048554,monthly_rebalance
2016-01-31,2016-02-29,long,SGP|POL|PHL...,100.0,99.5408,-0.004592,monthly_rebalance
2016-02-29,2016-03-31,long,IND|SGP|POL...,100.0,107.59,0.0759,monthly_rebalance
2016-03-31,2016-04-30,long,SGP|POL|CHE...,100.0,100.8668,0.008668,monthly_rebalance
2016-04-30,2016-05-31,long,POL|SGP|GBR...,100.0,100.1994,0.001994,monthly_rebalance
2016-05-31,2016-06-30,long,POL|SGP|GBR...,100.0,99.148,-0.00852,monthly_rebalance
2016-06-30,2016-07-31,long,POL|SGP|KOR...,100.0,102.7656,0.027656,monthly_rebalance
2016-07-31,2016-08-31,long,POL|CHE|SGP...,100.0,101.7808,0.017808,monthly_rebalance
2016-08-31,2016-09-30,long,POL|CHE|DNK...,100.0,99.3026,-0.006974,monthly_rebalance
2016-09-30,2016-10-31,long,POL|DNK|CHE...,100.0,99.3219,-0.006781,monthly_rebalance
2016-10-31,2016-11-30,long,CHE|DNK|POL...,100.0,99.4346,-0.005654,monthly_rebalance
2016-11-30,2016-12-31,long,DNK|CHE|KOR...,100.0,103.5566,0.035566,monthly_rebalance
2016-12-31,2017-01-31,long,DNK|MYS|CHE...,100.0,102.4314,0.024314,monthly_rebalance
2017-01-31,2017-02-28,long,DNK|MYS|CHE...,100.0,101.128,0.01128,monthly_rebalance
2017-02-28,2017-03-31,long,DNK|MYS|KOR...,100.0,103.6306,0.036306,monthly_rebalance
2017-03-31,2017-04-30,long,DNK|PHL|MYS...,100.0,102.7666,0.027666,monthly_rebalance
2017-04-30,2017-05-31,long,DNK|KOR|PHL...,100.0,102.2217,0.022217,monthly_rebalance
2017-05-31,2017-06-30,long,DNK|PHL|NZL...,100.0,100.982,0.00982,monthly_rebalance
2017-06-30,2017-07-31,long,PHL|MEX|DNK...,100.0,101.0519,0.010519,monthly_rebalance
2017-07-31,2017-08-31,long,PHL|AUS|DNK...,100.0,100.7871,0.007871,monthly_rebalance
2017-08-31,2017-09-30,long,PHL|AUS|MYS...,100.0,101.9026,0.019026,monthly_rebalance
2017-09-30,2017-10-31,long,AUS|PHL|MYS...,100.0,101.1809,0.011809,monthly_rebalance
2017-10-31,2017-11-30,long,MEX|MYS|GBR...,100.0,99.3376,-0.006624,monthly_rebalance
2017-11-30,2017-12-31,long,MEX|MYS|SWE...,100.0,102.186,0.02186,monthly_rebalance
2017-12-31,2018-01-31,long,SWE|MEX|AUS...,100.0,100.7356,0.007356,monthly_rebalance
2018-01-31,2018-02-28,long,SWE|MEX|GBR...,100.0,98.2349,-0.017651,monthly_rebalance
2018-02-28,2018-03-31,long,GBR|POL|SWE...,100.0,97.4371,-0.025629,monthly_rebalance
2018-03-31,2018-04-30,long,MEX|POL|GBR...,100.0,103.8285,0.038285,monthly_rebalance
2018-04-30,2018-05-31,long,POL|MEX|SWE...,100.0,96.2161,-0.037839,monthly_rebalance
