entry_time,exit_time,position,instrument,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
2022-02-28,2022-03-31,long,CRSP_LargeCap_D10,100.0,102.9015,monthly_hold,5.0,1,308041.92,3185.01,304856.9,10616715.22,10921572.13
2022-03-31,2022-04-30,long,CRSP_LargeCap_D10,100.0,94.1745,monthly_hold,5.0,1,-636235.44,3276.47,-639511.91,10921572.13,10282060.21
2022-04-30,2022-05-31,long,CRSP_LargeCap_D10,100.0,100.9788,monthly_hold,5.0,1,100637.67,3084.62,97553.05,10282060.21,10379613.27
2022-05-31,2022-06-30,long,CRSP_LargeCap_D10,100.0,92.3661,monthly_hold,5.0,1,-792367.18,3113.88,-795481.06,10379613.27,9584132.2
2022-06-30,2022-07-31,long,CRSP_LargeCap_D10,100.0,106.4258,monthly_hold,5.0,1,615852.41,2875.24,612977.17,9584132.2,10197109.37
2022-07-31,2022-08-31,long,CRSP_LargeCap_D10,100.0,96.7855,monthly_hold,5.0,1,-327787.14,3059.13,-330846.27,10197109.37,9866263.09
2022-08-31,2022-09-30,long,CRSP_LargeCap_D10,100.0,92.0023,monthly_hold,5.0,1,-789078.5,2959.88,-792038.38,9866263.09,9074224.71
2022-09-30,2022-10-31,long,CRSP_LargeCap_D10,100.0,111.0105,monthly_hold,5.0,1,999119.08,2722.27,996396.82,9074224.71,10070621.53
2022-10-31,2022-11-30,long,CRSP_LargeCap_D10,100.0,106.0366,monthly_hold,5.0,1,607923.31,3021.19,604902.12,10070621.53,10675523.65
2022-11-30,2022-12-31,long,CRSP_LargeCap_D10,100.0,96.3208,monthly_hold,5.0,1,-392777.72,3202.66,-395980.38,10675523.65,10279543.27
2022-12-31,2023-01-31,long,CRSP_LargeCap_D10,100.0,103.893,monthly_hold,5.0,1,400183.06,3083.86,397099.2,10279543.27,10676642.47
2023-01-31,2023-02-28,long,CRSP_LargeCap_D10,100.0,96.3038,monthly_hold,5.0,1,-394632.99,3202.99,-397835.98,10676642.47,10278806.48
2023-02-28,2023-03-31,long,CRSP_LargeCap_D10,100.0,100.064,monthly_hold,5.0,1,6582.9,3083.64,3499.26,10278806.48,10282305.74
2023-03-31,2023-04-30,long,CRSP_LargeCap_D10,100.0,102.1887,monthly_hold,5.0,1,225048.74,3084.69,221964.05,10282305.74,10504269.79
2023-04-30,2023-05-31,long,CRSP_LargeCap_D10,100.0,95.6471,monthly_hold,5.0,1,-457243.81,3151.28,-460395.09,10504269.79,10043874.71
2023-05-31,2023-06-30,long,CRSP_LargeCap_D10,100.0,106.2939,monthly_hold,5.0,1,632155.41,3013.16,629142.25,10043874.71,10673016.95
2023-06-30,2023-07-31,long,CRSP_LargeCap_D10,100.0,103.0354,monthly_hold,5.0,1,323971.68,3201.91,320769.78,10673016.95,10993786.73
2023-07-31,2023-08-31,long,CRSP_LargeCap_D10,100.0,98.3706,monthly_hold,5.0,1,-179130.63,3298.14,-182428.77,10993786.73,10811357.96
2023-08-31,2023-09-30,long,CRSP_LargeCap_D10,100.0,96.2026,monthly_hold,5.0,1,-410554.85,3243.41,-413798.26,10811357.96,10397559.7
2023-09-30,2023-10-31,long,CRSP_LargeCap_D10,100.0,97.4913,monthly_hold,5.0,1,-260845.11,3119.27,-263964.38,10397559.7,10133595.32
2023-10-31,2023-11-30,long,CRSP_LargeCap_D10,100.0,107.9741,monthly_hold,5.0,1,808061.23,3040.08,805021.16,10133595.32,10938616.48
2023-11-30,2023-12-31,long,CRSP_LargeCap_D10,100.0,104.1694,monthly_hold,5.0,1,456073.58,3281.58,452791.99,10938616.48,11391408.47
2023-12-31,2024-01-31,long,CRSP_LargeCap_D10,100.0,101.591,monthly_hold,5.0,1,181235.75,3417.42,177818.33,11391408.47,11569226.8
2024-01-31,2024-02-29,long,CRSP_LargeCap_D10,100.0,104.5919,monthly_hold,5.0,1,531251.91,3470.77,527781.14,11569226.8,12097007.94
2024-02-29,2024-03-31,long,CRSP_LargeCap_D10,100.0,104.1948,monthly_hold,5.0,1,507450.38,3629.1,503821.28,12097007.94,12600829.22
2024-03-31,2024-04-30,long,CRSP_LargeCap_D10,100.0,95.8779,monthly_hold,5.0,1,-519418.26,3780.25,-523198.51,12600829.22,12077630.71
2024-04-30,2024-05-31,long,CRSP_LargeCap_D10,100.0,102.3907,monthly_hold,5.0,1,288740.53,3623.29,285117.24,12077630.71,12362747.95
2024-05-31,2024-06-30,long,CRSP_LargeCap_D10,100.0,100.4303,monthly_hold,5.0,1,53199.17,3708.82,49490.35,12362747.95,12412238.3
2024-06-30,2024-07-31,long,CRSP_LargeCap_D10,100.0,103.9372,monthly_hold,5.0,1,488698.88,3723.67,484975.21,12412238.3,12897213.5
2024-07-31,2024-08-31,long,CRSP_LargeCap_D10,100.0,104.2633,monthly_hold,5.0,1,549853.11,3869.16,545983.94,12897213.5,13443197.45
2024-08-31,2024-09-30,long,CRSP_LargeCap_D10,100.0,101.3768,monthly_hold,5.0,1,185088.32,4032.96,181055.36,13443197.45,13624252.81
2024-09-30,2024-10-31,long,CRSP_LargeCap_D10,100.0,98.8007,monthly_hold,5.0,1,-163392.12,4087.28,-167479.4,13624252.81,13456773.41
2024-10-31,2024-11-30,long,CRSP_LargeCap_D10,100.0,106.6874,monthly_hold,5.0,1,899909.84,4037.03,895872.8,13456773.41,14352646.22
2024-11-30,2024-12-31,long,CRSP_LargeCap_D10,100.0,93.8142,monthly_hold,5.0,1,-887825.01,4305.79,-892130.8,14352646.22,13460515.42
2024-12-31,2025-01-31,long,CRSP_LargeCap_D10,100.0,105.2799,monthly_hold,5.0,1,710695.51,4038.15,706657.35,13460515.42,14167172.77
2025-01-31,2025-02-28,long,CRSP_LargeCap_D10,100.0,100.9983,monthly_hold,5.0,1,141432.84,4250.15,137182.69,14167172.77,14304355.46
2025-02-28,2025-03-31,long,CRSP_LargeCap_D10,100.0,96.5296,monthly_hold,5.0,1,-496417.22,4291.31,-500708.52,14304355.46,13803646.93
2025-03-31,2025-04-30,long,CRSP_LargeCap_D10,100.0,98.7847,monthly_hold,5.0,1,-167760.63,4141.09,-171901.72,13803646.93,13631745.21
2025-04-30,2025-05-31,long,CRSP_LargeCap_D10,100.0,102.8781,monthly_hold,5.0,1,392336.42,4089.52,388246.9,13631745.21,14019992.11
2025-05-31,2025-06-30,long,CRSP_LargeCap_D10,100.0,103.534,monthly_hold,5.0,1,495465.64,4206.0,491259.64,14019992.11,14511251.75
2025-06-30,2025-07-31,long,CRSP_LargeCap_D10,100.0,100.2606,monthly_hold,5.0,1,37810.24,4353.38,33456.86,14511251.75,14544708.61
2025-07-31,2025-08-31,long,CRSP_LargeCap_D10,100.0,102.9726,monthly_hold,5.0,1,432349.02,4363.41,427985.61,14544708.61,14972694.22
2025-08-31,2025-09-30,long,CRSP_LargeCap_D10,100.0,101.8237,monthly_hold,5.0,1,273052.27,4491.81,268560.46,14972694.22,15241254.68
2025-09-30,2025-10-31,long,CRSP_LargeCap_D10,100.0,99.2269,monthly_hold,5.0,1,-117834.91,4572.38,-122407.29,15241254.68,15118847.39
2025-10-31,2025-11-30,long,CRSP_LargeCap_D10,100.0,101.9756,monthly_hold,5.0,1,298683.82,4535.65,294148.17,15118847.39,15412995.56
2025-11-30,2025-12-31,long,CRSP_LargeCap_D10,100.0,100.9048,monthly_hold,5.0,1,139449.8,4623.9,134825.9,15412995.56,15547821.46
