date,EMA_voltgt,IMOM_voltgt,ORB_QQQ,ORB_MDY,ORB_MTUM,ORB_composite,VWAP_QQQ,VWAP_MTUM,VWAP_EWW,VWAP_composite,IBS_v1,IBS_v2,TFT,Quiver,Bucket_A,Bucket_B,Portfolio
2016-01-27,0.007282088930506525,0.0005032116205783144,0.0,-0.0006197276800148366,-0.0008933628782925584,-0.0005043635194357984,0.0044653548068381,0.019521550483772243,-0.013489271922377588,0.003499211122744252,-0.008259136705448422,-0.0009325725867720402,0.0,0.0,0.0026950370385983233,-0.0022979273230551156,0.00019855485777160384
2016-01-28,0.002011243128900997,0.0,-0.0016164878281945683,-0.0006078469859170932,0.0,-0.0007414449380372204,-0.0117691841526991,0.0,-0.015016586166843426,-0.008928590106514174,0.0046188453436828425,0.0025120961872755476,0.0,0.007748493471380957,-0.0019146979789125993,0.003719858750584837,0.0009025803858361187
2016-01-29,0.02042650543021618,0.007299372469535603,0.019885136228813494,0.0218358894180668,0.0,0.013907008548960098,0.0200970006355931,0.0,0.01504812084133067,0.011715040492307921,0.0,0.003067715906680535,0.0,0.0,0.01333698173525495,0.0007669289766701337,0.007051955355962542
2016-02-01,0.004820032822858034,0.0,-0.0015350307609753866,-0.0005964626763819147,0.0,-0.0007104978124524338,-0.0165444363119017,0.0,0.005394835779830798,-0.0037165335106903014,0.0,-0.002720207253885998,0.0,0.0,9.825037492882467e-05,-0.0006800518134714995,-0.0002909007192713374
2016-02-02,0.010231630155578708,-0.0016478767539332972,0.015491304166666664,-0.0006024095585033251,-0.0008352698420232008,0.00468454158871338,0.009402125860634,0.0,-0.014978203732860074,-0.0018586926240753577,0.0,-0.0018048318551366904,0.0,-0.004575298405386619,0.0028524005915708584,-0.0015950325651308273,0.0006286840132200156
2016-02-03,0.010690605675221843,-0.016647304634595628,0.008926303887893727,-0.0006052954303465974,0.0,0.002773669485849043,0.0060048750543482,0.0,0.0,0.0020016250181160667,-0.0036594432607928162,0.003827405209923196,0.0,0.0,-0.0002953511138521688,4.199048728259491e-05,-0.00012668031328478695
2016-02-04,-0.012060724141324197,-0.006816050565766507,-0.001548085060685489,-0.0005951764439718898,-0.0008562735510473374,-0.0009998450185682388,-0.0387833806680667,0.0,0.01292001674588672,-0.008621121307393327,-3.464984878565058e-05,4.91011825376475e-06,0.0,-0.002605028709853685,-0.007124435258263067,-0.0006586921100963927,-0.00389156368417973
2016-02-05,0.026882610276908858,0.008972896058523139,0.026771449571183492,-0.0005932070998386774,-0.0008751454950624016,0.008434365658760804,0.0269858578044596,0.02372359534883728,0.013694205492520872,0.021467886215272583,-0.006187637898388165,-0.0013020470513886995,0.0,-0.0006312823600312933,0.016439439552366347,-0.0020302418274520395,0.007204598862457154
2016-02-08,-0.0029545059618936165,-0.008681928271512929,-0.0016972192047524093,-0.0006233252005042322,-0.0009318958080704043,-0.001084146737775682,-0.023808348040093,-0.001909093574783971,-0.0014376078063531583,-0.009051683140410043,-0.002673051785480385,-0.0019492197675216039,0.0,0.0,-0.005443066027898067,-0.0011555678882504972,-0.0032993169580742823
2016-02-09,-0.00767174368672241,-0.004154895196967434,-0.0017031633993680462,-0.0006189630310825533,0.011364475140252184,0.003014116236600528,-0.024061897108497,-0.0011254851841930869,-0.011266210489504824,-0.012151197594064972,-0.0022612119231965044,-0.0017498659703399921,0.0,0.0,-0.005240930060288572,-0.0010027694733841241,-0.0031218497668363482
2016-02-10,-0.01188144454303075,-0.008347917829764406,-0.0016594633680333537,0.0,-0.000912512746701788,-0.0008573253715783805,-0.0171300074250575,0.0,-0.006579079060715198,-0.007903028828590898,-7.642140634178674e-05,0.001520642134987371,0.0,0.0,-0.00724742914324111,0.0003610551821613961,-0.0034431869805398568
2016-02-11,-0.0105344138004283,0.0,-0.0016600780276133653,-0.0006147664074903636,-0.0009127583702152053,-0.0010625342684396448,-0.0154630906298826,-0.019999884140046498,-0.01460214580172936,-0.016688373523886153,-0.004310288766595782,7.250149541659923e-05,0.0,0.0,-0.0070713303981885245,-0.0010594468177947958,-0.00406538860799166
2016-02-12,-0.004811110511785954,0.0,-0.0015881562819706208,-0.0006022012335072935,-0.0008816526551332915,-0.0010240033902037353,0.005409130513715,0.0,0.006023835801760802,0.003810988771825267,0.01822184996436782,0.009458093421386815,0.0,0.0019377192323692949,-0.0005060312825411057,0.0074044156545309825,0.0034491921859949384
2016-02-16,0.0012194411605337407,0.0,-0.0015403590120215416,-0.0005907491676635512,0.0,-0.0007103693932283642,-0.0053831747015412,0.0,0.0006896800067668352,-0.001564498231591455,0.0,9.083975270862688e-05,0.0,0.0002263581488934907,-0.0002638566160715197,7.92994754005294e-05,-9.227857033549514e-05
2016-02-17,0.015283704394021935,0.0012840068952895134,-0.0015135754011834646,-0.0005732555977596698,-0.000838278946932447,-0.0009750366486251938,0.0064177540101161,0.0,0.005994667742498461,0.004137473917538187,0.0,0.0005622948046344334,0.0,0.0,0.0049325371395561105,0.00014057370115860834,0.0025365554203573594
2016-02-18,0.0027135608755504137,0.0,0.010315639248390074,-0.0005519583701270037,-0.0008151977992791881,0.0029828276929946274,0.0088898221449749,-0.008973677156924764,0.0028996804606349347,0.0009386084828950236,0.0,0.004238069113379872,0.0,0.0003665689149559004,0.0016587492628600162,0.001151159507083943,0.0014049543849719796
