,equity
2016-01-04,100136.28632803088
2016-01-05,100138.94390268344
2016-01-06,100159.31864168643
2016-01-07,100148.68834307618
2016-01-08,100156.66106703386
2016-01-11,100115.91158902789
2016-01-12,100094.65099180739
2016-01-13,100090.22170071976
2016-01-14,100099.080282895
2016-01-15,100126.54188763814
2016-01-18,100123.88431298558
2016-01-19,100111.4822979403
2016-01-20,100066.3035288467
2016-01-21,100092.87927537234
2016-01-22,100115.91158902789
2016-01-25,100126.54188763813
2016-01-26,100110.59643972274
2016-01-27,100110.59643972274
2016-01-28,100098.19442467745
2016-01-29,100085.79240963217
2016-02-01,100087.2685574337
2016-02-02,100103.50618325046
2016-02-03,100035.60338438039
2016-02-04,100019.36575856362
2016-02-05,99989.84280253318
2016-02-08,99955.89140309814
2016-02-09,99944.08222068596
2016-02-10,99982.46206352556
2016-02-11,100009.03272395299
2016-02-12,100054.79330580021
2016-02-15,100118.26766126572
2016-02-16,100100.55388764745
2016-02-17,100059.22174920478
2016-02-18,100022.3180541667
2016-02-19,100035.6033843804
2016-02-22,100085.7924096322
2016-02-23,100084.31626183068
2016-02-24,100113.83921786114
2016-02-25,100168.4566865175
2016-02-26,100205.36038155558
2016-02-29,100203.2949732254
2016-03-01,100244.8686923283
2016-03-02,100247.19965315802
2016-03-03,100276.94153311239
2016-03-04,100253.07131398233
2016-03-07,100282.54764143711
2016-03-08,100262.1492753573
2016-03-09,100292.29440169992
2016-03-10,100357.90553965485
2016-03-11,100211.350065713
2016-03-14,100157.72813135081
2016-03-15,100157.72813135081
2016-03-16,100025.05023433214
2016-03-17,100128.09443945183
2016-03-18,100038.49505903372
2016-03-21,100061.08669205461
2016-03-22,100139.00176249065
2016-03-23,100190.64680602253
2016-03-24,100225.22764263615
2016-03-25,100196.52830212461
2016-03-28,100196.52830212461
2016-03-29,100196.52830212461
2016-03-30,100196.52830212461
2016-03-31,100196.52830212461
2016-04-01,100196.52830212461
2016-04-04,100196.52830212461
2016-04-05,100197.4230773737
2016-04-06,100214.72206552298
2016-04-07,100213.5290318575
2016-04-08,100189.37010013181
2016-04-11,100181.31712288992
2016-04-12,100181.31712288992
2016-04-13,100190.5631337973
2016-04-14,100191.75616746274
2016-04-15,100197.12481895737
2016-04-18,100222.77504276487
2016-04-19,100220.98549226666
2016-04-20,100174.15892089711
2016-04-21,100158.64948324606
2016-04-22,100154.17560700056
2016-04-25,100139.39589210557
2016-04-26,100139.12950205071
2016-04-27,100166.28155504874
2016-04-28,100135.13365122795
2016-04-29,100145.18740922399
2016-05-02,100150.85066446412
2016-05-03,100127.12221698584
2016-05-04,100114.38482584468
2016-05-05,100131.67058051494
2016-05-06,100080.6914170553
2016-05-09,100085.03258831953
2016-05-10,100129.36186670623
2016-05-11,100144.0231860213
2016-05-12,100100.74960155568
2016-05-13,100125.89879599315
2016-05-16,100133.56490979384
2016-05-17,100123.04743577643
2016-05-18,100088.01221041451
2016-05-19,100088.23913527603
2016-05-20,100070.63765905928
2016-05-23,100099.68512857553
2016-05-24,100154.59759561611
2016-05-25,100207.05896621571
2016-05-26,100221.91379666245
2016-05-27,100199.13243659613
2016-05-30,100257.37562742949
2016-05-31,100188.7053932686
2016-06-01,100113.5120798696
2016-06-02,100150.10062432321
2016-06-03,100174.8290247076
2016-06-06,100038.92165712746
2016-06-07,99820.43803646525
2016-06-08,99896.67899592368
2016-06-09,99837.10153888252
2016-06-10,99671.1978902606
2016-06-13,99686.35910776246
2016-06-14,99763.50934493287
2016-06-15,99767.17610614096
2016-06-16,99869.99367176791
2016-06-17,99915.8528955023
2016-06-20,99940.95563670911
2016-06-21,99948.60759038417
2016-06-22,99938.10954325726
2016-06-23,99903.13903167412
2016-06-24,99903.36553738135
2016-06-27,99885.79657295885
2016-06-28,99763.97589476015
