date,donchian_channel__us_factor,sentiment_timing__us_factor,turn_of_month__real_assets,vol_overlay__us_factor,donchian_channel__us_equity_broad,us_cross_sectional_momentum__us_factor,quality_timing__us_factor,industry_trend__us_sectors,us_cross_sectional_momentum__us_sectors,bond_duration_carry__bonds_us,donchian_channel__real_assets,us_cross_sectional_momentum__us_equity_broad,quality_timing__us_equity_broad,sentiment_timing__us_equity_broad,cross_asset_momentum__all_68,low_volatility__all_equity,vol_overlay__us_equity_broad,em_dm_carry__intl_country_all
2016-03-21,0.00032788173208136984,0.00032788173208140686,0.0,0.0001677423417299669,0.0009069692363229132,0.0,0.00032788173208140686,0.0,0.0,-0.001533680435271148,-0.011619551295931285,0.0,0.0009069692363228854,0.0009069692363229132,0.0,0.0,0.0005858164553023959,-0.00012468292284906202
2016-03-22,-0.0009381967422109246,-0.0009381967422109986,0.0,-0.000879176072161277,0.0002854878416488349,0.0,-0.0009381967422109986,0.0,0.0,-0.0011141076511675951,0.004132432015611161,0.0,0.0002854878416487794,0.00028548784164886265,0.0,0.0,0.0001723013258790873,-0.0029990722423330896
2016-03-23,-0.005776777794701038,-0.005776777794700945,0.0,-0.0044494882877717705,-0.011327032504113071,0.0,-0.005776777794700982,0.0,0.0,0.002201288180622457,-0.017792530386376442,0.0,-0.011327032504113155,-0.011327032504113071,0.0,0.0,-0.006865642428790036,-0.015295079395218902
2016-03-24,-0.0009080365590921069,-0.0009080365590920699,0.0,-0.0006682123753404637,0.0009225788239994315,0.0,-0.0009080365590921069,0.0,0.0,-0.0008610574342069188,-0.0055343911085505475,0.0,0.0009225788239994037,0.0009225788239994037,0.0,0.0,0.0004974674320867845,-0.004065384967468999
2016-03-28,0.0016674818428636569,0.0016674818428637679,0.0,0.001440162582662552,0.0010521768006485355,0.0,0.001667481842863694,0.0,0.0,-0.0001536298617244719,0.002470016105804773,0.0,0.001052176800648591,0.0010521768006485077,0.0,0.0,0.0006428135292128601,0.005596742840417335
2016-03-29,0.010624967290631782,0.010624967290631745,-0.0004999999999999449,0.009293488579929066,0.01788515446409894,0.0,0.010624967290631707,0.0,0.0,0.0051894525822996085,0.015121041656793954,0.0,0.017885154464098885,0.017885154464098996,0.0,0.0,0.011088367612465011,0.011705558824754991
2016-03-30,0.0034341344481650937,0.0034341344481649827,0.008697205823539314,0.0029143378973414866,0.002295393183205874,0.0,0.003434134448165057,0.0,0.0,-0.0010797215956623307,0.008697205823539353,0.0,0.0022953931832059293,0.002295393183205874,0.0,0.0,0.0016960493909766727,0.009132312160507805
2016-03-31,-0.0014870179121539244,-0.0014870179121539244,0.00739177423798328,-0.0011743174701040286,-0.0001553471497427461,0.0,-0.0014870179121539244,0.0,0.0,0.002106116814667644,0.007391774237983133,0.0,-0.0001553471497427461,-0.00015534714974277386,0.0,0.0,-0.0003296390540407368,-0.0069509822979901825
2016-04-01,0.006357057575179015,0.006357057575179015,-0.011928141787482952,0.006024082358418115,0.006880453263191311,0.0,0.006357057575178941,0.0,0.0,0.0007353141945450475,-0.011928141787482915,0.0,0.006880453263191311,0.006880453263191255,0.0,0.0,0.004582491167880398,-0.005546601762614456
2016-04-04,-0.004416847298711057,-0.004416847298711002,-0.007664231455879429,-0.004671241383322681,-0.006483106399712946,0.0,-0.00441684729871102,0.0,0.0,0.0001825675800525145,-0.007664231455879504,0.0,-0.00648310639971289,-0.00648310639971289,0.0,0.0,-0.0047043092248025,-0.0074091472339680164
2016-04-05,-0.009812895285666609,-0.009812895285666664,-0.008846495318130532,-0.010919189368916005,-0.01036172723671519,0.0,-0.009812895285666664,0.0,0.0,0.002248891654353574,-0.008346495318130587,0.0,-0.010361727236715246,-0.010361727236715162,0.0,0.0,-0.008254780047755539,-0.020069347043650487
2016-04-06,0.009229790072382707,0.009229790072382818,0.0,0.009919865608144765,0.012201349822632102,0.0,0.009229790072382818,0.0,0.0,-0.0006845505789007528,0.013772037442356888,0.0,0.012201349822632046,0.012201349822632046,0.0,0.0,0.009862256679103343,0.012579169113765332
2016-04-07,-0.009871353566383042,-0.009871353566383098,0.0,-0.009644952125896314,-0.013131618983302173,0.0,-0.009871353566383079,0.0,0.0,0.0024573220327855777,-0.0034640527739118556,0.0,-0.013131618983302146,-0.013131618983302118,0.0,0.0,-0.009879115347242784,-0.018775155958467682
2016-04-08,0.002313533522697105,0.002313533522697068,0.0,0.002182623608407578,0.002995701012825036,0.0,0.002313533522697142,0.0,0.0,-0.0009260605559132523,0.014985611584672561,0.0,0.002995701012825064,0.002995701012825036,0.0,0.0,0.0019468094929222801,0.02027710528841009
2016-04-11,-0.0028175974332724785,-0.0028175974332724785,0.0,-0.0027955765701554816,-0.002724891410628427,0.0,-0.0028175974332724416,0.0,0.0,-0.0004155540992832607,0.000575428758099202,0.0,-0.002724891410628566,-0.0027248914106284827,0.0,0.0,-0.001961282237989803,0.00807800206579734
2016-04-12,0.008330089116276381,0.008330089116276454,0.0,0.008003572252109422,0.009891637440763601,0.0,0.008330089116276492,0.0,0.0,-0.0018528891119425628,0.017869538074251807,0.0,0.009891637440763601,0.009891637440763656,0.0,0.0,0.0071195725444221925,0.014468765412892992
2016-04-13,0.008123043012500811,0.00812304301250085,0.0,0.007180997873072544,0.015248241932037554,0.0,0.00812304301250085,0.0,0.0,0.001966060432111491,0.0008944246935507216,0.0,0.015248241932037554,0.015248241932037554,0.0,0.0,0.01048650070614393,0.016570974512899905
2016-04-14,-0.0016726741392056506,-0.0016726741392056506,0.0,-0.0017566867353996374,-0.0012472488560645312,0.0,-0.001672674139205706,0.0,0.0,-0.0012600098934507642,-0.004017248441612479,0.0,-0.0012472488560645034,-0.0012472488560645034,0.0,0.0,-0.000888255299370061,2.5717579367201537e-05
2016-04-15,0.0008996852588659862,0.0008996852588659676,0.0,0.001050952695994552,0.0008180054757232769,0.0,0.0008996852588660046,0.0,0.0,0.0023995455409246552,-0.005331432829482082,0.0,0.0008180054757232491,0.0008180054757233046,0.0,0.0,0.0003324870012752501,-0.002375366037978166
2016-04-18,0.00621765215809041,0.006217652158090374,0.0,0.006260745547451818,0.006063518997398931,0.0,0.00621765215809041,0.0,0.0,-1.3982336050447075e-05,0.015378440817908881,0.0,0.006063518997398876,0.006063518997398876,0.0,0.0,0.004595930857220376,0.006237737886315875
2016-04-19,0.002738630180174321,0.0027386301801742285,0.0,0.0026459166352707695,0.000398620516977255,0.0,0.0027386301801743027,0.0,0.0,0.00040059571609230016,0.01622122276048595,0.0,0.0003986205169772272,0.000398620516977255,0.0,0.0,0.0003679813503729146,0.017196598105714722
2016-04-20,-0.0015399741964319442,-0.0015399741964319629,0.0,-0.0018780241904023203,0.0009391028301972137,0.0,-0.0015399741964319813,0.0,0.0,-0.0026366635973743696,0.0006880237899977715,0.0,0.0009391028301972693,0.0009391028301973803,0.0,0.0,0.0007012048027658646,-0.0014592905003777412
2016-04-21,-0.008083768195997876,-0.008083768195997931,0.0,-0.008466822504163382,-0.004740944251791918,0.0,-0.008083768195997912,0.0,0.0,-0.0020316154312568224,-0.008782267471527735,0.0,-0.004740944251791945,-0.004740944251792001,0.0,0.0,-0.0036532592680652842,-0.007573596968893592
2016-04-22,0.001935230328093877,0.0019352303280938399,0.0,0.001909479473867733,0.000837757761949276,0.0,0.001935230328093877,0.0,0.0,-0.00021503025790430008,0.006759937952443451,0.0,0.000837757761949276,0.000837757761949276,0.0,0.0,0.00013494157353136083,-0.001818193915519406
2016-04-25,-0.0008713409711420169,-0.0008713409711419798,0.0,-0.0007348122252983832,-0.003543196682423644,0.0,-0.0008713409711420353,0.0,0.0,-0.0017207274423251123,-0.0006737963529998744,0.0,-0.0035431966824236993,-0.0035431966824236716,0.0,0.0,-0.0024359509976530913,-0.005737697328795144
2016-04-26,0.002536872901011474,0.0025368729010114555,0.0,0.00235232169928092,0.003832736887733418,0.0,0.002536872901011511,0.0,0.0,-0.0006704304102753966,0.0007724720768505685,0.0,0.00383273688773339,0.00383273688773339,0.0,0.0,0.002723528119887464,0.010003744706014839
2016-04-27,0.004203068808287784,0.004203068808287802,-0.0004999999999999819,0.003946763074973454,0.00042668824327601884,0.0,0.004203068808287839,0.0,0.0,0.004414038063180609,0.00732568373070482,0.0,0.0005516882432760883,0.0005516882432759773,0.0,0.0,0.0004771478480903868,0.003450638592684463
2016-04-28,-0.007435155322864262,-0.0074351553228643175,-0.00905297649238986,-0.007116815740870197,-0.008394026254736953,0.0,-0.00743515532286428,0.0,0.0,0.0015978488042673322,-0.009052976492389897,0.0,-0.011410579904517604,-0.011410579904517548,0.0,0.0,-0.008613901925298428,-0.009070922305387974
2016-04-29,-0.0037264194206517534,-0.0036430860873184665,0.002021549871768206,-0.003701890095398267,-0.005008986025792778,0.0,-0.0036430860873183737,0.0,0.0,0.0008412593011059011,0.002021549871768317,0.0,-0.006346424200820544,-0.006346424200820516,0.0,0.0,-0.005263454672714524,-0.0019493320834004235
2016-05-02,0.0066129044131595,0.008224980327279844,0.005570584941769097,0.008092092711047901,0.006529632630709714,0.0,0.008224980327279844,0.0,0.0,-0.0020707228693341434,0.005570584941769059,0.0,0.008914450978588728,0.008914450978588784,0.0,-0.0004999999999999449,0.0070192660653842776,0.00236286861581525
2016-05-03,-0.006662821527489278,-0.00805987501468001,-0.012572667915392613,-0.007477567263548923,-0.0098009690489885,0.0,-0.008059875014680085,0.0,0.0,0.002178190098064678,-0.012572667915392688,0.0,-0.012138122245610894,-0.012138122245611005,0.0,-0.00794191134045541,-0.009238231789700957,-0.024121230475580013
2016-05-04,-0.0029759467747729564,-0.003799308285366824,0.004405049495654123,-0.003323085985084573,-0.004497882405856246,0.0,-0.003799308285366787,0.0,0.0,0.00036526985199911155,0.004905049495654179,0.0,-0.006096055921837901,-0.0060960559218379284,0.0,-0.0033096991975997136,-0.004694348856997793,-0.015160327474855406
2016-05-05,-0.0004986461143522969,-0.000517033875458465,0.0,-0.00046950931287181863,-0.0011968914996649538,0.0,-0.0005170338754585021,0.0,0.0,0.001928891111312378,0.006174479176237924,0.0,-0.0012734846369198694,-0.0012734846369198138,0.0,-0.0015638173661750576,-0.0008521706625832515,-0.002048417748961806
2016-05-06,0.0029615244701236554,0.003605167119724658,0.0,0.003489625753998508,0.0035221630896202782,0.0,0.003605167119724584,0.0,0.0,-0.001491861928305277,0.0025911506710827683,0.0,0.0048501843379603615,0.0048501843379602505,0.0,0.002296657018527215,0.003613504283429936,0.002305243833718551
2016-05-09,0.0015427293621130638,0.0021289387854295607,0.0,0.002578290303733225,0.0008963708052519836,0.0,0.002128938785429598,0.0,0.0,0.00039844388018331345,-0.0011587658530308742,0.0,0.0016076806314890835,0.0016076806314890835,0.0,0.0022841539604752104,0.0012496056092219654,-0.006443583889025106
2016-05-10,0.009596672704764683,0.011677724183406549,0.0,0.012561366520939568,0.008569232607971433,0.0,0.011677724183406513,0.0,0.0,0.001626975705879788,0.004011977930763318,0.0,0.011989031979741549,0.011989031979741605,0.0,0.010999527906017548,0.010713017086876109,0.016317036560486997
2016-05-11,-0.006648101833405695,-0.008577281120871508,0.0,-0.009407122912588791,-0.007885709617237585,0.0,-0.008577281120871416,0.0,0.0,0.0009902276727716819,-0.00796617330501185,0.0,-0.010134809977093623,-0.010134809977093623,0.0,-0.006857587314061275,-0.008851597521060711,-0.006196134042674828
2016-05-12,0.0012322457621413523,0.0009403921267394829,0.0,0.0010670930936155416,-0.0014119689226424204,0.0,0.0009403921267395384,0.0,0.0,-0.001181860859403916,0.006066375930508516,0.0,-0.0025215109843733374,-0.002521510984373365,0.0,0.001202520875119406,-0.001851093852145408,-0.0015995947381628461
2016-05-13,-0.006620297540702165,-0.007761245170713545,0.0,-0.007557739505367349,-0.006233477352306088,0.0,-0.007761245170713434,0.0,0.0,0.0016604616535127181,-0.007999945983686288,0.0,-0.007145331455649606,-0.007145331455649578,0.0,-0.008593492735052055,-0.005980359097400356,-0.014773731800707623
2016-05-16,0.0052269188033437315,0.008436575353289158,0.0,0.008651027962731095,0.008257598006260858,0.0,0.008436575353289122,0.0,0.0,-0.0014334220545938747,0.01320831529780723,0.0,0.011384504656657524,0.011384504656657468,0.0,0.007966375749180132,0.010213813066939192,0.011617962781502289
2016-05-17,-0.007764246623410187,-0.010790816310175718,0.0,-0.010881279488978138,-0.009134680004366763,0.0,-0.010790816310175663,0.0,0.0,-0.00020328267863620186,-0.00340894244374342,0.0,-0.01214817553514902,-0.01214817553514902,0.0,-0.010803239313830537,-0.010578725423727009,-0.006099566136805845
2016-05-18,-0.0023876790228635945,-0.0023450107021823854,0.0,-0.002398146923605904,-0.000509719971745648,0.0,-0.002345010702182404,0.0,0.0,-0.005564892891395737,-0.01357348185814681,0.0,0.0016711534429199315,0.001671153442919876,0.0,-0.00472649270408787,0.0012571825312132912,-0.005410510963114623
2016-05-19,-0.0010192543079515781,-0.002566919153842051,0.0,-0.0022956760652648547,-0.001716823033627718,0.0,-0.002566919153842014,0.0,0.0,0.0007166518172885689,0.001965091950190715,0.0,-0.005012502378739958,-0.00501250237873993,0.0,-0.0015077965986359798,-0.003913877101539509,-0.007177678778089613
2016-05-20,0.0023429367599359097,0.005852181564405219,0.0,0.005258545507297503,0.004965217388476939,0.0,0.005852181564405219,0.0,0.0,0.0008585313125796523,0.007250755005969796,0.0,0.011936439717761482,0.011936439717761482,0.0,0.004688239894845347,0.00922486263526573,0.008470293742259827
