date,quality_profitability,bond_trend,us_earnings_momentum,commodity_carry,qmj_long_short,credit_carry
2017-08-31,0.0026999999999999247,0.00042368914690804615,0.0163399999999998,-0.090433201539461,-0.009900000000000131,0.0059468174505434845
2017-09-30,0.0052000000000000934,0.00042368914690760207,0.017320000000000002,0.0332001873708867,-0.007249999999999979,-0.0034796746155520974
2017-10-31,0.01629999999999998,0.00041001895351677753,0.04208000000000012,0.015792706749335084,-0.00649999999999995,0.0007160641689127889
2017-11-30,0.031950000000000145,0.0004100189535169996,0.03461999999999987,0.007593427659217111,0.03139999999999987,0.00021963625154097777
2017-12-31,0.009400000000000075,0.00042368914690804615,0.006760000000000099,0.014925372382283308,0.01625000000000032,0.006126024262550045
2018-01-31,0.024699999999999944,0.0004236891469082682,0.07172,0.050020495336809745,-0.012750000000000039,-0.00750304857415518
2018-02-28,-0.015000000000000013,-0.013729631063230219,-0.019519999999999982,0.03035046987436152,-0.00649999999999995,-0.010299658430187542
2018-03-31,-0.01319999999999999,0.014513844168229095,-0.027919999999999945,-0.011456668061499475,-0.0036999999999999256,0.002345267730935019
2018-04-30,-0.009950000000000125,-0.010223394244559536,0.0012600000000000389,0.046191846879535925,-0.018000000000000127,0.0002845731320377798
2018-05-31,0.027700000000000058,0.010340312834094423,0.03937999999999997,-0.009304940401101747,-0.027249999999999885,0.0012456616644513918
2018-06-30,0.00629999999999975,0.00042368914690760207,-0.001080000000000081,0.005108706694010312,0.009300000000000086,0.0018101556654270823
2018-07-31,0.033600000000000074,0.00041001895351744366,0.030939999999999968,0.010884328200003734,0.01685000000000003,-0.0002345936824820205
2018-08-31,0.016650000000000054,0.0004510300940872014,0.05682000000000009,-0.024945585518153512,-0.015750000000000042,0.002928408391526638
2018-09-30,0.0042999999999999705,0.0003826791271164254,0.0030799999999999716,0.004888106914687329,0.013300000000000312,-0.0007216051699666659
2018-10-31,-0.03210000000000013,0.00042368914690849024,-0.08067999999999997,-0.0012560909899973494,0.028299999999999992,-0.005843159050460622
2018-11-30,0.006400000000000183,0.00043735952709766934,0.01208000000000009,-0.055616990134407684,-0.0040999999999999925,0.0007721882275439906
2018-12-31,-0.0935999999999999,0.00039634894692075484,-0.08662000000000003,0.018980489599529582,0.0009000000000001229,0.0012996928891120252
2019-01-31,0.08570000000000011,0.00042368914690804615,0.049760000000000026,0.032186237992523514,-0.015549999999999953,0.0005376079996999295
2019-02-28,0.036000000000000254,0.00038267912711775764,0.03831999999999969,0.0061004841302050306,-0.006099999999999994,-0.0022365981664008716
2019-03-31,0.01289999999999969,0.026052857859946155,0.023619999999999974,0.01727813490973329,0.0042999999999999705,0.01377329031886676
2019-04-30,0.04180000000000006,-0.008825906134760086,0.033379999999999965,-0.02567651052677966,0.0052000000000000934,1.9184078136058602e-05
2019-05-31,-0.03595000000000015,0.03186106557757418,-0.037860000000000005,0.14991047913207134,0.0039999999999997815,0.01141680140025736
2019-06-30,0.03810000000000002,0.00694327643849979,0.06363999999999992,0.05109649086666579,0.0017499999999999183,0.001407363698627817
2019-07-31,0.006400000000000183,0.0005649153122788686,0.025519999999999765,-0.008815562629129636,0.0005500000000000504,0.0005089314919872745
2019-08-31,-0.009300000000000197,0.04936648100301899,0.007200000000000317,0.0005781625692211634,0.0021999999999999797,0.021994458554256635
2019-09-30,0.017099999999999893,-0.012813983818026009,-0.007320000000000104,0.004188139318580308,0.03509999999999991,-0.005378935378866911
2019-10-31,0.013249999999999984,-0.003811665194954239,0.023579999999999712,0.023581461129994485,-0.0008499999999999064,-0.0011265437947394208
2019-11-30,0.01175000000000015,-0.003229494253322418,0.026100000000000012,-0.006110192172767204,-0.02210000000000001,4.5492923752776804e-05
2019-12-31,0.01475000000000004,-0.014004773660625802,0.020219999999999905,0.04715965433757385,0.006449999999999845,0.0025853347367139623
2020-01-31,-0.005749999999999811,0.035516347431294726,0.02210000000000001,-0.043987557833029545,-0.022849999999999926,0.0065659615635838
2020-02-29,-0.04730000000000001,0.031883535567672316,-0.08428000000000002,-0.012167045229377171,-0.02695000000000014,0.011071901219523728
2020-03-31,-0.07419999999999993,0.03538864784272988,-0.10268,-0.017245540769213252,-0.010150000000000103,0.011393024348953062
2020-04-30,0.13579999999999992,0.006391586264107296,0.11939999999999995,-0.015582005842943336,0.022499999999999964,0.00202757835367251
2020-05-31,0.05600000000000005,-0.006194542847021478,0.058559999999999945,0.0015560317612701713,-0.006199999999999983,-0.0029424504824976383
2020-06-30,0.012949999999999573,0.001353291445453264,0.021460000000000035,0.007827058482960725,0.004150000000000098,0.0005684368799532269
2020-07-31,0.031099999999999905,0.017762686843564968,0.09000000000000008,-0.009672674701712292,0.008650000000000047,0.014700840613451005
2020-08-31,0.059499999999999886,-0.0206843517852362,0.08667999999999987,0.05524989422775328,0.03514999999999979,-0.009593175890416306
2020-09-30,-0.025050000000000017,0.0032020234600820263,-0.02629999999999999,0.03209016623123917,-0.02344999999999986,-0.0025422147651308347
2020-10-31,-0.01419999999999999,-0.01568544928824167,-0.03480000000000005,0.04032095529634061,-0.01055000000000006,-0.0010806686515585362
2020-11-30,0.050999999999999934,0.006280571468368912,0.06980000000000008,0.04189264026721484,-0.016100000000000003,0.0071285058654593225
2020-12-31,0.0464,-0.005678278728374453,0.03298000000000001,0.09946537937906874,-0.020000000000000018,0.004762934788608231
2021-01-31,-0.000700000000000145,-0.01636009886105061,0.009239999999999915,0.08384454706002487,-0.011649999999999938,-0.0027731376988255896
2021-02-28,0.028100000000000236,-0.02799949095670473,-0.0028399999999998427,0.07229427197606308,-0.006650000000000156,-0.005937564136557771
2021-03-31,0.03160000000000007,-0.024523371012083794,0.01981999999999995,0.002457609671858263,0.08109999999999995,0.0015133413699419673
2021-04-30,0.0369999999999997,0.0004373595270974473,0.059479999999999755,0.12342394316923788,0.010699999999999932,0.004433456916079104
2021-05-31,0.013149999999999995,0.00039634894692031075,0.00981999999999994,-0.021567814261883367,0.03844999999999987,0.0023899170611856313
2021-06-30,0.00295000000000023,0.0004100189535165555,0.03130000000000033,0.012394116879545836,-0.02605000000000013,0.00584768869758534
2021-07-31,0.03420000000000001,0.00043735952709766934,0.015679999999999916,0.0034029803194399744,0.05204999999999993,0.011473493529101875
2021-08-31,0.013449999999999962,0.00041001895351633344,0.03950000000000031,-0.05047702016859501,-0.011199999999999766,-0.0012591635520075029
2021-09-30,-0.03159999999999985,0.0004100189535172216,-0.042280000000000095,-0.012569197601999815,-0.009200000000000097,-0.007796830746345518
2021-10-31,0.04170000000000007,0.00042368914690849024,0.08299999999999996,0.04707802705702058,0.009400000000000075,0.004474426356559924
2021-11-30,0.028049999999999686,0.00041001895351633344,0.0024200000000000887,-0.0011959716914604623,0.0803999999999998,0.003799222729685914
2021-12-31,0.040650000000000075,0.0004510300940872014,0.03269999999999973,0.06031726357814082,0.07024999999999992,-0.0029315092129452713
2022-01-31,-0.026900000000000035,0.0003963489469200887,-0.06963999999999992,0.05230763081737555,0.04634999999999989,-0.018119963956538365
2022-02-28,-0.02155000000000007,0.00038267912711620333,-0.020219999999999905,0.08096212216645315,-0.005150000000000099,0.0006455474661164473
2022-03-31,0.007900000000000018,0.00042368914690849024,0.03956000000000004,0.040899685323833035,0.0010499999999999954,-0.0063608250581388415
2022-04-30,-0.030000000000000138,0.00042368914690804615,-0.06728000000000012,0.03649003300459874,0.06370000000000009,-0.009924286863472465
2022-05-31,0.006250000000000311,0.00041001895351677753,0.010259999999999936,-0.02329049581866316,0.035250000000000004,0.001793369877050699
2022-06-30,-0.03290000000000015,0.0004100189535169996,-0.07552000000000003,-0.023644664303674068,-0.005299999999999971,-0.015308485935799143
2022-07-31,0.052100000000000035,0.0004236891469087123,0.08060000000000023,-0.04701253185127552,-0.026550000000000074,0.0005832560643677098
2022-08-31,-0.04180000000000006,0.0004236891469078241,-0.037959999999999994,-0.06000427919112106,-0.04119999999999979,-1.7160872104349245e-05
2022-09-30,-0.05260000000000009,0.00043735952709678116,-0.07956000000000008,0.002629366025405311,-0.017549999999999955,-0.010462683504539272
2022-10-31,0.05679999999999996,0.0003963489469205328,0.10304000000000002,-0.011407379460159017,0.06485000000000007,0.006621243307125102
2022-11-30,0.056400000000000006,0.00041001895351677753,0.055600000000000094,-0.03573563415628456,0.0787500000000001,0.008683278069232303
2022-12-31,-0.028649999999999842,0.0004373595270970032,-0.040220000000000034,0.025425294624144446,0.024599999999999955,-0.004171708472060498
2023-01-31,0.022599999999999953,0.00041001895351633344,-0.00012000000000000899,0.019877215737712506,-0.04635,0.016161774136107976
2023-02-28,-0.006299999999999972,0.0003826791271166474,-0.018159999999999954,-0.07208104332177301,0.0021500000000000963,-0.013647932260446805
2023-03-31,0.025600000000000067,0.00045103009408586914,0.023640000000000105,0.013855155816311138,0.012199999999999989,0.02232735495444338
2023-04-30,0.016999999999999904,0.00038267912711620333,0.02167999999999992,-0.043834888008059014,0.038450000000000095,0.0013705122002496406
2023-05-31,-0.005450000000000066,0.00042368914690804615,-0.00017999999999984695,-0.08246640233096514,-0.0531999999999998,-0.007277795637025353
2023-06-30,0.04590000000000005,0.0004373595270974473,0.06248000000000009,-0.01511988796902708,0.015499999999999847,0.0
2023-07-31,0.015349999999999975,0.0003963489469205328,0.019179999999999975,-0.00021879564249771555,-0.0025999999999999357,0.002680662007910062
2023-08-31,0.007200000000000095,0.00042368914690849024,0.0027200000000002778,-0.05965257147354952,0.02145000000000019,-0.001353586204399626
2023-09-30,-0.01464999999999994,0.00042368914690804615,-0.04293999999999998,-0.0053935064894905516,0.01485000000000003,-0.009524471666577439
2023-10-31,-0.0013499999999999623,0.00041001895351677753,-0.015300000000000202,-1.4457728516603652e-06,0.020650000000000057,-0.0027463111191596834
2023-11-30,0.02794999999999992,0.0004100189535165555,0.09597999999999995,0.011388609131341099,-0.04270000000000007,0.01294504809737651
2023-12-31,0.011599999999999833,0.0004236891469087123,0.024840000000000195,0.02602304279285006,-0.023249999999999993,0.016661056776754668
2024-01-31,0.009350000000000191,0.0004236891469078241,0.03501999999999983,-0.03734073891339684,0.0018499999999999073,-0.003320994149131007
2024-02-29,0.01715,-0.010839051921101905,0.07038000000000011,-0.021001934935954925,-0.03145000000000009,-0.006026154953581941
2024-03-31,0.02300000000000013,0.00042368914690804615,0.034079999999999666,0.0698701466932985,0.019000000000000128,0.005828708741125066
2024-04-30,-0.015200000000000324,0.0004100189535169996,-0.041240000000000054,0.008006282860891778,0.009849999999999692,-0.011371777590504228
2024-05-31,0.03964999999999996,0.0004510300940860912,0.0532999999999999,0.027489329327959888,0.017449999999999966,0.009465263583365857
2024-06-30,0.01884999999999981,0.00038267912711686947,0.036619999999999875,-0.09918247196131169,-0.0033999999999998476,0.0038301502556845612
2024-07-31,0.009650000000000158,0.0004236891469087123,0.00782000000000016,-0.013409691620032027,0.0039999999999997815,0.0073689512368351195
2024-08-31,0.014249999999999874,0.0004373595270970032,0.04165999999999981,-0.02500123031341439,0.011700000000000044,0.0030545650855255957
2024-09-30,0.011649999999999938,0.0003963489469209769,0.019219999999999793,0.01765821504955767,0.0005500000000000504,0.0029312419941787127
2024-10-31,-0.01045000000000007,-0.030071647623523767,0.0029399999999999427,-0.041915615040435616,-0.009899999999999909,-0.012310623781907504
2024-11-30,0.06890000000000018,0.009715195613316352,0.06828000000000012,-0.010507385838283145,-0.03334999999999999,0.006560267868857439
2024-12-31,-0.02780000000000038,-0.031156767500730598,-0.02522000000000013,0.043151329009030404,0.012850000000000028,-0.00627360167569424
2025-01-31,0.0040999999999999925,0.0020075388871891864,0.03083999999999998,0.03440409678951739,-0.03969999999999996,0.005810837285795456
