date,0
2016-01-19,100000.0
2016-01-20,98999.64278000379
2016-01-21,99150.56055033255
2016-01-22,102344.42907931887
2016-01-25,100026.77971785486
2016-01-26,101928.71567392521
2016-01-27,100135.79651897034
2016-01-28,101507.80092029375
2016-01-29,103222.2537725398
2016-02-01,103717.65625892882
2016-02-02,100801.51158098651
2016-02-03,101275.5602947349
2016-02-04,100864.35715523263
2016-02-05,99417.88607783265
2016-02-08,97500.09009203035
2016-02-09,97233.43886662685
2016-02-10,96958.2262105442
2016-02-11,94601.45280492055
2016-02-12,96073.66750552449
2016-02-16,97765.87058303546
2016-02-17,99342.27983104507
2016-02-18,99440.00977681478
2016-02-19,100610.66585394958
2016-02-22,102896.75863243871
2016-02-23,100649.40434683007
2016-02-24,100880.30837436033
2016-02-25,102298.99070018313
2016-02-26,101656.47715442604
2016-02-29,100955.85179233899
2016-03-01,104518.11387676603
2016-03-02,105216.14955926657
2016-03-03,106593.39097560961
2016-03-04,106035.39857964718
2016-03-07,105883.59525019997
2016-03-08,104140.50970378413
2016-03-09,104707.30267983857
2016-03-10,105438.6592494646
2016-03-11,107682.06947878769
2016-03-14,108360.16962779513
2016-03-15,107730.99081590713
2016-03-16,109338.84015291049
2016-03-17,110652.48781509623
2016-03-18,110997.4992593007
2016-03-21,112254.83361800574
2016-03-22,112870.38858757439
2016-03-23,110533.9412732258
2016-03-24,110762.68301294642
2016-03-28,111386.58055802262
2016-03-29,114035.6921770147
2016-03-30,115155.57663427672
2016-03-31,114825.63237594835
2016-04-01,116197.83816408145
2016-04-04,114814.13127421794
2016-04-05,112089.09904490167
2016-04-06,114855.83072469637
2016-04-07,110464.50004768051
2016-04-08,111652.82629045534
2016-04-11,110953.45361814514
2016-04-12,112435.26134138792
2016-04-13,114863.85748903822
2016-04-14,115017.58226449444
2016-04-15,115627.59907554708
2016-04-18,118600.25818401946
2016-04-19,118182.67833928163
2016-04-20,117880.70625593724
2016-04-21,117076.2411472839
2016-04-22,118150.48635190379
2016-04-25,117548.0041380459
