entry_time,exit_time,position,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
2022-01-11,2022-01-13,vixshort,100,99.08413069681392,rebalance,0.9159,1,-1691.33,2.32,-1691.33,184669.17,182977.85
2022-01-13,2022-01-18,vixshort,100,98.72185357147809,rebalance,1.2781,1,-2338.72,2.43,-2338.72,182977.85,180639.12
2022-01-18,2022-01-20,vixshort,100,98.43454957963637,rebalance,1.5655,1,-2827.82,3.17,-2827.82,180639.12,177811.3
2022-01-20,2022-01-21,vixshort,100,97.60746902926914,rebalance,2.3925,1,-4254.19,3.58,-4254.19,177811.3,173557.11
2022-01-21,2022-01-25,vixshort,100,99.08386619093436,rebalance,0.9161,1,-1590.02,4.41,-1590.02,173557.11,171967.1
2022-01-25,2022-01-26,vixshort,100,99.33094811578856,rebalance,0.6691,1,-1150.55,2.55,-1150.55,171967.1,170816.55
2022-01-26,2022-01-27,cash,100,99.98475499999999,rebalance,0.0152,1,-26.04,26.23,-26.04,170816.55,170790.51
2022-01-27,2022-01-28,vixshort,100,101.91555119423231,rebalance,1.9156,1,3271.58,26.04,3271.58,170790.51,174062.09
2022-01-28,2022-01-31,vixshort,100,101.8267879837907,rebalance,1.8268,1,3179.75,3.6,3179.75,174062.09,177241.83
2022-01-31,2022-02-01,vixshort,100,101.82876565210806,rebalance,1.8288,1,3241.34,3.66,3241.34,177241.83,180483.17
2022-02-01,2022-02-03,vixshort,100,98.88273227285103,rebalance,1.1173,1,-2016.48,13.72,-2016.48,180483.17,178466.69
2022-02-03,2022-02-04,vixshort,100,100.35477458025406,rebalance,0.3548,1,633.15,1.96,633.15,178466.69,179099.85
2022-02-04,2022-02-08,vixshort,100,101.83148334636213,rebalance,1.8315,1,3280.18,9.61,3280.18,179099.85,182380.03
2022-02-08,2022-02-09,vixshort,100,100.7715407278496,rebalance,0.7715,1,1407.14,2.88,1407.14,182380.03,183787.17
2022-02-09,2022-02-10,vixshort,100,99.02477219197533,rebalance,0.9752,1,-1792.34,11.09,-1792.34,183787.17,181994.82
2022-02-10,2022-02-11,vixshort,100,98.41876534724702,rebalance,1.5812,1,-2877.77,2.6,-2877.77,181994.82,179117.06
2022-02-11,2022-02-15,vixshort,100,102.23338242575095,rebalance,2.2334,1,4000.37,15.06,4000.37,179117.06,183117.43
2022-02-15,2022-02-16,vixshort,100,101.00740645278559,rebalance,1.0074,1,1844.74,2.97,1844.74,183117.43,184962.16
2022-02-16,2022-02-17,vixshort,100,97.12029339579074,rebalance,2.8797,1,-5326.37,1.99,-5326.37,184962.16,179635.79
2022-02-17,2022-02-23,vixshort,100,97.88860632832774,rebalance,2.1114,1,-3792.82,5.45,-3792.82,179635.79,175842.98
2022-02-23,2022-02-25,cash,100,99.986205,rebalance,0.0138,1,-24.26,23.36,-24.26,175842.98,175818.72
2022-02-25,2022-02-28,vixshort,100,98.7475995573132,rebalance,1.2524,1,-2201.95,24.26,-2201.95,175818.72,173616.76
2022-02-28,2022-03-02,cash,100,99.98463000000001,rebalance,0.0154,1,-26.68,23.16,-26.68,173616.76,173590.08
2022-03-02,2022-03-04,vixshort,100,98.42949407718962,rebalance,1.5705,1,-2726.24,26.68,-2726.24,173590.08,170863.84
2022-03-04,2022-03-07,vixshort,100,97.70359455640906,rebalance,2.2964,1,-3923.73,2.0,-3923.73,170863.84,166940.11
2022-03-07,2022-03-09,cash,100,99.98377500000001,rebalance,0.0162,1,-27.09,25.37,-27.09,166940.11,166913.02
2022-03-09,2022-03-10,vixshort,100,101.46003775501885,rebalance,1.46,1,2436.99,27.09,2436.99,166913.02,169350.02
2022-03-10,2022-03-14,vixshort,100,98.37867940536911,rebalance,1.6213,1,-2745.71,2.7,-2745.71,169350.02,166604.31
2022-03-14,2022-03-15,vixshort,100,101.09039845467325,rebalance,1.0904,1,1816.65,2.24,1816.65,166604.31,168420.96
2022-03-15,2022-03-16,vixshort,100,102.96636546745812,rebalance,2.9664,1,4995.98,2.25,4995.98,168420.96,173416.94
2022-03-16,2022-03-18,vixshort,100,100.97836014062442,rebalance,0.9784,1,1696.64,16.06,1696.64,173416.94,175113.58
2022-03-18,2022-03-21,vixshort,100,100.01192056870181,rebalance,0.0119,1,20.87,1.96,20.87,175113.58,175134.46
2022-03-21,2022-03-24,vixshort,100,101.03606001356414,rebalance,1.0361,1,1814.5,10.14,1814.5,175134.46,176948.96
2022-03-24,2022-03-28,vixshort,100,100.93301045539675,rebalance,0.933,1,1650.95,2.34,1650.95,176948.96,178599.91
2022-03-28,2022-04-04,vixshort,100,101.35262185799925,rebalance,1.3526,1,2415.78,2.47,2415.78,178599.91,181015.69
2022-04-04,2022-04-05,vixshort,100,98.42294743605575,rebalance,1.5771,1,-2854.71,1.93,-2854.71,181015.69,178160.98
2022-04-05,2022-04-11,vixshort,100,98.93925047598519,rebalance,1.0607,1,-1889.84,3.35,-1889.84,178160.98,176271.14
2022-04-11,2022-04-13,vixshort,100,101.37563404450675,rebalance,1.3756,1,2424.85,3.69,2424.85,176271.14,178695.98
2022-04-13,2022-04-20,vixshort,100,101.31497713147562,rebalance,1.315,1,2349.81,3.2,2349.81,178695.98,181045.79
2022-04-20,2022-04-21,vixshort,100,98.47214584300929,rebalance,1.5279,1,-2766.12,2.28,-2766.12,181045.79,178279.68
2022-04-21,2022-04-22,vixshort,100,97.29196813395335,rebalance,2.708,1,-4827.87,3.2,-4827.87,178279.68,173451.81
2022-04-22,2022-04-26,vixshort,100,97.39895134061969,rebalance,2.601,1,-4511.57,6.66,-4511.57,173451.81,168940.24
2022-04-26,2022-04-27,cash,100,99.98419999999999,rebalance,0.0158,1,-26.69,22.22,-26.69,168940.24,168913.55
2022-04-27,2022-04-28,vixshort,100,101.61746806084085,rebalance,1.6175,1,2732.12,26.69,2732.12,168913.55,171645.67
2022-04-28,2022-04-29,vixshort,100,97.61601593571582,rebalance,2.384,1,-4092.01,2.32,-4092.01,171645.67,167553.67
2022-04-29,2022-05-02,cash,100,99.991915,rebalance,0.0081,1,-13.55,23.7,-13.55,167553.67,167540.12
2022-05-02,2022-05-03,vixshort,100,100.95463268452032,rebalance,0.9546,1,1599.39,13.55,1599.39,167540.12,169139.51
2022-05-03,2022-05-04,vixshort,100,101.32324273318534,rebalance,1.3232,1,2238.13,1.98,2238.13,169139.51,171377.64
2022-05-04,2022-05-05,vixshort,100,97.77394686543374,rebalance,2.2261,1,-3814.96,2.6,-3814.96,171377.64,167562.68
2022-05-05,2022-05-09,vixshort,100,98.90460406798695,rebalance,1.0954,1,-1835.47,4.08,-1835.47,167562.68,165727.21
2022-05-09,2022-05-12,vixshort,100,101.01280472360585,rebalance,1.0128,1,1678.49,2.24,1678.49,165727.21,167405.7
2022-05-12,2022-05-13,vixshort,100,101.00217579424246,rebalance,1.0022,1,1677.7,1.94,1677.7,167405.7,169083.4
2022-05-13,2022-05-17,vixshort,100,100.9612663725501,rebalance,0.9613,1,1625.34,1.93,1625.34,169083.4,170708.74
2022-05-17,2022-05-18,vixshort,100,98.12582472793454,rebalance,1.8742,1,-3199.38,1.88,-3199.38,170708.74,167509.36
2022-05-18,2022-05-23,vixshort,100,101.12496023524706,rebalance,1.125,1,1884.41,3.42,1884.41,167509.36,169393.77
2022-05-23,2022-05-27,vixshort,100,100.92949669293192,rebalance,0.9295,1,1574.51,1.85,1574.51,169393.77,170968.28
2022-05-27,2022-06-02,vixshort,100,100.58852545137462,rebalance,0.5885,1,1006.19,1.86,1006.19,170968.28,171974.48
2022-06-02,2022-06-09,vixshort,100,99.48385740215532,rebalance,0.5161,1,-887.63,9.76,-887.63,171974.48,171086.84
2022-06-09,2022-06-13,vixshort,100,97.46777377064485,rebalance,2.5322,1,-4332.31,9.66,-4332.31,171086.84,166754.54
2022-06-13,2022-06-14,vixshort,100,101.26061428870423,rebalance,1.2606,1,2102.13,19.37,2102.13,166754.54,168856.67
2022-06-14,2022-06-15,vixshort,100,101.77622029441855,rebalance,1.7762,1,2999.27,1.82,2999.27,168856.67,171855.93
2022-06-15,2022-06-16,vixshort,100,99.06452436786788,rebalance,0.9355,1,-1607.67,16.38,-1607.67,171855.93,170248.26
2022-06-16,2022-06-17,vixshort,100,101.00314709947722,rebalance,1.0031,1,1707.84,16.12,1707.84,170248.26,171956.1
2022-06-17,2022-06-21,vixshort,100,100.57886006686567,rebalance,0.5789,1,995.39,2.14,995.39,171956.1,172951.49
2022-06-21,2022-06-24,vixshort,100,100.90179636262813,rebalance,0.9018,1,1559.67,14.22,1559.67,172951.49,174511.16
2022-06-24,2022-07-01,vixshort,100,100.18650048938076,rebalance,0.1865,1,325.46,1.95,325.46,174511.16,174836.62
2022-07-01,2022-07-08,vixshort,100,101.36316020410038,rebalance,1.3632,1,2383.3,11.29,2383.3,174836.62,177219.93
2022-07-08,2022-07-11,vixshort,100,99.24941958815839,rebalance,0.7506,1,-1330.18,2.7,-1330.18,177219.93,175889.75
2022-07-11,2022-07-15,vixshort,100,101.44072643766113,rebalance,1.4407,1,2534.09,1.85,2534.09,175889.75,178423.84
2022-07-15,2022-07-27,vixshort,100,101.40247787660108,rebalance,1.4025,1,2502.35,2.67,2502.35,178423.84,180926.19
2022-07-27,2022-07-28,vixshort,100,101.11681021268781,rebalance,1.1168,1,2020.6,1.84,2020.6,180926.19,182946.8
2022-07-28,2022-08-01,vixshort,100,99.73094463859836,rebalance,0.2691,1,-492.23,11.83,-492.23,182946.8,182454.57
2022-08-01,2022-08-04,vixshort,100,100.8551216104908,rebalance,0.8551,1,1560.21,10.87,1560.21,182454.57,184014.78
2022-08-04,2022-08-10,vixshort,100,101.45363612308846,rebalance,1.4536,1,2674.91,1.89,2674.91,184014.78,186689.68
2022-08-10,2022-08-22,vixshort,100,98.35619417102039,rebalance,1.6438,1,-3068.82,2.64,-3068.82,186689.68,183620.87
2022-08-22,2022-08-25,vixshort,100,101.98734710822113,rebalance,1.9873,1,3649.18,4.96,3649.18,183620.87,187270.05
2022-08-25,2022-08-26,vixshort,100,97.89167992739007,rebalance,2.1083,1,-3948.25,3.28,-3948.25,187270.05,183321.8
2022-08-26,2022-09-08,vixshort,100,101.4363382752357,rebalance,1.4363,1,2633.12,5.01,2633.12,183321.8,185954.92
2022-09-08,2022-09-09,vixshort,100,100.25400779070681,rebalance,0.254,1,472.34,2.79,472.34,185954.92,186427.26
2022-09-09,2022-09-12,vixshort,100,100.01846328576048,rebalance,0.0185,1,34.42,11.57,34.42,186427.26,186461.68
2022-09-12,2022-09-13,vixshort,100,97.93303888854514,rebalance,2.067,1,-3854.09,11.61,-3854.09,186461.68,182607.59
2022-09-13,2022-09-21,vixshort,100,99.56621471265541,rebalance,0.4338,1,-792.12,7.88,-792.12,182607.59,181815.46
2022-09-21,2022-09-23,vixshort,100,98.42831862937803,rebalance,1.5717,1,-2857.56,13.39,-2857.56,181815.46,178957.9
2022-09-23,2022-09-26,vixshort,100,98.95617958648852,rebalance,1.0438,1,-1868.0,2.75,-1868.0,178957.9,177089.9
2022-09-26,2022-09-28,cash,100,99.98491,rebalance,0.0151,1,-26.72,25.85,-26.72,177089.9,177063.18
2022-09-28,2022-09-29,vixshort,100,99.15984074057931,rebalance,0.8402,1,-1487.61,26.72,-1487.61,177063.18,175575.57
2022-09-29,2022-09-30,cash,100,99.98419000000001,rebalance,0.0158,1,-27.76,25.99,-27.76,175575.57,175547.81
2022-09-30,2022-10-03,vixshort,100,101.32503192345577,rebalance,1.325,1,2326.06,27.76,2326.06,175547.81,177873.88
2022-10-03,2022-10-04,vixshort,100,101.08269418533465,rebalance,1.0827,1,1925.83,2.15,1925.83,177873.88,179799.71
2022-10-04,2022-10-06,vixshort,100,99.47396010642656,rebalance,0.526,1,-945.82,14.67,-945.82,179799.71,178853.89
2022-10-06,2022-10-07,vixshort,100,98.78657362710616,rebalance,1.2134,1,-2170.26,14.69,-2170.26,178853.89,176683.63
2022-10-07,2022-10-10,vixshort,100,99.60414429291356,rebalance,0.3959,1,-699.41,12.36,-699.41,176683.63,175984.21
2022-10-10,2022-10-11,vixshort,100,99.44263253370141,rebalance,0.5574,1,-980.88,15.05,-980.88,175984.21,175003.34
2022-10-11,2022-10-14,cash,100,99.991995,rebalance,0.008,1,-14.01,28.08,-14.01,175003.34,174989.33
2022-10-14,2022-10-18,vixshort,100,100.7292283025005,rebalance,0.7292,1,1276.07,14.01,1276.07,174989.33,176265.4
2022-10-18,2022-10-25,vixshort,100,102.02054500794013,rebalance,2.0205,1,3561.52,12.23,3561.52,176265.4,179826.92
2022-10-25,2022-10-26,vixshort,100,100.64179219214478,rebalance,0.6418,1,1154.12,3.07,1154.12,179826.92,180981.04
2022-10-26,2022-10-27,vixshort,100,100.26909911328754,rebalance,0.2691,1,487.02,13.83,487.02,180981.04,181468.05
2022-10-27,2022-10-28,vixshort,100,100.63185876959511,rebalance,0.6319,1,1146.62,12.26,1146.62,181468.05,182614.68
2022-10-28,2022-11-03,vixshort,100,100.55230162945308,rebalance,0.5523,1,1008.58,1.91,1008.58,182614.68,183623.26
2022-11-03,2022-11-04,vixshort,100,100.16543249937833,rebalance,0.1654,1,303.77,12.41,303.77,183623.26,183927.03
2022-11-04,2022-11-09,vixshort,100,98.76846515028448,rebalance,1.2315,1,-2265.13,10.81,-2265.13,183927.03,181661.91
2022-11-09,2022-11-10,vixshort,100,101.43469210209052,rebalance,1.4347,1,2606.29,2.25,2606.29,181661.91,184268.2
2022-11-10,2022-11-22,vixshort,100,101.32388992326054,rebalance,1.3239,1,2439.51,14.17,2439.51,184268.2,186707.7
2022-11-22,2022-11-25,vixshort,100,100.1749854887688,rebalance,0.175,1,326.71,2.12,326.71,186707.7,187034.42
2022-11-25,2022-11-28,vixshort,100,99.23493751193395,rebalance,0.7651,1,-1430.93,9.07,-1430.93,187034.42,185603.49
2022-11-28,2022-11-30,vixshort,100,101.17482692352802,rebalance,1.1748,1,2180.52,2.15,2180.52,185603.49,187784.0
2022-11-30,2022-12-07,vixshort,100,99.73735578999415,rebalance,0.2626,1,-493.2,12.05,-493.2,187784.0,187290.8
2022-12-07,2022-12-08,vixshort,100,100.42562573464045,rebalance,0.4256,1,797.16,11.82,797.16,187290.8,188087.96
2022-12-08,2022-12-09,vixshort,100,99.73651200861455,rebalance,0.2635,1,-495.59,11.16,-495.59,188087.96,187592.37
2022-12-09,2022-12-12,vixshort,100,100.11129214441353,rebalance,0.1113,1,208.78,11.18,208.78,187592.37,187801.15
2022-12-12,2022-12-13,vixshort,100,101.08571920570041,rebalance,1.0857,1,2038.99,1.96,2038.99,187801.15,189840.14
2022-12-13,2022-12-14,vixshort,100,100.3919827181847,rebalance,0.392,1,744.14,13.8,744.14,189840.14,190584.28
2022-12-14,2022-12-15,vixshort,100,98.62066004023995,rebalance,1.3793,1,-2628.81,9.07,-2628.81,190584.28,187955.47
2022-12-15,2022-12-21,vixshort,100,101.54133845571505,rebalance,1.5413,1,2897.03,2.62,2897.03,187955.47,190852.5
2022-12-21,2022-12-22,vixshort,100,99.45548896731795,rebalance,0.5445,1,-1039.21,13.33,-1039.21,190852.5,189813.29
2022-12-22,2023-01-06,vixshort,100,102.26945793688131,rebalance,2.2695,1,4307.73,11.79,4307.73,189813.29,194121.02
2023-01-06,2023-01-12,vixshort,100,101.71525885985506,rebalance,1.7153,1,3329.68,2.5,3329.68,194121.02,197450.7
2023-01-12,2023-01-19,vixshort,100,99.55797717545335,rebalance,0.442,1,-872.78,3.59,-872.78,197450.7,196577.92
2023-01-19,2023-01-24,vixshort,100,101.73956229900286,rebalance,1.7396,1,3419.6,2.01,3419.6,196577.92,199997.52
2023-01-24,2023-02-01,vixshort,100,101.13885615682321,rebalance,1.1389,1,2277.68,2.68,2277.68,199997.52,202275.2
2023-02-01,2023-02-06,vixshort,100,99.02796420881621,rebalance,0.972,1,-1966.19,2.27,-1966.19,202275.2,200309.02
2023-02-06,2023-02-10,vixshort,100,98.89008048635039,rebalance,1.1099,1,-2223.27,2.37,-2223.27,200309.02,198085.75
2023-02-10,2023-02-14,vixshort,100,101.67267366532849,rebalance,1.6727,1,3313.33,1.98,3313.33,198085.75,201399.08
2023-02-14,2023-02-21,vixshort,100,97.93038074801579,rebalance,2.0696,1,-4168.19,2.95,-4168.19,201399.08,197230.88
2023-02-21,2023-02-23,vixshort,100,101.42897921593523,rebalance,1.429,1,2818.39,5.59,2818.39,197230.88,200049.27
2023-02-23,2023-03-02,vixshort,100,101.01846466880107,rebalance,1.0185,1,2037.43,2.82,2037.43,200049.27,202086.7
2023-03-02,2023-03-09,vixshort,100,98.67854123657128,rebalance,1.3215,1,-2670.49,2.37,-2670.49,202086.7,199416.21
2023-03-09,2023-03-10,vixshort,100,97.49138661161581,rebalance,2.5086,1,-5002.58,4.08,-5002.58,199416.21,194413.63
2023-03-10,2023-03-13,vixshort,100,99.21657014872228,rebalance,0.7834,1,-1523.09,4.06,-1523.09,194413.63,192890.53
2023-03-13,2023-03-14,vixshort,100,101.60497043756686,rebalance,1.605,1,3095.84,2.23,3095.84,192890.53,195986.37
2023-03-14,2023-03-15,vixshort,100,98.19311061078464,rebalance,1.8069,1,-3541.26,3.87,-3541.26,195986.37,192445.11
2023-03-15,2023-03-16,vixshort,100,102.24243523710936,rebalance,2.2424,1,4315.46,3.67,4315.46,192445.11,196760.57
2023-03-16,2023-03-17,vixshort,100,97.48218689129419,rebalance,2.5178,1,-4954.06,4.69,-4954.06,196760.57,191806.51
2023-03-17,2023-03-20,vixshort,100,101.24286234684887,rebalance,1.2429,1,2383.89,4.32,2383.89,191806.51,194190.4
2023-03-20,2023-03-21,vixshort,100,102.10059436406011,rebalance,2.1006,1,4079.15,2.21,4079.15,194190.4,198269.55
2023-03-21,2023-03-22,vixshort,100,99.14411474057944,rebalance,0.8559,1,-1696.96,4.29,-1696.96,198269.55,196572.59
2023-03-22,2023-03-23,vixshort,100,99.73462460288346,rebalance,0.2654,1,-521.66,9.41,-521.66,196572.59,196050.93
2023-03-23,2023-03-27,vixshort,100,101.76376931619903,rebalance,1.7638,1,3457.89,11.48,3457.89,196050.93,199508.82
2023-03-27,2023-03-29,vixshort,100,101.26145391495578,rebalance,1.2615,1,2516.71,3.34,2516.71,199508.82,202025.53
2023-03-29,2023-04-13,vixshort,100,101.71073504507345,rebalance,1.7107,1,3456.12,2.5,3456.12,202025.53,205481.65
2023-04-13,2023-04-19,vixshort,100,100.99086382890681,rebalance,0.9909,1,2036.04,2.75,2036.04,205481.65,207517.7
2023-04-19,2023-04-25,vixshort,100,98.67931794918704,rebalance,1.3207,1,-2740.65,2.23,-2740.65,207517.7,204777.05
2023-04-25,2023-04-27,vixshort,100,101.30162263852272,rebalance,1.3016,1,2665.42,3.5,2665.42,204777.05,207442.47
2023-04-27,2023-05-04,vixshort,100,98.88868094414573,rebalance,1.1113,1,-2305.35,2.88,-2305.35,207442.47,205137.12
2023-05-04,2023-05-05,vixshort,100,101.54818004430561,rebalance,1.5482,1,3175.89,4.09,3175.89,205137.12,208313.02
2023-05-05,2023-05-09,vixshort,100,99.96812574787366,rebalance,0.0319,1,-66.4,13.25,-66.4,208313.02,208246.62
2023-05-09,2023-05-10,vixshort,100,100.45258082133444,rebalance,0.4526,1,942.48,9.52,942.48,208246.62,209189.1
2023-05-10,2023-05-11,vixshort,100,100.1085795688122,rebalance,0.1086,1,227.14,10.06,227.14,209189.1,209416.24
2023-05-11,2023-05-24,vixshort,100,99.68278295744342,rebalance,0.3172,1,-664.3,8.75,-664.3,209416.24,208751.94
2023-05-24,2023-05-26,vixshort,100,101.25126532296507,rebalance,1.2513,1,2612.04,3.51,2612.04,208751.94,211363.98
2023-05-26,2023-06-01,vixshort,100,101.6957837685049,rebalance,1.6958,1,3584.28,3.24,3584.28,211363.98,214948.25
2023-06-01,2023-06-06,vixshort,100,101.92444829550253,rebalance,1.9244,1,4136.57,3.94,4136.57,214948.25,219084.82
2023-06-06,2023-06-07,vixshort,100,99.97502488705541,rebalance,0.025,1,-54.72,11.25,-54.72,219084.82,219030.1
2023-06-07,2023-06-22,vixshort,100,101.4303036886848,rebalance,1.4303,1,3132.8,7.64,3132.8,219030.1,222162.9
2023-06-22,2023-07-06,vixshort,100,99.79543155541279,rebalance,0.2046,1,-454.48,2.49,-454.48,222162.9,221708.42
2023-07-06,2023-07-12,vixshort,100,101.51497836129386,rebalance,1.515,1,3358.83,3.0,3358.83,221708.42,225067.26
2023-07-12,2023-08-02,vixshort,100,99.33886462516399,rebalance,0.6611,1,-1488.0,3.56,-1488.0,225067.26,223579.26
2023-08-02,2023-08-14,vixshort,100,101.01057123750144,rebalance,1.0106,1,2259.43,3.49,2259.43,223579.26,225838.69
2023-08-14,2023-08-15,vixshort,100,99.14466610643909,rebalance,0.8553,1,-1931.67,2.38,-1931.67,225838.69,223907.01
2023-08-15,2023-08-17,vixshort,100,98.97300644429035,rebalance,1.027,1,-2299.51,2.66,-2299.51,223907.01,221607.5
2023-08-17,2023-08-23,vixshort,100,101.48688532003814,rebalance,1.4869,1,3295.05,2.54,3295.05,221607.5,224902.55
2023-08-23,2023-08-29,vixshort,100,101.1019825221836,rebalance,1.102,1,2478.39,3.5,2478.39,224902.55,227380.94
2023-08-29,2023-08-30,vixshort,100,100.23305317396918,rebalance,0.2331,1,529.92,11.0,529.92,227380.94,227910.86
2023-08-30,2023-09-14,vixshort,100,101.42664841737117,rebalance,1.4266,1,3251.49,7.33,3251.49,227910.86,231162.34
2023-09-14,2023-09-20,vixshort,100,99.20325902385405,rebalance,0.7967,1,-1841.77,2.63,-1841.77,231162.34,229320.58
2023-09-20,2023-09-21,vixshort,100,98.8071164614048,rebalance,1.1929,1,-2735.53,3.46,-2735.53,229320.58,226585.05
2023-09-21,2023-09-26,vixshort,100,98.38575945144916,rebalance,1.6142,1,-3657.63,3.88,-3657.63,226585.05,222927.42
2023-09-26,2023-09-28,vixshort,100,101.67658125703933,rebalance,1.6766,1,3737.56,3.07,3737.56,222927.42,226664.98
2023-09-28,2023-10-03,vixshort,100,98.03173514525203,rebalance,1.9683,1,-4461.37,3.33,-4461.37,226664.98,222203.61
2023-10-03,2023-10-04,vixshort,100,101.03889425614206,rebalance,1.0389,1,2308.46,4.55,2308.46,222203.61,224512.07
2023-10-04,2023-10-10,vixshort,100,101.38941158852369,rebalance,1.3894,1,3119.4,2.27,3119.4,224512.07,227631.47
2023-10-10,2023-10-13,vixshort,100,97.92309688959917,rebalance,2.0769,1,-4727.69,3.04,-4727.69,227631.47,222903.79
2023-10-13,2023-10-16,vixshort,100,101.83353683516128,rebalance,1.8335,1,4087.02,4.51,4087.02,222903.79,226990.81
2023-10-16,2023-10-18,vixshort,100,98.45105845816107,rebalance,1.5489,1,-3515.95,4.05,-3515.95,226990.81,223474.85
2023-10-18,2023-10-19,vixshort,100,99.03317386737415,rebalance,0.9668,1,-2160.61,3.7,-2160.61,223474.85,221314.24
2023-10-19,2023-10-24,vixshort,100,101.59132867877778,rebalance,1.5913,1,3521.84,3.28,3521.84,221314.24,224836.08
2023-10-24,2023-10-25,vixshort,100,98.80039676031784,rebalance,1.1996,1,-2697.14,4.12,-2697.14,224836.08,222138.94
2023-10-25,2023-10-31,vixshort,100,101.9252663602061,rebalance,1.9253,1,4276.77,2.45,4276.77,222138.94,226415.7
2023-10-31,2023-11-02,vixshort,100,101.46306101800506,rebalance,1.4631,1,3312.6,4.03,3312.6,226415.7,229728.3
2023-11-02,2023-11-08,vixshort,100,100.66317645267155,rebalance,0.6632,1,1523.5,13.2,1523.5,229728.3,231251.81
2023-11-08,2023-11-14,vixshort,100,100.25582671845399,rebalance,0.2558,1,591.6,6.95,591.6,231251.81,231843.41
2023-11-14,2023-11-16,vixshort,100,100.25532476406951,rebalance,0.2553,1,591.95,8.8,591.95,231843.41,232435.37
2023-11-16,2023-11-22,vixshort,100,100.54566639766882,rebalance,0.5457,1,1268.32,8.14,1268.32,232435.37,233703.69
2023-11-22,2023-11-24,vixshort,100,100.26029051015581,rebalance,0.2603,1,608.31,9.77,608.31,233703.69,234312.0
2023-11-24,2024-01-11,vixshort,100,102.3381262042146,rebalance,2.3381,1,5478.51,6.78,5478.51,234312.0,239790.51
2024-01-11,2024-01-17,vixshort,100,98.96544437701297,rebalance,1.0346,1,-2480.77,2.42,-2480.77,239790.51,237309.74
2024-01-17,2024-01-19,vixshort,100,100.89066430112234,rebalance,0.8907,1,2113.63,3.87,2113.63,237309.74,239423.37
2024-01-19,2024-02-06,vixshort,100,100.85204775850436,rebalance,0.852,1,2040.0,2.69,2040.0,239423.37,241463.37
2024-02-06,2024-02-12,vixshort,100,99.8771480907442,rebalance,0.1229,1,-296.64,9.06,-296.64,241463.37,241166.73
2024-02-12,2024-02-13,vixshort,100,98.93716288439808,rebalance,1.0628,1,-2563.21,9.06,-2563.21,241166.73,238603.52
2024-02-13,2024-02-14,vixshort,100,100.92279657416432,rebalance,0.9228,1,2201.83,3.39,2201.83,238603.52,240805.35
2024-02-14,2024-02-22,vixshort,100,100.08492995085727,rebalance,0.0849,1,204.52,2.7,204.52,240805.35,241009.86
2024-02-22,2024-02-28,vixshort,100,100.35565281486585,rebalance,0.3557,1,857.16,8.66,857.16,241009.86,241867.02
2024-02-28,2024-04-04,vixshort,100,99.71686207748886,rebalance,0.2831,1,-684.82,7.54,-684.82,241867.02,241182.2
2024-04-04,2024-04-15,vixshort,100,98.1547725583009,rebalance,1.8452,1,-4450.36,3.32,-4450.36,241182.2,236731.84
2024-04-15,2024-04-22,vixshort,100,101.63439118429196,rebalance,1.6344,1,3869.12,5.27,3869.12,236731.84,240600.97
2024-04-22,2024-04-26,vixshort,100,101.05644559333258,rebalance,1.0564,1,2541.82,4.32,2541.82,240600.97,243142.79
2024-04-26,2024-05-03,vixshort,100,100.7520983531844,rebalance,0.7521,1,1828.67,3.38,1828.67,243142.79,244971.46
2024-05-03,2024-05-13,vixshort,100,100.3317609590006,rebalance,0.3318,1,812.72,10.93,812.72,244971.46,245784.18
2024-05-13,2024-05-17,vixshort,100,100.9355080603789,rebalance,0.9355,1,2299.33,8.04,2299.33,245784.18,248083.51
2024-05-17,2024-05-29,vixshort,100,99.44668556605096,rebalance,0.5533,1,-1372.68,2.99,-1372.68,248083.51,246710.83
2024-05-29,2024-06-05,vixshort,100,100.80231570793401,rebalance,0.8023,1,1979.4,3.43,1979.4,246710.83,248690.23
2024-06-05,2024-07-18,vixshort,100,100.29405166147218,rebalance,0.2941,1,731.28,2.9,731.28,248690.23,249421.51
2024-07-18,2024-07-24,vixshort,100,98.08297742077777,rebalance,1.917,1,-4781.47,3.79,-4781.47,249421.51,244640.04
2024-07-24,2024-07-26,vixshort,100,100.875790861576,rebalance,0.8758,1,2142.54,4.59,2142.54,244640.04,246782.57
2024-07-26,2024-07-30,vixshort,100,99.88120597791621,rebalance,0.1188,1,-293.16,13.03,-293.16,246782.57,246489.41
2024-07-30,2024-07-31,vixshort,100,100.4851741363454,rebalance,0.4852,1,1195.9,11.83,1195.9,246489.41,247685.31
2024-07-31,2024-08-02,vixshort,100,97.51495707333389,rebalance,2.485,1,-6155.09,12.28,-6155.09,247685.31,241530.23
2024-08-02,2024-08-08,cash,100,99.99405250000001,rebalance,0.0059,1,-14.37,7.06,-14.37,241530.23,241515.86
2024-08-08,2024-08-09,vixshort,100,101.55874895261454,rebalance,1.5587,1,3764.63,14.37,3764.63,241515.86,245280.49
2024-08-09,2024-08-14,vixshort,100,101.61369389023471,rebalance,1.6137,1,3958.08,3.76,3958.08,245280.49,249238.56
2024-08-14,2024-08-19,vixshort,100,100.50177652795801,rebalance,0.5018,1,1250.62,4.38,1250.62,249238.56,250489.19
2024-08-19,2024-08-21,vixshort,100,99.19537318620219,rebalance,0.8046,1,-2015.5,7.63,-2015.5,250489.19,248473.68
