date,spy_ret
2016-08-26,116295.50856999854
2016-08-29,116871.01213561845
2016-08-30,116677.0924558987
2016-08-31,116345.5523583133
2016-09-01,116351.80783185264
2016-09-02,116877.2676091578
2016-09-06,117227.57412736122
2016-09-07,117215.06318028252
2016-09-08,116952.33329162996
2016-09-09,114149.88114600253
2016-09-12,115788.81521331142
2016-09-13,114124.85925184515
2016-09-14,114068.55998999102
2016-09-15,115213.3116476915
2016-09-16,114769.17302639788
2016-09-19,114794.19492055525
2016-09-20,114819.21681471265
2016-09-21,116070.31152258205
2016-09-22,116827.22382084304
2016-09-23,116201.67646690833
2016-09-26,115219.56712123087
2016-09-27,115951.45752533447
2016-09-28,116520.70561741503
2016-09-29,115519.8298511195
2016-09-30,116376.82972601005
2016-10-03,116070.31152258205
2016-10-04,115463.5305892654
2016-10-05,116007.75678718855
2016-10-06,116101.58889027877
2016-10-07,115669.96121606384
2016-10-10,116232.95383460505
2016-10-11,114812.96134117329
2016-10-12,114938.07081196024
2016-10-13,114612.7861879142
2016-10-14,114606.53071437485
2016-10-17,114268.73514325012
2016-10-18,114938.07081196024
2016-10-19,115232.07806830955
2016-10-20,115063.18028274718
2016-10-21,115056.92480920783
2016-10-24,115576.12911297362
2016-10-25,115219.56712123085
2016-10-26,114981.85912673567
2016-10-27,114669.0854497683
2016-10-28,114306.26798448617
2016-10-31,114337.5453521829
2016-11-01,113511.8228449891
2016-11-02,112804.95433504292
2016-11-03,112335.79381959188
2016-11-04,112185.66245464757
2016-11-07,114656.57450268957
2016-11-08,115150.75691229799
2016-11-09,116395.596146628
2016-11-10,116695.85887651665
2016-11-11,116433.12898786407
2016-11-14,116495.68372325753
2016-11-15,117402.72738646285
2016-11-16,117233.82960090047
2016-11-17,117771.80032528432
2016-11-18,117521.58138371045
2016-11-21,118403.60315275837
2016-11-22,118647.5666207929
2016-11-23,118722.63230326507
2016-11-25,119160.51545101938
2016-11-28,118635.05567371422
2016-11-29,118816.46440635527
2016-11-30,118553.7345177027
2016-12-01,118103.34042286975
2016-12-02,118134.61779056647
2016-12-05,118847.74177405202
2016-12-06,119235.58113349153
2016-12-07,120786.93857124956
2016-12-08,121099.71224821689
2016-12-09,121856.62454647788
2016-12-12,121687.72676091551
2016-12-13,122475.91642687321
2016-12-14,121506.31802827446
2016-12-15,121981.73401726483
2016-12-16,121769.04791692703
2016-12-19,122013.01138496154
2016-12-20,122488.42737395191
2016-12-21,122169.39822344521
2016-12-22,121981.7340172648
2016-12-23,122125.60990866978
2016-12-27,122419.6171650191
2016-12-28,121437.50781934164
2016-12-29,121381.20855748751
2016-12-30,120943.32540973322
2017-01-03,121819.09170524181
2017-01-04,122569.74852996343
2017-01-05,122469.66095333386
2017-01-06,122963.84336294227
2017-01-09,122569.74852996341
2017-01-10,122544.72663580603
2017-01-11,122844.98936569468
2017-01-12,122582.25947704213
2017-01-13,122851.24483923404
2017-01-17,122438.38358563714
2017-01-18,122688.60252721103
2017-01-19,122288.25222069284
2017-01-20,122688.60252721103
2017-01-23,122375.82885024369
2017-01-24,123151.50756912272
2017-01-25,124208.68259727233
2017-01-26,124089.82860002473
2017-01-27,123902.16439384432
2017-01-30,123151.5075691227
2017-01-31,123101.46378080793
2017-02-01,123176.52946328008
2017-02-02,123245.3396722129
2017-02-03,124096.08407356407
2017-02-06,123895.90892030498
2017-02-07,123889.65344676563
2017-02-08,124039.78481170993
2017-02-09,124759.16426873484
2017-02-10,125253.34667834325
2017-02-13,125897.66045289597
2017-02-14,126454.39759789786
2017-02-15,127098.71137245059
2017-02-16,127017.39021643907
2017-02-17,127180.03252846208
2017-02-21,127936.94482672306
2017-02-22,127855.62367071153
2017-02-23,127936.94482672306
2017-02-24,128112.09808582478
2017-02-27,128287.25134492651
2017-02-28,127968.22219441981
2017-03-01,129719.75478543696
2017-03-02,128944.07606655793
2017-03-03,129012.88627549075
2017-03-06,128662.57975728733
2017-03-07,128237.20755661174
2017-03-08,128018.2659827346
2017-03-09,128143.37545352153
2017-03-10,128593.76954835451
2017-03-13,128668.83523082668
2017-03-14,128205.930188915
2017-03-15,129256.8497435253
2017-03-16,129044.1636431875
2017-03-17,128850.24396346774
2017-03-20,128656.32428374798
2017-03-21,127036.15663705714
2017-03-22,127298.8865257097
2017-03-23,127129.98874014734
2017-03-24,127098.7113724506
2017-03-27,126936.06906042759
2017-03-28,127849.36819717223
2017-03-29,128012.01050919524
2017-03-30,128399.84986863476
2017-03-31,128080.82071812807
2017-04-03,127911.9229325657
2017-04-04,127993.24408857722
2017-04-05,127580.3828349803
2017-04-06,127911.9229325657
2017-04-07,127799.32440885746
2017-04-10,127868.13461779027
2017-04-11,127724.2587263853
2017-04-12,127242.5872638556
2017-04-13,126385.58738896505
2017-04-17,127474.03978481142
2017-04-18,127092.45589891126
2017-04-19,126886.0252721128
2017-04-20,127874.39009132961
2017-04-21,127486.55073189012
2017-04-24,128881.52133116448
2017-04-25,129619.66720880744
2017-04-26,129575.878894032
2017-04-27,129663.45552358284
2017-04-28,129406.98110846964
2017-05-01,129682.2219442009
2017-05-02,129751.03215313371
2017-05-03,129619.66720880744
2017-05-04,129738.52120605503
2017-05-05,130251.47003628146
2017-05-08,130245.21456274211
2017-05-09,130120.10509195518
2017-05-10,130351.55761291101
2017-05-11,130132.61603903388
2017-05-12,129907.41899161738
2017-05-15,130551.73276617011
2017-05-16,130476.66708369796
2017-05-17,128212.18566245439
2017-05-18,128662.57975728734
2017-05-19,129488.30226448114
2017-05-22,130163.8934067306
2017-05-23,130445.38971600121
2017-05-24,130733.14149881116
2017-05-25,131371.19979982454
2017-05-26,131364.94432628521
2017-05-30,131258.60127611633
2017-05-31,131196.04654072286
2017-06-01,132221.94420117576
2017-06-02,132678.59376954808
2017-06-05,132584.76166645787
2017-06-06,132190.66683347902
2017-06-07,132422.11935443486
2017-06-08,132453.3967221316
2017-06-09,132340.79819842335
2017-06-12,132246.96609533316
2017-06-13,132860.00250218913
2017-06-14,132741.14850494155
2017-06-15,132472.16314274963
2017-06-16,132503.44051044632
2017-06-19,133604.4038533714
2017-06-20,132734.89303140217
2017-06-21,132666.08282246935
2017-06-22,132609.78356061524
2017-06-23,132784.93681971694
2017-06-26,132841.23608157109
2017-06-27,131809.08294757883
2017-06-28,132960.09007881867
2017-06-29,131821.5938946575
2017-06-30,132040.53546853465
2017-07-03,132328.2872513446
2017-07-05,132559.7397723004
2017-07-06,131377.45527336386
2017-07-07,132209.43325409698
2017-07-10,132347.0536719626
2017-07-11,132253.2215688724
2017-07-12,133216.56449393183
2017-07-13,133473.03890904505
2017-07-14,134073.56436882235
2017-07-17,134073.56436882235
2017-07-18,134161.14099837322
2017-07-19,134861.75403478008
2017-07-20,134905.54234955553
2017-07-21,134792.94382584727
2017-07-24,134767.9219316899
2017-07-25,135086.95108219658
2017-07-26,135111.972976354
2017-07-27,135011.88539972444
2017-07-28,134824.221193544
2017-07-31,134767.9219316899
2017-08-01,135049.4182409605
2017-08-02,135111.97297635398
2017-08-03,134874.2649818588
2017-08-04,135099.4620292753
2017-08-07,135343.42549730986
2017-08-08,135030.6518203425
2017-08-09,135030.6518203425
2017-08-10,133116.47691730235
2017-08-11,133304.14112348275
2017-08-14,134611.53509320624
2017-08-15,134630.30151382426
2017-08-16,134861.7540347801
2017-08-17,132778.6813461776
2017-08-18,132540.97335168242
2017-08-21,132659.82734893003
2017-08-22,133998.49868635024
2017-08-23,133560.61553859594
2017-08-24,133272.863755786
2017-08-25,133529.33817089922
2017-08-28,133573.12648567464
2017-08-29,133717.00237707963
2017-08-30,134342.54973101433
2017-08-31,135043.1627674212
2017-09-01,135324.6590766918
2017-09-05,134411.35993994714
2017-09-06,134824.22119354404
2017-09-07,134817.9657200047
2017-09-08,134636.55698736364
2017-09-11,136056.5494807954
2017-09-12,136569.49831102183
2017-09-13,136613.28662579725
2017-09-14,136569.49831102183
2017-09-15,136775.92893782028
2017-09-18,137038.65882647285
2017-09-19,137176.27924433848
2017-09-20,137238.83397973195
2017-09-21,136869.7610409105
2017-09-22,136901.03840860724
2017-09-25,136638.30851995468
2017-09-26,136688.35230826944
2017-09-27,137220.06755911396
2017-09-28,137382.709871137
2017-09-29,137839.3594395093
2017-10-02,138452.39584636534
2017-10-03,138765.16952333268
2017-10-04,138934.06730889503
2017-10-05,139759.7898160888
2017-10-06,139634.6803453019
2017-10-09,139378.20593018868
2017-10-10,139709.74602777406
2017-10-11,139934.94307519056
2017-10-12,139728.51244839214
2017-10-13,139878.64381333647
2017-10-16,140110.0963342923
2017-10-17,140178.90654322514
2017-10-18,140322.78243463012
2017-10-19,140391.59264356297
2017-10-20,141079.6947328911
2017-10-23,140579.25684974334
2017-10-24,140798.1984236205
2017-10-25,140122.60728137102
2017-10-26,140210.18391092186
2017-10-27,141417.49030401584
2017-10-30,140929.56336794674
2017-10-31,141110.97210058782
2017-11-01,141317.40272738627
2017-11-02,141379.95746277974
2017-11-03,141836.6070311521
2017-11-06,142036.7821844112
2017-11-07,141974.22744901772
2017-11-08,142199.42449643422
2017-11-09,141692.7311397471
2017-11-10,141642.68735143234
2017-11-13,141780.307769298
2017-11-14,141455.02314525197
2017-11-15,140723.13274114838
2017-11-16,141886.65081946691
2017-11-17,141517.57788064546
2017-11-20,141742.77492806196
2017-11-21,142649.81859126725
2017-11-22,142574.75290879508
2017-11-24,142893.7820593018
2017-11-27,142812.46090329028
2017-11-28,144238.70887026135
2017-11-29,144188.6650819466
2017-11-30,145358.43863380447
2017-12-01,145133.24158638797
2017-12-04,144945.57738020757
2017-12-05,144445.1394970598
2017-12-06,144463.90591767788
2017-12-07,144908.04453897153
2017-12-08,145696.23420492923
2017-12-11,146165.39472038022
2017-12-12,146421.86913549347
2017-12-13,146384.33629425737
2017-12-14,145808.83272863747
2017-12-15,147022.39459527074
2017-12-18,147960.71562617278
2017-12-19,147416.4894282496
2017-12-20,147335.16827223808
2017-12-21,147579.1317402726
2017-12-22,147547.85437257588
2017-12-26,147360.19016639545
2017-12-27,147472.78869010368
2017-12-28,147754.2849993743
2017-12-29,147247.5916426872
2018-01-02,148254.7228825221
2018-01-03,149193.04391342413
2018-01-04,149799.82484674078
2018-01-05,150806.95608657566
2018-01-08,151088.45239584628
2018-01-09,151432.50344051037
2018-01-10,151182.2844989365
2018-01-11,152295.75878894023
2018-01-12,153315.40097585376
2018-01-16,152827.47403978472
2018-01-17,154234.95558613777
2018-01-18,153997.2475916426
2018-01-19,154666.58326035272
2018-01-22,155923.93344176144
2018-01-23,156236.70711872878
2018-01-24,156174.1523833353
2018-01-25,156267.98448642553
2018-01-26,158069.5608657574
2018-01-29,157012.38583760778
2018-01-30,155348.4298761415
2018-01-31,155504.81671462514
2018-02-01,155379.7072438382
2018-02-02,151970.47416489414
2018-02-05,145683.72325785048
2018-02-06,148417.3651945451
2018-02-07,147647.94194920544
2018-02-08,142186.91354935558
2018-02-09,144376.32928812702
2018-02-12,146353.05892656062
2018-02-13,146753.40923307883
2018-02-14,148748.90529213048
2018-02-15,150550.4816714624
2018-02-16,150675.59114224935
2018-02-20,149731.01463780797
2018-02-21,148917.80307769286
2018-02-22,149080.44538971587
2018-02-23,151501.31364944315
2018-02-26,153296.6345552357
2018-02-27,151351.18228449882
2018-02-28,149712.24821718995
2018-03-01,147679.21931690216
2018-03-02,148423.62066808448
2018-03-05,150106.3430501688
2018-03-06,150494.1824096083
2018-03-07,150494.1824096083
2018-03-08,151157.26260477907
2018-03-09,153765.79507068676
2018-03-12,153646.94107343917
2018-03-13,152639.80983360432
2018-03-14,151832.85374702857
2018-03-15,151707.74427624166
2018-03-16,151870.38658826466
2018-03-19,149868.63505567366
2018-03-20,150043.7883147754
2018-03-21,149749.78105842604
2018-03-22,146046.54072313267
2018-03-23,142893.78205930183
2018-03-26,146840.98586262975
2018-03-27,144413.86212936314
2018-03-28,143907.16877267606
2018-03-29,145890.15388464904
2018-04-02,142618.5412235706
2018-04-03,144395.09570874512
2018-04-04,146084.07356436877
2018-04-05,147084.94933066427
2018-04-06,143825.8476166645
2018-04-09,144451.3949705992
2018-04-10,146809.70849493297
2018-04-11,146046.54072313267
2018-04-12,147260.10258976597
2018-04-13,146822.21944201167
2018-04-16,148073.31414988104
2018-04-17,149599.64969348168
2018-04-18,149737.27011134732
2018-04-19,148905.29213061417
2018-04-20,147679.21931690216
2018-04-23,147629.1755285874
2018-04-24,145677.46778431116
2018-04-25,146002.7524083572
2018-04-26,147447.7667959463
2018-04-27,147635.43100212672
2018-04-30,146503.1902915049
2018-05-01,146740.89828600007
2018-05-02,145746.27799324392
2018-05-03,145427.2488427372
2018-05-04,147272.61353684455
2018-05-07,147823.0952083071
2018-05-08,147810.58426122836
2018-05-09,149236.83222819946
2018-05-10,150638.05830101317
2018-05-11,150994.62029275595
2018-05-14,151163.5180783183
2018-05-15,150100.08757662933
2018-05-16,150719.37945702468
2018-05-17,150644.31377455255
2018-05-18,150275.24083573106
2018-05-21,151388.71512573483
2018-05-22,150957.08745151988
2018-05-23,151394.97059927415
2018-05-24,151100.96334292486
2018-05-25,150756.91229826078
2018-05-29,149042.9125484797
2018-05-30,150963.34292505923
2018-05-31,149981.23357938175
2018-06-01,151532.5910171398
2018-06-04,152239.459527086
2018-06-05,152402.101839109
2018-06-06,153646.94107343905
2018-06-07,153609.40823220296
2018-06-08,154084.82422119335
2018-06-11,154284.99937445243
2018-06-12,154497.6854747902
2018-06-13,153965.9702239457
2018-06-14,154335.0431627672
2018-06-15,153421.74402602253
2018-06-18,153177.780557988
2018-06-19,152564.744151132
2018-06-20,152858.75140748132
2018-06-21,151876.64206180384
2018-06-22,152164.3938446138
2018-06-25,150125.10947078673
2018-06-26,150406.60578005732
2018-06-27,149418.2409608405
2018-06-28,150031.27736769652
2018-06-29,150275.24083573106
2018-07-02,150550.4816714623
2018-07-03,150018.76642061782
2018-07-05,151201.05091955437
2018-07-06,152495.9339421992
2018-07-09,153903.41548855227
2018-07-10,154410.1088452394
2018-07-11,153359.18929062912
2018-07-12,154672.83873389196
2018-07-13,154822.9700988363
2018-07-16,154729.1379957461
2018-07-17,155304.641561366
2018-07-18,155654.94807956947
2018-07-19,155048.1671462528
2018-07-20,154910.54672838715
2018-07-23,155198.29851119712
2018-07-24,155923.93344176136
2018-07-25,157362.69235581116
2018-07-26,156893.53184036017
2018-07-27,155880.14512698597
2018-07-30,155010.63430501675
2018-07-31,155730.01376204164
2018-08-01,155561.11597647928
2018-08-02,156393.0939572124
2018-08-03,157074.9405730012
2018-08-06,157650.44413862113
2018-08-07,158157.1374953082
2018-08-08,158082.07181283605
2018-08-09,157888.1521331163
2018-08-10,156818.46615788797
2018-08-13,156217.94069811064
2018-08-14,157181.2836231701
2018-08-15,156036.5319654696
2018-08-16,157325.15951457506
2018-08-17,157850.61929188023
2018-08-20,158213.43675716236
2018-08-21,158538.7213812084
2018-08-22,158507.44401351167
2018-08-23,158275.99149255586
2018-08-24,159233.07894407594
2018-08-27,160459.1517577879
2018-08-28,160515.45101964206
2018-08-29,161409.98373576862
2018-08-30,160784.43638183392
2018-08-31,160753.15901413723
2018-09-04,160515.45101964203
2018-09-05,160090.07881896643
2018-09-06,159589.6409358187
2018-09-07,159239.33441761526
2018-09-10,159545.85262104325
2018-09-11,160127.6116602025
2018-09-12,160152.6335543599
2018-09-13,161047.1662704865
2018-09-14,161115.97647941933
2018-09-17,160271.48755160748
2018-09-18,161115.9764794193
2018-09-19,161297.38521206036
2018-09-20,162560.99086700843
2018-09-21,162467.1587639182
2018-09-24,161935.44351307373
2018-09-25,161722.7574127359
2018-09-26,161222.31952958816
2018-09-27,161710.24646565723
2018-09-28,161647.69173026376
2018-10-01,162279.4945577378
2018-10-02,162229.450769423
2018-10-03,162310.77192543456
2018-10-04,161072.18816464383
2018-10-05,160115.10071312377
2018-10-08,160108.8452395844
2018-10-09,159933.6919804827
2018-10-10,154810.45915175756
2018-10-11,151620.16764669065
2018-10-12,153553.10897034884
2018-10-15,152702.3645689977
2018-10-16,155905.1670211433
2018-10-17,156005.25459777284
2018-10-18,153759.53959714732
2018-10-19,153646.94107343908
2018-10-22,153002.62729888633
2018-10-23,152164.39384461386
2018-10-24,147541.59889903647
2018-10-25,150212.68610033763
2018-10-26,147547.85437257585
2018-10-29,146697.10997122468
2018-10-30,149030.40160140107
2018-10-31,150588.0145126984
2018-11-01,152083.07268860235
2018-11-02,151207.30639309378
2018-11-05,152139.3719504565
2018-11-06,153052.6710872011
2018-11-07,156324.28374827956
2018-11-08,156036.5319654696
2018-11-09,154560.24021018372
2018-11-12,151588.89027899393
2018-11-13,151344.9268109594
2018-11-14,150287.75178280976
2018-11-15,151882.89753534325
2018-11-16,152283.24784186145
2018-11-19,149718.5036907292
2018-11-20,146953.58438633787
2018-11-21,147441.5113224069
2018-11-23,146490.6793444262
2018-11-26,148780.18265982714
2018-11-27,149255.5986488175
2018-11-28,152633.55436006485
2018-11-29,152402.101839109
2018-11-30,153371.70023770776
2018-12-03,155360.9408232201
2018-12-04,150425.37220067537
2018-12-06,150081.32115601128
2018-12-07,146678.34355060654
2018-12-10,146909.7960715624
2018-12-11,146928.5624921804
2018-12-12,147723.00763167744
2018-12-13,147635.4310021266
2018-12-14,144958.08832728612
2018-12-17,141955.46102839962
2018-12-18,141924.1836607029
2018-12-19,139659.7022394593
2018-12-20,137470.28650068786
2018-12-21,134636.5569873637
2018-12-24,131146.00275240812
2018-12-26,137601.65144501414
2018-12-27,138890.27899411964
2018-12-28,138621.29363192772
2018-12-31,139934.94307519056
2019-01-02,140022.51970474145
2019-01-03,136619.54209933672
2019-01-04,141229.8260978354
2019-01-07,142293.25659952438
2019-01-08,143600.65056924787
2019-01-09,144326.2854998121
2019-01-10,144920.55548605006
2019-01-11,144820.46790942052
2019-01-14,144007.25634930542
2019-01-15,145614.91304891757
2019-01-16,146027.77430251444
2019-01-17,147166.27048667558
2019-01-18,149080.44538971575
2019-01-22,147134.99311897886
2019-01-23,147366.44563993468
2019-01-24,147504.06605780032
2019-01-25,148723.88339797297
2019-01-28,147604.15363442988
2019-01-29,147460.27774302487
2019-01-30,149649.69348179628
2019-01-31,150975.85387213784
2019-02-01,151132.2407106215
2019-02-04,152208.18215938917
2019-02-05,152852.4959339419
2019-02-06,152671.08720130083
2019-02-07,151182.28449893626
2019-02-08,151388.7151257347
2019-02-11,151470.0362817462
2019-02-12,153359.189290629
2019-02-13,153853.3717002374
2019-02-14,153578.13086450612
2019-02-15,155217.064931815
2019-02-19,155492.30576754623
2019-02-20,155798.82397097425
2019-02-21,155260.8532465904
2019-02-22,156211.68522457112
2019-02-25,156449.3932190663
2019-02-26,156311.77280120066
2019-02-27,156224.1961716498
2019-02-28,155923.93344176115
2019-03-01,156912.29826097796
2019-03-04,156330.5392218187
2019-03-05,156155.38596271697
2019-03-06,155192.04303765757
2019-03-07,153953.45927686687
2019-03-08,153596.89728512408
2019-03-11,155830.10133867094
2019-03-12,156368.07206305477
2019-03-13,157425.24709120436
2019-03-14,157350.1814087322
2019-03-15,158125.86012761123
2019-03-18,158732.64106092788
2019-03-19,158782.68484924268
2019-03-20,158213.4367571621
2019-03-21,159946.20292756121
2019-03-22,156999.8748905288
2019-03-25,156805.95521080904
2019-03-26,157956.96234204888
2019-03-27,157118.7288877764
2019-03-28,157769.2981358685
2019-03-29,158745.15200800664
2019-04-01,160596.7721756533
2019-04-02,160734.39259351892
2019-04-03,160997.1224821715
2019-04-04,161403.728262229
2019-04-05,162160.64056049002
2019-04-08,162317.0273989737
2019-04-09,161491.30489177993
2019-04-10,162029.27561616374
2019-04-11,161997.99824846705
2019-04-12,163061.428750156
2019-04-15,162980.10759414447
2019-04-16,163086.45064431336
2019-04-17,162692.3558113345
2019-04-18,162986.36306768385
2019-04-22,163161.51632678552
2019-04-23,164612.786187914
2019-04-24,164231.20230201384
2019-04-25,164187.41398723843
2019-04-26,164906.7934442633
2019-04-29,165113.22407106176
2019-04-30,165163.26785937653
2019-05-01,164012.2607281367
2019-05-02,163624.4213686972
2019-05-03,165225.82259477
2019-05-06,164581.5088202173
2019-05-07,161897.91067183745
2019-05-08,161716.50193919637
2019-05-09,161122.23195295842
2019-05-10,161885.39972475878
2019-05-13,157925.6849743522
2019-05-14,159270.61178531178
2019-05-15,160265.23207806793
2019-05-16,161685.2245714997
2019-05-17,160709.37069936158
2019-05-20,159595.8964093578
2019-05-21,161009.63342925024
2019-05-22,160527.96196672053
2019-05-23,158601.27611660166
2019-05-24,159026.64831727726
2019-05-28,157544.10108845204
2019-05-29,156393.0939572122
2019-05-30,156799.69973726972
2019-05-31,154766.670836982
2019-06-03,154341.29863630643
2019-06-04,157644.18866508157
2019-06-05,158982.86000250184
2019-06-06,160058.8014512695
2019-06-07,161628.9253096456
2019-06-10,162392.09308144593
2019-06-11,162379.5821343672
2019-06-12,162035.53108970312
2019-06-13,162754.91054672803
2019-06-14,162560.99086700828
2019-06-17,162692.35581133454
2019-06-18,164293.75703740737
2019-06-19,164681.59639684687
2019-06-20,166295.50856999835
2019-06-21,166045.28962842448
2019-06-24,165851.36994870473
2019-06-25,164224.94682847452
2019-06-26,164068.55998999087
2019-06-27,164644.06355561077
2019-06-28,165532.34079819804
2019-07-01,166933.56687101172
2019-07-02,167421.49380708075
2019-07-03,168753.90967096164
2019-07-05,168453.646941073
2019-07-08,167659.20180157592
2019-07-09,167865.6324283744
2019-07-10,168647.56662079276
2019-07-11,169047.91692731093
2019-07-12,169798.57375203256
2019-07-15,169904.91680220145
2019-07-16,169304.39134242412
2019-07-17,168178.40610534168
2019-07-18,168791.44251219765
2019-07-19,167884.39884899236
2019-07-22,168197.1725259597
2019-07-23,169416.98986613235
2019-07-24,170223.94595270813
2019-07-25,169416.98986613235
2019-07-26,170536.71962967547
2019-07-29,170273.98974102287
2019-07-30,169879.89490804402
2019-07-31,167965.72000500388
2019-08-01,166608.28224696557
2019-08-02,165263.355436006
2019-08-05,160421.6189165515
2019-08-06,162498.43613161467
2019-08-07,162742.39959964922
2019-08-08,165813.83710746854
2019-08-09,164687.8518703861
2019-08-12,162617.29012886228
2019-08-13,165150.7569122978
2019-08-14,160409.10796947283
2019-08-15,160759.41448767626
2019-08-16,163111.4725384707
2019-08-19,165094.45765044366
2019-08-20,163793.3191542595
2019-08-21,165144.5014387584
2019-08-22,165100.71312398298
2019-08-23,160890.77943200248
2019-08-26,162623.54560240163
2019-08-27,161916.6770924554
2019-08-28,163130.23895908866
2019-08-29,165238.33354184858
2019-08-30,165169.5233329158
2019-09-03,164206.18040785636
2019-09-04,166026.5232078063
2019-09-05,168159.63968472357
2019-09-06,168328.5374702859
2019-09-09,168416.11409983682
2019-09-10,168353.55936444332
2019-09-11,169604.6540723127
2019-09-12,170198.92405855065
2019-09-13,169992.4934317522
2019-09-16,169548.35481045858
2019-09-17,169967.4715375948
2019-09-18,170055.04816714567
2019-09-19,170036.28174652762
2019-09-20,169122.982609783
2019-09-23,169248.0920805699
2019-09-24,167896.90979607098
2019-09-25,168860.2527211304
2019-09-26,168509.94620292698
2019-09-27,167609.15801326104
2019-09-30,168391.0922056794
2019-10-01,166420.61804078514
2019-10-02,163493.05642437076
