date,0
2016-01-19,100000.0
2016-01-20,98999.64278000379
2016-01-21,99150.56055033255
2016-01-22,102344.42907931887
2016-01-25,101282.87364703162
2016-01-26,102154.01942067599
2016-01-27,101332.80672981754
2016-01-28,101961.22738289981
2016-01-29,102746.5000686492
2016-02-01,103001.74325694592
2016-02-02,101499.2758984192
2016-02-03,101743.51711324848
2016-02-04,101531.65543865495
2016-02-05,100786.39900632322
2016-02-08,98842.20406250322
2016-02-09,98842.20406250322
2016-02-10,98534.81465402493
2016-02-11,96169.60593543314
2016-02-12,96169.60593543314
2016-02-16,97928.26743842899
2016-02-17,99566.58750431551
2016-02-18,99655.95903042512
2016-02-19,100189.31324335477
2016-02-22,101382.10795543248
2016-02-23,100209.52548928656
2016-02-24,100439.06698350745
2016-02-25,101849.37785758456
2016-02-26,101549.34011949877
2016-02-29,100877.11572579344
2016-03-01,104294.9758255052
2016-03-02,104643.24854078579
2016-03-03,105330.39909725652
2016-03-04,105051.99853447784
2016-03-07,104976.25891391028
2016-03-08,103332.88252654349
2016-03-09,103867.2534272078
2016-03-10,104556.7744433968
2016-03-11,106671.85560256739
2016-03-14,107007.72489598421
2016-03-15,106401.5717019308
2016-03-16,107950.57969896858
2016-03-17,109216.15271453993
2016-03-18,109584.228976241
2016-03-21,110925.61906122089
2016-03-22,111501.03107581024
2016-03-23,109316.9534180938
2016-03-24,109530.77793707309
2016-03-28,110113.98847237464
2016-03-29,112590.34026695843
2016-03-30,113761.42408439542
2016-03-31,113416.39529229191
2016-04-01,114851.33617592993
2016-04-04,113578.40754499445
2016-04-05,111071.5388068755
2016-04-06,114017.81984289484
2016-04-07,109779.58324575308
2016-04-08,110960.54146885194
2016-04-11,110265.50514074162
2016-04-12,111738.12516108947
2016-04-13,114151.66320133056
2016-04-14,114304.43483182586
2016-04-15,114910.66933486854
2016-04-18,117864.89696382562
2016-04-19,117449.90625362136
2016-04-20,117149.80649807013
2016-04-21,116350.32934182904
2016-04-22,117417.9138673193
2016-04-25,116819.16724445178
