date,0
2016-01-19,100000.0
2016-01-20,98999.64278000379
2016-01-21,99150.56055033255
2016-01-22,102344.42907931887
2016-01-25,102344.42907931887
2016-01-26,102344.42907931887
2016-01-27,102344.42907931887
2016-01-28,102344.42907931887
2016-01-29,102344.42907931887
2016-02-01,102344.42907931887
2016-02-02,102344.42907931887
2016-02-03,102344.42907931887
2016-02-04,102344.42907931887
2016-02-05,102344.42907931887
2016-02-08,100370.17934417681
2016-02-09,100095.67876380983
2016-02-10,99812.36473176403
2016-02-11,97386.2154925915
2016-02-12,98901.76746175658
2016-02-16,100643.78355852353
2016-02-17,102266.5972276514
2016-02-18,102367.20402888556
2016-02-19,102367.20402888556
2016-02-22,102367.20402888556
2016-02-23,102367.20402888556
2016-02-24,102601.68793505391
2016-02-25,104042.36515895955
2016-02-26,104042.36515895955
2016-02-29,103353.63773092952
2016-03-01,106855.40591709391
2016-03-02,106855.40591709391
2016-03-03,106855.40591709391
2016-03-04,106855.40591709391
2016-03-07,106855.40591709391
2016-03-08,105182.61196574291
2016-03-09,105726.54847187804
2016-03-10,106428.41238697208
2016-03-11,108581.35494892903
2016-03-14,108581.35494892903
2016-03-15,107966.28781073021
2016-03-16,109538.0751495282
2016-03-17,110822.25937969584
2016-03-18,111195.74848301886
2016-03-21,112556.86473031552
2016-03-22,113140.73861660491
2016-03-23,110924.54243432879
2016-03-24,111141.51140563101
2016-03-28,111733.2984958162
2016-03-29,114246.06692863251
2016-03-30,115434.37242507844
2016-03-31,115084.26972193802
2016-04-01,116540.31250360151
2016-04-04,115248.66448814645
2016-04-05,112704.93033690965
2016-04-06,115694.53867838482
2016-04-07,111393.97558577522
2016-04-08,112592.30069853505
2016-04-11,111887.04333213178
2016-04-12,113381.3193508932
2016-04-13,115830.35030529299
2016-04-14,115985.3685589103
2016-04-15,116600.51820180897
2016-04-18,119598.1899969203
2016-04-19,119177.09653241577
2016-04-20,118872.5835815118
2016-04-21,118061.34950509577
2016-04-22,119144.63367371929
2016-04-25,118537.0820259738
