date,equity,instrument,weight,vix,eVRP
2016-07-25,112412.17597349976,vixshort,0.1305587394898981,12.87,6.797681265657304
2016-07-26,112698.24451291379,vixshort,0.13276569304605493,13.05,7.895404725107935
2016-07-27,113359.716809794,vixshort,0.13782614560449485,12.83,7.605572168354672
2016-07-28,113930.2783121369,vixshort,0.1421439021915272,12.72,8.22488162085898
2016-07-29,115051.54907341962,vixshort,0.11869999999999999,11.87,7.4347987319072155
2016-08-01,115495.80762358062,vixshort,0.12208995040870164,12.44,8.118611658634723
2016-08-02,114435.52460200564,vixshort,0.1139558231498015,13.37,7.909318722859864
2016-08-03,115084.30013092906,vixshort,0.11895080316733221,12.86,7.652060464348037
2016-08-04,115852.69779958324,vixshort,0.12479439733194136,12.42,7.53866239563471
2016-08-05,116842.70156710489,vixshort,0.13220998112430876,11.39,5.376553864807865
2016-08-08,117472.91246237101,vixshort,0.115,11.5,5.7125444715226985
2016-08-09,117956.31159285308,vixshort,0.11862683628115876,11.66,5.873144267107556
2016-08-10,117286.6138241391,vixshort,0.11359426161725109,12.05,6.106750054936772
2016-08-11,117428.76402565275,vixshort,0.11466727601350611,11.68,5.38093120365386
2016-08-12,117696.13257778496,vixshort,0.11667847318186758,11.55,5.207170496138618
2016-08-15,118126.09029021232,vixshort,0.11989360458997143,11.81,5.432953108095528
2016-08-16,117158.78085701322,vixshort,0.11262709658885121,12.64,6.6463459734215
2016-08-17,117829.87612434756,vixshort,0.11768109287084264,12.19,6.260128778618624
2016-08-18,118318.79148392397,vixshort,0.12132699949590094,11.43,5.470553913227877
2016-08-19,118170.54382674789,vixshort,0.12022468406660416,11.34,6.761093416033174
2016-08-22,118081.10550784016,vixshort,0.11955831475260432,12.27,7.708091932880827
2016-08-23,118157.79202809047,vixshort,0.12012973715282066,12.38,7.729023941509477
2016-08-24,117511.5323520006,vixshort,0.115290853175328,13.45,8.193342657813723
2016-08-25,117484.66344039541,vixshort,0.1363,13.63,9.03058346391434
2016-08-26,117385.84630649482,vixshort,0.13557292462221468,13.65,8.997137113296509
2016-08-29,118040.17897492004,vixshort,0.1403647072152514,12.94,7.776257459374072
2016-08-30,118294.13620219377,vixshort,0.142210196792597,13.12,8.621769965746822
2016-08-31,118078.39700005345,vixshort,0.14064294238832195,13.42,8.850460245587325
2016-09-01,118264.38743047412,vixshort,0.14199442437290666,13.48,9.13685627897459
2016-09-02,119489.8125931087,vixshort,0.1198,11.98,6.958018911038904
2016-09-06,120238.02070969762,vixshort,0.12527724239250107,12.02,6.76695348973651
2016-09-07,120619.47251486561,vixshort,0.1280435003436772,11.94,6.783054817667235
2016-09-08,120509.61268618525,vixshort,0.12724860116896627,12.51,7.995264320351273
2016-09-09,115593.46587412954,vixshort,0.175,17.5,4.465741713890202
2016-09-12,118362.55982457545,vixshort,0.0758,15.16,-0.25382421958102164
2016-09-13,116009.53535761393,vixshort,0.17850000000000002,17.85,1.301816739324071
2016-09-14,116433.61677209097,vixshort,0.18149211595114167,18.14,1.5683347597354071
2016-09-15,117944.79121077778,vixshort,0.0815,16.3,-1.3591799296305318
2016-09-16,118186.74259813617,vixshort,0.0833803492202533,15.37,-2.337686565312813
2016-09-19,118686.04093022434,vixshort,0.08723646118764651,15.53,-1.9110134883921663
2016-09-20,118825.33428323605,vixshort,0.08830645097218978,15.92,-1.3646558427827902
2016-09-21,120399.19195874424,vixshort,0.0665,13.3,-5.167715840891134
2016-09-22,120957.61136950456,vixshort,0.07080964628056625,12.02,-6.792762518772424
2016-09-23,120815.25842986895,vixshort,0.06971480958483715,12.29,-1.5639176126535475
2016-09-26,119917.39708044607,vixshort,0.145,14.5,1.7384389829729514
2016-09-27,121770.1139436999,vixshort,0.131,13.1,2.626832631858962
2016-09-28,122114.88642917029,vixshort,0.1334534870287707,12.39,1.8693866239438304
2016-09-29,120064.20071744942,vixshort,0.1402,14.02,3.256962448326842
2016-09-30,121597.43591660059,vixshort,0.1510413110382881,13.29,2.2570735763198524
2016-10-03,121752.392629367,vixshort,0.1521217977940305,13.57,2.359083154951442
2016-10-04,121852.57284243633,vixshort,0.15281887473686764,13.63,1.9708939827655172
2016-10-05,122185.40833513893,vixshort,0.12990000000000002,12.99,2.5084317275455312
2016-10-06,122432.43587301574,vixshort,0.13165556958557573,12.84,2.9852531674166514
2016-10-07,122388.91745906485,vixshort,0.13134680819476297,13.48,3.813653697358255
2016-10-10,123066.98372524192,vixshort,0.13613285566696867,13.38,4.52569402556683
2016-10-11,121199.11175126827,vixshort,0.1536,15.36,4.9440637359980215
2016-10-12,121162.41289626672,vixshort,0.1533436341012794,15.91,5.93006470894348
2016-10-13,120033.29522459659,vixshort,0.16690000000000002,16.69,7.491951148482206
2016-10-14,120456.71050181908,vixshort,0.16982841524548142,16.12,8.095241994892763
2016-10-17,120658.72001235597,vixshort,0.1712183069622236,16.21,8.171523630503598
2016-10-18,122345.4616398009,vixshort,0.1528,15.28,6.749891668367404
2016-10-19,123204.84535881173,vixshort,0.15870942575858613,14.41,6.181420544077946
2016-10-20,123690.41807178715,vixshort,0.1375,13.75,5.555843297029929
2016-10-21,124396.39200439797,vixshort,0.1423948567323022,13.34,5.295316925457946
2016-10-24,125665.28291101908,vixshort,0.13019999999999998,13.02,5.040101844514931
2016-10-25,125333.24562289019,vixshort,0.12789569493090855,13.46,8.454234134702414
2016-10-26,124524.45525088061,vixshort,0.1424,14.24,9.114492191439979
2016-10-27,123910.86847294608,vixshort,0.13815330213369018,15.36,10.251469028566511
2016-10-28,122438.22871885574,vixshort,0.16190000000000002,16.19,10.8306839835679
2016-10-31,121557.78781885172,vixshort,0.15582965657294626,17.06,11.913723521189265
2016-11-01,120507.47348280724,vixshort,0.1856,18.56,13.347909164770734
2016-11-02,119430.57285965102,cash,0.0,19.32,14.036482410124822
2016-11-03,119430.57285965102,cash,0.0,22.08,16.717685008637915
2016-11-04,119430.57285965102,cash,0.0,22.51,17.26680325349316
2016-11-07,119430.57285965102,cash,0.0,18.71,5.529051494845021
2016-11-08,119430.57285965102,cash,0.0,18.74,5.401241687247854
2016-11-09,119430.57285965102,vixshort,0.1438,14.38,0.06158217413578981
2016-11-10,118455.86558619367,vixshort,0.13675480756985461,14.74,0.5877828205995339
2016-11-11,119239.05246236589,vixshort,0.14242478138856987,14.17,0.10004104888367316
2016-11-14,119368.47646293724,vixshort,0.1433545981950867,14.48,0.4178501569677042
2016-11-15,120829.92231297315,vixshort,0.13369999999999999,13.37,0.03642841226664828
2016-11-16,120625.76694336272,vixshort,0.13223381411637733,13.72,1.1611042724874245
2016-11-17,121543.90392526059,vixshort,0.13878887941516946,13.35,1.6198046340381609
2016-11-18,121693.12966595327,vixshort,0.1398449362995213,12.85,0.9990382005108369
2016-11-21,123242.73434047778,vixshort,0.1242,12.42,5.170450852518352
2016-11-22,123055.33967053244,vixshort,0.12286628906654898,12.41,5.166314121533859
2016-11-23,123004.84883671104,vixshort,0.12250624462231184,12.43,6.591425924642532
2016-11-25,123211.20846791692,vixshort,0.12397591032884006,12.34,6.443707739138611
2016-11-28,122934.26518475938,vixshort,0.12200242484735925,13.15,6.7314757121167075
2016-11-29,123140.12210160718,vixshort,0.12347019888181758,12.9,6.520492760078597
2016-11-30,123128.89445865291,vixshort,0.12339027155290752,13.33,7.551659190577176
2016-12-01,121968.40222251553,vixshort,0.1407,14.07,7.906148569770119
2016-12-02,121946.83457819019,vixshort,0.14054802330595226,14.12,8.340776109102228
2016-12-05,124173.27621979636,vixshort,0.12140000000000001,12.14,5.891758457043574
2016-12-06,125147.9294833656,vixshort,0.12824254514562916,11.79,6.457994985316672
2016-12-07,125032.89723758689,vixshort,0.1274405144799262,12.22,4.0372940120012615
2016-12-08,124946.80961306921,vixshort,0.12683932607350426,12.64,4.4765561890218954
2016-12-09,125294.81330111789,vixshort,0.12926451133680172,11.75,3.3402682627358544
2016-12-12,125039.0714663161,vixshort,0.12748360006733717,12.64,4.782081076267942
2016-12-13,124763.97634137375,vixshort,0.12555976744279038,12.72,4.653121848638419
2016-12-14,124830.64395775771,vixshort,0.12602677493491352,13.19,3.6986272051732367
2016-12-15,125280.03519352614,vixshort,0.1291617988597856,12.79,3.9604926331800154
2016-12-16,125696.22519164963,vixshort,0.1320452120151592,12.2,3.126166587336993
2016-12-19,126856.1650285,vixshort,0.11710000000000001,11.71,2.783248088895146
2016-12-20,127431.38993393304,vixshort,0.12108540790671851,11.45,2.505351383800594
2016-12-21,127921.35454525008,vixshort,0.12445182822040837,11.27,4.102546874487712
2016-12-22,127354.36896682026,vixshort,0.12055386075649695,11.43,4.195986138246889
2016-12-23,127494.53005400459,vixshort,0.1215206797011546,11.44,4.871138882747452
2016-12-27,127917.8942258846,vixshort,0.12442814368188015,11.99,5.406152794530424
2016-12-28,126817.44902549371,vixshort,0.11683046012739619,12.95,5.973780586417571
2016-12-29,126318.08701434411,vixshort,0.13369999999999999,13.37,7.613279370704124
2016-12-30,125637.27252719806,vixshort,0.12900561609344918,14.04,8.516876701933633
2017-01-03,127981.1869296492,vixshort,0.14495746284429112,12.85,6.042131790759695
2017-01-04,129870.76989541634,vixshort,0.1185,11.85,4.416572856279583
2017-01-05,129969.34690415756,vixshort,0.11916858559556708,11.67,4.472956162510641
2017-01-06,130387.45692248664,vixshort,0.1219931244547029,11.32,4.02306685327065
2017-01-09,130451.03518865487,vixshort,0.12242104098867464,11.56,4.076851279648932
2017-01-10,130661.50401600037,vixshort,0.12383464031769803,11.49,4.010260868048311
2017-01-11,131353.44771362498,vixshort,0.12845010423784517,11.26,3.7769376019723913
2017-01-12,131381.18978813328,vixshort,0.1286341382094124,11.54,5.44814269534361
2017-01-13,131289.46282606313,vixshort,0.12802534797116152,11.23,5.1642007126729
2017-01-17,131389.27775904254,vixshort,0.12868777715059293,11.87,5.858079467143156
2017-01-18,131539.70700969236,vixshort,0.12968421273453118,12.48,7.433064471057858
2017-01-19,131137.97191700994,vixshort,0.12701804069946782,12.78,8.408148850704023
2017-01-20,132454.63732596455,vixshort,0.11539999999999999,11.54,6.851960190529355
2017-01-23,132702.13294709814,vixshort,0.11704981995083732,11.77,7.445930295615597
2017-01-24,134143.1244817359,vixshort,0.1265346425227981,11.07,5.867686300526898
2017-01-25,134983.7319359295,vixshort,0.1081,10.81,4.239726503160934
2017-01-26,134832.41194963473,vixshort,0.1070990367017484,10.63,3.996107266389309
2017-01-27,135175.6578218995,vixshort,0.1093663426274734,10.58,4.022515377372352
2017-01-30,134335.23522983387,vixshort,0.10379439684847273,11.88,4.463096193906225
2017-01-31,134463.15934439853,vixshort,0.1046470192976998,11.99,4.832496778442652
2017-02-01,134954.6364045859,vixshort,0.10790771090866712,11.81,4.70027939674561
2017-02-02,134716.1390225084,vixshort,0.10632837767462698,11.93,5.11999505897056
2017-02-03,135301.0316495541,vixshort,0.11019162939211519,10.97,3.5709155921466076
2017-02-06,135332.4992719685,vixshort,0.11039852835561702,11.37,4.0880222079704565
2017-02-07,135095.90860813129,vixshort,0.10884058774220139,11.29,4.575174672283015
2017-02-08,135180.83750832875,vixshort,0.10940046878879588,11.45,6.366124395703683
2017-02-09,135804.3183824134,vixshort,0.1134892325394104,10.88,5.029663995164138
2017-02-10,136295.8048925136,vixshort,0.11668601532820648,10.85,4.894125033404541
2017-02-13,137302.287937493,vixshort,0.12316107530222584,11.07,6.3537839626049735
2017-02-14,138757.89018668872,vixshort,0.1074,10.74,6.153220596166862
2017-02-15,137661.8652411076,vixshort,0.10029337054446957,11.97,7.401440339021451
2017-02-16,137516.96672375454,vixshort,0.09934537001939461,11.76,6.967477221430721
2017-02-17,137463.70365422388,vixshort,0.09899639331569367,11.49,7.163394173913845
2017-02-21,137132.15649090472,vixshort,0.09681801883679224,11.57,7.584926440444633
2017-02-22,137019.25451362375,vixshort,0.1174,11.74,7.6122920297774685
2017-02-23,136184.9146504748,vixshort,0.11199273176397513,11.71,7.4969998325178
2017-02-24,136561.86892489102,vixshort,0.11444391479266044,11.47,7.469783266369306
2017-02-27,136678.73141522356,vixshort,0.11520107933739178,12.09,8.114446434462765
2017-02-28,135893.77422296494,vixshort,0.11009025450050669,12.92,8.590021156770709
2017-03-01,136560.00486531234,vixshort,0.11443182685150431,12.54,5.134794316693016
2017-03-02,136492.1356994404,vixshort,0.11399148812483463,11.81,3.441161597005344
2017-03-03,137440.26662870464,vixshort,0.12010361300865498,10.96,2.652900894772074
2017-03-06,138052.39735825371,vixshort,0.12400511437772485,11.24,2.6560410815560154
2017-03-07,138023.14353371816,vixshort,0.12381944840880142,11.45,3.053145119456799
2017-03-08,137769.64835941396,vixshort,0.12220728241801572,11.86,3.4145112051016344
2017-03-09,137945.11369879998,vixshort,0.12332382937623125,12.3,3.8471629890973347
2017-03-10,138412.86321420225,vixshort,0.1262864503671676,11.66,3.0549579336953645
2017-03-13,139140.07850980374,vixshort,0.1308529121952201,11.35,2.7609347821543135
2017-03-14,138466.8655025328,vixshort,0.12662719998155608,12.3,3.5923675640659347
2017-03-15,139696.46408798825,vixshort,0.1343145667770502,11.63,5.153155759897176
2017-03-16,140498.25408621467,vixshort,0.1121,11.21,5.463761389850398
2017-03-17,140881.29511653187,vixshort,0.11451410423248395,11.28,5.4876857754663835
2017-03-20,140858.08455055405,vixshort,0.11436819405010619,11.34,5.6689184538834025
2017-03-21,139628.2244332095,vixshort,0.10656745575947062,12.47,4.0382969416511525
2017-03-22,139473.10556016883,vixshort,0.1281,12.81,4.263795560162158
2017-03-23,138260.58152388613,vixshort,0.12045357109320232,13.12,4.610920341049823
2017-03-24,138896.73688324276,vixshort,0.12448194632438125,12.96,4.779400510143821
2017-03-27,139596.47597320096,vixshort,0.12887055428779834,12.5,4.377131437403975
2017-03-28,141538.12094287015,vixshort,0.1153,11.53,2.4907597534093764
2017-03-29,141662.35116500396,vixshort,0.11607583406330559,11.42,3.610960954617232
2017-03-30,141507.01251280392,vixshort,0.11510551050021554,11.54,3.4973056429131244
2017-03-31,140903.7728802829,vixshort,0.11131708513903477,12.37,4.27769353467748
2017-04-03,140758.77422479977,vixshort,0.11040163366174448,12.38,4.29307285695592
2017-04-04,141185.33766709623,vixshort,0.11308937835022857,11.79,7.271276151945623
2017-04-05,140112.84305856784,vixshort,0.12890000000000001,12.89,8.033394808023424
2017-04-06,140747.49273005305,vixshort,0.13282790889633184,12.39,7.4850761688998695
2017-04-07,139377.10203009355,vixshort,0.12430165493062431,12.87,7.923645988780901
2017-04-10,138133.3785226147,vixshort,0.1405,14.05,9.209312192337958
2017-04-11,136357.02734145508,vixshort,0.1507,15.07,11.786249958009531
2017-04-12,136194.11551311094,cash,0.0,15.77,12.119144267202506
2017-04-13,136194.11551311094,cash,0.0,15.96,11.775801273383722
2017-04-17,136194.11551311094,vixshort,0.1466,14.66,8.110422744905357
2017-04-18,136488.48471771303,vixshort,0.14844055585148438,14.42,7.756486596918429
2017-04-19,135520.5002094129,vixshort,0.14235810818815148,14.93,8.290588767753999
2017-04-20,136519.0487512378,vixshort,0.1486312039085677,14.15,6.399610907396161
2017-04-21,136388.78000360995,vixshort,0.14781803770212948,14.63,6.8437878223931445
2017-04-24,140705.48095761833,vixshort,0.1084,10.84,1.2403985838158604
2017-04-25,141450.12291530785,vixshort,0.11309368817638621,10.76,0.8603553276347178
2017-04-26,141149.75871466158,vixshort,0.11120636716482468,10.85,0.9983461838889962
2017-04-27,141444.0863536738,vixshort,0.11305583672035888,10.36,0.9251087955752251
2017-04-28,141432.5579701473,vixshort,0.11298354054875856,10.82,2.3518408027524433
2017-05-01,142696.75421388735,vixshort,0.12084190342709765,10.11,2.3855090358415696
2017-05-02,142556.69242356048,vixshort,0.11997813158381938,10.59,3.2772181764464783
2017-05-03,141945.7102775848,vixshort,0.11619022106071171,10.68,3.4480357703216074
2017-05-04,142716.70977661142,vixshort,0.12096483293246521,10.46,3.9428494140028727
2017-05-05,142530.88713635012,vixshort,0.11981880319176237,10.57,4.469869586995958
2017-05-08,143424.39146651517,vixshort,0.0977,9.77,6.086795873119216
2017-05-09,143474.87824721943,vixshort,0.09801750661011858,9.96,7.25067053558624
2017-05-10,143366.92030915665,vixshort,0.09733829713874873,10.21,7.451265713419785
2017-05-11,143446.34514196805,vixshort,0.09783809206042515,10.6,7.615609962830225
2017-05-12,143491.40711382256,vixshort,0.09812140654818058,10.4,7.467832947613503
2017-05-15,144057.97198816008,vixshort,0.1016684003376581,10.42,6.762236421227122
2017-05-16,144345.67055661214,vixshort,0.10345888504164333,10.65,6.938652284867178
2017-05-17,138890.13452831667,vixshort,0.1559,15.59,5.818833940160035
2017-05-18,140038.2784019962,vixshort,0.16282059524604295,14.66,4.656592340457358
2017-05-19,143077.70333660123,vixshort,0.1204,12.04,1.639160571004993
2017-05-22,144567.54384619815,vixshort,0.1093,10.93,0.12734846934128186
2017-05-23,144592.56925133913,vixshort,0.0536,10.72,-0.12194938064548921
2017-05-24,144989.52682116145,vixshort,0.05619108814489224,10.02,-0.8406882210415798
2017-05-25,144818.3010259099,vixshort,0.05507517647935653,9.99,-1.0316750599915583
2017-05-26,145092.91458766806,vixshort,0.05686361096024154,9.81,-1.1282980220649144
2017-05-30,145216.28395360892,vixshort,0.057664858142332784,10.38,-0.3757576235431461
2017-05-31,145076.3091072836,vixshort,0.05675565926982137,10.41,-0.3429605196248424
2017-06-01,145466.9365522769,vixshort,0.0989,9.89,5.134512701942561
