date,equity,instrument,weight,vix,eVRP
2016-01-19,100000.0,vixshort,0.2605,26.05,3.3224355076868477
2016-01-20,98697.03472095495,vixshort,0.2759,27.59,5.171444674640682
2016-01-21,98913.331847451,vixshort,0.2774834139480544,26.69,3.4745984246738395
2016-01-22,103490.8218522469,vixshort,0.1117,22.34,-2.037422245530472
2016-01-25,102291.7823852611,vixshort,0.1012875628160239,24.15,-0.7506852929679688
2016-01-26,103275.75188165082,vixshort,0.10985013058341689,22.5,-3.6280657948677124
2016-01-27,102348.18239523475,vixshort,0.1017828074723958,23.11,-2.9313106546386507
2016-01-28,103057.99098553241,vixshort,0.10796924942718444,22.42,-0.666439302523198
2016-01-29,103944.96580938189,vixshort,0.11558105449823124,20.2,-4.740829508136741
2016-02-01,104233.2660216352,vixshort,0.11802728092325822,19.98,-1.672356545948034
2016-02-02,102536.21129803036,vixshort,0.10342994062706447,21.98,-2.1629602403825245
2016-02-03,102812.08465060119,vixshort,0.1058356868867031,21.65,-1.2478411949184078
2016-02-04,102572.7843732412,vixshort,0.10374961922810459,21.84,-1.0253939233821363
2016-02-05,101731.00838282926,vixshort,0.23379999999999998,23.38,0.53236273316638
2016-02-08,99436.94326534584,cash,0.0,26.0,3.412319889935162
2016-02-09,99436.94326534584,vixshort,0.26539999999999997,26.54,5.456645484907103
2016-02-10,99026.58312806515,vixshort,0.2623558622813781,26.29,5.732648481092678
2016-02-11,95869.06583017379,cash,0.0,28.14,7.194927487224401
2016-02-12,95869.06583017379,vixshort,0.254,25.4,5.816345286407163
2016-02-16,98095.58601687872,vixshort,0.24109999999999998,24.11,1.970575395556743
2016-02-17,99941.36439502325,vixshort,0.2231,22.31,0.44286259190297983
2016-02-18,100041.43358864468,vixshort,0.1082,21.64,-0.23279107255825693
2016-02-19,100620.75505902768,vixshort,0.11333451610440091,20.53,-1.339466312842891
2016-02-22,101916.35106204837,vixshort,0.0969,19.38,-0.5958415670322772
2016-02-23,100925.9029907154,vixshort,0.20980000000000001,20.98,1.2154134513714006
2016-02-24,101168.41336990093,vixshort,0.21169418510431445,20.72,1.0608371486445023
2016-02-25,102658.40552144095,vixshort,0.09555,19.11,-0.7039506624803202
2016-02-26,102369.44220821651,vixshort,0.1981,19.81,2.196174293216597
2016-02-29,101698.22670452097,vixshort,0.19280740316861866,20.55,3.30733638275996
2016-03-01,105110.95720027642,vixshort,0.0885,17.7,-1.533414316483551
2016-03-02,105421.59001062435,vixshort,0.09118580474458411,17.09,-0.9617847201475804
2016-03-03,106034.47611718217,vixshort,0.09643880937205095,16.7,-0.8907635941867689
2016-03-04,105786.16396000181,vixshort,0.09431787767370407,16.86,-0.5630737011667932
2016-03-07,105718.60997096011,vixshort,0.17350000000000002,17.35,0.8236305024451092
2016-03-08,104282.89946394262,vixshort,0.1867,18.67,2.5793597321894666
2016-03-09,104820.5216186741,vixshort,0.19087139784930443,18.34,2.2370101925194383
2016-03-10,105514.23786331862,vixshort,0.19619111267343603,18.05,2.7244620075947257
2016-03-11,107642.18773635919,vixshort,0.0825,16.5,-0.09148468997484827
2016-03-14,107921.80045050404,vixshort,0.16920000000000002,16.92,1.5865094370486172
2016-03-15,107404.6143882735,vixshort,0.1651994439443,16.84,6.082600893239697
2016-03-16,108726.26930028407,vixshort,0.1499,14.99,4.129898342778198
2016-03-17,109649.3818015975,vixshort,0.15705679308421877,14.44,3.4083611269609886
2016-03-18,109917.85765753977,vixshort,0.15911569328306122,14.02,2.857179134880708
2016-03-21,110896.27134157662,vixshort,0.1379,13.79,2.642576524289572
2016-03-22,111292.91295793223,vixshort,0.14097247540182037,14.17,5.432664117489949
2016-03-23,109787.3898363459,vixshort,0.1494,14.94,5.050248538603823
2016-03-24,109957.83706312049,vixshort,0.1507185273098017,14.74,4.7948215409236585
2016-03-28,110422.73519006306,vixshort,0.15429414391829366,15.24,9.322140468394709
2016-03-29,112396.72441225302,vixshort,0.1382,13.82,6.472731432753719
2016-03-30,113159.44262388145,vixshort,0.14400871149185612,13.56,6.259980138579393
2016-03-31,112934.7279285239,vixshort,0.14230548144779423,13.95,6.711507597232743
2016-04-01,113869.29429197706,vixshort,0.14934488967580767,13.1,5.75576955971425
2016-04-04,112926.89488852887,vixshort,0.14224598848578557,14.12,6.528832650813003
2016-04-05,111070.96082756738,vixshort,0.1542,15.42,6.086753804716341
2016-04-06,113342.53168577833,vixshort,0.1409,14.09,3.2184241966720712
2016-04-07,110374.37808816717,vixshort,0.1616,16.16,3.9798735455543994
2016-04-08,111333.7623439602,vixshort,0.16882465264015675,15.36,3.1366204154356847
2016-04-11,110769.1302533825,vixshort,0.16458783798843113,16.26,3.9400061831610724
2016-04-12,111965.4540814855,vixshort,0.1485,14.85,2.513872369284586
2016-04-13,113643.50098188428,vixshort,0.1384,13.84,0.6848466512346505
2016-04-14,113748.74833174923,vixshort,0.13919720540202485,13.72,0.6886660202337325
2016-04-15,114166.39508092035,vixshort,0.14234621863474053,13.62,0.9336817889909401
2016-04-18,116201.61999694367,vixshort,0.1335,13.35,0.4476040893669566
2016-04-19,115928.52273448932,vixshort,0.13145875275268817,13.24,2.02462490960594
2016-04-20,115731.0329601666,vixshort,0.12997662639019486,13.28,3.016118343068971
2016-04-21,115204.91269434964,vixshort,0.12600338499028174,13.95,5.877968489123976
2016-04-22,115907.46917135251,vixshort,0.13130098994312484,13.22,5.058202908808987
2016-04-25,115513.4457400125,vixshort,0.1283378044667373,14.08,6.008221947250528
2016-04-26,116178.75694019783,vixshort,0.1333294796812082,13.96,6.9228179851257945
2016-04-27,117074.10282338077,vixshort,0.1399575029906337,13.77,8.582664623860655
2016-04-28,115132.51616355056,vixshort,0.1522,15.22,8.075069268044384
2016-04-29,113912.72633544958,vixshort,0.14312166565113468,15.7,8.106069859472633
2016-05-02,115988.05527829775,vixshort,0.1584534548039653,14.68,6.818826838990828
2016-05-03,114301.91075519065,vixshort,0.14603923452762088,15.6,7.095093946291582
2016-05-04,113876.09258918196,vixshort,0.14284600934111352,16.05,7.500374806275943
2016-05-05,113932.81986334328,vixshort,0.14327278723957074,15.91,7.4654777967691075
2016-05-06,115410.46155524428,vixshort,0.1542417742022905,14.72,5.851633885317945
2016-05-09,116207.55653094893,vixshort,0.1600430288931994,14.57,5.621464887283997
2016-05-10,118040.97506647099,vixshort,0.1363,13.63,2.343508555604732
2016-05-11,116864.45078979054,vixshort,0.127604763673628,14.69,2.616950859270629
2016-05-12,117208.77415579601,vixshort,0.1301675928340093,14.41,3.1310441636467097
2016-05-13,116080.37756840668,vixshort,0.15039999999999998,15.04,3.2286069745923704
2016-05-16,117711.39728733149,vixshort,0.16217213409348988,14.68,2.4458766632239612
2016-05-17,116040.24792281375,vixshort,0.15010618688337832,15.57,3.2171460868721695
2016-05-18,116188.12854933756,vixshort,0.1511879052235529,15.95,3.911185348838883
2016-05-19,116025.55060162014,vixshort,0.14999852816263032,16.33,4.168703429968698
2016-05-20,117237.70693394744,vixshort,0.1587869520709527,15.2,2.723526769358058
2016-05-23,117497.15066473429,vixshort,0.16064442223347636,15.82,3.3402505757762437
2016-05-24,118986.96871414418,vixshort,0.1442,14.42,1.7958122777773209
2016-05-25,119567.65042302289,vixshort,0.14835620282492995,13.9,1.9525185682966626
2016-05-26,120002.79321122532,vixshort,0.15144435307994758,13.43,1.482423415942021
2016-05-27,120980.82579076882,vixshort,0.13119999999999998,13.12,2.5492083545267743
2016-05-31,121047.11098697087,vixshort,0.1316757534317901,14.19,4.230873432249993
2016-06-01,121262.83131890619,vixshort,0.13322045754812858,14.2,6.2658397807892205
2016-06-02,122184.85129072826,vixshort,0.13976126879326256,13.63,5.80311479811943
2016-06-03,122322.79777430803,vixshort,0.14073138156184103,13.47,5.7387538919302505
2016-06-06,122755.425294837,vixshort,0.1437597059798487,13.65,6.04703098317833
2016-06-07,122684.48166430274,vixshort,0.14326457575438356,14.05,6.763806483601769
2016-06-08,122500.21770080691,vixshort,0.14197588037161815,14.08,9.236799296317443
2016-06-09,121838.59468783719,vixshort,0.13731653162679974,14.64,10.273351835749661
2016-06-10,118812.93199508938,vixshort,0.1703,17.03,10.04557549994888
2016-06-13,112715.85923796256,vixshort,0.2097,20.97,13.316557867255124
2016-06-14,113746.34523446302,vixshort,0.21685972967180284,20.5,12.845922775713749
2016-06-15,114257.40736146622,vixshort,0.2203626389495323,20.14,12.653597876066234
2016-06-16,115579.1524836664,vixshort,0.1937,19.37,11.8956205859745
2016-06-17,115647.36670287643,vixshort,0.19417559340534182,19.41,11.878946854572078
2016-06-20,118658.0304640879,vixshort,0.1837,18.37,10.50779044501308
2016-06-21,118374.7640163962,vixshort,0.18174662418403037,18.48,10.465761735279251
2016-06-22,116954.87591412503,cash,0.0,21.17,13.519871466944057
2016-06-23,116954.87591412503,vixshort,0.1725,17.25,6.675980131472016
2016-06-24,106283.65348213098,cash,0.0,25.76,5.080836342249178
2016-06-27,106283.65348213098,cash,0.0,23.85,1.8902991335437243
2016-06-28,106283.65348213098,vixshort,0.09375,18.75,-5.799647090254858
2016-06-29,107274.701858257,vixshort,0.10212231495689375,16.64,-9.657800345929623
2016-06-30,107940.52955474882,vixshort,0.07815,15.63,-11.521408471120347
2016-07-01,108444.95292775062,vixshort,0.08243791450268328,14.77,-12.24401252656569
2016-07-05,108098.44599145043,vixshort,0.07949669158134687,15.58,-11.646039104800897
2016-07-06,108569.14306392029,vixshort,0.08348749596870753,14.96,-12.39058543271636
2016-07-07,108888.82979014657,vixshort,0.0861782851205783,14.76,-12.571012677691607
2016-07-08,110089.31781023054,vixshort,0.066,13.2,-14.379067537564008
2016-07-11,110086.45505308328,vixshort,0.06597571167884146,13.54,-4.815710605500765
2016-07-12,110423.06075742393,vixshort,0.1355,13.55,0.33111310913735714
2016-07-13,110915.32521062772,vixshort,0.13933682434313338,13.04,0.7728822034723155
2016-07-14,110936.37033399992,vixshort,0.1395000959794694,12.82,2.3047264678733512
2016-07-15,111038.24181229858,vixshort,0.14028955730259285,12.67,3.1534230803747274
2016-07-18,111621.49837263933,vixshort,0.1244,12.44,2.934157412856237
2016-07-19,111644.70489009256,vixshort,0.12458200260103734,11.97,3.9544652733656775
2016-07-20,112448.93121370293,vixshort,0.13084292647173695,11.77,3.8506138674850927
2016-07-21,111601.73430676966,vixshort,0.12424493595746536,12.74,4.2131605297727255
2016-07-22,112234.03286959714,vixshort,0.1291787216749077,12.02,6.380309367087151
