entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,stop_price
2016-01-07 15:55:00,2016-01-08 09:30:00,long,SPY,165.38,167.35,0.011912,overnight_close,
2016-01-08 15:55:00,2016-01-11 09:30:00,long,SPY,163.69,164.68,0.006048,overnight_close,
2016-01-11 15:55:00,2016-01-12 09:30:00,long,SPY,164.08,163.43,-0.003961,overnight_close,
2016-01-12 15:55:00,2016-01-13 09:30:00,long,SPY,165.4,166.14,0.004474,overnight_close,
2016-01-13 15:55:00,2016-01-14 09:30:00,long,SPY,161.06,161.13,0.000435,overnight_close,
2016-01-19 15:55:00,2016-01-20 09:30:00,long,SPY,159.71,156.96,-0.017219,overnight_close,
2016-01-25 15:55:00,2016-01-26 09:30:00,long,SPY,159.7,159.06,-0.004008,overnight_close,
2016-01-27 15:55:00,2016-01-28 09:30:00,long,SPY,160.14,161.77,0.010179,overnight_close,
2016-01-28 15:55:00,2016-01-29 09:30:00,long,SPY,160.76,162.14,0.008584,overnight_close,
2016-02-02 15:55:00,2016-02-03 09:30:00,long,SPY,161.99,162.85,0.005309,overnight_close,
2016-02-03 15:55:00,2016-02-04 09:30:00,long,SPY,163.11,163.54,0.002636,overnight_close,
2016-02-05 15:55:00,2016-02-08 09:30:00,long,SPY,160.1,160.41,0.001936,overnight_close,
2016-02-08 15:55:00,2016-02-09 09:30:00,long,SPY,157.77,158.21,0.002789,overnight_close,
2016-02-10 15:55:00,2016-02-11 09:30:00,long,SPY,156.85,155.56,-0.008224,overnight_close,
2016-02-18 15:55:00,2016-02-19 09:30:00,long,SPY,163.72,164.4,0.004153,overnight_close,
2016-02-23 15:55:00,2016-02-24 09:30:00,long,SPY,163.79,163.77,-0.000122,overnight_close,
2016-02-26 15:55:00,2016-02-29 09:30:00,long,SPY,166.12,165.36,-0.004575,overnight_close,
2016-02-29 15:55:00,2016-03-01 09:30:00,long,SPY,164.79,165.96,0.0071,overnight_close,
2016-03-08 15:55:00,2016-03-09 09:30:00,long,SPY,169.41,169.6,0.001122,overnight_close,
2016-03-10 15:55:00,2016-03-11 09:30:00,long,SPY,170.23,171.5,0.00746,overnight_close,
2016-03-23 15:55:00,2016-03-24 09:30:00,long,SPY,173.34,173.01,-0.001904,overnight_close,
2016-03-28 15:55:00,2016-03-29 09:30:00,long,SPY,173.3,173.58,0.001616,overnight_close,
2016-03-30 15:55:00,2016-03-31 09:30:00,long,SPY,175.57,175.25,-0.001823,overnight_close,
2016-03-31 15:55:00,2016-04-01 09:30:00,long,SPY,175.44,174.86,-0.003306,overnight_close,
2016-04-04 15:55:00,2016-04-05 09:30:00,long,SPY,175.5,175.03,-0.002678,overnight_close,
2016-04-05 15:55:00,2016-04-06 09:30:00,long,SPY,174.62,174.76,0.000802,overnight_close,
2016-04-07 15:55:00,2016-04-08 09:30:00,long,SPY,173.5,174.83,0.007666,overnight_close,
2016-04-08 15:55:00,2016-04-11 09:30:00,long,SPY,174.53,175.0,0.002693,overnight_close,
2016-04-11 15:55:00,2016-04-12 09:30:00,long,SPY,173.65,173.95,0.001728,overnight_close,
2016-04-14 15:55:00,2016-04-15 09:30:00,long,SPY,177.44,177.24,-0.001127,overnight_close,
2016-04-15 15:55:00,2016-04-18 09:30:00,long,SPY,177.32,176.71,-0.00344,overnight_close,
2016-04-21 15:55:00,2016-04-22 09:30:00,long,SPY,177.81,178.02,0.001181,overnight_close,
2016-04-26 15:55:00,2016-04-27 09:30:00,long,SPY,178.04,178.1,0.000337,overnight_close,
2016-04-28 15:55:00,2016-04-29 09:30:00,long,SPY,177.22,176.87,-0.001975,overnight_close,
2016-04-29 15:55:00,2016-05-02 09:30:00,long,SPY,175.95,176.07,0.000682,overnight_close,
2016-05-03 15:55:00,2016-05-04 09:30:00,long,SPY,176.02,175.87,-0.000852,overnight_close,
2016-05-05 15:55:00,2016-05-06 09:30:00,long,SPY,174.73,174.6,-0.000744,overnight_close,
2016-05-11 15:55:00,2016-05-12 09:30:00,long,SPY,176.09,176.42,0.001874,overnight_close,
2016-05-12 15:55:00,2016-05-13 09:30:00,long,SPY,176.13,175.54,-0.00335,overnight_close,
2016-05-13 15:55:00,2016-05-16 09:30:00,long,SPY,174.57,174.81,0.001375,overnight_close,
2016-05-17 15:55:00,2016-05-18 09:30:00,long,SPY,174.78,174.71,-0.000401,overnight_close,
2016-05-23 15:55:00,2016-05-24 09:30:00,long,SPY,174.92,174.96,0.000229,overnight_close,
2016-05-26 15:55:00,2016-05-27 09:30:00,long,SPY,178.8,178.74,-0.000336,overnight_close,
2016-05-31 15:55:00,2016-06-01 09:30:00,long,SPY,179.15,179.16,5.6e-05,overnight_close,
2016-06-10 15:55:00,2016-06-13 09:30:00,long,SPY,179.17,178.74,-0.0024,overnight_close,
2016-06-13 15:55:00,2016-06-14 09:30:00,long,SPY,177.52,177.46,-0.000338,overnight_close,
2016-06-15 15:55:00,2016-06-16 09:30:00,long,SPY,177.23,176.63,-0.003385,overnight_close,
2016-06-17 15:55:00,2016-06-20 09:30:00,long,SPY,177.14,178.65,0.008524,overnight_close,
2016-06-20 15:55:00,2016-06-21 09:30:00,long,SPY,178.43,178.82,0.002186,overnight_close,
2016-06-22 15:55:00,2016-06-23 09:30:00,long,SPY,179.17,179.21,0.000223,overnight_close,
2016-06-24 15:55:00,2016-06-27 09:30:00,long,SPY,173.54,173.42,-0.000691,overnight_close,
2016-06-27 15:55:00,2016-06-28 09:30:00,long,SPY,170.99,172.2,0.007076,overnight_close,
2016-07-05 15:55:00,2016-07-06 09:30:00,long,SPY,178.69,178.45,-0.001343,overnight_close,
2016-07-07 15:55:00,2016-07-08 09:30:00,long,SPY,179.69,179.96,0.001503,overnight_close,
2016-07-13 15:55:00,2016-07-14 09:30:00,long,SPY,184.14,185.16,0.005539,overnight_close,
2016-07-14 15:55:00,2016-07-15 09:30:00,long,SPY,184.94,185.11,0.000919,overnight_close,
2016-07-15 15:55:00,2016-07-18 09:30:00,long,SPY,184.36,185.34,0.005316,overnight_close,
2016-07-21 15:55:00,2016-07-22 09:30:00,long,SPY,185.37,185.5,0.000701,overnight_close,
2016-07-25 15:55:00,2016-07-26 09:30:00,long,SPY,185.65,185.52,-0.0007,overnight_close,
2016-07-27 15:55:00,2016-07-28 09:30:00,long,SPY,185.63,185.92,0.001562,overnight_close,
2016-08-01 15:55:00,2016-08-02 09:30:00,long,SPY,186.0,185.71,-0.001559,overnight_close,
2016-08-02 15:55:00,2016-08-03 09:30:00,long,SPY,184.76,184.56,-0.001082,overnight_close,
2016-08-08 15:55:00,2016-08-09 09:30:00,long,SPY,186.84,186.88,0.000214,overnight_close,
2016-08-10 15:55:00,2016-08-11 09:30:00,long,SPY,186.5,186.6,0.000536,overnight_close,
