date,ema_crossover,ibs_mean_reversion,congress_s3_quiver
2016-06-15,-0.0035597691029274348,-0.0009728865373316298,0.0021748819252485063
2016-06-16,-0.0010420543641971314,0.0016288061158251654,-0.0025143925734457673
2016-06-17,0.0026745801611958164,0.0,0.0
2016-06-20,-0.004498789027908345,-0.0014662800144048527,0.0
2016-06-21,-0.00541590490513344,0.0003844011560181215,0.0
2016-06-22,-0.002743796191978065,-0.0022647308547542044,0.0
2016-06-23,0.003211121346796686,0.013141575011764717,0.0
2016-06-24,-0.0060888431127874565,0.0,0.0003472222222222765
2016-06-27,0.021179855304375605,-0.006414777751295397,0.0
2016-06-28,0.0034679943170019545,0.01295140374893089,0.0033397013352161053
2016-06-29,0.00812388480803472,0.006600131122605157,0.00018939393939398919
2016-06-30,0.00586449694860347,0.0,-0.0009316438345982059
2016-07-01,0.00430507136130176,0.0,8.673971211958786e-05
2016-07-05,-0.0034855968850466823,0.0,0.0024086108528069694
2016-07-06,0.0015621015737181665,0.0,-0.0007194244604313837
2016-07-07,-0.0006259433428332795,0.0,-0.002037845705967989
2016-07-08,0.006686915195801335,0.0,0.0006931740072015913
2016-07-11,0.0017888531403853491,0.0,0.0074094895377496695
2016-07-12,-0.0016475943649965075,0.0,-0.0013945450845900265
2016-07-13,-0.000979278560902741,0.0,-0.0001875781575657598
2016-07-14,-0.0040348909246753495,5.2800712420308926e-05,0.00299775937824287
2016-07-15,-0.005319807706238855,-0.0009210202431070291,0.0
2016-07-18,0.004948399871203657,0.002323685144155929,0.0
2016-07-19,-0.001779088201197987,-0.0024983316042530568,0.0
2016-07-20,0.0035798879951773888,0.005143067727594097,0.0
2016-07-21,-0.0030698509088132875,-0.0020143798135529023,0.0
2016-07-22,0.0017064580350645286,0.0033216045247494996,-0.0001555789430095489
2016-07-25,-0.0044300100828355005,0.0,0.0
2016-07-26,-0.003493219563432848,0.0,0.0
2016-07-27,-0.0038394608412569697,0.0,0.0005750798722043982
2016-07-28,0.000539213680275763,0.0,0.0
2016-07-29,-0.0026865138721100523,0.0,0.0
2016-08-01,0.0024231874413243037,0.0,0.0
2016-08-02,0.0009058017519274486,-0.0017225518656825978,0.0
2016-08-03,0.0009263241811439116,0.003659738973533111,0.0
2016-08-04,-0.0005826943496660686,0.0,0.0
2016-08-05,0.003428414042242478,0.0,0.0
2016-08-08,-0.0024570363251004146,0.0,-0.0013144815206586058
2016-08-09,-0.0005834970717294441,0.0,-0.0019353419837253583
2016-08-10,-0.0030824063356950093,0.0,0.0
2016-08-11,-0.0014960624313496984,0.0,-0.0001546790409899801
2016-08-12,-0.002589645677951169,0.0,0.000862783329271144
2016-08-15,0.002540238758030444,0.0,0.0
2016-08-16,0.0011532801198874676,0.0,0.0
2016-08-17,-0.0004886676620690089,-8.245959011621284e-05,0.0
2016-08-18,-0.0026434163963366952,0.002239104049190699,0.0
2016-08-19,-0.009916381121287676,0.0,0.0
2016-08-22,-0.0017609714463381332,0.0,0.0
2016-08-23,-0.0009250072550469612,0.0,0.0
2016-08-24,0.004333474809366855,-0.00281563510033922,1.4619883040856152e-05
2016-08-25,-0.0021272555100895207,-0.0006188129306798906,0.0
2016-08-26,-0.006578992908057191,-0.00013349472858215083,0.0012443438914027105
2016-08-29,0.0005218995883800037,0.0017246895390568007,0.0
2016-08-30,0.003250189768803091,-0.0013346525957353972,0.0
2016-08-31,-0.001024284410595766,-0.0010526949473302905,0.0
2016-09-01,-0.0040330157526152766,1.4641254348912724e-05,0.0
2016-09-02,-0.0033272789954589266,0.0,0.0
2016-09-06,0.0030240941590029546,0.0,-0.001196331250830851
2016-09-07,-0.002281635166858198,0.0,0.0
2016-09-08,0.0004965160781522648,0.0,0.0
2016-09-09,0.010905056852831274,0.0,0.0036340723957744014
2016-09-12,0.005134012781381925,0.0171461219274478,0.00041192363910180774
2016-09-13,-0.0027156509089835135,0.0,0.0
2016-09-14,-0.0020686511200476154,0.0,0.0
2016-09-15,0.010603636966475927,0.0,0.0
2016-09-16,-0.005390247025080952,0.0,0.0
2016-09-19,-0.00012842914489974433,0.0,0.00016238159675241448
2016-09-20,-0.009327445755360486,-0.00045341839251267224,0.0
2016-09-21,-0.0024490536225744153,0.00799278418025362,0.0
2016-09-22,0.001172462160211829,0.0,0.0
2016-09-23,-0.0009365586068342813,0.0,0.0
2016-09-26,0.0011315361836929938,-0.003180995158222677,0.0
2016-09-27,0.003064393138124011,0.0056419464440589095,0.0
2016-09-28,-0.0012850322295259176,0.0,0.0
2016-09-29,0.0017229099745252885,0.0,0.0
2016-09-30,0.0011331420071754028,0.0019225621057392672,-0.0018466708782712837
2016-10-03,-0.003640195297663573,-0.0010810551849651517,0.0
2016-10-04,-0.0045814936589337885,-0.0013798370408183436,0.0
2016-10-05,-0.00045653722173399913,0.0018965108535176078,-0.001252236135957041
2016-10-06,-0.0026808844812457044,-0.0003785841816940083,-0.0015253728377525588
2016-10-07,-0.00016273732609295433,0.0,0.0032985460278531775
2016-10-10,0.00028052032178149666,0.0,0.0
2016-10-11,0.007495252918545692,-0.0028044170853170902,0.0
2016-10-12,-0.0008746577275351441,0.00029448208990445757,0.0
2016-10-13,-0.000601649147885186,-0.0007654280289061122,0.0
2016-10-14,-0.0018366729148346916,-1.4731045341775939e-05,0.0
2016-10-17,-0.0014478762329751538,-0.0020650551401326656,0.0
2016-10-18,-0.001725559487189554,0.0054930694120636225,0.0036918138041732718
2016-10-19,-0.001733399005314995,0.0019972526871496754,0.0
2016-10-20,-0.005059364719099735,-0.0015138457067143118,0.0
2016-10-21,0.000327717421603424,0.0008266383012425216,0.0
2016-10-24,0.0031800845481846363,0.001912982329463686,0.0
2016-10-25,-0.001685474585601865,-0.002241387174442777,0.0
2016-10-26,-0.00476568496945784,-0.0028842952686204404,0.0
2016-10-27,0.007318602747614866,-0.003532356620206012,0.0
2016-10-28,2.3447601616766178e-05,-0.002274683981122405,0.0
2016-10-31,0.0037705243393124643,0.0007773221397362473,0.0
2016-11-01,0.007742273928168508,-0.00407201486958475,0.0
2016-11-02,0.00524044313971106,-0.003918183019898658,0.0
2016-11-03,0.003044604213673585,-0.0062517733604015024,0.0
2016-11-04,0.0020989722979427583,0.0013829794996063072,0.0
2016-11-07,0.0048438344925918475,0.013110843807231154,0.0055382160105794664
2016-11-08,0.003562106318948599,0.0008886889227328609,-0.0010375213189312005
2016-11-09,0.013650116295559567,0.009337269453065566,0.0
2016-11-10,-0.00831926708455799,0.0,0.001868412647716422
2016-11-11,-0.0026693168329169348,0.0,0.0
2016-11-14,0.003611883111314551,0.0,-5.558025789242915e-05
2016-11-15,0.0021861759242574053,0.0,-0.0006562342251386077
2016-11-16,0.008545068239788067,0.0,0.0
2016-11-17,0.002323893804114796,0.0,0.0
2016-11-18,-0.0008394771031794424,0.0,0.0015495867768595684
2016-11-21,0.003321373654972426,0.0033323427584304177,0.0017325919154087543
2016-11-22,-0.00278233524923599,0.0,0.0
2016-11-23,-0.0034744233658919876,0.0,0.0
2016-11-25,0.0,0.0,-0.005030391951372781
2016-11-28,0.0003591696614924089,0.0,0.0
2016-11-29,-0.003587613107134291,0.0006321187859663624,-0.005376412441757017
2016-11-30,0.005897841061429654,-0.005311760824962208,0.0
2016-12-01,0.013689361754316343,-0.007429219723676717,0.0
2016-12-02,-0.0018511887352433698,0.0005746272343567504,0.007561090676071913
2016-12-05,0.00021347693122297784,0.009046589582274889,0.0
2016-12-06,-0.0015053501878197206,0.001520387331671813,0.015636681261582686
2016-12-07,0.008635428946215384,0.0033698917692299712,0.0
2016-12-08,-0.0026736741732363845,0.0,0.0
2016-12-09,-0.0021228296213333664,0.0,-0.0028803325781752154
2016-12-12,-0.0030948148832574685,0.0,-0.0007154958183143156
2016-12-13,0.006675698329895674,-0.0015777042990522405,0.0
2016-12-14,-0.0045207565706354425,-0.003636962231305829,0.0
2016-12-15,-0.002551712043905363,0.003014504473355828,-0.004036198274351643
2016-12-16,-0.0009373584379377409,-0.0010853288780781067,0.0
2016-12-19,-0.0031095493046042755,0.0025015077301491218,0.0
2016-12-20,-0.0018644542192792768,0.00355929479698891,0.0
2016-12-21,-0.004151942613827231,-0.0026271149601078125,0.0
2016-12-22,-0.0006579676127731471,-0.0030583018451325605,0.001659988551803382
2016-12-23,-0.003307231972083602,0.001926820590355538,-0.0015521384982184472
2016-12-27,0.0017803795618831497,0.0,0.0
2016-12-28,0.0025692672955293094,0.0,0.0
2016-12-29,0.00014775471477190827,-0.0004582922642294429,0.0
2016-12-30,0.006863828902526681,-0.004878034504519846,0.0
2017-01-03,-0.0023329491242158884,0.005828415828963429,0.0
2017-01-04,0.0003164427031716599,0.00822126668924339,0.0
2017-01-05,0.005032381906142858,0.001428140743627404,0.007227474455602456
2017-01-06,0.006837494205978123,0.0,-0.0023012427737929553
2017-01-09,0.001476619827369019,-0.0016725264601158418,0.0
2017-01-10,4.927927188269621e-05,0.0029191329773468055,0.004650139203189241
2017-01-11,-0.005038612087852945,0.0006618970548752934,0.0008121019108282557
2017-01-12,-0.0021473292714775383,0.0,0.0
2017-01-13,0.0030078340798127545,0.0,0.00040422885572111156
2017-01-17,-0.0054298046325008675,0.0,0.0
2017-01-18,-0.003593965716005787,0.0001782730327446469,0.0
2017-01-19,-0.0027667470097696434,0.0,0.0
2017-01-20,-0.0057639084251320805,0.0,0.0
2017-01-23,-0.0027925104737631656,0.0,-0.005299539170506851
2017-01-24,0.0027812331642380617,0.0,0.0001785138760934668
2017-01-25,0.002405770507526883,0.0,-0.002829151470838509
2017-01-26,-0.0028189428927630766,0.0,0.0
2017-01-27,8.09942746045067e-05,0.0,-0.0007660518092934554
2017-01-30,-0.000927083616109825,0.0,0.0008416622830087483
2017-01-31,-0.0010049412658188484,0.0,0.0
2017-02-01,-0.002933160356799136,0.0,0.0
2017-02-02,-0.004545605031830435,0.0,0.0
2017-02-03,-0.0014248625889462518,0.0,0.0015476784822767709
2017-02-06,-0.0004418468515258178,0.0,0.001629928593604335
2017-02-07,0.0011978019633591686,0.0,-0.001431221839385044
2017-02-08,0.0006018870572870316,0.0007529908294330312,0.0
2017-02-09,0.001979808146568285,0.0,0.0021369323123618944
2017-02-10,-0.0014429987179510606,0.0,0.0003669724770642979
2017-02-13,0.0018913529948134666,0.0,0.0
2017-02-14,0.0008014191838536799,0.0,0.0004443687144068953
2017-02-15,0.0054100815362281285,0.0,-0.0037384126310919807
2017-02-16,-0.0017072722283109076,0.0,0.0
2017-02-17,0.004539900523009566,0.0,0.0003481012658228533
2017-02-21,0.002415261704905358,0.0,-0.0005822416302765365
