date,ema_crossover,ibs_mean_reversion,congress_s3_quiver,overnight,intraday_momentum
2016-08-12,-0.0021394521563578017,0.0,0.000862783329271144,0.0,0.0
2016-08-15,0.0031194928573141656,0.0,0.0,0.0,-0.00020170708299083184
2016-08-16,0.0017540524429662252,0.0,0.0,0.0,0.0
2016-08-17,-0.00044455740554349976,-8.245959011621284e-05,0.0,-0.0007044176148157666,-0.0015973988024888808
2016-08-18,-0.0022020555332771252,0.002239104049190699,0.0,0.0,0.0006446773705892639
2016-08-19,-0.008866699501588249,0.0,0.0,0.0,-0.0022930040595823264
2016-08-22,-0.0007771341617592853,0.0,0.0,0.0,0.0
2016-08-23,-0.0008288456577572045,0.0,0.0,0.0,-0.0003661049349039658
2016-08-24,0.005360470425492148,-0.00281563510033922,1.4619883040856152e-05,-0.0006568368221301357,0.0027281329930270992
2016-08-25,-0.001722469785026326,-0.0006188129306798906,0.0,-0.0006145425869445997,0.0
2016-08-26,-0.005950514347374258,-0.00013349472858215083,0.0012443438914027105,0.0,-0.006652002661703849
2016-08-29,0.0007445154632603757,0.0017246895390568007,0.0,-0.00038934460519723935,0.0006460365810145863
2016-08-30,0.003950802431903044,-0.0013346525957353972,0.0,0.0,-0.00014462115949065435
2016-08-31,-0.0006814130282289943,-0.0010526949473302905,0.0,0.000248318225404498,0.0003864553908989876
2016-09-01,-0.0030525423580426425,1.4641254348912724e-05,0.0,0.0018879466533914258,-0.003969480910050449
2016-09-02,-0.0028747800211612606,0.0,0.0,0.0,-0.00026141252390088354
2016-09-06,0.0040867105630182365,0.0,-0.001196331250830851,0.0,0.0
2016-09-07,-0.0017816755139937746,0.0,0.0,0.0,0.0
2016-09-08,0.0011059219950650956,0.0,0.0,0.0,0.0
2016-09-09,0.013477393412578031,0.0,0.0036340723957744014,-0.0008866509190075256,0.009919590821956037
2016-09-12,0.006689863159091036,0.0171461219274478,0.00041192363910180774,-0.004635649886936322,0.0005525657004630258
2016-09-13,-0.0026625841322943655,0.0,0.0,0.0,0.004089256730795743
2016-09-14,-0.0020410118905646035,0.0,0.0,0.0006253336142674204,-0.0026024640829460655
2016-09-15,0.012745572134668759,0.0,0.0,-0.0013721800157263653,0.006705620836978454
2016-09-16,-0.0049241760656785205,0.0,0.0,0.0,-0.0019571587446510774
2016-09-19,0.0005010616838139192,0.0,0.00016238159675241448,0.002698642985357713,-0.0016689832552378991
2016-09-20,-0.00919244358145066,-0.00045341839251267224,0.0,0.00233290771597372,0.0
2016-09-21,-0.001430242930889336,0.00799278418025362,0.0,0.0028868589596708905,-0.0011222124860046367
2016-09-22,0.0016365205608699362,0.0,0.0,0.0,0.0
2016-09-23,-0.0004554466780937183,0.0,0.0,0.0,0.0
2016-09-26,0.0017241452308247585,-0.003180995158222677,0.0,-0.0028573799348091677,0.0
2016-09-27,0.00414921528809753,0.0056419464440589095,0.0,0.003288841776874163,-0.0015000627581029935
2016-09-28,-0.0007399154722211865,0.0,0.0,0.0,0.0
2016-09-29,0.0025410535048413507,0.0,0.0,0.0,-0.0024703515543433863
2016-09-30,0.00159823564517092,0.0019225621057392672,-0.0018466708782712837,-0.0019048639133432133,1.071167419408603e-05
2016-10-03,-0.0035135828541640324,-0.0010810551849651517,0.0,0.0,0.0
2016-10-04,-0.004223599249397636,-0.0013798370408183436,0.0,0.0006606083656042205,-0.0010126732933325444
2016-10-05,-0.000279564511634689,0.0018965108535176078,-0.001252236135957041,0.0004807778560955711,0.00016651586126981144
2016-10-06,-0.002519271149176827,-0.0003785841816940083,-0.0015253728377525588,0.0,0.0016766391654712276
2016-10-07,0.0003251804925634705,0.0,0.0032985460278531775,0.0,0.0003336901306085771
2016-10-10,0.0004583357213732153,0.0,0.0,0.0010749761737964825,-0.0004226151558661684
2016-10-11,0.008946256637081706,-0.0028044170853170902,0.0,-0.0020747617817974406,0.007447499356653564
2016-10-12,-0.0006411158928255611,0.00029448208990445757,0.0,-0.0008531324502436544,0.0
2016-10-13,-0.000577638901210431,-0.0007654280289061122,0.0,0.0,-0.003225334185275597
2016-10-14,-0.0017717986414613751,-1.4731045341775939e-05,0.0,0.0,0.0
2016-10-17,-0.001053478487968884,-0.0020650551401326656,0.0,-0.0011349810936008842,-0.0015756172862509965
2016-10-18,-0.0016450636127522955,0.0054930694120636225,0.0036918138041732718,0.0035428454412906873,0.0
2016-10-19,-0.0013926643448329834,0.0019972526871496754,0.0,-0.0014554796311766482,0.0
2016-10-20,-0.004799456292753246,-0.0015138457067143118,0.0,0.0,0.0006027177179068754
2016-10-21,0.0007729735068202626,0.0008266383012425216,0.0,0.0,0.0
2016-10-24,0.0040026483719155515,0.001912982329463686,0.0,0.0,0.0
2016-10-25,-0.0015947277611810806,-0.002241387174442777,0.0,0.0008925740968146467,0.0
2016-10-26,-0.004334661122931682,-0.0028842952686204404,0.0,-0.0011306393167612727,0.0
2016-10-27,0.008741336328478289,-0.003532356620206012,0.0,0.0,-0.00021203669183122997
2016-10-28,0.0006760406964747556,-0.002274683981122405,0.0,-0.0029839028557456793,-0.0015089199258951913
2016-10-31,0.004566007861804167,0.0007773221397362473,0.0,6.820286084430194e-05,0.0
2016-11-01,0.00923473775117456,-0.00407201486958475,0.0,0.0011814165409449462,0.005865782289650179
2016-11-02,0.006570693960345375,-0.003918183019898658,0.0,-0.0009136755144343311,-0.0016408020191579498
2016-11-03,0.004528301651610667,-0.0062517733604015024,0.0,-0.0017648852014074956,0.0029447555563573147
2016-11-04,0.0028859762004429523,0.0013829794996063072,0.0,2.2751966804790413e-05,-0.00027143847061605886
2016-11-07,0.0061039704995644595,0.013110843807231154,0.0055382160105794664,0.0068363326288645165,0.0030743148582816904
2016-11-08,0.004467271545079532,0.0008886889227328609,-0.0010375213189312005,0.0,0.0024456478991945474
2016-11-09,0.016197859778323664,0.009337269453065566,0.0,0.0,0.0044162897808925905
2016-11-10,-0.00822296211346596,0.0,0.001868412647716422,0.0,-0.002359906534308398
2016-11-11,-0.0027504542773781893,0.0,0.0,-0.00011528915031133735,0.0
2016-11-14,0.004541674757252201,0.0,-5.558025789242915e-05,0.0,0.0
2016-11-15,0.0029801634835344704,0.0,-0.0006562342251386077,0.0021124843332711585,0.0
2016-11-16,0.010187922359780721,0.0,0.0,0.0,0.0
2016-11-17,0.0033983651812170557,0.0,0.0,0.0,-0.0008439136268924008
2016-11-18,-0.0006015821376498254,0.0,0.0015495867768595684,0.0,0.0
2016-11-21,0.004313944117771529,0.0033323427584304177,0.0017325919154087543,0.0009674363585452372,-0.0003116272975088874
2016-11-22,-0.002505292995133468,0.0,0.0,0.0,0.0
2016-11-23,-0.003442296247719412,0.0,0.0,0.0,0.0
2016-11-25,0.0,0.0,-0.005030391951372781,0.0,0.0
2016-11-28,0.0005515047831761155,0.0,0.0,0.0,0.0
2016-11-29,-0.003461233605080327,0.0006321187859663624,-0.005376412441757017,0.0011813742557136298,0.0
2016-11-30,0.007204940942574067,-0.005311760824962208,0.0,0.0,0.0
2016-12-01,0.01624089819061436,-0.007429219723676717,0.0,-0.0003372257372293852,0.00568958472853498
2016-12-02,-0.00165521415763914,0.0005746272343567504,0.007561090676071913,-0.0012816928085475077,0.0009017966410855838
2016-12-05,0.000644080380451495,0.009046589582274889,0.0,0.0,-0.0006758058456313165
2016-12-06,-0.0011196542574127832,0.001520387331671813,0.015636681261582686,0.0,0.0
2016-12-07,0.010984995948746024,0.0033698917692299712,0.0,0.0,0.011859757434357299
2016-12-08,-0.002636251575139692,0.0,0.0,0.0,-0.001643209910778709
2016-12-09,-0.0017292743446584158,0.0,-0.0028803325781752154,0.0,-0.00013877253953986646
2016-12-12,-0.003001101384480287,0.0,-0.0007154958183143156,0.0,-0.0013696431003512588
2016-12-13,0.007983846968959929,-0.0015777042990522405,0.0,0.0016297320720197739,0.0010807134564694287
2016-12-14,-0.004437064108533173,-0.003636962231305829,0.0,0.0,-0.002406900776797505
2016-12-15,-0.002497155844484844,0.003014504473355828,-0.004036198274351643,-0.0006340697429962905,0.0012301815520743276
2016-12-16,-0.0004696746628124471,-0.0010853288780781067,0.0,0.0,0.0
2016-12-19,-0.003039992273463188,0.0025015077301491218,0.0,0.0013236952059192397,-0.000454627440594102
2016-12-20,-0.0018137832106226437,0.00355929479698891,0.0,0.0,0.0
2016-12-21,-0.00400274716984772,-0.0026271149601078125,0.0,0.0,0.0
2016-12-22,-0.0002649912144585542,-0.0030583018451325605,0.001659988551803382,-0.00019803705901955126,-0.0009677667215383101
2016-12-23,-0.003133835691593201,0.001926820590355538,-0.0015521384982184472,-0.0001112010804339425,0.0
2016-12-27,0.0022217206532351153,0.0,0.0,0.0,-0.0010628762976222506
2016-12-28,0.0036477968228620927,0.0,0.0,0.0,0.0007768580239553291
2016-12-29,0.0005570368207281629,-0.0004582922642294429,0.0,-0.0008096836888132897,0.0
2016-12-30,0.008332649788528768,-0.004878034504519846,0.0,0.0008489839587682013,0.0004838028339071432
2017-01-03,-0.00223397190246466,0.005828415828963429,0.0,0.0,-0.002552105957734141
2017-01-04,0.0010044146610541649,0.00822126668924339,0.0,0.0,0.0013865312205312286
2017-01-05,0.006052632940665381,0.001428140743627404,0.007227474455602456,0.0,-0.0007103519685806026
2017-01-06,0.008298472361165654,0.0,-0.0023012427737929553,0.0,0.0006139691097264421
2017-01-09,0.001988750362307501,-0.0016725264601158418,0.0,0.0,0.0
2017-01-10,0.00043641228769875084,0.0029191329773468055,0.004650139203189241,0.0004952644372477888,-0.0007555807029806516
2017-01-11,-0.004429364448854334,0.0006618970548752934,0.0008121019108282557,-0.0012794017602000274,0.0
2017-01-12,-0.0020253490764685633,0.0,0.0,0.0,-0.001989659262260135
2017-01-13,0.0036764303973941814,0.0,0.00040422885572111156,0.0,-0.0012078389232593745
2017-01-17,-0.005037662756647743,0.0,0.0,0.0,0.0
2017-01-18,-0.0033600371349836733,0.0001782730327446469,0.0,0.000538991822476298,0.0
2017-01-19,-0.0023869625941979056,0.0,0.0,0.0,5.101134348040048e-06
2017-01-20,-0.005298483933458664,0.0,0.0,0.00010557972062308352,-0.00045221475642009956
2017-01-23,-0.002286382802833109,0.0,-0.005299539170506851,0.0,-0.0019801254726500295
2017-01-24,0.0039006011627378268,0.0,0.0001785138760934668,-0.0005006904213571417,0.002947620194900802
2017-01-25,0.003203352759171718,0.0,-0.002829151470838509,0.0,-0.000844770538711459
2017-01-26,-0.0024612327779457432,0.0,0.0,0.0,0.0
2017-01-27,0.0007078232759591963,0.0,-0.0007660518092934554,0.0010018443867776394,-0.0005837871095473179
2017-01-30,-0.000842853801050536,0.0,0.0008416622830087483,-0.001522659075928079,-0.0018171046840099736
2017-01-31,-0.0009358835955424194,0.0,0.0,-0.0011009603251147526,-0.0026797693333439065
2017-02-01,-0.0022221876715842193,0.0,0.0,0.0,0.0
2017-02-02,-0.004257385477820286,0.0,0.0,-0.0004123209557574947,0.0
2017-02-03,-0.0008170030116486648,0.0,0.0015476784822767709,0.0,-0.0012419358133015646
2017-02-06,-2.72293931194989e-05,0.0,0.001629928593604335,0.0,0.0
2017-02-07,0.0015327638857747239,0.0,-0.001431221839385044,0.0,0.0
2017-02-08,0.0009546088691383403,0.0007529908294330312,0.0,-0.00011002454970987507,0.0
2017-02-09,0.002453386766800403,0.0,0.0021369323123618944,0.0,0.0022067931083840087
2017-02-10,-0.0009694938809811093,0.0,0.0003669724770642979,0.0,0.0
2017-02-13,0.0023471641815728805,0.0,0.0,0.0,0.00035732501996310617
2017-02-14,0.0014316674222687453,0.0,0.0004443687144068953,0.0,0.00025198838468498685
2017-02-15,0.006492660715137211,0.0,-0.0037384126310919807,0.0,0.005871205378011668
2017-02-16,-0.001291364960726571,0.0,0.0,0.0,-0.0016942505769950156
2017-02-17,0.005466680810995106,0.0,0.0003481012658228533,-0.0006498724417582924,0.0
2017-02-21,0.0029635246559822637,0.0,-0.0005822416302765365,0.0,-0.001253936566733782
2017-02-22,-0.0009471109615538653,0.0,0.0,0.0,0.0
2017-02-23,-0.0021613971066266613,0.0,0.0006484794275489758,0.0,0.0
2017-02-24,0.0008242751588649622,0.0,0.0,-0.0008532515625012671,0.0
2017-02-27,0.00208250314598879,0.0,0.0,0.0,0.0
2017-02-28,-0.002475642327655514,0.0,0.0,0.0,0.0
2017-03-01,0.0029876598179618963,0.0016217857953930714,-0.002466250583150864,0.001672584224352125,0.0042991359867299295
2017-03-02,0.00019970656151890864,-0.0035817778830128377,0.0009929078014183634,0.0,0.0019353896063813991
2017-03-03,-0.0029303455683559188,-5.4654932009512436e-05,-6.0024009603920625e-05,-0.0011347498521689925,-0.0005281026704804237
2017-03-06,-0.0016345314463088734,-0.002694914824686978,0.0,0.0,0.0
2017-03-07,-0.006880364575373665,-0.0028872754049449334,0.0003494060097835039,0.0,0.0
2017-03-08,-0.0016060914295447093,-0.002494378858546309,0.0008351756325228887,0.0005962103590677614,0.0
2017-03-09,-0.004694621096946183,-0.0006501127173347276,-0.0019026146117637754,9.975397862382884e-05,-0.0032448186744266083
2017-03-10,-0.0014572650745320326,0.0009575974796669495,0.0014994250580382396,0.0,0.0
2017-03-13,0.0017309760037464983,0.00017273413516716296,0.0,-0.0006429210280783915,0.0
2017-03-14,-0.0018290199922761374,0.0,0.0,0.0,-0.001447377835372743
2017-03-15,0.004301588824279001,0.0,-0.0006886858749121094,0.0007615891261925078,0.0029622663391870585
2017-03-16,-0.0007842252229482982,0.0,0.0,0.0,-0.0009091680543776848
2017-03-17,-0.0019115503942203071,0.0,0.0,-0.0006399750737010601,0.0
2017-03-20,-0.003986730963376428,-4.733312029669978e-05,-0.0018811136192625755,-0.000394821193861028,-0.0017412942662300424
2017-03-21,0.007125108869347807,-0.007559668285545995,-0.00018035087546985906,0.0011288743389090694,0.007730450341422834
2017-03-22,0.0003667028814144935,0.0030084781707457875,-0.0006021829130596901,-0.0008604066420827561,-0.00432556227313996
2017-03-23,-0.0037274137676903685,-0.0003603587888018067,0.0,0.0,-0.0021922311141835404
2017-03-24,-0.0018193801402626164,-6.675716556869826e-05,0.0016532912336095773,0.0,-0.0002348736801973672
2017-03-27,-0.0035112713461527,-0.000347160436403926,0.0014150943396227245,-0.006620026154980585,0.0
2017-03-28,0.0035864551736937145,0.0,0.0,0.0,0.0047034715272920025
2017-03-29,0.002791020484100626,0.0,0.0,0.0,0.0
2017-03-30,-0.0010493099528472438,0.0,0.0,0.0,-0.0010624816685974592
2017-03-31,-0.0018212042063040501,0.0,-0.001881005929257773,0.0,0.0
2017-04-03,-0.003922582242805506,-0.00048766177927428433,0.0,0.002048060400338114,-0.0031778707806031647
2017-04-04,5.645362367645568e-05,7.159638397147283e-05,0.0,-0.0021801444962080696,0.0
2017-04-05,-0.0008641785100507171,-0.003468769026825802,0.0014354066985644565,0.0,-0.0011040089213909532
2017-04-06,-0.001498844715401848,0.0031329187841226958,0.0009193145305248507,-0.00039911301158168655,-0.001502283100541013
2017-04-07,-0.0022789064084304256,-0.0003914540728314764,0.0015454545454542945,0.0,0.0
2017-04-10,-0.005820165092889407,0.00025504957555355645,0.0,0.0,-0.0001897279759222048
2017-04-11,0.004041111864720559,-0.0014815664317328059,-0.002214190737750199,-0.0004389989485888979,-0.00215367820429313
2017-04-12,0.00207084513203859,-0.0010688000494949446,0.0,0.0,0.0
2017-04-13,-0.0011172828495212839,-0.00373264215106639,0.0,-0.0004827764198997997,0.0010887599236610868
2017-04-17,0.0024067606133137964,0.007452181098462463,0.0,0.0,0.001974267970284549
2017-04-18,-0.0007585910302797538,0.0,0.0,0.0,0.0
2017-04-19,-0.0004524213889266493,0.0,0.0,0.0,0.0003986402349611673
2017-04-20,0.0024705188615929963,0.005149100826329356,0.0,0.001062188730538427,0.0018590688039814562
2017-04-21,-0.0014092090321294881,-0.0008883645617013824,0.0,0.0,-0.0011590231159172015
2017-04-24,0.0010377715937424092,0.006236409760253414,0.0,0.01001289849519682,0.0
2017-04-25,0.0031755481682320674,0.0019511573821886508,0.0,0.0010453729358770314,-0.0002787454408623713
2017-04-26,-0.006210863479751194,0.001344240244209871,0.0,0.0,-0.000714794822658904
2017-04-27,0.0037879291381106572,0.0014279189223342925,-0.0004030813328558258,-0.00022882247431599279,-0.0018232684046527448
2017-04-28,-0.0022054221366109017,-0.004501068886924364,0.0,5.752699561067942e-05,-0.00027953226781285423
2017-05-01,0.00476876969252471,0.0020824344194545485,0.00034875610323203965,0.0006318594283525325,0.0
2017-05-02,-0.0017518074069596823,-0.0012966339259294912,0.0,-0.0009238523644914398,-9.140569341881122e-05
2017-05-03,-0.0020659747223027436,-0.002030533392471834,0.0,-0.0007200585065058052,-0.0005737359069714065
2017-05-04,-0.003993291661208542,-0.0003044331687693802,0.0,0.0,0.0
2017-05-05,0.0002147908465932602,0.001879735266743232,-0.0013819076710289702,-0.0006780638929558824,0.0
2017-05-08,0.0007728737104619743,0.0,0.0003650018133352084,0.0,0.0
2017-05-09,0.001936060813060303,0.0,0.0,-2.4283286149229255e-05,0.0
2017-05-10,0.0005055630629107188,0.0,0.0,-6.506937039441052e-05,-0.0002822487571743082
2017-05-11,-0.0002393010735181056,0.0,0.0,0.0,-0.002772677639697241
2017-05-12,-0.00033402534935300654,0.0,0.005355361119462554,0.0,0.0
2017-05-15,0.002850196022002205,0.0,0.0008124228712464987,0.0009140487502101724,-0.0007979879147744784
2017-05-16,0.003209775450196073,0.0,0.0,0.0,0.0
2017-05-17,0.01573901842523351,0.0,0.0030902945436985796,-0.00026942455079881356,0.005164943426476887
2017-05-18,-7.747058222895564e-05,0.005356859517172019,0.00027575020275727447,-0.0009316906488825438,-0.0012530190398610808
2017-05-19,0.0009361642667973236,0.004214157782413963,0.0,0.0,0.00043805868398516523
2017-05-22,0.004241221594976308,0.005912507295094516,-4.780114722724438e-05,0.0,-0.0007490618494562229
2017-05-23,-0.0025023144823866916,0.0015578927510628837,0.0,0.0,0.0
2017-05-24,0.001718011752980697,0.0008594295746968683,0.0,0.0,0.0
2017-05-25,0.005781517593564489,0.0015280139315692054,0.0,0.0,-2.846976405512791e-05
2017-05-26,0.001350018089169458,-0.0001597402792579139,0.0,0.0,0.0
2017-05-30,0.001365550294039064,-0.002544840961786088,-0.0008120497707924113,0.0,0.0
2017-05-31,-0.0024513356980799816,-0.00040043354040497636,0.0,0.0,-0.001605873109584599
2017-06-01,0.0005978929266683419,0.007859816839288936,-0.0015906796358460262,0.00017741724366460154,0.0020397460174352844
2017-06-02,0.007136889356130105,0.0,0.0,0.0,0.0010440344878666075
2017-06-05,-0.0016961946446691911,0.0,0.0012803513457628757,0.0,0.0
2017-06-06,-0.003325282536917662,0.0016061029055114417,0.0014969586196573736,-0.0006234264213222929,0.0
2017-06-07,-0.005033110552508879,0.0007350992780514876,0.0,-2.4273382560391354e-05,0.0
2017-06-08,-0.0024897674717923035,0.0040830525341331025,-0.010397865247482208,0.0,0.0
2017-06-09,0.016504496723503514,0.0013524287758581721,-0.0019050015732858805,0.0021794267961969815,-0.0028033730902643494
2017-06-12,-0.011216627474513796,-0.0006023951771093605,0.0,-0.0010662264058122206,-0.0028718951741854015
2017-06-13,0.0027622349731806217,0.001449671802527197,0.0,0.0,0.0012299439532015288
2017-06-14,-0.004700596871431428,-0.001712961733999152,0.000867453157529452,0.0,-0.000742403911690559
2017-06-15,-0.0014264300985876721,-0.0015708952878817906,0.0,-0.001625164335333329,0.0
2017-06-16,-0.005955969240848846,-0.0007261693303861616,0.0,0.0,9.424681136849244e-06
2017-06-19,0.003342973316685871,0.0,0.0,0.0004545200238565972,0.0004718653215669555
2017-06-20,0.0020763400476393468,0.0,0.0034784917684547167,0.0,0.0005334990472387613
2017-06-21,0.004016908152520315,0.0001731323814371244,-0.00016818257565298644,-0.00181880285734215,-0.001586448446665334
2017-06-22,-0.0033754290142828935,0.001035045348931174,0.0,-0.00022452992861587973,0.0004272312978654824
2017-06-23,0.0005125651432573708,0.0023531847963136343,0.0,0.000535177969768208,0.0
2017-06-26,5.8373766885777556e-05,0.0001143341063838399,0.0,0.0,0.0
2017-06-27,0.01358816300110166,-0.0060305616507631,0.0,-0.001100022438107695,0.0010438097218077313
2017-06-28,0.0050518363261191634,0.009034953625083997,0.0,-0.00038581780137270094,0.003159144761643695
2017-06-29,0.005071554920248467,0.0,0.0,0.0,0.004943207702297947
2017-06-30,-0.0041315793143807955,0.0,-0.0008659217877096115,1.5900398687707096e-05,0.0
2017-07-03,0.016301343746906838,-0.00062058386296171,-0.0026994237185318237,0.0021007049497041574,0.0
2017-07-05,0.001754246741634491,0.0023419410825851195,0.0,0.0,0.0
2017-07-06,-0.003999623816335007,-0.004835277513127512,0.0,0.0,0.001333917651920924
2017-07-07,0.0036297643669502833,0.0069511441892484704,0.0026066072655666073,1.6053180817321433e-05,0.0009495045314713568
2017-07-10,0.0031520916657759024,0.0017522433926229208,-0.0012176819349137835,0.0,0.0
2017-07-11,0.004258032210254559,0.0007704714408780511,-0.0027164685908320774,0.0,-0.0012201851136915964
2017-07-12,0.0035069282163626703,0.0,0.0,-0.00014441479368121346,0.00029516938474039023
2017-07-13,-0.0026534414031138542,0.0,0.0003476173008354344,0.0,0.0
2017-07-14,0.001977684915053679,0.0,0.002863402637990786,0.0,0.0018282378417349143
2017-07-17,-0.003817464771738166,0.0,-0.0003931750741839046,0.0,0.0
2017-07-18,0.0041057721232431454,0.0,0.0003732695858245094,0.0,0.0
2017-07-19,0.0030431929274195024,0.0,0.0002728512960434859,0.0,0.0009873452336719435
2017-07-20,-0.00454491616033581,0.0,-0.0015624290041652555,0.0,0.0
2017-07-21,-0.002184557863618375,0.0,0.00022888532845066756,0.00032938169419050034,0.0
2017-07-24,0.003538506343253367,0.0,0.0,0.0,0.0
2017-07-25,-0.0008478352925183064,0.0,0.0,0.0,0.0
2017-07-26,7.342931883647097e-06,0.0,-0.0007711115290578441,-2.42301812283241e-05,0.0
2017-07-27,-0.006218451871897845,-0.00241333681407363,2.793296089387276e-05,0.0008378489795175526,-0.002269356189463001
2017-07-28,-0.0008161643668223029,-0.000806391699465947,-0.0015091175854120564,-0.0006144221305884878,-0.0009700493265366594
2017-07-31,-0.0016753064045181842,-0.0009257252112198078,-0.0004817181877461163,0.0,0.0
2017-08-01,0.0011900807430380578,0.0005464463683606535,0.0,0.00225905455791664,0.0
2017-08-02,0.0033893310878636562,-0.0032531420047747783,0.0011609664261058583,-0.0003768963505987877,-0.0010593331046155896
2017-08-03,0.00019539706022997372,-0.0015484990223260109,3.723085194873299e-05,-0.0013602715141570743,-0.000411252318720301
2017-08-04,-0.0064426278445719465,0.0014554605540433307,0.0,0.0012348346347741401,0.0
2017-08-07,0.003993919206787266,0.0,0.0,0.0009950723412166518,0.0
2017-08-08,-0.0014896432775037827,0.0,0.0,0.0,-0.0003083810289152833
2017-08-09,-0.003608271948608466,-0.00067420621051828,0.0,-0.0008113693318708703,0.0
2017-08-10,0.016241096276495837,-0.005397288569619518,0.0,0.0,0.0029879749247918586
2017-08-11,-0.00038367668444305725,0.0020720277265053877,0.0011600928074246841,-0.00010401331288079074,-0.0012095918683238116
2017-08-14,0.004755643298578249,0.010698298239625537,-0.00032776138970835866,0.0,0.0010291764345493615
2017-08-15,-0.002253376388163031,0.00024230335723318674,0.0,0.0,0.0
2017-08-16,-0.0029236037922885094,0.0005000124461902455,0.0,0.001590757022549738,0.0
2017-08-17,0.01687995223835781,-0.015233742353693902,0.0,0.0005263553486261063,0.004009270192195213
2017-08-18,-0.0032816145868174162,-0.0007750795635220742,0.0,0.000615250643479559,0.0
2017-08-21,-0.0038843522820261045,-0.0003695584938713248,-0.0003021148036252974,-0.0007049760871301602,-0.0016445163230122128
2017-08-22,0.008385439096755043,0.01018827223510188,0.0,0.0,0.003647313454901324
2017-08-23,-0.004629194017057525,0.0,0.0,0.0,0.0
2017-08-24,-0.0024727070817355257,0.0,0.0,0.0,-0.0027430081255948036
2017-08-25,-0.004055275704704986,0.0,0.0,-0.00014332579727827088,-0.00041437815803269107
