date,ret
2016-01-04,100000.0
2016-01-05,100109.80269989616
2016-01-06,99020.90003344584
2016-01-07,96447.92538474052
2016-01-08,96828.83466018116
2016-01-11,97788.36191424506
2016-01-12,97788.36191424506
2016-01-13,98441.53650599433
2016-01-14,98939.67466425624
2016-01-15,98939.67466425624
2016-01-19,100101.75997616604
2016-01-20,98378.36310727631
2016-01-21,98378.36310727631
2016-01-22,101566.98614493546
2016-01-25,100977.82936408882
2016-01-26,101938.0010735955
2016-01-27,101938.0010735955
2016-01-28,104336.57776463026
2016-01-29,105573.81114012796
2016-02-01,105573.81114012796
2016-02-02,105573.81114012796
2016-02-03,106876.68637584047
2016-02-04,106876.68637584047
2016-02-05,106876.68637584047
2016-02-08,105265.7443131269
2016-02-09,103587.19187535591
2016-02-10,104177.86595732444
2016-02-11,101903.74508112342
2016-02-12,103265.20969241095
2016-02-16,103265.20969241095
2016-02-17,104359.54645612142
2016-02-18,104359.54645612142
2016-02-19,104227.53551972039
2016-02-22,104227.53551972039
2016-02-23,104227.53551972039
2016-02-24,103038.40698837618
2016-02-25,103038.40698837618
2016-02-26,103038.40698837618
2016-02-29,103977.95485665719
2016-03-01,103977.95485665719
2016-03-02,103977.95485665719
2016-03-03,103977.95485665719
2016-03-04,103977.95485665719
2016-03-07,103359.58481248668
2016-03-08,103359.58481248668
2016-03-09,104732.11177524489
2016-03-10,105027.01992471768
2016-03-11,106254.12322780272
2016-03-14,106254.12322780272
2016-03-15,105301.98521592986
2016-03-16,104744.9004604447
2016-03-17,104744.9004604447
2016-03-18,104744.9004604447
2016-03-21,104648.39613017676
2016-03-22,104648.39613017676
2016-03-23,104648.39613017676
2016-03-24,103662.02846771531
2016-03-28,103662.02846771531
2016-03-29,103662.02846771531
2016-03-30,103662.02846771531
2016-03-31,104226.95723980549
2016-04-01,102400.99491395522
2016-04-04,102400.99491395522
2016-04-05,100508.37720872741
2016-04-06,99917.62811886931
2016-04-07,99917.62811886931
2016-04-08,101546.69772048868
2016-04-11,102637.56836097478
2016-04-12,103226.01529493259
2016-04-13,103226.01529493259
2016-04-14,103226.01529493259
2016-04-15,102610.12156542517
2016-04-18,102315.64047868014
2016-04-19,102315.64047868014
2016-04-20,102315.64047868014
2016-04-21,102315.64047868014
2016-04-22,102418.27123951446
2016-04-25,102418.27123951446
2016-04-26,103590.14194362133
2016-04-27,103590.14194362133
2016-04-28,103590.14194362133
2016-04-29,104681.43641224188
2016-05-02,104681.43641224188
2016-05-03,102659.27370310634
2016-05-04,101119.15541403196
2016-05-05,102046.30039599973
2016-05-06,101010.75758311278
2016-05-09,101010.75758311278
2016-05-10,101628.41068281561
2016-05-11,101628.41068281561
2016-05-12,101628.41068281561
2016-05-13,100904.25232713988
2016-05-16,101011.05895757952
2016-05-17,101011.05895757952
2016-05-18,101011.05895757952
2016-05-19,100116.07936306826
2016-05-20,100998.0028081242
2016-05-23,100998.0028081242
2016-05-24,101601.56853627977
2016-05-25,101601.56853627977
2016-05-26,102097.12315801952
2016-05-27,102097.12315801952
2016-05-31,102097.12315801952
2016-06-01,100955.33047775704
2016-06-02,100955.33047775704
2016-06-03,100955.33047775704
2016-06-06,100955.33047775704
2016-06-07,101348.25585351422
2016-06-08,101348.25585351422
2016-06-09,101348.25585351422
2016-06-10,99468.6188544404
2016-06-13,98390.82282897508
2016-06-14,97254.24778435491
2016-06-15,97884.89217399828
2016-06-16,97884.89217399828
2016-06-17,97884.89217399828
2016-06-20,97884.89217399828
2016-06-21,98519.72692004894
2016-06-22,99006.1607959855
2016-06-23,99006.1607959855
2016-06-24,99006.1607959855
2016-06-27,98406.91408962791
2016-06-28,100554.43228300898
2016-06-29,100554.43228300898
2016-06-30,100554.43228300898
2016-07-01,100554.43228300898
2016-07-05,98779.44474239864
2016-07-06,98453.79121811886
2016-07-07,98970.84231231044
2016-07-08,100161.14949366031
2016-07-11,100161.14949366031
2016-07-12,101879.76363233078
2016-07-13,102262.87189200957
2016-07-14,103465.90332830328
2016-07-15,103112.02789763319
2016-07-18,102758.12444713344
2016-07-19,102758.12444713344
2016-07-20,102758.12444713344
2016-07-21,102758.12444713344
2016-07-22,102758.12444713344
2016-07-25,102758.12444713344
2016-07-26,102918.03114415318
2016-07-27,103260.10860915972
2016-07-28,103056.55659749253
2016-07-29,103166.96048652583
2016-08-01,103166.96048652583
2016-08-02,103166.96048652583
2016-08-03,102934.91938851352
2016-08-04,102934.91938851352
2016-08-05,103515.22152796977
2016-08-08,103515.22152796977
2016-08-09,103515.22152796977
2016-08-10,103515.22152796977
2016-08-11,104397.04887237982
2016-08-12,104397.04887237982
2016-08-15,105369.00872910445
2016-08-16,105369.00872910445
2016-08-17,104629.96000885674
2016-08-18,104931.88934087945
2016-08-19,104931.88934087945
2016-08-22,104931.88934087945
2016-08-23,105463.30821917288
2016-08-24,105209.57590704558
2016-08-25,105209.57590704558
2016-08-26,105209.57590704558
2016-08-29,105136.65550275812
2016-08-30,105136.65550275812
2016-08-31,104515.44373964878
2016-09-01,104515.44373964878
2016-09-02,104515.44373964878
2016-09-06,104515.44373964878
2016-09-07,104515.44373964878
2016-09-08,104749.95473628612
2016-09-09,103377.05695524532
2016-09-12,101847.80697999125
2016-09-13,101847.80697999125
2016-09-14,101243.3259082825
2016-09-15,101223.07724310085
2016-09-16,100235.47643419546
2016-09-19,100620.25759591264
2016-09-20,101088.31808259466
2016-09-21,101449.97749754165
2016-09-22,101449.97749754165
2016-09-23,101449.97749754165
2016-09-26,101296.34105422732
2016-09-27,102737.08670506782
2016-09-28,102737.08670506782
2016-09-29,102737.08670506782
2016-09-30,103647.36973936475
2016-10-03,104326.59652859179
2016-10-04,104326.59652859179
2016-10-05,104326.59652859179
2016-10-06,104326.59652859179
2016-10-07,104756.55788467653
2016-10-10,107310.26851803789
2016-10-11,107310.26851803789
2016-10-12,107075.30680053316
2016-10-13,105958.83372499948
2016-10-14,105958.83372499948
2016-10-17,106284.69785102975
2016-10-18,106284.69785102975
2016-10-19,106284.69785102975
2016-10-20,106284.69785102975
2016-10-21,105358.34007817825
2016-10-24,105358.34007817825
2016-10-25,105159.1262892575
2016-10-26,103989.51177394706
2016-10-27,104404.56734796235
2016-10-28,104589.815886315
2016-10-31,104855.01778753701
2016-11-01,104855.01778753701
2016-11-02,103737.90814826074
2016-11-03,104227.39102348249
2016-11-04,104233.41520009177
2016-11-07,104233.41520009177
2016-11-08,104233.41520009177
2016-11-09,104233.41520009177
2016-11-10,104233.41520009177
2016-11-11,102074.44717961398
2016-11-14,102074.44717961398
2016-11-15,102074.44717961398
2016-11-16,102074.44717961398
2016-11-17,102074.44717961398
2016-11-18,102257.54158389987
2016-11-21,103374.61542107147
2016-11-22,103374.61542107147
2016-11-23,102246.56911102153
2016-11-25,102246.56911102153
2016-11-28,102246.56911102153
2016-11-29,101992.0790095346
2016-11-30,101992.0790095346
2016-12-01,101564.1779949503
2016-12-02,101780.12960365477
2016-12-05,102382.55409104312
2016-12-06,102382.55409104312
2016-12-07,102382.55409104312
2016-12-08,102382.55409104312
2016-12-09,102382.55409104312
2016-12-12,102382.55409104312
2016-12-13,102362.07758022491
2016-12-14,102362.07758022491
2016-12-15,101542.12450299443
2016-12-16,101542.12450299443
2016-12-19,101320.11492272466
2016-12-20,101155.72555845602
2016-12-21,101106.58451750023
2016-12-22,100038.02303854891
2016-12-23,100038.02303854891
2016-12-27,100038.02303854891
2016-12-28,100653.17748497962
2016-12-29,100653.17748497962
2016-12-30,100653.17748497962
2017-01-03,101321.66607971054
2017-01-04,101068.67899925438
2017-01-05,102194.96860288762
2017-01-06,102233.51660403164
2017-01-09,102034.75562756427
2017-01-10,101440.4409331221
2017-01-11,101389.8449749226
2017-01-12,102068.38823290492
2017-01-13,102352.38370596786
2017-01-17,102352.38370596786
2017-01-18,101727.3510100538
2017-01-19,101919.69713395883
2017-01-20,103215.39336773331
2017-01-23,103215.39336773331
2017-01-24,103215.39336773331
2017-01-25,103215.39336773331
2017-01-26,103215.39336773331
2017-01-27,103777.39433855304
2017-01-30,103777.39433855304
2017-01-31,103727.77974001388
2017-02-01,104374.3737460296
2017-02-02,104994.368595649
2017-02-03,104994.368595649
2017-02-06,104994.368595649
2017-02-07,104944.36575270454
2017-02-08,105040.1763962515
2017-02-09,105040.1763962515
2017-02-10,105040.1763962515
2017-02-13,105040.1763962515
2017-02-14,105132.44975908092
2017-02-15,104400.68469585247
2017-02-16,104400.68469585247
2017-02-17,103810.39804298282
2017-02-21,103810.39804298282
2017-02-22,103810.39804298282
2017-02-23,105561.80600198478
2017-02-24,104841.42359572618
2017-02-27,105327.20762699068
2017-02-28,105362.48195953695
2017-03-01,106401.9132260675
2017-03-02,106401.9132260675
2017-03-03,108466.94486746285
2017-03-06,108466.94486746285
2017-03-07,108466.94486746285
2017-03-08,107599.1754654826
2017-03-09,106530.53056668019
2017-03-10,107957.2673867131
2017-03-13,108049.52488381494
2017-03-14,107628.3657584543
2017-03-15,108092.42453803447
2017-03-16,108092.42453803447
2017-03-17,108647.66524379999
2017-03-20,108647.66524379999
2017-03-21,108647.66524379999
2017-03-22,108245.66888239792
2017-03-23,108245.66888239792
2017-03-24,108245.66888239792
2017-03-27,108245.66888239792
2017-03-28,108245.66888239792
2017-03-29,108674.05065373292
2017-03-30,108674.05065373292
2017-03-31,108335.71263703633
2017-04-03,108473.28466056043
2017-04-04,108473.28466056043
2017-04-05,108473.28466056043
2017-04-06,108293.69584837276
2017-04-07,108852.27610303265
2017-04-10,108852.27610303265
2017-04-11,108852.27610303265
2017-04-12,108672.82490019781
2017-04-13,108916.14600570605
2017-04-17,109401.07354391637
2017-04-18,109401.07354391637
2017-04-19,108980.11353758338
2017-04-20,109548.41411783596
2017-04-21,109548.41411783596
2017-04-24,109548.41411783596
2017-04-25,108474.92378593309
2017-04-26,108474.92378593309
2017-04-27,109759.83432367115
2017-04-28,109925.09454985362
2017-05-01,109925.09454985362
2017-05-02,109925.09454985362
2017-05-03,109925.09454985362
2017-05-04,110116.7637477558
2017-05-05,110176.2278866795
2017-05-08,110176.2278866795
2017-05-09,110370.80847376212
2017-05-10,110370.80847376212
2017-05-11,110370.80847376212
2017-05-12,110614.68806742584
2017-05-15,111604.20367290796
2017-05-16,111604.20367290796
2017-05-17,110436.81464846185
2017-05-18,108211.90101426632
2017-05-19,108211.90101426632
2017-05-22,108211.90101426632
2017-05-23,108530.38308115861
2017-05-24,108530.38308115861
2017-05-25,108530.38308115861
2017-05-26,109025.61143217351
2017-05-30,109025.61143217351
2017-05-31,109082.58204069066
2017-06-01,109299.16844763518
2017-06-02,109299.16844763518
2017-06-05,110384.00221924958
2017-06-06,110384.00221924958
2017-06-07,110777.78226728889
2017-06-08,111483.57271024499
2017-06-09,111225.47055401265
2017-06-12,111225.47055401265
2017-06-13,111225.47055401265
2017-06-14,111225.47055401265
2017-06-15,111225.47055401265
2017-06-16,111225.47055401265
2017-06-19,111225.47055401265
2017-06-20,110971.66653439037
2017-06-21,111131.77721533852
2017-06-22,111973.88002513375
2017-06-23,111973.88002513375
2017-06-26,111973.88002513375
2017-06-27,111973.88002513375
2017-06-28,112728.36230758247
2017-06-29,112728.36230758247
2017-06-30,113175.19218948981
2017-07-03,113175.19218948981
2017-07-05,112475.64088766872
2017-07-06,112475.64088766872
2017-07-07,113574.51199138773
2017-07-10,113574.51199138773
2017-07-11,113574.51199138773
2017-07-12,113574.51199138773
2017-07-13,113853.45581937827
2017-07-14,113853.45581937827
2017-07-17,113853.45581937827
2017-07-18,113853.45581937827
2017-07-19,114052.52559203221
2017-07-20,114029.7150869138
2017-07-21,114029.7150869138
2017-07-24,114029.7150869138
2017-07-25,114575.5742451538
2017-07-26,114702.10553149409
2017-07-27,114702.10553149409
2017-07-28,114578.72543829368
2017-07-31,114578.72543829368
2017-08-01,114934.29039824335
2017-08-02,114581.90632341387
2017-08-03,114581.90632341387
2017-08-04,115088.1784252791
2017-08-07,114863.03007007655
2017-08-08,114863.03007007655
2017-08-09,113302.83832534496
2017-08-10,113302.83832534496
2017-08-11,113305.45164532778
2017-08-14,113305.45164532778
2017-08-15,113305.45164532778
2017-08-16,113305.45164532778
2017-08-17,113061.39475282589
2017-08-18,113138.5278596299
2017-08-21,113138.5278596299
2017-08-22,113138.5278596299
2017-08-23,111943.48017623798
2017-08-24,111943.48017623798
2017-08-25,112550.94010270483
2017-08-28,112550.94010270483
2017-08-29,111887.95619118455
2017-08-30,111887.95619118455
2017-08-31,111887.95619118455
2017-09-01,112405.98146190155
2017-09-05,112405.98146190155
2017-09-06,112634.40647422949
2017-09-07,112634.40647422949
2017-09-08,112215.80255917911
2017-09-11,112417.54191210408
2017-09-12,112417.54191210408
2017-09-13,112417.54191210408
2017-09-14,111796.56217348864
2017-09-15,111796.56217348864
2017-09-18,111796.56217348864
2017-09-19,111796.56217348864
2017-09-20,112197.58035202058
2017-09-21,111950.9947264789
2017-09-22,112028.22721472068
2017-09-25,112028.22721472068
2017-09-26,111805.94962063414
