entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,stop_price
2016-01-04,2016-02-02,long,QUAL,54.38,52.26,-0.038985,rotation_out,
2016-03-02,2016-04-04,long,QUAL,54.06,56.84,0.051424,rotation_out,
2016-07-05,2016-08-02,long,QUAL,56.93,58.66,0.030388,rotation_out,
2016-11-02,2017-01-03,long,QUAL,56.86,60.63,0.066303,rotation_out,
2017-01-03,2017-03-02,long,COWZ,20.51,21.84,0.064846,rotation_out,
2016-01-04,2017-04-03,long,VLUE,46.7,57.67,0.234904,rotation_out,
2017-04-03,2017-05-02,long,COWZ,21.54,21.65,0.005107,rotation_out,
2017-05-02,2017-07-03,long,VLUE,57.86,58.6,0.012789,rotation_out,
2017-07-03,2017-11-02,long,COWZ,21.87,22.74,0.039781,rotation_out,
2017-11-02,2018-04-02,long,VLUE,63.63,65.88,0.035361,rotation_out,
2018-04-02,2018-09-04,long,COWZ,24.45,26.36,0.078119,rotation_out,
2018-09-04,2018-12-03,long,VLUE,71.71,68.19,-0.049087,rotation_out,
2018-12-03,2019-05-02,long,COWZ,24.96,25.31,0.014022,rotation_out,
2016-01-04,2019-06-03,long,MTUM,63.88,103.55,0.621008,rotation_out,
2019-05-02,2019-07-02,long,VLUE,67.9,67.99,0.001325,rotation_out,
2019-06-03,2019-07-02,long,SIZE,76.89,82.31,0.07049,rotation_out,
2019-07-02,2019-08-02,long,COWZ,25.14,24.89,-0.009944,rotation_out,
2019-08-02,2019-09-03,long,VLUE,67.56,65.32,-0.033156,rotation_out,
2019-09-03,2019-10-02,long,COWZ,23.68,24.59,0.038429,rotation_out,
2019-10-02,2019-12-02,long,VLUE,67.27,73.67,0.095139,rotation_out,
2019-12-02,2020-01-02,long,COWZ,26.95,27.41,0.017069,rotation_out,
2019-07-02,2020-01-02,long,MTUM,111.18,117.92,0.060622,rotation_out,
2020-01-02,2020-04-02,long,VLUE,76.29,50.46,-0.338576,rotation_out,
2020-01-02,2020-10-02,long,SIZE,88.92,85.57,-0.037674,rotation_out,
2020-04-02,2020-10-02,long,COWZ,18.38,24.83,0.350925,rotation_out,
2020-10-02,2020-11-02,long,VLUE,62.95,63.91,0.01525,rotation_out,
2020-10-02,2021-01-04,long,MTUM,137.67,152.99,0.111281,rotation_out,
2021-01-04,2021-03-02,long,SIZE,103.19,109.78,0.063863,rotation_out,
2020-11-02,2021-04-05,long,COWZ,25.26,37.51,0.484956,rotation_out,
2021-04-05,2021-05-03,long,VLUE,91.35,91.85,0.005473,rotation_out,
2021-03-02,2021-05-03,long,MTUM,159.26,163.55,0.026937,rotation_out,
2021-05-03,2021-08-02,long,COWZ,38.37,39.95,0.041178,rotation_out,
2021-05-03,2021-08-02,long,SIZE,117.29,122.42,0.043738,rotation_out,
2021-08-02,2022-07-05,long,MTUM,166.34,129.81,-0.21961,rotation_out,
2021-08-02,2022-07-05,long,VLUE,91.9,80.97,-0.118934,rotation_out,
2022-07-05,2022-08-02,long,SIZE,103.24,112.01,0.084948,rotation_out,
2022-07-05,2022-08-02,long,COWZ,39.61,42.65,0.076748,rotation_out,
2022-08-02,2023-01-03,long,MTUM,135.88,140.79,0.036135,rotation_out,
2022-08-02,2023-01-03,long,VLUE,86.48,84.06,-0.027983,rotation_out,
2023-01-03,2023-02-02,long,SIZE,109.06,120.73,0.107005,rotation_out,
2023-01-03,2023-02-02,long,COWZ,43.41,47.18,0.086846,rotation_out,
2023-02-02,2026-03-31,long,MTUM,138.54,239.99,0.732279,end_of_data,
2017-03-02,2026-03-31,long,QUAL,64.65,191.81,1.966899,end_of_data,
2023-02-02,2026-03-31,long,VLUE,90.78,142.19,0.566314,end_of_data,
