entry_time,pct_return_gross
2016-01-05,98925.9
2016-01-06,96907.4159364
2016-01-07,96006.46769043928
2016-01-08,96086.24906509004
2016-01-11,96744.34378493686
2016-01-12,94692.87997497727
2016-01-13,96017.44398006724
2016-01-14,94262.24510411161
2016-01-15,94372.34340639322
2016-01-19,93341.98616108223
2016-01-20,93787.97417095987
2016-01-21,95420.35386140543
2016-01-22,94197.25576560994
2016-01-25,95288.05998737569
2016-01-26,94404.16794293279
2016-01-27,94824.36089444679
2016-01-28,96788.55270601434
2016-01-29,96758.64504322819
2016-02-01,95279.49563645235
2016-02-02,95763.89659226808
2016-02-03,95888.67694952781
2016-02-04,94337.29404516141
2016-02-05,93256.66034187409
2016-02-08,93261.69620153256
2016-02-09,93196.50627588767
2016-02-10,92163.7025933383
2016-02-11,93781.35990125657
2016-02-12,95123.65250552325
2016-02-16,96447.58350109514
2016-02-17,96108.66669267228
2016-02-18,96073.77924666285
2016-02-19,97255.77495273454
2016-02-22,96210.66439509245
2016-02-23,96584.63524759618
2016-02-24,97576.173113048
2016-02-25,97387.16806572804
2016-02-26,96650.82368798307
2016-02-29,98673.62877694887
2016-03-01,99045.92437832429
2016-03-02,99378.32250053794
2016-03-03,99651.01661747943
2016-03-04,99720.3737250452
2016-03-07,98793.77201239207
2016-03-08,99210.68173028437
2016-03-09,99280.12920749556
2016-03-10,100638.87705582935
2016-03-11,100530.08642973201
2016-03-14,100391.55597063183
2016-03-15,100886.48634156706
2016-03-16,101430.46627592079
2016-03-17,101321.732816073
2016-03-18,101445.2440083758
2016-03-21,101400.81099150014
2016-03-22,100827.69360777616
2016-03-23,100793.1097088687
2016-03-24,100842.59912573577
2016-03-28,101633.91100107542
2016-03-29,102014.22509604144
2016-03-30,101802.03550784166
2016-03-31,102394.5233544973
2016-04-01,102113.34799336584
2016-04-04,101244.87396868227
2016-04-05,102183.92017474178
2016-04-06,101147.77522416989
2016-04-07,101375.15542287382
2016-04-08,101177.47386979923
2016-04-11,101978.1923980048
2016-04-12,102851.83957227852
2016-04-13,102856.77646057801
2016-04-14,102758.23966872877
2016-04-15,103374.37807378244
2016-04-18,103650.18091448328
2016-04-19,103733.82661048128
2016-04-20,103261.42276409715
2016-04-21,103261.42276409715
2016-04-22,103108.69911982905
2016-04-25,103236.76012413588
2016-04-26,103418.97300575498
2016-04-27,102621.3024669616
2016-04-28,102152.93884250238
2016-04-29,102838.89582682979
2016-05-02,102079.84193673196
2016-05-03,101596.18764563571
2016-05-04,101581.35460223944
2016-05-05,101897.47577776163
2016-05-06,101966.56226633894
2016-05-09,103042.71736449786
2016-05-10,102224.76427405847
2016-05-11,102249.4004422485
2016-05-12,101494.49311878339
2016-05-13,102344.20501517382
2016-05-16,101530.26155268816
2016-05-17,101554.93340624546
2016-05-18,101258.49455563263
2016-05-19,101802.1514129018
2016-05-20,101683.65370865719
2016-05-23,102804.81767444884
2016-05-24,103396.35659534762
2016-05-25,103420.9649282173
2016-05-26,103800.10618564415
2016-05-27,103632.7804144729
2016-05-31,103814.86320966114
2016-06-01,104080.62925947785
2016-06-02,103815.01549360767
2016-06-03,104267.7527761753
2016-06-06,104405.38620983985
2016-06-07,104695.42437273078
2016-06-08,104572.61663994157
2016-06-09,103727.2516070243
2016-06-10,103048.04556350151
2016-06-13,102875.54313522822
2016-06-14,102757.23626062273
2016-06-15,103018.54791243348
2016-06-16,102693.31835667392
2016-06-17,103255.35888804
2016-06-20,103501.622918988
2016-06-21,103358.79067935978
2016-06-22,104501.31875152941
2016-06-23,101316.11855598279
2016-06-24,99773.98591544217
2016-06-27,101300.52789994846
2016-06-28,102768.6764508024
2016-06-29,103956.99065660304
2016-06-30,104144.00928279429
2016-07-01,103509.4598342342
2016-07-05,104036.42649425029
2016-07-06,103977.33380400157
2016-07-07,105296.07832863773
2016-07-08,105615.23074205182
2016-07-11,106262.96895219281
2016-07-12,106253.19275904921
2016-07-13,106758.10793104021
2016-07-14,106635.6563812433
2016-07-15,106875.69324375747
2016-07-18,106787.52079683138
2016-07-19,107159.78209432914
2016-07-20,106817.19227097357
2016-07-21,107228.5452784091
2016-07-22,106978.91722500097
2016-07-25,107022.99253889768
2016-07-26,106925.0665007246
2016-07-27,107027.92841469828
2016-07-28,107174.77073248324
2016-07-29,107101.3560145315
2016-08-01,106518.83173916847
2016-08-02,106783.42451720856
2016-08-03,106881.34491749086
2016-08-04,107620.75006163005
2016-08-05,107566.93968659925
2016-08-08,107620.72315644253
2016-08-09,107395.68822432241
2016-08-10,107821.40473244364
2016-08-11,107738.27442939492
2016-08-12,108002.34094002137
2016-08-15,107528.21066329468
2016-08-16,107704.34187236115
2016-08-17,107909.73405231177
2016-08-18,107772.79659979939
2016-08-19,107767.94682395241
2016-08-22,107953.73876427692
2016-08-23,107484.4638618686
2016-08-24,107420.83305926238
2016-08-25,107249.60425136592
2016-08-26,107699.83809001313
2016-08-29,107548.1967179824
2016-08-30,107288.89801569532
2016-08-31,107293.83330500404
2016-09-01,107704.8759803955
2016-09-02,107978.76948001365
2016-09-06,107968.94341199099
2016-09-07,107763.58648162139
2016-09-08,105568.01117064482
2016-09-09,106858.7912432283
2016-09-12,105551.1602147849
2016-09-13,105506.93427865492
2016-09-14,106410.0736360802
2016-09-15,106062.11269529023
2016-09-16,106076.85532895486
2016-09-19,106101.35908253586
2016-09-20,107082.16004589484
2016-09-21,107674.53855526874
2016-09-22,107185.37312661216
2016-09-23,106416.85400129434
2016-09-26,106990.33442750733
2016-09-27,107440.87072578157
2016-09-28,106653.11426162014
2016-09-29,107324.38896278277
2016-09-30,107084.62627783993
2016-10-03,106609.70596029771
2016-10-04,107036.03817443295
2016-10-05,107109.46489662062
2016-10-06,106771.64164433668
2016-10-07,107212.50175268615
2016-10-10,106101.3513845213
2016-10-11,106199.38903320058
2016-10-12,105944.40430013188
2016-10-13,105939.53085753408
2016-10-14,105674.68203039024
2016-10-17,106199.77952539925
2016-10-18,106430.23304696937
2016-10-19,106293.04447657181
2016-10-20,106288.1549965259
2016-10-21,106700.02159713746
2016-10-24,106415.87943962427
2016-10-25,106229.65165060492
2016-10-26,105989.36017857125
2016-10-27,105704.88473585199
2016-10-28,105729.4082691107
2016-10-31,105076.7406318655
2016-11-01,104521.62021110734
2016-11-02,104152.86793500256
2016-11-03,104034.75858276428
2016-11-04,105983.53768053661
2016-11-07,106371.01349429667
2016-11-08,107346.54205905288
2016-11-09,107581.41629307809
2016-11-10,107375.93578795833
2016-11-11,107424.89921467764
2016-11-14,108134.44067399058
2016-11-15,108002.5166563683
2016-11-16,108427.83056696109
2016-11-17,108232.44361627942
2016-11-18,108921.55958478426
2016-11-21,109111.9544709385
2016-11-22,109170.54759048938
2016-11-23,109512.14223390003
2016-11-25,109097.6387755447
2016-11-28,109244.04780678147
2016-11-29,109039.10597309597
2016-11-30,108687.67293454467
2016-12-01,108707.23671567289
2016-12-02,109268.81830054605
2016-12-05,109571.27438960197
2016-12-06,110785.54325238754
2016-12-07,111028.93909091305
2016-12-08,111617.61452597305
2016-12-09,111486.3522112905
