entry_time,pct_return_gross
2016-01-05,99955.60171144854
2016-01-06,99871.29852977846
2016-01-07,99832.91852359091
2016-01-08,99836.34775114074
2016-01-11,99864.61199452437
2016-01-12,99777.0790760728
2016-01-13,99834.77005688315
2016-01-14,99759.33390500516
2016-01-15,99764.15025342033
2016-01-19,99719.12676816477
2016-01-20,99738.82132101875
2016-01-21,99810.57757725359
2016-01-22,99757.69430150367
2016-01-25,99805.44464224033
2016-01-26,99767.17657868122
2016-01-27,99785.53210276546
2016-01-28,99870.97049401425
2016-01-29,99869.69488005721
2016-02-01,99806.58788493961
2016-02-02,99827.56212639113
2016-02-03,99832.93883368095
2016-02-04,99766.17411188097
2016-02-05,99718.9351957601
2016-02-08,99719.15777922829
2016-02-09,99716.2765534589
2016-02-10,99670.59869735398
2016-02-11,99742.91149935253
2016-02-12,99801.92266933579
2016-02-16,99859.33924043282
2016-02-17,99844.83443331416
2016-02-18,99843.33628869416
2016-02-19,99894.11148620832
2016-02-22,99849.73956455951
2016-02-23,99865.78246875173
2016-02-24,99908.16037363814
2016-02-25,99900.16107158818
2016-02-26,99868.93862442425
2016-02-29,99955.33597507606
2016-03-01,99970.92483308539
2016-03-02,99984.79293979697
2016-03-03,99996.13363220832
2016-03-04,99999.01046063003
2016-03-07,99960.60204289552
2016-03-08,99978.03868393158
2016-03-09,99980.93152227736
2016-03-10,100037.49228108708
2016-03-11,100033.022255561
2016-03-14,100027.32436477634
2016-03-15,100047.70825557811
2016-03-16,100070.00690405785
2016-03-17,100065.57265351426
2016-03-18,100070.6147355045
2016-03-21,100068.80296914706
2016-03-22,100045.42416079933
2016-03-23,100044.00571461716
2016-03-24,100046.0361729293
2016-03-28,100078.48694634311
2016-03-29,100093.96677063445
2016-03-30,100085.36094091338
2016-03-31,100109.43864414093
2016-04-01,100098.07553777834
2016-04-04,100062.88535207295
2016-04-05,100101.24798911801
2016-04-06,100059.29151737536
2016-04-07,100068.58921125466
2016-04-08,100060.52329142175
2016-04-11,100093.2558782487
2016-04-12,100128.70088767125
2016-04-13,100128.89955265757
2016-04-14,100124.93452277196
2016-04-15,100149.75015716531
2016-04-18,100160.79494069157
2016-04-19,100164.13606635526
2016-04-20,100145.28105541982
2016-04-21,100145.28105541982
2016-04-22,100139.15867690081
2016-04-25,100144.29967030897
2016-04-26,100151.60588544856
2016-04-27,100119.6756028999
2016-04-28,100100.78757644449
2016-04-29,100128.57223245117
2016-05-02,100098.02339120283
2016-05-03,100078.41950960227
2016-05-04,100077.81554038165
2016-05-05,100090.68910799535
2016-05-06,100093.49418563329
2016-05-09,100137.16029046476
2016-05-10,100104.3032926535
2016-05-11,100105.30051339461
2016-05-12,100074.75049648478
2016-05-13,100109.38231113853
2016-05-16,100076.4723570057
2016-05-17,100077.4775738901
2016-05-18,100065.4024399048
2016-05-19,100087.60989860639
2016-05-20,100082.79424975377
2016-05-23,100128.40833008496
2016-05-24,100152.2232257371
2016-05-25,100153.20850436926
2016-05-26,100168.38525646988
2016-05-27,100161.71077974123
2016-05-31,100168.98514339408
2016-06-01,100179.58487214944
2016-06-02,100169.01714940452
2016-06-03,100187.07395872954
2016-06-06,100192.5404308427
2016-06-07,100204.0454975935
2016-06-08,100199.1869688049
2016-06-09,100165.70492075702
2016-06-10,100138.5936898875
2016-06-13,100131.66456395357
2016-06-14,100126.9047411094
2016-06-15,100137.42965772716
2016-06-16,100124.36215695608
2016-06-17,100147.01312270669
2016-06-20,100156.8860945222
2016-06-21,100151.17286840327
2016-06-22,100196.93402712762
2016-06-23,100070.69579380305
2016-06-24,100007.73479365723
2016-06-27,100070.98275537515
2016-06-28,100130.93258730277
2016-06-29,100178.79122140077
2016-06-30,100186.2407443651
2016-07-01,100161.008215893
2016-07-05,100182.08591970104
2016-07-06,100179.73379729722
2016-07-07,100232.2536353933
2016-07-08,100244.81147536472
2016-07-11,100270.22450137418
2016-07-12,100269.8431886238
2016-07-13,100289.53874622144
2016-07-14,100284.78385523336
2016-07-15,100294.11493819338
2016-07-18,100290.69474284806
2016-07-19,100305.14612998324
2016-07-20,100291.89089704685
2016-07-21,100307.85560032148
2016-07-22,100298.20310866502
2016-07-25,100299.91120311421
2016-07-26,100296.11767632402
2016-07-27,100300.1059110193
2016-07-28,100305.79413928142
2016-07-29,100302.95401002883
2016-08-01,100280.4036076718
2016-08-02,100290.70009709164
2016-08-03,100294.50156660125
2016-08-04,100323.18156976545
2016-08-05,100321.10812336208
2016-08-08,100323.18152691216
2016-08-09,100314.51037405695
2016-08-10,100330.947236339
2016-08-11,100327.74973449671
2016-08-12,100337.91423158019
2016-08-15,100319.70669873815
2016-08-16,100326.49907388151
2016-08-17,100334.4074599712
2016-08-18,100329.14446415045
2016-08-19,100328.95784288262
2016-08-22,100336.10749771095
2016-08-23,100318.07863208822
2016-08-24,100315.62379641816
2016-08-25,100309.0141472548
2016-08-26,100326.42034484485
2016-08-29,100320.58133127571
2016-08-30,100310.5834318571
2016-08-31,100310.77416497178
2016-09-01,100326.65894653136
2016-09-02,100337.2048604661
2016-09-06,100336.82744047182
2016-09-07,100328.93897751754
2016-09-08,100244.44533477843
2016-09-09,100295.1095992665
2016-09-12,100244.37827136992
2016-09-13,100242.6420881182
2016-09-14,100278.11099321822
2016-09-15,100264.55674577499
2016-09-16,100265.13282703962
2016-09-19,100266.09020500167
2016-09-20,100304.40226727523
2016-09-21,100327.33858407357
2016-09-22,100308.49846942154
2016-09-23,100278.76959969198
2016-09-26,100301.10731198826
2016-09-27,100318.5660352834
2016-09-28,100288.1624160576
2016-09-29,100314.25384863817
2016-09-30,100304.99051452175
2016-10-03,100286.60237974864
2016-10-04,100303.17975754186
2016-10-05,100306.02395883504
2016-10-06,100292.94689578879
2016-10-07,100310.06425592666
2016-10-10,100267.09147832767
2016-10-11,100270.92106498434
2016-10-12,100260.96956200927
2016-10-13,100260.77892323166
2016-10-14,100250.41813980129
2016-10-17,100271.00910489124
2016-10-18,100280.00318253245
2016-10-19,100274.66013830312
2016-10-20,100274.4694734939
2016-10-21,100290.53088068722
2016-10-24,100279.49129920042
2016-10-25,100272.23739720492
2016-10-26,100262.86188898364
2016-10-27,100251.73832080013
2016-10-28,100252.6997148049
2016-10-31,100227.11892987411
2016-11-01,100205.23187281663
2016-11-02,100190.61883572598
2016-11-03,100185.92247306522
2016-11-04,100263.49579028308
2016-11-07,100278.64781055004
2016-11-08,100316.66208233825
2016-11-09,100325.73489416574
2016-11-10,100317.81412731859
2016-11-11,100319.70500926801
2016-11-14,100347.09428708637
2016-11-15,100342.03387196496
2016-11-16,100358.36740458872
2016-11-17,100350.89208288892
2016-11-18,100377.3026423008
2016-11-21,100384.5553214004
2016-11-22,100386.78356515555
2016-11-23,100399.7674189205
2016-11-25,100384.05944746447
2016-11-28,100389.62795463036
2016-11-29,100381.84323113348
2016-11-30,100368.46998048785
2016-12-01,100369.2167581552
2016-12-02,100390.64943667379
2016-12-05,100402.13575538124
2016-12-06,100448.12778865981
2016-12-07,100457.24985898989
2016-12-08,100479.2660670538
2016-12-09,100474.38173378949
2016-12-12,100497.20325301899
2016-12-13,100469.30441109257
2016-12-14,100483.087995202
2016-12-15,100477.12356547818
2016-12-16,100484.18410076568
2016-12-19,100497.91157657879
2016-12-20,100488.73513581266
2016-12-21,100483.14005339418
2016-12-22,100487.29771164397
2016-12-23,100495.96228103836
2016-12-27,100467.5112969933
2016-12-28,100465.87922351433
2016-12-29,100453.17168225025
2016-12-30,100478.67905224052
2017-01-03,100500.57120379503
2017-01-04,100497.5136939981
2017-01-05,100511.73317447926
2017-01-06,100500.43658147404
2017-01-09,100499.71790146545
2017-01-10,100508.35446246719
2017-01-11,100500.99675974577
2017-01-12,100508.54917326172
2017-01-13,100496.7045368437
2017-01-17,100504.08631112626
2017-01-18,100492.58701340033
2017-01-19,100503.94376298194
2017-01-20,100495.1406642389
2017-01-23,100517.47672651021
2017-01-24,100547.73288353767
2017-01-25,100544.18351033394
2017-01-26,100539.03003561757
2017-01-27,100517.66914663863
2017-01-30,100516.23569509281
2017-01-31,100518.38376431212
2017-02-01,100520.17455274267
2017-02-02,100544.68510762118
2017-02-03,100538.82092286205
2017-02-06,100538.64222318976
2017-02-07,100543.09308386101
2017-02-08,100563.54051984673
2017-02-09,100577.6862059583
2017-02-10,100595.8291556025
2017-02-13,100611.42642421796
2017-02-14,100629.2261203427
2017-02-15,100626.96748835129
2017-02-16,100631.48465094372
2017-02-17,100652.66136097306
2017-02-21,100650.41884502344
2017-02-22,100652.66547142963
2017-02-23,100657.49582601932
2017-02-24,100662.3222517075
2017-02-27,100653.54272886006
2017-02-28,100702.02559933666
2017-03-01,100680.7383060896
2017-03-02,100682.62354374837
2017-03-03,100673.20966420128
2017-03-06,100661.36642983617
2017-03-07,100655.34148748008
2017-03-08,100658.79064373969
2017-03-09,100671.19804592956
2017-03-10,100673.42849103731
2017-03-13,100660.5573724449
2017-03-14,100689.49184233235
2017-03-15,100683.68164235691
2017-03-16,100678.37535475219
2017-03-17,100673.06102365267
2017-03-20,100628.60526612701
2017-03-21,100635.90105999574
2017-03-22,100631.21710360676
2017-03-23,100630.34774186468
2017-03-24,100625.83042753206
2017-03-27,100651.21942283459
