entry_time,entry_price
2023-07-24,760102.4301603104
2023-07-25,766340.1632426869
2023-07-26,766706.0162805174
2023-07-27,751439.8617115497
2023-07-28,773517.2656068802
2023-07-31,777934.2593512532
2023-08-01,771283.5944177515
2023-08-02,739060.0379542913
2023-08-03,732736.1659791562
2023-08-04,722797.5517465957
2023-08-07,741690.2788551614
2023-08-08,732029.6143146987
2023-08-09,717335.6508507655
2023-08-10,718135.430448481
2023-08-11,716884.8463191127
2023-08-14,728726.6121284866
2023-08-15,703268.3256788962
2023-08-16,687781.1655239139
2023-08-17,672085.7213763779
2023-08-18,673042.6767688311
2023-08-21,686165.4045447267
2023-08-22,680586.5610840258
2023-08-23,703311.3782023141
2023-08-24,674070.4297851528
2023-08-25,688351.8537169929
2023-08-28,701424.2862003933
2023-08-29,731883.9101620923
2023-08-30,740892.8541486895
2023-08-31,737627.2107144251
2023-09-01,741799.0033812391
2023-09-05,732147.3434859443
2023-09-06,717416.3141729106
2023-09-07,710774.4953099705
2023-09-08,714000.4007349779
2023-09-11,728087.9289762976
2023-09-12,716085.6483379423
2023-09-13,718629.1446628572
2023-09-14,737175.5954816155
2023-09-15,710635.4436889812
2023-09-18,711875.6451613879
2023-09-19,707455.3940623626
2023-09-20,687968.2631220043
2023-09-21,653842.5000878224
2023-09-22,649432.8864410828
2023-09-25,657605.2801462978
2023-09-26,628645.2194739045
2023-09-27,629376.2022872459
2023-09-28,640349.4409943077
2023-09-29,635678.1707559297
2023-10-02,634941.775143614
2023-10-03,609417.787224685
2023-10-04,622750.2926519284
2023-10-05,622024.0885304742
2023-10-06,644201.4408338381
2023-10-09,656548.570647346
2023-10-10,666796.1247678532
2023-10-11,675012.5398953375
2023-10-12,662658.9102282848
2023-10-13,652774.3611320024
2023-10-16,673375.9667911595
2023-10-17,673280.3733734203
2023-10-18,646373.3731456157
2023-10-19,629307.2560273106
2023-10-20,606103.9013667337
2023-10-23,602986.1593143881
2023-10-24,616612.7144052617
2023-10-25,590078.3355061798
2023-10-26,568865.0827657975
2023-10-27,561140.4218689827
2023-10-30,581270.261405469
2023-10-31,592222.3783879864
2023-11-01,611156.6640202844
2023-11-02,646288.3263852467
2023-11-03,663980.6492616469
2023-11-06,668566.4557109547
2023-11-07,674265.6795999446
2023-11-08,675746.3225175332
2023-11-09,659913.749768255
2023-11-10,690844.9999357475
2023-11-13,688855.350806964
2023-11-14,728959.3349493807
2023-11-15,733584.9879312417
2023-11-16,736261.0154871885
2023-11-17,738994.1567454132
2023-11-20,756093.1427038885
2023-11-21,751147.653727969
2023-11-22,759815.7283937271
2023-11-24,761262.8651882368
2023-11-27,757122.942056605
2023-11-28,759391.6297064614
2023-11-29,757790.0463074525
2023-11-30,766715.3392618058
2023-12-01,780337.9771898263
2023-12-04,768027.926403596
2023-12-05,767611.5194494169
2023-12-06,758297.7821376465
2023-12-07,775690.1698447444
2023-12-08,785697.1598330603
