entry_time,entry_price
2016-01-06,98104.47239692525
2016-01-07,94572.01705051868
2016-01-08,93020.39131754698
2016-01-11,93156.79318665076
2016-01-12,94282.65811071574
2016-01-13,90754.55137669077
2016-01-14,92994.81307775482
2016-01-15,89994.98039782722
2016-01-19,90180.40961567989
2016-01-20,88442.92697624573
2016-01-21,89188.703299599
2016-01-22,91928.05861104323
2016-01-25,89848.68632449445
2016-01-26,91684.73934462378
2016-01-27,90183.98112662147
2016-01-28,90892.27643435409
2016-01-29,94214.71687324857
2016-02-01,94163.38924299076
2016-02-02,91623.13310227667
2016-02-03,92445.18193167677
2016-02-04,92657.68005123285
2016-02-05,90012.18107676074
2016-02-08,88192.61864421329
2016-02-09,88200.98500697361
2016-02-10,88092.21885206082
2016-02-11,86369.4026732452
2016-02-12,89044.56116312447
2016-02-16,91293.61328599305
2016-02-17,93535.90266322873
2016-02-18,92955.88794673233
2016-02-19,92896.30447664867
2016-02-22,94913.1993246668
2016-02-23,93113.32828816868
2016-02-24,93752.02406479321
2016-02-25,95450.55399823221
2016-02-26,95124.27624243614
2016-02-29,93854.96150265005
2016-03-01,97321.3737505192
2016-03-02,97969.4148601335
2016-03-03,98549.61086446137
2016-03-04,99026.82768058615
2016-03-07,99148.4964953119
2016-03-08,97522.68372394893
2016-03-09,98248.95939917902
2016-03-10,98370.30434697545
2016-03-11,100746.17524587696
2016-03-14,100553.90043336678
2016-03-15,100309.34291305864
2016-03-16,101182.05339603288
2016-03-17,102144.80288051162
2016-03-18,101951.64612760021
2016-03-21,102171.00390657692
2016-03-22,102091.97855120058
2016-03-23,101073.69226470537
2016-03-24,101012.4496212303
2016-03-28,101099.92143420332
2016-03-29,102499.87418888882
2016-03-30,103176.68275673792
2016-03-31,102797.8964833126
2016-04-01,103853.67768649624
2016-04-04,103350.47642602952
2016-04-05,101799.24976297468
2016-04-06,103465.40643801332
2016-04-07,101613.9264046114
2016-04-08,102017.04035401162
2016-04-11,101666.04417181997
2016-04-12,103085.94466804115
2016-04-13,104644.47312936823
2016-04-14,104653.32230682304
2016-04-15,104476.33376918257
2016-04-18,105581.88784005122
2016-04-19,106078.91084938568
2016-04-20,106230.02885087501
2016-04-21,105376.25175903342
2016-04-22,105376.25175903342
2016-04-25,105101.29548796026
2016-04-26,105331.70304973825
2016-04-27,105659.82998728094
2016-04-28,104221.67736940667
2016-04-29,103382.17767887814
2016-05-02,104607.18245530725
2016-05-03,103244.66431901316
2016-05-04,102381.40479709205
2016-05-05,102355.0525508193
2016-05-06,102917.18556254002
2016-05-09,103040.37644813131
2016-05-10,104959.39929233557
2016-05-11,103489.16468253633
2016-05-12,103533.24013597865
2016-05-13,102184.33984581646
2016-05-16,103694.10732263587
2016-05-17,102238.7204811732
2016-05-18,102282.61483137122
2016-05-19,101755.80726957518
2016-05-20,102719.95727528782
2016-05-23,102508.93704806169
2016-05-24,104503.46808033972
2016-05-25,105564.59654282413
2016-05-26,105608.9588711746
2016-05-27,106292.23440050581
2016-05-31,105989.88045134938
2016-06-01,106318.60011410712
2016-06-02,106798.84808473189
2016-06-03,106317.87918142579
2016-06-06,107136.0738795653
2016-06-07,107385.72518354563
2016-06-08,107912.18411766617
2016-06-09,107688.74494233556
2016-06-10,106152.54588255878
2016-06-13,104925.93111211725
2016-06-14,104616.04073276387
2016-06-15,104403.75408227183
2016-06-16,104872.23624344704
2016-06-17,104287.9733628561
2016-06-20,105295.27360263515
2016-06-21,105738.48527174492
2016-06-22,105481.06283446481
2016-06-23,107538.76841585354
2016-06-24,101754.49068356371
2016-06-27,99021.25865464174
2016-06-28,101694.84999929981
2016-06-29,104295.74876930316
2016-06-30,106423.93307615025
2016-07-01,106761.74920274939
2016-07-05,105613.74150779346
2016-07-06,106562.52721875286
2016-07-07,106455.8046076174
2016-07-08,108838.48004062568
2016-07-11,109420.61574768371
2016-07-12,110604.89922412633
2016-07-13,110586.89126267663
2016-07-14,111514.25094027558
2016-07-15,111288.53795866709
2016-07-18,111730.63651773971
2016-07-19,111568.01848173201
2016-07-20,112254.29453563139
2016-07-21,111620.90741508534
2016-07-22,112379.53702478927
2016-07-25,111917.90170382078
2016-07-26,111999.25490611467
2016-07-27,111818.42622912295
2016-07-28,112008.19404476958
2016-07-29,112279.44411107113
2016-08-01,112143.70977341269
2016-08-02,111067.31830196278
2016-08-03,111554.19203193673
2016-08-04,111734.77835618444
2016-08-05,113098.94002595996
2016-08-08,112999.16285061759
2016-08-09,113098.91066717201
2016-08-10,112681.66076950668
2016-08-11,113469.83447001697
2016-08-12,113315.46609725847
2016-08-15,113805.5901296116
