entry_time,entry_price
2016-01-06,97472.62986256699
2016-01-07,92793.02380487722
2016-01-08,90763.10631530955
2016-01-11,90940.56213507436
2016-01-12,92406.00243316746
2016-01-13,87795.49404655347
2016-01-14,90685.11783371569
2016-01-15,86784.682658072
2016-01-19,87023.10211592383
2016-01-20,84787.56663321024
2016-01-21,85740.83765776253
2016-01-22,89252.11371786307
2016-01-25,86560.32226579484
2016-01-26,88918.79623829114
2016-01-27,86978.15173346039
2016-01-28,87888.97449050218
2016-01-29,92172.51972207248
2016-02-01,92105.566317916
2016-02-02,88792.57695175141
2016-02-03,89854.78080749785
2016-02-04,90130.1724367963
2016-02-05,86699.05870549775
2016-02-08,84362.27349456844
2016-02-09,84372.94415906304
2016-02-10,84234.21674819
2016-02-11,82037.72957728783
2016-02-12,85425.71840938821
2016-02-16,88302.58351792253
2016-02-17,91194.35126782978
2016-02-18,90440.35821217747
2016-02-19,90363.06347956223
2016-02-22,92978.92350700287
2016-02-23,90628.00255865889
2016-02-24,91456.86667571266
2016-02-25,93666.13063158386
2016-02-26,93239.22652795566
2016-02-29,91580.3450557987
2016-03-01,96090.21467708009
2016-03-02,96943.33880857237
2016-03-03,97708.83128944148
2016-03-04,98339.69185420279
2016-03-07,98500.79127919214
2016-03-08,96347.2021327863
2016-03-09,97303.89756149417
2016-03-10,97464.13452742499
2016-03-11,100602.78092344243
2016-03-14,100346.77939891341
2016-03-15,100021.3743583008
2016-03-16,101181.6478268734
2016-03-17,102465.30866084562
2016-03-18,102206.95821782935
2016-03-21,102500.16769117212
2016-03-22,102394.46108990931
2016-03-23,101032.72334425962
2016-03-24,100951.0995848494
2016-03-28,101067.65783399483
2016-03-29,102933.66582539098
2016-03-30,103839.89636147094
2016-03-31,103331.60157593466
2016-04-01,104746.61837259246
2016-04-04,104069.91461568009
2016-04-05,101987.21463587912
2016-04-06,104212.85878459759
2016-04-07,101726.38484893146
2016-04-08,102264.46496197126
2016-04-11,101795.3350120339
2016-04-12,103690.94329664217
2016-04-13,105781.17699216127
2016-04-14,105793.10406139029
2016-04-15,105554.54922952516
2016-04-18,107043.83402592344
2016-04-19,107715.70745177544
2016-04-20,107920.30711956091
2016-04-21,106763.82450712829
2016-04-22,106763.82450712829
2016-04-25,106392.38872241128
2016-04-26,106703.37265796863
2016-04-27,107146.57256685334
2016-04-28,105202.05402589883
2016-04-29,104072.19193416178
2016-05-02,105716.433202501
2016-05-03,103880.47823061657
2016-05-04,102722.3772276474
