entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason,stop_price
2016-08-31,2016-09-30,long,XLB,19.96,19.73,-0.011523,rebalance,
2016-08-31,2016-09-30,long,XLE,22.98,23.85,0.037859,rebalance,
2016-08-31,2016-09-30,long,XLI,49.45,49.54,0.00182,rebalance,
2016-09-30,2016-10-31,long,XLB,19.73,19.31,-0.021287,rebalance,
2016-09-30,2016-10-31,long,XLE,23.85,23.14,-0.029769,rebalance,
2016-09-30,2016-10-31,long,XLF,16.17,16.54,0.022882,rebalance,
2016-10-31,2016-11-30,long,XLB,19.31,20.63,0.068358,rebalance,
2016-10-31,2016-11-30,long,XLE,23.14,25.12,0.085566,rebalance,
2016-10-31,2016-11-30,long,XLK,21.46,21.5,0.001864,rebalance,
2016-11-30,2017-01-02,long,XLI,52.95,53.13,0.003399,rebalance,
2016-11-30,2017-01-02,long,XLK,21.5,21.98,0.022326,rebalance,
2016-11-30,2017-01-02,long,XLU,17.29,18.14,0.049161,rebalance,
2017-01-02,2017-01-31,long,XLE,25.56,24.72,-0.032864,rebalance,
2017-01-02,2017-01-31,long,XLI,53.13,54.12,0.018634,rebalance,
2017-01-02,2017-01-31,long,XLK,21.98,22.76,0.035487,rebalance,
2017-01-31,2017-02-28,long,XLE,24.72,24.22,-0.020227,rebalance,
2017-01-31,2017-02-28,long,XLI,54.12,56.23,0.038987,rebalance,
2017-01-31,2017-02-28,long,XLK,22.76,23.79,0.045255,rebalance,
2017-02-28,2017-03-31,long,XLE,24.22,23.86,-0.014864,rebalance,
2017-02-28,2017-03-31,long,XLI,56.23,55.8,-0.007647,rebalance,
2017-02-28,2017-03-31,long,XLK,23.79,24.32,0.022278,rebalance,
2017-03-31,2017-05-01,long,XLB,21.86,22.15,0.013266,rebalance,
2017-03-31,2017-05-01,long,XLI,55.8,56.73,0.016667,rebalance,
2017-03-31,2017-05-01,long,XLK,24.32,25.0,0.027961,rebalance,
2017-05-01,2017-05-31,long,XLF,20.01,19.64,-0.018491,rebalance,
2017-05-01,2017-05-31,long,XLI,56.73,57.91,0.0208,rebalance,
2017-05-01,2017-05-31,long,XLK,25.0,25.79,0.0316,rebalance,
2017-05-31,2017-06-30,long,XLF,19.64,20.92,0.065173,rebalance,
2017-05-31,2017-06-30,long,XLI,57.91,58.7,0.013642,rebalance,
2017-05-31,2017-06-30,long,XLY,41.64,41.11,-0.012728,rebalance,
2017-06-30,2017-07-31,long,XLK,25.09,26.19,0.043842,rebalance,
2017-06-30,2017-07-31,long,XLP,43.43,43.72,0.006677,rebalance,
2017-06-30,2017-07-31,long,XLU,19.71,20.19,0.024353,rebalance,
2017-07-31,2017-08-31,long,XLK,26.19,26.95,0.029019,rebalance,
2017-07-31,2017-08-31,long,XLV,68.98,70.18,0.017396,rebalance,
2017-07-31,2017-08-31,long,XLY,41.91,41.13,-0.018611,rebalance,
2017-08-31,2017-10-02,long,XLK,26.95,27.21,0.009647,rebalance,
2017-08-31,2017-10-02,long,XLU,20.85,20.31,-0.025899,rebalance,
2017-08-31,2017-10-02,long,XLV,70.18,71.53,0.019236,rebalance,
2017-10-02,2017-10-31,long,XLK,27.21,28.94,0.06358,rebalance,
2017-10-02,2017-10-31,long,XLU,20.31,21.07,0.03742,rebalance,
2017-10-02,2017-10-31,long,XLV,71.53,70.27,-0.017615,rebalance,
2017-10-31,2017-11-30,long,XLI,61.92,64.5,0.041667,rebalance,
2017-10-31,2017-11-30,long,XLK,28.94,29.35,0.014167,rebalance,
2017-10-31,2017-11-30,long,XLV,70.27,72.32,0.029173,rebalance,
2017-11-30,2018-01-01,long,XLB,25.1,25.63,0.021116,rebalance,
2017-11-30,2018-01-01,long,XLF,23.43,23.88,0.019206,rebalance,
2017-11-30,2018-01-01,long,XLK,29.35,29.51,0.005451,rebalance,
2018-01-01,2018-01-31,long,XLB,25.63,26.66,0.040187,rebalance,
2018-01-01,2018-01-31,long,XLF,23.88,25.43,0.064908,rebalance,
2018-01-01,2018-01-31,long,XLK,29.51,31.59,0.070485,rebalance,
2018-01-31,2018-02-28,long,XLB,26.66,25.25,-0.052888,rebalance,
2018-01-31,2018-02-28,long,XLF,25.43,24.7,-0.028706,rebalance,
2018-01-31,2018-02-28,long,XLK,31.59,31.46,-0.004115,rebalance,
2018-02-28,2018-04-02,long,XLF,24.7,23.15,-0.062753,rebalance,
2018-02-28,2018-04-02,long,XLK,31.46,29.56,-0.060394,rebalance,
2018-02-28,2018-04-02,long,XLY,48.07,45.6,-0.051383,rebalance,
2018-04-02,2018-04-30,long,XLF,23.15,23.57,0.018143,rebalance,
2018-04-02,2018-04-30,long,XLK,29.56,30.3,0.025034,rebalance,
2018-04-02,2018-04-30,long,XLY,45.6,48.04,0.053509,rebalance,
2018-04-30,2018-05-31,long,XLF,23.57,23.34,-0.009758,rebalance,
2018-04-30,2018-05-31,long,XLK,30.3,32.36,0.067987,rebalance,
2018-04-30,2018-05-31,long,XLY,48.04,48.99,0.019775,rebalance,
2018-05-31,2018-07-02,long,XLE,26.83,26.58,-0.009318,rebalance,
2018-05-31,2018-07-02,long,XLK,32.36,32.56,0.00618,rebalance,
2018-05-31,2018-07-02,long,XLY,48.99,50.83,0.037559,rebalance,
2018-07-02,2018-07-31,long,XLE,26.58,27.38,0.030098,rebalance,
2018-07-02,2018-07-31,long,XLK,32.56,32.94,0.011671,rebalance,
2018-07-02,2018-07-31,long,XLY,50.83,51.66,0.016329,rebalance,
2018-07-31,2018-08-31,long,XLE,27.38,26.46,-0.033601,rebalance,
2018-07-31,2018-08-31,long,XLK,32.94,35.12,0.066181,rebalance,
2018-07-31,2018-08-31,long,XLY,51.66,54.32,0.051491,rebalance,
2018-08-31,2018-10-01,long,XLE,26.46,27.48,0.038549,rebalance,
2018-08-31,2018-10-01,long,XLK,35.12,35.28,0.004556,rebalance,
2018-08-31,2018-10-01,long,XLU,20.99,20.78,-0.010005,rebalance,
2018-10-01,2018-10-31,long,XLE,27.48,24.02,-0.12591,rebalance,
2018-10-01,2018-10-31,long,XLK,35.28,32.3,-0.084467,rebalance,
2018-10-01,2018-10-31,long,XLY,54.44,49.09,-0.098273,rebalance,
2018-10-31,2018-11-30,long,XLK,32.3,31.67,-0.019505,rebalance,
2018-10-31,2018-11-30,long,XLV,78.01,84.32,0.080887,rebalance,
2018-10-31,2018-11-30,long,XLY,49.09,50.31,0.024852,rebalance,
2018-11-30,2018-12-31,long,XLK,31.67,29.01,-0.083991,rebalance,
2018-11-30,2018-12-31,long,XLP,46.02,41.92,-0.089092,rebalance,
2018-11-30,2018-12-31,long,XLV,84.32,76.43,-0.093572,rebalance,
2018-12-31,2019-01-31,long,XLP,41.92,44.07,0.051288,rebalance,
2018-12-31,2019-01-31,long,XLU,21.12,21.86,0.035038,rebalance,
2018-12-31,2019-01-31,long,XLV,76.43,80.11,0.048149,rebalance,
2019-01-31,2019-02-28,long,XLP,44.07,44.85,0.017699,rebalance,
2019-01-31,2019-02-28,long,XLU,21.86,22.75,0.040714,rebalance,
2019-01-31,2019-02-28,long,XLV,80.11,80.97,0.010735,rebalance,
2019-02-28,2019-04-01,long,XLP,44.85,46.41,0.034783,rebalance,
2019-02-28,2019-04-01,long,XLU,22.75,23.23,0.021099,rebalance,
2019-02-28,2019-04-01,long,XLV,80.97,81.51,0.006669,rebalance,
2019-04-01,2019-04-30,long,XLI,68.33,69.6,0.018586,rebalance,
2019-04-01,2019-04-30,long,XLP,46.41,47.9,0.032105,rebalance,
2019-04-01,2019-04-30,long,XLU,23.23,23.61,0.016358,rebalance,
2019-04-30,2019-05-31,long,XLK,36.97,33.76,-0.086827,rebalance,
2019-04-30,2019-05-31,long,XLP,47.9,46.15,-0.036534,rebalance,
2019-04-30,2019-05-31,long,XLU,23.61,23.42,-0.008047,rebalance,
2019-05-31,2019-07-01,long,XLI,64.28,69.44,0.080274,rebalance,
2019-05-31,2019-07-01,long,XLK,33.76,37.36,0.106635,rebalance,
2019-05-31,2019-07-01,long,XLY,52.06,56.62,0.087591,rebalance,
2019-07-01,2019-07-31,long,XLK,37.36,38.05,0.018469,rebalance,
2019-07-01,2019-07-31,long,XLU,24.11,24.13,0.00083,rebalance,
2019-07-01,2019-07-31,long,XLY,56.62,56.84,0.003886,rebalance,
2019-07-31,2019-09-02,long,XLI,69.59,67.89,-0.024429,rebalance,
2019-07-31,2019-09-02,long,XLK,38.05,37.48,-0.01498,rebalance,
2019-07-31,2019-09-02,long,XLY,56.84,56.31,-0.009324,rebalance,
2019-09-02,2019-09-30,long,XLK,37.48,38.07,0.015742,rebalance,
2019-09-02,2019-09-30,long,XLP,50.78,51.67,0.017527,rebalance,
2019-09-02,2019-09-30,long,XLY,56.31,57.02,0.012609,rebalance,
2019-09-30,2019-10-31,long,XLK,38.07,39.56,0.039138,rebalance,
2019-09-30,2019-10-31,long,XLP,51.67,51.45,-0.004258,rebalance,
2019-09-30,2019-10-31,long,XLU,26.44,26.24,-0.007564,rebalance,
2019-10-31,2019-12-02,long,XLF,25.4,26.51,0.043701,rebalance,
2019-10-31,2019-12-02,long,XLP,51.45,52.27,0.015938,rebalance,
2019-10-31,2019-12-02,long,XLU,26.24,25.58,-0.025152,rebalance,
2019-12-02,2019-12-31,long,XLP,52.27,53.41,0.02181,rebalance,
2019-12-02,2019-12-31,long,XLU,25.58,26.6,0.039875,rebalance,
2019-12-02,2019-12-31,long,XLV,88.58,92.06,0.039287,rebalance,
2019-12-31,2020-01-31,long,XLB,27.08,25.41,-0.061669,rebalance,
2019-12-31,2020-01-31,long,XLF,27.38,26.64,-0.027027,rebalance,
2019-12-31,2020-01-31,long,XLK,43.48,45.22,0.040018,rebalance,
2020-01-31,2020-03-02,long,XLF,26.64,24.86,-0.066817,rebalance,
2020-01-31,2020-03-02,long,XLK,45.22,44.34,-0.01946,rebalance,
2020-01-31,2020-03-02,long,XLV,89.61,87.76,-0.020645,rebalance,
2020-03-02,2020-03-31,long,XLK,44.34,38.32,-0.135769,rebalance,
2020-03-02,2020-03-31,long,XLU,27.1,23.04,-0.149815,rebalance,
2020-03-02,2020-03-31,long,XLV,87.76,80.44,-0.083409,rebalance,
2020-03-31,2020-04-30,long,XLK,38.32,43.58,0.137265,rebalance,
2020-03-31,2020-04-30,long,XLU,23.04,23.81,0.03342,rebalance,
2020-03-31,2020-04-30,long,XLV,80.44,90.58,0.126057,rebalance,
2020-04-30,2020-06-01,long,XLK,43.58,46.7,0.071592,rebalance,
2020-04-30,2020-06-01,long,XLP,49.69,50.87,0.023747,rebalance,
2020-04-30,2020-06-01,long,XLV,90.58,92.63,0.022632,rebalance,
2020-06-01,2020-06-30,long,XLK,46.7,49.96,0.069807,rebalance,
2020-06-01,2020-06-30,long,XLV,92.63,91.27,-0.014682,rebalance,
2020-06-01,2020-06-30,long,XLY,59.71,60.97,0.021102,rebalance,
2020-06-30,2020-07-31,long,XLK,49.96,52.8,0.056845,rebalance,
2020-06-30,2020-07-31,long,XLV,91.27,96.25,0.054563,rebalance,
2020-06-30,2020-07-31,long,XLY,60.97,65.4,0.072659,rebalance,
2020-07-31,2020-08-31,long,XLK,52.8,59.03,0.117992,rebalance,
2020-07-31,2020-08-31,long,XLV,96.25,98.74,0.02587,rebalance,
2020-07-31,2020-08-31,long,XLY,65.4,71.65,0.095566,rebalance,
2020-08-31,2020-09-30,long,XLK,59.03,55.88,-0.053363,rebalance,
2020-08-31,2020-09-30,long,XLV,98.74,96.59,-0.021774,rebalance,
2020-08-31,2020-09-30,long,XLY,71.65,70.32,-0.018562,rebalance,
2020-09-30,2020-11-02,long,XLB,28.53,29.27,0.025938,rebalance,
2020-09-30,2020-11-02,long,XLK,55.88,53.25,-0.047065,rebalance,
