entry_time,exit_time,direction,instrument,entry_price,exit_price,pct_return_gross,exit_reason
2000-02-29,2000-02-29,long,SP500_overnight,100.0,99.0305,-0.009695,monthly_aggregate
2000-02-29,2000-03-31,long,SP500_overnight,100.0,106.5522,0.065522,monthly_aggregate
2000-03-31,2000-04-30,long,SP500_overnight,100.0,98.1715,-0.018285,monthly_aggregate
2000-04-30,2000-05-31,long,SP500_overnight,100.0,98.7825,-0.012175,monthly_aggregate
2000-05-31,2000-06-30,long,SP500_overnight,100.0,101.8846,0.018846,monthly_aggregate
2000-06-30,2000-07-31,long,SP500_overnight,100.0,99.1474,-0.008526,monthly_aggregate
2000-07-31,2000-08-31,long,SP500_overnight,100.0,104.2265,0.042265,monthly_aggregate
2000-08-31,2000-09-30,long,SP500_overnight,100.0,96.7391,-0.032609,monthly_aggregate
2000-09-30,2000-10-31,long,SP500_overnight,100.0,99.9837,-0.000163,monthly_aggregate
2000-10-31,2000-11-30,long,SP500_overnight,100.0,95.0202,-0.049798,monthly_aggregate
2000-11-30,2000-12-31,long,SP500_overnight,100.0,100.5642,0.005642,monthly_aggregate
2000-12-31,2001-01-31,long,SP500_overnight,100.0,102.5148,0.025148,monthly_aggregate
2001-01-31,2001-02-28,long,SP500_overnight,100.0,94.1596,-0.058404,monthly_aggregate
2001-02-28,2001-03-31,long,SP500_overnight,100.0,96.0218,-0.039782,monthly_aggregate
2001-03-31,2001-04-30,long,SP500_overnight,100.0,105.2334,0.052334,monthly_aggregate
2001-04-30,2001-05-31,long,SP500_overnight,100.0,100.6186,0.006186,monthly_aggregate
2001-05-31,2001-06-30,long,SP500_overnight,100.0,98.5265,-0.014735,monthly_aggregate
2001-06-30,2001-07-31,long,SP500_overnight,100.0,99.4986,-0.005014,monthly_aggregate
2001-07-31,2001-08-31,long,SP500_overnight,100.0,96.0044,-0.039956,monthly_aggregate
2001-08-31,2001-09-30,long,SP500_overnight,100.0,94.8374,-0.051626,monthly_aggregate
2001-09-30,2001-10-31,long,SP500_overnight,100.0,101.4108,0.014108,monthly_aggregate
2001-10-31,2001-11-30,long,SP500_overnight,100.0,105.0799,0.050799,monthly_aggregate
2001-11-30,2001-12-31,long,SP500_overnight,100.0,100.6539,0.006539,monthly_aggregate
2001-12-31,2002-01-31,long,SP500_overnight,100.0,99.1294,-0.008706,monthly_aggregate
