entry_time,exit_time,position,instrument,entry_price,exit_price,exit_reason,risk,shares,gross_pnl,fees,net_pnl,equity_before,equity
2001-02-28,2002-05-31,long,tsy_proxy,79.787,78.7018,rebalance,3.9893,125,-135.65,1.99,-137.65,100000.0,99862.35
2002-05-31,2002-07-01,long,bonds_hg,102.2813,102.9375,rebalance,5.1141,97,63.65,1.98,61.67,99862.35,99924.02
2002-07-01,2002-10-31,long,tsy_proxy,79.9945,85.5195,rebalance,3.9997,124,685.11,1.98,683.13,99924.02,100607.15
2002-10-31,2002-12-02,long,bonds_hg,110.6563,109.3438,rebalance,5.5328,90,-118.12,1.99,-120.12,100607.15,100487.03
2002-12-02,2002-12-31,long,tsy_proxy,83.5825,86.0586,rebalance,4.1791,120,297.14,2.01,295.13,100487.03,100782.16
2002-12-31,2003-09-30,long,bonds_hg,112.6875,112.1563,rebalance,5.6344,89,-47.28,2.01,-49.28,100782.16,100732.88
2003-09-30,2003-10-31,long,tsy_proxy,84.9105,82.5924,rebalance,4.2455,118,-273.53,2.0,-275.53,100732.88,100457.34
2003-10-31,2004-05-31,long,bonds_hg,108.7188,106.5625,rebalance,5.4359,92,-198.38,2.0,-200.38,100457.34,100256.96
2004-05-31,2004-08-31,long,tsy_proxy,80.3056,83.486,rebalance,4.0153,124,394.37,1.99,392.38,100256.96,100649.34
2004-08-31,2006-05-31,long,bonds_hg,112.5313,106.4062,rebalance,5.6266,89,-545.13,2.0,-547.13,100649.34,100102.2
2006-05-31,2006-10-31,long,tsy_proxy,77.3771,80.3539,rebalance,3.8689,129,384.0,2.0,382.0,100102.2,100484.21
2006-10-31,2007-02-28,long,bonds_hg,112.6562,113.0,rebalance,5.6328,89,30.59,2.01,28.59,100484.21,100512.79
2007-02-28,2007-04-02,long,tsy_proxy,80.6524,80.0596,rebalance,4.0326,124,-73.51,2.0,-75.51,100512.79,100437.29
2007-04-02,2007-10-01,long,bonds_hg,111.3438,111.7188,rebalance,5.5672,90,33.75,2.0,31.75,100437.29,100469.03
2007-10-01,2008-09-30,long,tsy_proxy,80.4268,84.9352,rebalance,4.0213,124,559.04,1.99,557.05,100469.03,101026.08
2008-09-30,2008-10-31,long,bonds_hg,117.1719,113.125,rebalance,5.8586,86,-348.03,2.02,-350.05,101026.08,100676.03
2008-10-31,2008-12-31,long,tsy_proxy,84.0243,95.2426,rebalance,4.2012,119,1334.98,2.0,1332.98,100676.03,102009.01
2008-12-31,2009-07-31,long,bonds_hg,138.0469,119.0,rebalance,6.9023,73,-1390.42,2.02,-1392.44,102009.01,100616.58
2009-07-31,2009-08-31,long,tsy_proxy,86.4659,87.1144,rebalance,4.3233,116,75.23,2.01,73.22,100616.58,100689.79
2009-08-31,2009-09-30,long,bonds_hg,120.9375,121.375,rebalance,6.0469,83,36.31,2.01,34.3,100689.79,100724.1
2009-09-30,2009-11-02,long,tsy_proxy,87.7285,87.1693,rebalance,4.3864,114,-63.76,2.0,-65.76,100724.1,100658.34
2009-11-02,2009-12-31,long,bonds_hg,119.8125,115.375,rebalance,5.9906,84,-372.75,2.01,-374.76,100658.34,100283.58
2009-12-31,2010-05-31,long,tsy_proxy,84.1606,87.5859,rebalance,4.208,119,407.61,2.0,405.61,100283.58,100689.19
2010-05-31,2011-08-01,long,bonds_hg,123.2188,129.0,rebalance,6.1609,81,468.28,2.0,466.29,100689.19,101155.47
2011-08-01,2011-10-31,long,tsy_proxy,90.6909,94.9496,rebalance,4.5345,111,472.72,2.01,470.7,101155.47,101626.18
2011-10-31,2013-07-01,long,bonds_hg,139.0312,135.75,rebalance,6.9516,73,-239.53,2.03,-241.56,101626.18,101384.62
2013-07-01,2014-06-30,long,tsy_proxy,92.5921,92.2354,rebalance,4.6296,109,-38.88,2.02,-40.89,101384.62,101343.72
2014-06-30,2016-05-02,long,bonds_hg,137.1875,162.1875,rebalance,6.8594,73,1825.0,2.0,1823.0,101343.72,103166.72
2016-05-02,2016-05-31,long,tsy_proxy,96.9797,96.8706,rebalance,4.849,106,-11.56,2.06,-13.62,103166.72,103153.1
2016-05-31,2017-01-02,long,bonds_hg,164.7188,150.6562,rebalance,8.2359,62,-871.88,2.04,-873.92,103153.1,102279.18
2017-01-02,2018-01-01,long,tsy_proxy,92.3991,92.653,rebalance,4.62,110,27.93,2.03,25.9,102279.18,102305.08
2018-01-01,2018-04-02,long,bonds_hg,153.0,146.75,rebalance,7.65,66,-412.5,2.02,-414.52,102305.08,101890.56
2018-04-02,2019-07-01,long,tsy_proxy,90.312,95.3356,rebalance,4.5156,112,562.64,2.02,560.61,101890.56,102451.18
2019-07-01,2021-03-31,long,bonds_hg,155.0,154.5938,rebalance,7.75,66,-26.81,2.05,-28.86,102451.18,102422.32
2021-03-31,2022-05-02,long,tsy_proxy,96.8582,88.716,rebalance,4.8429,105,-854.92,2.03,-856.96,102422.32,101565.36
2022-05-02,2022-05-31,long,bonds_hg,139.0938,140.4375,rebalance,6.9547,73,98.09,2.03,96.06,101565.36,101661.42
2022-05-31,2024-09-30,long,tsy_proxy,89.0021,82.1459,rebalance,4.4501,114,-781.61,2.03,-783.64,101661.42,100877.79
2024-09-30,2025-01-31,long,bonds_hg,124.1875,113.9062,rebalance,6.2094,81,-832.78,2.01,-834.79,100877.79,100042.99
2025-01-31,2025-06-30,long,tsy_proxy,77.4648,78.1675,end_of_data,3.8732,129,90.65,2.0,88.65,100042.99,100131.65
