date,equity
2016-01-04,99613.59861954607
2016-01-05,99613.59861954607
2016-01-06,99613.59861954607
2016-01-07,100537.96426092385
2016-01-08,101143.3506006748
2016-01-11,100493.30344662331
2016-01-12,100999.64257450667
2016-01-13,101146.50681304153
2016-01-14,101146.50681304153
2016-01-15,101146.50681304153
2016-01-19,99314.11800491474
2016-01-20,99314.11800491474
2016-01-21,100561.3032307286
2016-01-22,100561.3032307286
2016-01-25,100023.67565011633
2016-01-26,100023.67565011633
2016-01-27,100859.57368909306
2016-01-28,101007.12668014082
2016-01-29,101007.12668014082
2016-02-01,101007.12668014082
2016-02-02,101777.3542187417
2016-02-03,102273.28314871807
2016-02-04,102273.28314871807
2016-02-05,101936.5695550896
2016-02-08,101558.77798339908
2016-02-09,101558.77798339908
2016-02-10,100530.42679925937
2016-02-11,100530.42679925937
2016-02-12,100530.42679925937
2016-02-16,100530.42679925937
2016-02-17,100530.42679925937
2016-02-18,100424.05268154459
2016-02-19,100424.05268154459
2016-02-22,100424.05268154459
2016-02-23,100181.1290119377
2016-02-24,100181.1290119377
2016-02-25,100181.1290119377
2016-02-26,100181.1290119377
2016-02-29,100991.80086723607
2016-03-01,100991.80086723607
2016-03-02,100991.80086723607
2016-03-03,100991.80086723607
2016-03-04,100991.80086723607
2016-03-07,100991.80086723607
2016-03-08,101542.02837347653
2016-03-09,101542.02837347653
2016-03-10,102163.57622596638
2016-03-11,102163.57622596638
2016-03-14,102163.57622596638
2016-03-15,101787.26304014528
2016-03-16,101787.26304014528
2016-03-17,101787.26304014528
2016-03-18,101787.26304014528
2016-03-21,101787.26304014528
2016-03-22,101787.26304014528
2016-03-23,101621.5537902673
2016-03-24,101621.5537902673
2016-03-28,101621.5537902673
2016-03-29,101621.5537902673
2016-03-30,101293.5586751703
2016-03-31,101293.5586751703
2016-04-01,101293.5586751703
2016-04-04,100850.40145205661
2016-04-05,100889.49067431237
2016-04-06,100889.49067431237
2016-04-07,101872.99458047659
2016-04-08,102412.01765282602
2016-04-11,102785.37717621657
2016-04-12,102785.37717621657
2016-04-13,102785.37717621657
2016-04-14,102785.37717621657
2016-04-15,102785.37717621657
2016-04-18,102785.37717621657
2016-04-19,102785.37717621657
2016-04-20,102785.37717621657
2016-04-21,103052.60808831995
2016-04-22,103052.60808831995
2016-04-25,103381.05357766539
2016-04-26,103381.05357766539
2016-04-27,103381.05357766539
2016-04-28,103036.17539602317
2016-04-29,103231.27827572102
